gene_id	tpm_mean
EG10446	70.3866666667
EG10447	75.06
EG10448	48.7466666667
EG10449	103.42
EG10450	66.07
EG10451	142.29
EG10452	21.75
EG10453	230.356666667
EG10454	38.4
EG10455	1260.17
EG10456	27.6866666667
EG10457	4976.78
EG10458	55.9666666667
EG10459	118.746666667
EG10460	54.6
EG10461	294.173333333
EG10462	184.536666667
EG10463	132.613333333
EG10464	62.6933333333
EG10465	240.57
EG10466	3203.06333333
EG10467	1862.54333333
EG10468	1.04333333333
EG10469	0.966666666667
EG10470	1.59333333333
EG10471	3.83333333333
EG10472	2.26666666667
EG10473	2.21333333333
EG10474	0.733333333333
EG10475	0.266666666667
EG10476	1.32666666667
EG10477	1.52
EG10478	1.71333333333
EG10479	3.59666666667
EG10480	4.84
EG10481	9.89666666667
EG10482	7.16
EG10483	149.473333333
EG10484	86.63
EG10485	58.8333333333
EG10486	51.8366666667
EG10487	15.9466666667
EG10488	22.93
EG10489	1671.91333333
EG10490	126.646666667
EG10491	145.58
EG10492	391.543333333
EG10493	29.58
EG10494	67.8066666667
EG10495	107.883333333
EG10496	51.92
EG10497	90.6266666667
EG10498	70.61
EG10499	61.9466666667
EG10500	48.22
EG10501	13.0933333333
EG10502	51.8166666667
EG10503	26.55
EG10504	1528.72666667
EG10505	611.76
EG10506	4158.82333333
EG10507	80.6266666667
EG10508	105.88
EG10509	3.99333333333
EG10510	299.246666667
EG10511	217.756666667
EG10512	136.96
EG10513	0.57
EG10514	1.89
EG10515	4.80333333333
EG10516	10.5033333333
EG10517	13.57
EG10518	248.933333333
EG10519	200.353333333
EG10520	29.6633333333
EG10521	9.58333333333
EG10522	362.893333333
EG10523	220.01
EG10524	1.89666666667
EG10525	21.1533333333
EG10526	1.9
EG10527	1.44
EG10528	8.66333333333
EG10529	111.466666667
EG10530	191.583333333
EG10531	8.57666666667
EG10532	240.783333333
EG10533	260.68
EG10534	42.8166666667
EG10535	14.1266666667
EG10536	45.6166666667
EG10537	44.3666666667
EG10538	23.0666666667
EG10539	70.0533333333
EG10540	93.16
