gene_id	tpm_mean
EG10001	77.8872824
EG10002	253.5744002
EG10003	23.208875
EG10004	59.5004938
EG10006	70.1817418
EG10007	16.245421999999998
EG10008	60.36793399999999
EG10011	31.7501044
EG10012	52.67121540000001
EG10013	75.33645220000001
EG10014	8.1785036
EG10015	227.973392
EG10016	2.9710273999999997
EG10017	90.294007
EG10018	27.1616308
EG10020	136.1770218
EG10021	52.69174460000001
EG10022	427.7386164
EG10023	474.0854878
EG10024	1007.5027434
EG10025	854.738008
EG10026	84.8395332
EG10027	1967.8601868
EG10028	227.3257626
EG10029	12.788392
EG10030	42.387002
EG10031	11153.3712728
EG10032	188.7061418
EG10033	47.486708
EG10034	131.8290206
EG10035	6.524496399999999
EG10036	1.422576
EG10037	6.3594214
EG10039	223.8704334
EG10040	35.8612708
EG10041	95.659627
EG10042	66.7939374
EG10043	49.5645504
EG10044	243.1955648
EG10045	32.9465916
EG10046	105.7290422
EG10047	136.7241898
EG10048	58.1925616
EG10049	5.254825
EG10050	1.7182970000000002
EG10051	107.8530318
EG10052	1.1758892
EG10053	0.3066048
EG10054	20.8096482
EG10055	0.9255852
EG10056	13.1132736
EG10057	9.5188294
EG10058	5.443099
EG10059	10.9451906
EG10060	10.2567514
EG10061	552.9239504
EG10062	77.3210472
EG10063	11.996393
EG10064	48.1062192
EG10065	40.972359999999995
EG10066	33.5445244
EG10067	59.2501834
EG10068	82.2625276
EG10069	22.8242474
EG10070	128.8997022
EG10071	22.783633
EG10072	12.4894664
EG10073	161.5361942
EG10074	197.0159104
EG10075	113.6842566
EG10076	26.4585786
EG10077	98.8011726
EG10078	120.0123448
EG10079	2431.9314346
EG10080	20.212658
EG10081	333.24592240000004
EG10082	447.2357424
EG10083	112.9192352
EG10084	123.3165612
EG10085	7.184383199999999
EG10086	6.595991000000001
EG10087	28.1819128
EG10088	1414.9890148
EG10089	4.811083200000001
EG10090	1.9317964
EG10091	267.7407126
EG10092	102.8933202
EG10093	16.5778872
EG10094	250.4015994
EG10095	615.8338329999999
EG10096	688.859763
EG10097	280.437365
EG10098	1091.3549642
EG10099	392.8807474
EG10100	558.6241206000001
EG10101	1063.1139606
EG10102	807.9551722
EG10103	1131.6276478
EG10104	854.1974475999999
EG10105	834.5281018
EG10106	131.5319686
EG10107	60.262799599999994
EG10108	186.3348496
EG10109	16.934351200000002
EG10110	26.3519538
EG10111	18.7029776
EG10112	8.0727492
