gene_id	tpm_mean	tpm_std
EG10001	61.76580246295278	3.006543614923778
EG10002	18.997310844687217	0.5518380453395504
EG10003	45.59441665704334	7.776535098426188
EG10004	124.71257242190235	16.233038376362963
EG10006	9.618133192059283	3.021422652410745
EG10007	52.429953588209464	0.7006477990645718
EG10008	6.844523128521975	1.883592074188615
EG10011	75.59683842515685	8.91668026946261
EG10012	65.29278094746465	7.048234925866326
EG10013	42.14340965785403	2.1388212661469432
EG10014	6.326162727948113	0.23514359072292984
EG10015	217.09288139504207	19.94051057948152
EG10016	4.551911026224669	0.008761796688588286
EG10017	251.72726017005982	31.89682724466274
EG10018	37.073786348079366	2.3031612697612855
EG10020	329.3768218476803	40.3590153416106
EG10021	72.76333045444946	12.716361565659337
EG10022	2064.4129546631502	5.530659751336977
EG10023	2532.0207760077765	59.765116581828366
EG10024	1084.225022098839	100.65463197452529
EG10025	661.6467932481057	67.3592792950882
EG10026	196.747872194325	6.638023376457775
EG10027	386.19954406558213	87.33536196222049
EG10028	91.3684561370125	9.67275891070584
EG10029	18.700814120220507	4.0084072984700665
EG10030	38.81635439327348	0.9470079806283463
EG10031	1309.4984730009205	217.09763126098227
EG10032	641.6685363249353	65.9661529138531
EG10033	66.34597545100718	0.22630037309638731
EG10034	423.77911343647554	20.961143557523236
EG10035	213.51990620754273	30.438226282017478
EG10036	59.08081068684223	16.659038952932473
EG10037	8.700673462010025	0.68799398387248
EG10039	237.3831653271981	5.631654868309992
EG10040	21.20893389504009	1.917581706344504
EG10041	73.69920143024936	7.63225230651969
EG10042	32.235763819479416	1.3913490093570167
EG10043	124.9183860254676	20.86520692101547
EG10044	1033.0909080814263	151.35180781690912
EG10045	79.73347383440185	5.6225608405106025
EG10046	22.109438587661217	9.212837373826744
EG10047	152.1599046547887	21.99109992994088
EG10048	35.69196545855254	0.37838979094480885
EG10049	19.561286576554238	2.592540002739578
EG10050	147.6420637214216	76.53052620571455
EG10051	192.73139707517748	16.725293316369214
EG10052	4.146115890062029	0.4919619968762552
EG10053	2.8804275138214317	0.7944313732043572
EG10054	67.3051989815607	13.923735033427697
EG10055	3.0147108479480913	0.14178441178298132
EG10056	12.252677533547972	1.6623253787220251
EG10057	6.880596236891348	2.2083589467645037
EG10058	5.377582195143841	0.7599072507831199
EG10060	12.44014079050604	0.2844107900346192
EG10061	887.5295414783893	62.651545938873525
EG10062	56.36594265238978	3.0921955017055343
EG10063	309.96539174988243	20.92110456395799
EG10064	300.3776520864504	37.83270334430323
EG10065	273.95117511663454	1.6346000106025549
EG10066	250.96550428356983	6.077995818891393
EG10067	334.64239101885977	2.42515216703377
EG10068	824.0820460690132	43.33408542712215
EG10069	250.81566798861644	31.635421014181155
EG10070	294.72810358943264	12.488824946695843
EG10071	128.1797556384974	20.174519423485716
EG10072	249.75701010336633	36.245244713843654
EG10073	384.68209131677065	36.11786880374578
EG10074	349.1583997905584	7.912873938737338
