gene_id	tpm_mean	tpm_std
EG10001	108.58135438362977	7.475173372185975
EG10002	289.31260175351855	10.451197245225165
EG10003	31.18809932551077	2.62737014326243
EG10004	93.48061783298691	5.645100952047998
EG10006	121.77857015085445	24.361415217703822
EG10007	19.22715608046501	3.4152485624022604
EG10008	70.20541670579664	7.696828442857819
EG10011	40.214309241958155	1.6702697828805007
EG10012	72.38979599975997	5.492346622067598
EG10013	109.08904976898752	6.3802716808336255
EG10014	10.5398053321413	1.9629956693874597
EG10015	292.0615511461326	17.989007165321038
EG10016	3.8378631183297545	0.5700663357093638
EG10017	132.58236092056106	7.343558428253299
EG10018	33.53324951765741	1.1245366031572044
EG10020	179.22658620365104	18.599905662773256
EG10021	73.16366524000031	7.327853646799101
EG10022	627.9390467140486	39.3596916846725
EG10023	712.4660138952829	28.28367660552263
EG10024	1146.0630616920075	57.87148920540133
EG10025	1034.3935822853318	84.481900136204
EG10026	109.7321932571294	2.961831966891789
EG10027	2781.6489114534015	109.7013897045208
EG10028	309.57103697928227	12.493105309724232
EG10029	15.590143722247449	3.4733341240337743
EG10030	51.82539893555659	2.9661130081916376
EG10031	11390.19993447649	703.4511444562984
EG10032	331.4887520276462	3.9552989901031697
EG10033	71.91942707545807	10.08233443051345
EG10034	204.82199153228612	21.38233315398543
EG10035	9.238280785117125	1.3751256366389522
EG10036	1.6948121032820416	0.3855352474592751
EG10037	8.216665808694342	1.7977047845926115
EG10039	262.8357505609884	3.4544214436061034
EG10040	45.57847409523787	5.414355680416015
EG10041	124.47648686741748	11.505562730095686
EG10042	81.70229881763142	3.895823417752464
EG10043	67.18769605367775	7.180626426298695
EG10044	261.18825359559816	16.483588138543396
EG10045	49.79757193629612	2.808792792482311
EG10046	178.42388939264697	33.503488971416914
EG10047	182.48170230776154	20.403968071625506
EG10048	71.54976557600948	8.787541249137934
EG10049	6.057383584896314	0.6955561576350313
EG10050	2.572144404152018	0.4265294509895412
EG10051	144.97657324804808	4.47012035164504
EG10052	1.6941465490775083	0.06451608843987598
EG10053	0.2483236821773838	0.24278554976212127
EG10054	38.27241650971753	50.38961937693103
EG10055	1.175094279079871	1.1182425965474143
EG10056	19.807382123755083	11.108402170472813
EG10057	9.167394569037382	1.1283030208746547
EG10058	5.87757399242966	0.2932138319848987
EG10059	10.188709621436498	1.5525213426299254
EG10060	13.12184857001635	0.10719819507083195
EG10061	690.8377800613991	33.70626276846062
EG10062	103.86485690976396	7.190118585612677
EG10063	14.618612481931956	1.1111868169747499
EG10064	62.20674023670705	5.383250902496154
EG10065	48.02093063638674	4.247948188291108
EG10066	46.633365887926004	9.313916051555351
EG10067	89.61438529907116	10.341559385758897
EG10068	108.72279023935137	12.201200606864909
EG10069	34.294493789122036	1.2951850454426899
EG10070	177.84348947387966	9.290533573205645
EG10071	36.11182597352417	4.631881379984329
EG10072	20.31030017980589	7.745508469115882
EG10073	285.5351194647883	20.49417934232205
EG10074	270.0536613252159	20.018221430767287
EG10075	168.03706900255145	10.297259363287303
EG10076	40.155520557473906	2.166469517134289
EG10077	119.13085249140929	16.23671524378139
EG10078	217.1560223835486	14.001208763025945
EG10079	3844.4241253061846	177.70521979256782
EG10080	30.116466319137885	4.479803524215358
EG10081	476.01985809100876	3.106911266795079
EG10082	619.8521662101416	19.713250910124312
EG10083	157.35807344553047	7.693623452705106
EG10084	241.94146970033836	12.58946403639923
EG10085	9.539807234455683	0.5268928929792825
EG10086	8.341573660506583	1.9364407254939728
EG10087	40.74235520983988	6.102653414852515
EG10088	2227.7459995776103	106.21689229268367
EG10089	5.861821499967495	0.37214435812533775
EG10090	2.36989861739621	0.39309360614967326
EG10091	452.18745221250316	99.39808247432967
EG10092	178.9685594652802	39.81288578032311
EG10093	20.960801863592497	7.186186382928454
EG10094	386.7310852411858	22.87350380847042
EG10095	830.2044617316317	78.24379931454699
EG10096	1002.8931096307771	48.744723241912446
EG10097	404.7709391067521	29.65880611606594
EG10098	1750.0303093734506	28.026035703370813
EG10099	608.3516407589375	18.371601987118193
EG10100	902.047908799395	16.155734317029843
EG10101	1730.116447963564	129.92860417258964
EG10102	1288.4327538807988	34.70534886982621
EG10103	1806.2048439989264	108.09610143750547
