lambda_hom,lambda_sec,lambda_eff,lambda_kin,lambda_div,fraction_kinetic_target,obj_total,obj_homeo,obj_kin,obj_eff,obj_sec,obj_div,obj_hom_w,obj_kin_w,obj_eff_w,obj_sec_w,obj_div_w,Index,toya_pearson_r_squared,toya_r_squared
0.00250512447380873,0.00003834928322411907,9.737539939471187e-6,0.00009651499132633297,0.0028077927038435632,0.5,0.0020139278977077957,0.031217555772126232,9.482982369399288,86.20194564822972,4.589665362019683,0.0018052643670919551,0.00007820386297724241,0.0009152499611303407,0.0008393948886097614,0.0001760103768720218,5.06880811842956e-6,7809,0.7433203466448559,0.6372186349213971
0.00250512447380873,0.00003834928322411907,9.737539939471187e-6,0.00009651499132633297,0.0028077927038435632,0.1,0.0009394064412619434,0.026201345982012146,3.992470850448566,37.098762248506645,3.1843114163436144,0.0018052540731084558,0.00006563763306626866,0.00038533328950168057,0.00036125067909977937,0.00012211606037915702,5.068779215057797e-6,7809,0.7481650516260732,0.5787120011686762
0.025669679923038556,0.00007776966056247413,0.0000778041438658251,0.0004469848372597945,0.0046859244009773565,1.0,0.02020115693964615,0.01910307630708873,20.318157348606125,133.6205572051946,2.882353425477239,0.0018109821970885944,0.0004903698543483491,0.009081908255885607,0.010396233056224672,0.00022415964752044943,8.486125667073029e-6,9323,0.6166113016152085,0.5337507850152322
0.025669679923038556,0.00007776966056247413,0.0000778041438658251,0.0004469848372597945,0.0046859244009773565,0.5,0.012019872293223781,0.01937551640070764,11.385874659763067,79.74262953007428,2.8340417242964517,0.0018109924910720712,0.0004973633043497492,0.005089313331854613,0.006204307020197092,0.00022040246291842394,8.486173903901385e-6,9323,0.7543982162143643,0.6073633858201303
0.025669679923038556,0.00007776966056247413,0.0000778041438658251,0.0004469848372597945,0.0046859244009773565,0.1,0.005577216340888655,0.01963441210734984,4.4709192357113015,36.62467562803158,2.78648238473224,0.0018179633481893395,0.0005040090742727034,0.001998433106976101,0.0028495515316025472,0.00021670378922393976,8.51883881336292e-6,9323,0.7602360012104468,0.5637978799404443
0.02308725452791369,5.999202707160097e-7,0.00009482087574409263,0.0003922169473756152,0.000015288761470585202,1.0,0.02106424730641106,0.023505238079720436,20.246221456675023,132.6586811935191,2.9248955940788033,0.006389432870868779,0.0005426714142857149,0.007940911175627759,0.012578812325825873,1.7547041566158196e-6,9.768651509502918e-8,781,0.6037324830257667,0.5185649800732743
0.02308725452791369,5.999202707160097e-7,0.00009482087574409263,0.0003922169473756152,0.000015288761470585202,0.5,0.012458185785914627,0.024661883493181436,11.269921371143795,78.74549114832033,2.9041932240810717,0.006392358800501658,0.000569375181344833,0.004420254157353227,0.007466716431582428,1.7422843852023175e-6,9.773124893526599e-8,781,0.7473580652274591,0.5935763195809337
0.02308725452791369,5.999202707160097e-7,0.00009482087574409263,0.0003922169473756152,0.000015288761470585202,0.1,0.005659219082380453,0.025851891893504966,4.3209830466245664,35.49626308596632,2.871438163244674,0.006390876333423931,0.0005968492081734577,0.001694762780208873,0.0033657867514540344,1.7226339602380264e-6,9.770858384972662e-8,781,0.7537330416353708,0.5484309111234418
0.027658135046553827,0.00003993496771304765,0.00009014512022682185,0.00046922976876161875,0.0008937440091250987,1.0,0.022224082759780828,0.019101701733284255,20.318135236867015,133.61789152960853,2.8820551914997337,0.0020092300828384126,0.0005283174461581672,0.009533873898862406,0.012045000896391002,0.00011509478101976322,1.7957373494907572e-6,1087,0.6165800136256673,0.5337114745028968
0.027658135046553827,0.00003993496771304765,0.00009014512022682185,0.00046922976876161875,0.0008937440091250987,0.5,0.013181545056369237,0.019374166198092263,11.386314658496765,79.73722625267455,2.8339157989028605,0.0020137466040121123,0.0005358533051212142,0.0053427977942534675,0.007187921847100642,0.00011317233593068136,1.7997739632318378e-6,1087,0.754325559425728,0.607252567949946
0.027658135046553827,0.00003993496771304765,0.00009014512022682185,0.00046922976876161875,0.0008937440091250987,0.1,0.006054994829808904,0.0223976498051559,4.39650956837238,36.1337133533073,2.8407352310724656,0.002038429817335238,0.0006194772230364219,0.0020629731681256164,0.003257277934475405,0.00011344466973419587,1.8218344372653383e-6,1087,0.7576963906891474,0.5578232002416236
0.01805626952597902,0.00003608102830818599,0.00005856465246377331,0.0003005031361549136,0.005441043562171007,1.0,0.014389886028968414,0.019103045851063153,20.318146086279025,133.62093975139112,2.8823847064042987,0.001805970088606,0.00034492974465393157,0.006105666619780531,0.007825463898423013,0.00010399940418685586,9.82636192408308e-6,9380,0.616616410047024,0.5337577376196432
0.01805626952597902,0.00003608102830818599,0.00005856465246377331,0.0003005031361549136,0.005441043562171007,0.5,0.00855353199355204,0.019375489663948055,11.386347215384017,79.74027449865311,2.8342318911545155,0.0018059803825894736,0.00034984906357006675,0.003421633047571665,0.004669961463379504,0.00010226200109670959,9.826417934095587e-6,9380,0.7539393851357427,0.608841202626915
0.01805626952597902,0.00003608102830818599,0.00005856465246377331,0.0003005031361549136,0.005441043562171007,0.1,0.003953376235214324,0.019634522736564495,4.470940910097094,36.6251470198178,2.786538636699768,0.001808118135098513,0.0003545262345453717,0.0013435317650474805,0.0021449390066502322,0.00010054117943261834,9.838049538622412e-6,9380,0.7602352294086686,0.563805310895117
0.0025220107357819843,2.0483495551299148e-6,8.923918556267735e-6,0.000041511968268283135,0.0015853829706328508,1.0,0.0020924557024778736,0.023323177522205238,20.23401843859464,132.76534812765834,2.9444652869398857,0.0018052540731084785,0.00005882130410355067,0.0008399539313627965,0.001184787153785756,6.0312941605987915e-6,2.862019065171773e-6,4186,0.6059619682841844,0.5194297157733467
