"gene_id"	"11_J3_Modified_M9_N_Fe"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_J3 +vioE]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_J3]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_M5]_Modified_M9_N_Fe"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_M5]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ [+cymR +vio_J3]_Modified_M9_N_Fe"	"MG1655 rph+ [+cymR +vio_M5]_Modified_M9_N_Fe"	"MG1655 rph+_EZ_Rich"	"MG1655 rph+_Modified_M9_N_Fe"
"EG10017"	57.12401666666667	86.31005975	22.82676625	82.22511916666667	79.09398080000001	90.08841966666667	70.30591216666666	65.44841916666667	90.294007
"EG10018"	19.784795166666665	28.512233	27.5822815	35.28983183333333	29.980402400000003	25.02935666666667	30.8226275	10.095549666666667	27.1616308
"EG10020"	116.59604716666666	138.79967349999998	68.31042975	132.579485	123.825389	130.35447266666668	136.18255866666667	113.34766066666667	136.1770218
"EG10021"	19.737148666666666	42.216595999999996	3.32688175	37.68382533333333	37.7069832	49.833718	39.12934933333333	28.791056166666664	52.69174460000001
"EG10022"	436.812288	797.3894885	647.51978225	527.2848486666667	871.7185827999999	799.0707393333333	485.42342766666667	111.4674235	427.73861639999996
"EG10023"	442.29408166666667	981.73734575	582.79782925	604.838777	1148.0844268	687.7838853333333	522.8376633333334	189.1876935	474.0854878
"EG10024"	174.7856413333333	2207.8948135	1357.0825825	1337.2317428333333	1870.8014522	946.8926	1375.9820521666668	256.8489691666667	1007.5027434
"EG10025"	152.02641783333334	1679.7502574999999	1459.240339	937.2576915	1371.1126916	736.5209330000001	1012.9980378333333	250.41845899999998	854.738008
"EG10026"	88.4319185	147.39808625	240.94979125	107.25143366666667	172.1973046	149.017324	110.20415016666668	13.055440666666668	84.8395332
"EG10027"	1206.771287	1177.70255125	59.575295749999995	1316.4100386666667	983.2509248	1011.9014083333333	1242.4889190000001	487.6748801666667	1967.8601868
"EG10028"	185.728022	229.84289325	31.831981749999997	247.50477383333336	226.4903182	212.24656933333333	242.58599983333332	98.4457325	227.32576260000002
"EG10029"	15.994465	12.8069845	24.83537625	13.921625333333333	14.8532442	14.249671333333334	13.885613999999999	14.230687833333334	12.788392
"EG10030"	6.6515353333333325	24.560036750000002	9.153092749999999	20.2827675	18.691294399999997	30.479004000000003	23.680364166666664	110.72575666666667	42.387002
"EG10031"	4080.081992333333	7600.33099275	157.958478	6974.594423166666	7473.9074318	2118.093030333333	9496.458292666668	1104.3620796666667	11153.371272800001
"EG10032"	216.614009	205.74679825	157.05459975	203.33381666666665	220.4445318	343.8839703333333	133.54079033333335	61.29660833333333	188.7061418
"EG10033"	37.007452	30.53896925	4.30432825	28.647761666666668	31.474550599999997	22.939109666666667	30.504482499999998	22.565758666666667	47.486708
"EG10034"	108.29494566666666	121.22968425	102.4476465	137.118394	112.0943106	194.74899833333333	101.30756266666667	25.198432666666665	131.8290206
"EG10035"	3.4765116666666667	16.417342	14.08752825	7.223033999999999	11.286887	11.558082666666666	8.426129333333334	4.0401359999999995	6.524496399999999
"EG10036"	1.1535335	2.259154	29.53181325	1.3879991666666667	1.4846922	2.949017	1.5368468333333334	4.1700083333333335	1.422576
"EG10037"	9.585584166666667	9.234066	17.6673885	7.846182333333334	7.7123686	8.455229666666668	8.369305666666667	7.636651166666667	6.3594214000000004
"EG10039"	116.76439216666667	232.0929305	19.717717	179.71443233333332	196.7441708	139.47124333333332	204.81222583333331	210.21124666666665	223.8704334
"EG10040"	15.410699666666666	29.2395255	4.4907347500000006	31.317360166666663	27.402151800000002	14.722525666666668	29.561317333333335	7.605439833333333	35.8612708
"EG10041"	37.14039016666667	102.24787675	17.840478	92.762881	96.300628	80.94682966666666	99.509326	119.84885650000001	95.659627
"EG10042"	24.571015166666665	78.224327	13.937439000000001	63.083174500000005	72.40312639999999	52.448588	72.34261683333334	91.23439533333334	66.7939374
"EG10043"	29.879970333333333	55.11172225	13.3253655	39.75494616666666	46.368702	32.86780533333333	48.875226	98.43766316666667	49.5645504
"EG10044"	440.8159276666667	289.324683	39.299849	272.589304	281.8492602	108.21873900000001	357.0309256666667	1312.695455	243.1955648
"EG10045"	35.2277475	29.69512425	15.857979499999999	31.505592166666663	29.9213752	37.90351066666667	26.606435333333334	8.100509166666667	32.9465916
"EG10046"	22.850236499999998	60.483147	41.15630025	73.8518935	59.7848798	35.30485	78.55048333333333	29.50725483333333	105.72904220000001
"EG10047"	129.13053216666665	141.01461875	120.8682465	134.02765933333333	159.9490988	140.58907033333332	133.45315300000001	97.800471	136.7241898
"EG10048"	69.71321383333334	54.99058675	81.19830425	60.148448333333334	63.881278599999995	64.33602366666666	63.990597	38.491256166666666	58.1925616
"EG10049"	5.687261666666667	5.613353	4.60146325	5.927332333333333	5.8076796	4.430860666666667	6.244376166666666	13.367771666666668	5.254825
"EG10050"	5.3509545	0.22365825	1.06234775	4.557578333333333	0.9026780000000001	3.4258566666666668	2.5850066666666667	12.840260333333333	1.7182970000000002
"EG10051"	136.78098433333335	129.48864875	68.0481465	118.87080933333334	111.103999	129.211333	103.18803966666667	16.9065005	107.85303180000001
"EG10052"	0.0	1.10905675	2.49807325	1.2111523333333334	1.364182	0.5617666666666666	1.3786180000000001	0.9880621666666668	1.1758891999999999
"EG10053"	0.0	0.5647715	1.846732	0.2551391666666667	0.3666138	0.21273066666666665	0.2672935	0.18878150000000002	0.3066048
"EG10054"	4785.4435395	7.33547175	12.66295825	7.826526833333333	8.2902074	6.676430666666666	8.5087025	23.82688333333333	20.809648199999998
"EG10055"	0.0	1.3349125	1.5009942500000002	0.8186583333333334	0.536114	0.4380563333333334	0.5797571666666667	0.864551	0.9255852000000001
"EG10056"	1149.8440951666666	9.80912975	8.588189	9.630367999999999	8.950457199999999	8.674601333333333	9.501678499999999	8.831035166666666	13.1132736
"EG10057"	0.28734533333333334	7.03776575	9.66220075	4.468074166666667	2.8205884	3.895553	6.5361525	6.088408666666666	9.5188294
"EG10058"	0.8640271666666667	3.87336	4.564064	3.3289051666666665	2.4237764	2.662302	4.349480166666667	6.196298333333334	5.443099
"EG10059"	4.071744333333333	9.7396125	7.7191495	7.0773135	6.8420749999999995	6.667827666666667	10.571927166666667	30.06322916666667	10.9451906
"EG10060"	5.528212666666666	11.770374	8.7128945	10.381307999999999	11.5573734	10.924795000000001	10.793742833333333	13.515322666666668	10.2567514
"EG10061"	287.4294915	619.544341	127.41871	514.6562680000001	565.3722611999999	398.9943533333333	539.0479728333333	176.4666435	552.9239504
"EG10062"	43.453688166666666	78.85842075	15.68079225	67.62046366666667	72.1724228	76.78527866666667	68.80980516666666	50.759175666666664	77.3210472
"EG10063"	56.0449355	11.58303525	34.50498	12.989907666666667	20.5516526	8.458424666666668	12.675838833333335	5.196881333333333	11.996393000000001
"EG10064"	304.15612616666664	63.004735249999996	150.73857375	77.54743766666667	108.3266564	58.440526	76.47195516666666	3.824039833333334	48.1062192
"EG10065"	284.87163616666663	62.734499	165.84983225	71.60839533333333	128.1318292	44.504005	67.18289683333333	2.4835903333333333	40.972359999999995
"EG10066"	105.35697433333333	31.7429025	62.325736500000005	41.0086505	48.3393826	30.378189666666668	37.797186	4.033955166666666	33.5445244
"EG10067"	588.549485	73.83204574999999	74.96419675	99.51742866666666	103.5189838	57.151984999999996	81.63304699999999	15.6659755	59.250183400000004
"EG10068"	435.237341	120.426514	172.17813875000002	132.839093	216.7242696	79.32957933333334	121.20726783333333	32.442718166666666	82.2625276
"EG10069"	77.52776766666666	23.151334	9.489014749999999	29.316049333333336	33.2286088	14.128267333333332	28.098189833333333	27.708254666666665	22.8242474
"EG10070"	117.57716750000002	119.58308025	61.15285	120.71791333333333	134.738228	136.03355200000001	121.98389933333334	99.1487955	128.8997022
"EG10071"	35.47386483333333	22.409624	36.8302675	24.935873333333333	25.0708986	44.209317666666664	15.267048333333333	7.373372	22.783633000000002
"EG10072"	114.93889899999999	23.585756	76.397863	15.120761333333334	23.101819	13.857891666666667	14.0961335	6.425609833333333	12.489466400000001
"EG10073"	160.11702916666667	117.64485325	64.2341365	135.12024183333332	112.97456400000002	221.1851773333333	94.49057983333334	37.92384466666667	161.5361942
"EG10074"	150.3034625	199.00793775	110.46922175	201.78184766666666	194.71272960000002	221.91758433333334	182.80783	115.29539266666666	197.0159104
"EG10075"	67.80573566666666	120.58236725	30.537259499999998	105.96153533333332	106.47811659999999	158.33533933333334	90.96071	104.18113749999999	113.6842566
"EG10076"	16.108874333333333	25.9616585	4.90809025	18.884757333333333	22.4238474	26.389717666666666	20.603375166666666	39.74957716666667	26.4585786
"EG10077"	102.24756516666666	100.966931	30.413851	106.42365983333333	101.0703762	100.16810600000001	109.72196266666667	81.08489466666667	98.8011726
"EG10078"	78.81946599999999	102.2973145	278.56138875	86.50240483333333	152.2212702	147.89170033333332	82.04079266666666	55.44802166666667	120.01234480000001
"EG10079"	912.3649431666666	1527.21464225	138.88382174999998	1692.1593488333335	1151.04612	2227.9864350000003	1536.7951735	2179.1302201666667	2431.9314346
"EG10080"	15.044375333333333	441.83096925	258.26474974999996	389.0088548333333	408.9649994	28.601686333333333	16.2188655	23.929557666666668	20.212657999999998
"EG10081"	246.66084866666665	352.9915635	186.30343175000002	344.1866488333333	356.689393	418.894968	314.5286958333333	224.903517	333.24592240000004
"EG10082"	125.3322435	653.07563225	126.08819525	514.0014665	574.6455004000001	308.1426563333333	327.068241	111.72076500000001	447.2357424
"EG10083"	41.273771333333336	191.109368	131.93228275	164.0323225	178.9650378	102.392403	96.83471183333334	49.445489333333335	112.9192352
"EG10084"	65.46016250000001	31.48464575	8.12334375	52.96531233333334	23.6492798	174.119999	48.37938116666667	39.064818	123.3165612
"EG10085"	4.468524833333333	6.76901775	7.13796075	6.64404	6.6524184	6.274414333333333	6.741311333333333	8.489576833333333	7.184383199999999
"EG10086"	5.649252	5.96087425	7.0854152500000005	7.194451666666666	7.5370402	6.174358000000001	6.927132833333332	8.5237665	6.595991000000001
"EG10087"	19.3280685	23.01135525	9.32126225	26.600927	27.8337762	22.313912666666667	22.331430333333333	11.378138833333333	28.1819128
"EG10088"	1291.7364293333333	1184.14144175	130.2436705	1124.1241003333332	1033.4967616	1234.2280263333332	1066.7990983333332	1165.7571558333332	1414.9890148
"EG10089"	1.9012923333333334	3.79016225	6.97578475	4.883800333333333	3.6277876	3.538220666666667	5.1672641666666665	1.7103968333333335	4.811083200000001
"EG10090"	2.0325625	2.536194	53.058856	4.572102666666667	3.8855682000000002	2.9879686666666667	2.3767186666666666	0.5923753333333334	1.9317964
"EG10091"	971.7959976666666	708.9838482499999	24.06467925	165.84203333333332	982.50757	104.17413500000002	187.45786916666668	9.358391	267.7407126
"EG10092"	392.959376	90.681968	29.8264365	65.59503666666666	96.6143246	70.15281133333333	58.40897866666666	48.79371616666666	102.89332019999999
"EG10093"	14.378990833333333	37.320916	29.24846425	22.2610895	61.534101	23.46235833333333	21.116468166666667	12.854611166666666	16.5778872
"EG10094"	235.53991666666664	246.29616399999998	154.58408450000002	219.31638883333335	247.22392960000002	309.270239	167.64030766666667	71.85756383333334	250.40159939999998
"EG10095"	337.11191966666667	336.46646225	29.9071475	430.30145266666665	350.5407838	292.16037266666666	444.5588148333333	116.08342333333333	615.8338329999999
"EG10096"	306.88389716666666	592.405024	42.77084825	571.4525335	489.017297	593.7647093333334	539.6481601666667	195.91416516666666	688.859763
"EG10097"	246.90325133333332	262.12174375	131.7231025	251.2095733333333	249.0874574	269.22317066666665	217.68984833333334	216.4725065	280.437365
"EG10098"	814.5008063333333	999.68675375	363.7214225	984.5378238333334	948.5156176	1623.7057260000001	781.3958298333333	306.386074	1091.3549642
"EG10099"	354.73499583333336	399.00441625	173.65716774999999	408.36319083333336	406.5090952	548.6402666666667	318.79965666666664	64.8995515	392.8807474
"EG10100"	440.572829	597.0485775	268.00777325	546.5535026666666	591.7119584	902.4213603333334	433.46333316666664	217.5347685	558.6241206000001
"EG10101"	767.1269645000001	1006.9479240000001	389.132282	936.4581684999999	983.8965458	1587.683318	747.7264746666666	336.7412458333333	1063.1139606
"EG10102"	635.914678	765.357465	260.96121925	737.2202695	768.4370670000001	1156.186915	597.3992203333333	253.9264585	807.9551722
"EG10103"	796.4587016666668	1028.5255135	339.26734425	1046.9470813333332	964.010132	1622.6355576666667	831.8017978333334	304.5811771666667	1131.6276478
"EG10104"	607.3776888333333	765.14255325	296.20869425	766.7271076666666	744.41567	1259.1304386666668	607.3181996666667	233.01483683333333	854.1974475999999
"EG10105"	642.5155888333334	800.5703245	282.94760675	786.6361381666667	744.1464546	1281.2590026666667	618.1583413333334	230.67708216666665	834.5281018
"EG10106"	122.635769	144.85646475	75.539992	167.3501565	163.6728952	146.08770233333334	131.79452033333334	10.1931545	131.5319686
"EG10107"	31.615521333333334	88.92583075	45.719455249999996	58.350406166666666	76.6504248	134.78263733333333	43.49739233333333	43.311845500000004	60.262799599999994
"EG10108"	126.225963	174.53956575	40.757847749999996	174.12449916666665	174.4442046	243.32001566666668	156.06592533333333	124.4527135	186.3348496
"EG10109"	2.5094833333333333	36.23722625	175.2897575	25.595489	44.3112972	29.236121999999998	21.152146666666667	4.521516833333334	16.934351200000002
"EG10110"	4.4107449999999995	49.41063925	270.2024645	33.78916316666667	64.7125916	39.87233	23.59279066666667	4.969686666666667	26.3519538
"EG10111"	3.4949581666666667	36.094770249999996	182.02698975	23.149312	48.178732600000004	23.87403466666667	16.054014333333335	3.7571255000000003	18.7029776
"EG10112"	2.8376710000000003	14.785136	51.439547250000004	11.817860666666666	32.7457822	14.187592666666667	7.966753833333333	1.3488933333333335	8.0727492
"EG10113"	71.01945783333333	42.15532225	14.422645	38.07701516666667	37.4350036	16.333963666666666	47.04277183333334	271.76357733333333	39.0891638
"EG10114"	0.27516666666666667	0.59420275	0.67104625	0.5996891666666667	0.5520034	0.5325286666666668	0.4583495	0.6797216666666667	0.4530991999999999
"EG10115"	1.3179606666666668	1.4763515	1.13827725	1.6225511666666668	1.4671006	0.7593416666666667	1.2006561666666666	0.7586311666666666	0.9659612
"EG10116"	0.032863166666666666	0.05987725	1.74709925	0.3494933333333334	0.3481694	0.22122866666666666	0.11403433333333333	0.17527683333333333	0.0679324
"EG10117"	0.04532033333333333	6.889574	5.67843925	5.384317500000001	10.009241	5.828698666666667	4.733071666666667	1.5295641666666668	4.301337999999999
"EG10118"	0.030660000000000003	4.464716	1.4742435	2.535724	4.9836912	3.075355333333333	2.3400606666666666	0.6831126666666667	2.4453443999999998
"EG10119"	178.46983366666666	2.62453775	3.3535535000000003	2.1161843333333334	4.0779852000000005	2.5912856666666664	2.0707038333333334	0.9559006666666666	2.9200606000000002
"EG10120"	136.4316395	2.47515325	2.761938	2.1864863333333333	2.9491632	3.309253333333334	1.5177528333333334	1.107761	2.5160882
"EG10121"	444.9925725	2.065791	2.44295025	1.6485943333333333	2.5665596	2.301828	1.5807650000000002	0.8340155	2.8466158
"EG10122"	7.574759833333334	12.85629125	6.870202750000001	11.193608166666666	13.337915200000001	16.342506	10.646623833333333	14.681839833333333	15.912117999999998
"EG10123"	22.05567883333333	41.2576095	52.33415525	38.65194666666667	46.045856	31.115273666666667	35.669741	23.225143000000003	42.247811999999996
"EG10124"	41.02339716666666	53.4447695	16.10724925	40.546075	40.716353600000005	47.02552166666666	43.710840499999996	17.491049	50.6227084
"EG10125"	129.111357	130.50553125	29.783303500000002	98.9615435	135.1239616	60.845180666666664	132.657723	130.51946433333333	76.571087
"EG10126"	33.890500833333334	69.15636475	31.912816	68.022184	65.0261316	96.69152933333334	57.91361866666667	11.672477833333334	69.6569178
"EG10127"	16.533362333333333	16.53558675	27.86585325	14.702846166666667	16.321098799999998	12.793334666666667	14.724320333333333	12.143793500000001	13.811713399999999
"EG10128"	33.43436633333334	28.4064185	31.4236425	24.689000833333335	28.7973504	22.338594666666665	27.679845666666665	25.785502499999996	28.883240999999998
"EG10129"	38.31925366666667	29.87841125	24.435560249999998	28.078674833333334	28.360644999999998	26.240832	31.304017166666668	38.63246016666667	35.4051598
"EG10130"	25.575859833333336	46.41756825	15.83666375	40.42605233333334	40.4428536	53.305768666666665	45.850738166666666	41.12426083333333	53.973797000000005
"EG10131"	0.4050265	0.5849535	1.727219	0.7167971666666667	0.8252499999999999	0.6676359999999999	0.6925976666666668	0.7942888333333333	0.8150234
"EG10132"	0.3923483333333333	0.19330999999999998	1.64444525	0.5899656666666667	0.486151	0.38473399999999996	0.261363	0.4370328333333333	0.41300780000000004
"EG10133"	23.773407833333334	6.95120075	4.3412235	8.944357	7.385540399999999	9.108924666666667	8.385320166666666	8.004758833333334	8.586053999999999
"EG10134"	62.28609649999999	45.77605075	53.76047425	43.375885833333335	109.5670312	32.12730366666667	27.849153166666667	1.5058563333333332	10.9644134
"EG10135"	55.92845783333333	41.04116225	56.776073249999996	44.1221325	70.4768066	42.274881666666666	31.40105783333333	3.348070333333333	12.5445788
"EG10136"	43.40495016666667	57.43580625	54.120565	53.79950616666667	55.5338266	50.53349933333333	49.245219999999996	37.69336166666667	48.942345599999996
"EG10137"	27.051696333333336	43.2010545	18.295121	42.475680000000004	49.126431	51.32612633333334	43.74338066666667	222.73422516666665	48.678947
"EG10138"	23.205347833333335	6.41699275	56.76430125	6.141003666666666	6.262712	4.540148333333334	4.508722666666666	2.1148854999999998	5.426577
"EG10139"	108.46377766666667	140.7104245	241.10425075	151.21222450000002	169.7909136	173.86119366666665	117.73048449999999	33.35003066666667	115.99156020000001
"EG10140"	13.420058833333334	22.187446	5.70901325	23.547498	27.416119600000002	18.627568999999998	18.611168333333335	23.490529999999996	18.359765
"EG10141"	3.506092333333333	3.065593	7.94293375	4.6854705	4.6361484	3.6634166666666665	4.167727666666667	3.534602166666667	2.9073097999999997
"EG10142"	3.3585813333333334	3.833662	2.62298925	4.699526333333334	4.412516999999999	4.226868666666667	5.630151000000001	5.317337333333334	3.9073979999999997
"EG10143"	6.8468705000000005	6.73174025	6.9699425	8.7393355	6.1154443999999994	6.013496666666666	8.929702	12.692046	7.1286944000000005
"EG10144"	2.347846833333333	1.4917575	5.58891675	2.798346	2.0888096000000003	2.3305496666666667	2.868400333333333	2.954410166666667	2.1907122
"EG10145"	1.925725	3.19398125	6.050531	3.1343901666666665	3.3669604	2.9999343333333335	2.8235015000000003	1.4815759999999998	3.3254852
"EG10146"	2.1479810833333333	445.8583105	2.765309375	370.79965491666667	219.277361	299.7539776666667	476.8676610833333	121.34267050000001	619.3799637
"EG10147"	2.483026666666667	544.485027	3.02181675	455.8432316666667	258.654774	288.2568386666667	674.9513395	122.69808416666667	805.1837478
"EG10148"	2.6636341666666667	518.973308	2.6600812499999997	431.7622675	239.7798482	290.1657383333333	647.1030551666666	134.6102295	798.6762414
"EG10149"	8.140011333333334	1300.26297625	6.52797175	1012.257216	612.0091703999999	883.1184973333333	1333.5073523333333	766.1284535	2029.3192463999999
"EG10150"	3.8981654999999997	706.96206225	4.596224	608.0831508333333	323.73016040000005	397.3927366666667	819.4031835000001	228.86243633333333	1254.5745318
"EG10151"	6.083910833333333	902.7844190000001	5.550189	718.5463183333333	420.46790039999996	504.021097	990.1637071666668	319.10508450000003	1465.399986
"EG10152"	11.405800666666666	140.77397825	42.6022435	99.33567766666665	55.839622600000006	82.62629166666666	160.03953433333334	67.95731783333333	269.30310399999996
"EG10153"	57.163447166666664	68.76356849999999	25.21171075	61.310463	68.6740614	66.735759	63.87690116666666	91.7791715	74.21752699999999
"EG10154"	39.70897266666666	52.60198925	23.669301	44.845192499999996	48.8973882	50.507672333333325	47.963460999999995	59.5333095	55.4103474
"EG10155"	51.82756166666667	93.36298425	3.2553345	91.03911483333333	131.649133	3.469945333333334	143.15902216666666	3.840078	55.220107199999994
"EG10156"	462.69173416666666	1731.9254515	158.97072774999998	1105.4839588333332	1316.3076052000001	703.6972136666667	1306.747201	1092.0245188333336	1542.1300191999999
"EG10157"	78.92171066666667	62.846957	73.692912875	108.10278749999999	127.3070979	49.3601185	151.89311999999998	44.95710033333333	52.2853604
"EG10158"	377.79262900000003	636.23822	310.76444125	547.9397371666666	643.4066794	628.746865	524.962445	782.1180051666666	558.3298772
"EG10159"	380.3092471666667	619.072191	383.91995625	533.2584143333333	641.7693581999999	510.375315	504.1218986666667	714.0164066666666	500.23451839999996
"EG10160"	6.349524333333334	12.951531249999999	2.824559	11.546095166666666	11.0869966	12.518007666666668	12.7092905	14.8519235	16.955119
"EG10161"	0.6768584999999999	1.8653222500000002	0.9113495	1.4130706666666668	1.1681658000000001	1.0900936666666667	1.0431248333333334	0.9548431666666666	1.110881
"EG10162"	0.6847300000000001	2.3487204999999998	2.09095675	1.232713	1.3930438	1.32428	1.1217036666666667	0.7595736666666667	0.9674848
"EG10163"	65.13443466666666	74.27617875	50.7378775	68.0034845	71.2757936	71.447883	69.42377983333334	34.690377500000004	73.4318184
"EG10164"	575.2405636666667	1479.690148	95.53828475	1249.5973421666665	1267.186458	1188.5157203333333	1321.910932	1227.721722	1656.4212402
"EG10165"	1189.3584755	2033.3271835	281.119204	2134.563932	1891.3891202	2220.7720983333334	2087.5380523333333	2450.5297743333335	3036.5269828
"EG10166"	32677.879803333333	44437.14190325	28771.116907	52448.24600000001	49420.3350296	46538.162875	52225.55077516667	17952.942242666668	38611.515559
"EG10167"	13.674085499999999	29.281393	6.933731	21.644291	29.994998799999998	14.359397666666666	23.8040125	12.663822000000001	15.756231
"EG10168"	41.647434999999994	44.7503245	48.8868625	52.4470565	57.669448	58.612663999999995	44.712216833333336	37.111510833333334	37.202107
"EG10169"	104.91476916666666	40.68714125	277.429236	50.265502	69.9580418	122.23400499999998	26.163717333333334	13.779885833333333	38.2238292
"EG10170"	180.14831833333332	222.4619535	62.5005045	181.46495316666665	209.8523078	179.70688833333335	208.71265416666665	190.71793416666665	237.46194960000003
"EG10172"	29.712517833333333	122.0186105	11.57098225	97.27200483333333	95.5252648	89.68751100000001	94.42963633333333	37.1706485	107.45508099999999
"EG10173"	1259.3756775	1923.167209	64.26365075000001	1973.4705368333334	1617.9905543999998	1638.9169393333332	1874.81477	1927.6809973333336	2446.4112441999996
"EG10174"	1027.035312	1628.1934865	71.9274915	1611.2276843333332	1354.6292306	1280.7314086666668	1546.5885728333333	1502.0228951666668	1942.4156544000002
"EG10175"	5.611699333333333	6.39023875	5.202863000000001	4.753347000000001	3.5266812	2.2074096666666665	4.961449	3.1378651666666664	4.237745
"EG10176"	1.3974735	2.67588325	2.5780255	1.0958636666666666	1.3317508	2.184476666666667	1.3169015	1.157976	1.2755316
"EG10177"	1.729147	1.30804225	2.2225185	0.9537923333333334	0.8805194000000001	1.0528566666666668	0.9196821666666667	1.0145946666666668	1.15549
"EG10178"	95.5569195	1110.41966125	181.66752175	574.9250363333333	1085.7379934	1045.9568016666667	442.355943	27.130111499999998	323.169483
"EG10179"	56.875599666666666	607.06348	151.98305625	359.420512	583.8765043999999	761.0933473333333	272.00616783333334	32.82398633333333	218.873847
"EG10180"	50.19234283333333	503.58224975	175.5145795	289.1480051666667	462.70655719999996	708.3693549999999	236.47824616666665	46.054065	197.3570122
"EG10181"	39.57799166666667	351.02844225	126.43892025	225.7503445	336.6640992	493.8683416666666	174.95544716666666	42.820563666666665	157.256912
"EG10182"	45.02363033333333	394.59879225000003	191.98417825	252.81813433333332	386.862421	571.2060193333333	247.7447645	54.67736	215.8592618
"EG10183"	244.46401016666667	29.93268225	230.99233	11.570525333333334	27.070183399999998	8.291673	20.945537333333334	239.72713216666668	7.8238433999999994
"EG10184"	184.57490833333335	154.77695075	264.50126175	109.80613566666666	173.676962	88.98134433333333	107.67469366666667	145.62789266666667	116.3306998
"EG10185"	209.073319	20.482329	172.622481	8.309548333333334	18.6236596	5.791549333333333	17.809018	60.208806	5.8919102
"EG10186"	396.05865666666665	8.71768975	293.8746925	5.786345166666667	8.629863199999999	7.443720333333334	7.994406000000001	104.45412116666667	7.043291999999999
"EG10187"	88.94869133333333	98.35438325	72.24119375000001	105.81235283333332	101.301912	113.05794233333334	109.31474033333332	28.23365133333333	102.75441559999999
"EG10188"	24.104324666666667	86.95706375	12.9610555	82.81978833333334	105.8283232	169.359288	27.484174999999997	16.8571845	41.253617000000006
"EG10189"	297.802956	38.2126995	265.9397515	14.302897166666668	30.987054399999998	10.380989999999999	22.3772475	209.29075133333333	9.115972600000001
"EG10190"	345.2674691666667	22.89960625	310.51575475	9.810659166666667	20.7531562	9.97129	12.467197166666667	129.05458433333334	7.9406674
"EG10191"	346.3224416666667	11.97731975	299.11561400000005	9.4573915	11.4059268	10.400598666666667	8.339630166666668	63.729642000000005	8.4785356
"EG10192"	5303.458251666667	489.90208125	506.67248125	341.8048518333333	383.0951042	314.20714033333337	371.9186091666667	1321.9034005	445.8676748
"EG10193"	209.53126716666668	66.416349	190.46310975	42.171034999999996	59.733579600000006	46.51889666666667	47.08221666666666	168.0343465	38.1411742
"EG10194"	444.0997056666667	34.8897575	356.81402775000004	17.155250166666665	30.7047586	16.186995333333332	24.89765833333333	144.83900483333335	12.892576400000001
