"gene_id"	"11_J3_Modified_M9_N_Fe"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_J3 +vioE]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_J3]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_M5]_Modified_M9_N_Fe"	"MG1655 rph+ ?trpR ?tnaA [+cymR +vio_M5]_Modified_M9_N_Fe_5gperL_Trp"	"MG1655 rph+ [+cymR +vio_J3]_Modified_M9_N_Fe"	"MG1655 rph+ [+cymR +vio_M5]_Modified_M9_N_Fe"	"MG1655 rph+_EZ_Rich"	"MG1655 rph+_Modified_M9_N_Fe"
"EG11009"	119.70885249999999	277.65617775	77.66340275	229.018226	296.1745318	245.06807933333334	208.43842083333334	187.08646866666666	238.39865959999997
"EG11010"	59.347083	75.35379125	47.37284375	80.44187766666666	76.06301859999999	72.10703433333333	63.82736033333333	33.91987916666667	58.690647999999996
"EG11011"	46.567364	52.90161125	41.544923	51.578261	59.2516172	53.90418533333334	41.29078583333333	24.98466116666667	38.8475266
"EG11012"	268.81750800000003	198.31483975	8.07320575	145.65188983333334	120.28825859999999	17.625176	210.6762796666667	10.190688833333333	176.0994046
"EG11013"	134.51159566666666	87.91878650000001	266.0827315	94.99419183333333	96.76773940000001	170.468887	65.58405766666667	19.107173333333332	75.85010179999999
"EG11014"	51.847363333333334	147.91492275000002	60.04523275	125.42348733333331	153.3203196	99.73644	144.465429	47.345293166666664	125.2288562
"EG11015"	1039.2177771666668	1701.876048	41.2088635	1672.1832786666666	1565.6197914	1364.6363213333334	1647.9222586666667	602.1410351666667	2610.5418422
"EG11016"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"EG11017"	10.001883666666666	8.87934	4.9390805	8.109656666666668	6.8228691999999995	10.086864	9.186793	13.338265	7.2105328
"EG11018"	5.587644	42.29007275	26.4170545	37.798565333333336	17.080061	49.973575000000004	43.9816985	13.3051695	124.05473219999999
"EG11019"	40.35380733333333	57.78710825	30.3283945	65.86585083333334	59.087486	63.84159399999999	70.27069466666667	52.257285833333334	65.2473712
"EG11020"	7.6389033333333325	11.513304999999999	5.306265	12.316877166666666	10.806646599999999	8.942458	14.716812166666665	7.3039993333333335	11.53468
"EG11021"	47.016645000000004	75.47386125	64.6403495	69.40338866666666	79.8987768	76.28265833333334	69.1062905	32.927571	69.76304200000001
"EG11022"	42.265634500000004	58.482666	49.57943925	51.8884385	62.7134684	58.037478	45.77809033333333	25.785537333333334	45.262104799999996
"EG11023"	1070.0040218333334	1285.1379305	1932.63176775	1287.9102681666666	1175.852514	1867.877186	1059.3139626666668	270.97296033333333	1049.8018098
"EG11024"	123.92020333333333	2982.142498	3699.69407825	2755.2282458333334	2786.3225832	325.41756533333336	260.21142733333335	92.53588283333333	338.4107826
"EG11025"	126.38405133333333	3126.90209825	3960.01699925	2995.6535155	2908.3155056	301.49583633333333	237.53991133333332	87.43538683333334	315.17498800000004
"EG11026"	58.15176233333333	1542.998558	2568.69522075	1629.8615891666668	1475.8001892	123.93009833333333	75.136448	31.575760333333335	112.849451
"EG11027"	40.6641155	1927.971382	3199.79360975	2026.1851418333333	1847.9180098000002	79.67378566666666	32.37818583333333	8.078845833333334	58.741957
"EG11028"	41.4972935	2363.29794425	2961.6798585	2380.5640558333334	2213.0901336	73.67160833333334	36.48235183333333	8.128591166666666	54.80006899999999
"EG11029"	29.869831	0.0	0.0	0.0	0.0	35.379953666666665	31.530633166666664	27.065966	33.8565268
"EG11030"	81.21236499999999	107.13116975	45.680358749999996	105.33243433333332	98.6198474	128.76652366666664	103.83921033333333	76.05375233333334	137.8441696
"EG11031"	747.0305698333333	1198.0061647500002	376.821505	1108.7259735	1170.1397248	1282.1044646666667	1043.8478163333332	1345.1510656666667	1156.567812
"EG11032"	24.405017	63.41883675	41.34349975	54.312023833333335	57.607493	97.648159	47.43818216666667	21.109131166666668	54.313603799999996
"EG11033"	529.2150778333333	1014.67487525	1014.1376069999999	862.4952498333333	936.6810198	1507.946045	759.6740575	141.80154066666668	779.8541462000001
"EG11034"	4.739386166666667	528.83657225	3.5856872500000003	490.36162783333333	219.4624956	741.425216	491.44863633333335	136.3420035	992.2018695999999
"EG11035"	66.3493975	71.72532724999999	45.161162	82.87570649999999	75.26887280000001	174.52362200000002	64.725358	31.105826833333335	92.86959540000001
"EG11036"	4763.239003833333	7863.57020325	5154.13371975	6693.320747500001	7481.7607888	9896.102718666667	6204.616961833333	2386.7642436666665	6832.5271798
"EG11037"	440.9594345	918.5507595	765.461663	918.0496583333334	891.5735016000001	1128.2673223333334	863.0983548333334	137.62997783333333	857.1452999999999
"EG11038"	6.566977333333334	14.19702375	13.58140425	12.241693	14.530986200000001	11.712168333333333	13.132455833333333	11.5083715	12.1251328
"EG11039"	49.2156115	72.23102025	188.4713485	61.099500666666664	107.22072640000002	111.787668	56.39718583333334	36.77031316666667	87.02941679999999
"EG11040"	62.69752866666666	87.92773325	13.71040025	68.35285583333334	68.41129600000001	105.90435733333334	73.92612733333333	136.65841966666667	121.3704344
"EG11041"	4.626525833333333	5.5313785	23.64282625	3.430006666666667	11.4558554	6.723631999999999	2.6561315000000003	3.9399351666666664	2.7628516
"EG11042"	121.414604	157.0077745	40.101642749999996	142.80095066666667	141.043046	124.11477933333333	142.72105983333333	147.1559025	181.2912122
"EG11043"	157.71774733333334	197.78756625	54.289032	184.6735735	187.95620879999998	224.53557166666667	169.81231016666666	83.80133783333333	223.6640908
"EG11044"	14.141894	11.672119	81.3061115	13.286267833333333	15.0560938	20.382561	8.594434833333333	3.224734833333333	10.335971
"EG11045"	145.75753716666665	427.2400895	29.22362875	337.0092511666667	308.6937064	299.2532536666667	381.4416003333333	430.889516	456.3224816
"EG11046"	0.5123145	1.404146	2.60629575	1.5648933333333332	1.4150388	0.639554	1.7979103333333333	0.32156583333333333	1.002516
"EG11047"	1.875778333333333	6.7715355	5.1451695	6.534126333333333	5.4106274	2.514808	7.428555	1.2403528333333333	5.5015538
"EG11048"	2.863220833333333	4.9824335	4.062112750000001	5.954313333333334	4.389477	2.9102143333333337	5.661654666666667	3.570600666666666	4.80796
"EG11049"	0.6829459999999999	1.8920685	2.26208125	1.6174166666666665	1.2628439999999999	0.7857596666666667	1.9919805000000002	0.45387266666666665	1.2539086
"EG11050"	8.544502166666666	14.035958	4.9856767500000005	11.890445	12.770443	9.712738666666667	12.102173166666667	12.159736666666666	12.6744428
"EG11051"	58.64104583333333	26.9982915	110.82353125	30.01875683333333	27.875943800000005	71.973316	20.120550166666664	4.040403666666667	26.7758392
"EG11052"	15.224191333333332	6.3271855	84.70041525	7.983743833333333	6.6101339999999995	24.65396	5.028250333333333	1.2465613333333334	6.2636478
"EG11053"	4.077596000000001	2.9855305	60.18298275	3.487500166666667	3.4468165999999996	9.538559333333334	2.6035793333333332	0.5757128333333333	2.2631106
"EG11054"	0.7955656666666666	10.36367025	21.35653975	9.881028333333333	4.4361686	6.027965333333333	14.976108666666667	11.786357500000001	30.372217
"EG11055"	2.5175715	1.65887575	7.9196755	1.4721080000000002	1.7833806000000003	2.2775276666666664	1.6767450000000002	1.9376475	1.6178370000000002
"EG11056"	9.323962666666667	4.552526	6.33669875	19.944465833333336	4.9746618	6.573955333333333	10.850731833333334	14.234207833333334	4.5300356
"EG11057"	18.753014333333333	11.530843999999998	12.68930375	37.637723666666666	10.1120358	12.896693666666666	15.486071833333334	38.07406866666667	10.4598466
"EG11058"	33.139975	71.609883	8.78881525	68.7070175	66.2726192	63.35611666666667	81.58821633333334	47.9509605	92.5979236
"EG11059"	80.66524316666666	101.5010265	90.35880974999999	86.46023083333334	110.5470518	112.66613133333333	74.39568666666666	41.11405583333333	87.7197808
"EG11060"	18.2320395	46.06856975	4.86839275	37.084285666666666	37.0268648	29.227264	39.34846	68.98721066666667	43.8914814
"EG11061"	145.43562916666667	279.35133675000003	216.73900150000003	245.51882016666664	361.0028078	145.57318466666666	213.83674249999999	110.77046066666666	140.8221734
"EG11062"	87.1680775	89.7661745	49.89654225	95.65939716666666	92.63940219999999	65.562875	89.50835416666666	123.93827433333333	72.27551539999999
"EG11063"	86.15277783333333	153.5613655	29.207481	129.40002766666666	135.6053558	124.18095933333332	132.45155316666668	113.29903516666667	149.9743722
"EG11064"	80.11861466666666	109.52204175	75.90817974999999	108.82528483333334	116.8040086	118.28603633333334	95.08952116666667	80.122707	106.281979
"EG11065"	11.35024	14.29786675	57.62849175	14.933145999999999	13.1184868	13.041941333333334	13.713150666666666	6.489925166666667	15.994684799999998
"EG11066"	5.293505499999999	5.5525735	11.40221625	5.518653666666666	5.8830832	6.219151666666666	4.399742666666667	2.2198588333333333	4.7812484
"EG11067"	115.8454685	166.07858825	84.07521750000001	155.98649433333333	162.5929152	221.70250066666668	126.70968433333333	96.10785833333334	168.5901002
"EG11068"	9.386250833333333	9.36388275	30.002276	6.199072833333333	8.482525599999999	10.587703666666668	8.062119333333333	3.7754030000000003	8.116613000000001
"EG11069"	104.31660983333335	138.63199400000002	34.542778	126.171725	137.53941479999997	127.92859833333334	130.65388283333334	82.01154016666668	145.532911
"EG11070"	97.26308733333333	167.75235825	102.846038	163.43255683333334	165.0387748	160.4593583333333	150.0592865	125.87481583333333	152.6429054
"EG11071"	28.913770833333334	46.79533275	42.4990555	47.911504666666666	49.003569000000006	45.70556666666667	40.9759675	23.528589	45.759853
"EG11072"	108.15219583333334	104.21384325	30.5764795	104.63739983333333	89.43988540000001	83.124889	116.33114350000001	101.46093833333333	119.84768260000001
"EG11073"	18.0679785	32.556180749999996	21.8604645	28.586524999999998	31.9663764	33.17796833333333	24.814026000000002	7.563434333333333	28.464288999999997
"EG11074"	2.494694	3.043977	2.20201475	3.3238501666666664	3.4889316	3.0437133333333333	3.3254626666666667	4.167291333333334	3.1818370000000002
"EG11075"	2.7219196666666665	4.1439915	1.910328	4.117230833333333	4.5076214	4.125436	4.156185	4.365524	3.9578193999999995
"EG11076"	1.087699	0.8752552499999999	1.45423575	1.3600685	1.3261652000000002	1.3490523333333335	1.3061203333333333	1.8229968333333335	1.4095046
"EG11078"	0.06790266666666667	15.890175000000001	34.33647925	17.399981999999998	16.8197172	12.792050333333334	19.3139465	16.556639166666667	15.157190199999999
"EG11079"	146.50523616666666	175.82691475000001	116.20619074999999	177.67848316666667	191.9677872	193.25524933333335	142.8368945	77.244698	176.12976880000002
"EG11080"	131.25175299999998	149.18317000000002	143.1922905	137.89971983333334	154.996085	193.10187766666664	110.30737900000001	147.87653283333333	151.18770039999998
"EG11081"	82.17063766666666	94.159059	92.371485	98.37978366666668	97.554706	123.511589	72.90978183333333	66.2938085	94.377288
"EG11082"	8.833896	14.513289499999999	22.805449250000002	14.344515166666667	16.127852400000002	12.623677333333333	14.438004166666667	2.9038633333333337	18.3668198
"EG11083"	35.30694316666666	23.88745275	47.931284250000004	30.364470666666666	28.581432	42.27036866666666	22.840096833333334	11.665281666666667	18.5929578
"EG11084"	96.71959033333333	88.18310425	101.2581815	106.37611583333334	97.316749	117.96411933333333	84.0465305	55.329162	92.6615216
"EG11085"	50.847373833333336	45.76380125	42.426758	52.64117933333333	46.3565804	64.27006733333333	45.416493333333335	37.50959116666667	56.6002318
"EG11086"	43.54107066666666	46.074861999999996	48.51898525	43.169639999999994	40.401574800000006	49.587865666666666	32.956592	35.372841666666666	35.826262400000005
"EG11087"	146.63450033333334	216.5445085	370.88131025	180.441732	253.2910082	147.44667866666666	166.49820316666668	66.2417365	151.20667079999998
"EG11088"	37.78254116666667	497.86817225000004	332.4288945	286.70615033333337	517.4559746	155.34436200000002	289.2861395	41.43998083333333	169.9568846
"EG11089"	266.8605191666666	337.3732875	75.72146025	312.0291958333333	322.46481379999994	296.6511123333333	294.69260966666667	107.92966999999999	260.4154396
"EG11090"	208.3496	245.506843	77.58504925	233.311705	227.7173424	280.06684566666667	241.28718600000002	247.8257368333333	295.57609979999995
"EG11091"	45.528918	66.53595899999999	63.052225750000005	68.4104535	73.7662334	63.12163533333333	70.64693033333333	100.86571333333332	67.34701559999999
"EG11093"	110.04436633333334	442.79088675	101.7643295	337.82292366666667	384.2850724	187.133772	268.5806485	109.38090116666667	271.4218204
"EG11094"	8.0558285	11.26746575	11.31507875	11.900322000000001	12.3685568	10.919538333333334	8.800710333333333	2.8909076666666667	10.9038778
"EG11095"	8.073965833333334	7.2695732500000005	12.49316125	7.076542666666666	7.615081000000001	8.701864666666667	6.497227666666666	4.229012666666667	6.2712072
"EG11096"	216.74683016666665	325.1973985	158.05532325	286.3240376666667	323.3809614	465.7462516666667	221.45000966666666	277.0606476666667	325.724189
"EG11097"	33.725298	71.04746	79.959483	59.29198349999999	55.481442200000004	63.37162466666667	55.85987216666666	53.35897933333333	71.4088836
"EG11098"	87.86155783333334	91.7839095	62.267489749999996	76.16110216666667	104.095148	77.79096066666666	66.54255116666667	17.569007333333335	74.335118
"EG11099"	6.362054666666666	10.09682225	58.70527325	8.7651415	11.576934399999999	9.059875	5.572043833333333	10.645612	4.7706002
"EG11100"	168.3975805	150.428902	47.54499375	158.5621965	125.45025940000001	171.6359	148.94720933333335	78.65948033333333	195.29346
"EG11101"	2.4553768333333337	3.591335	14.79895775	3.434047833333333	3.0081420000000003	1.7761286666666667	2.986522666666667	4.3410079999999995	3.0068546
"EG11102"	16.978662833333335	24.074044999999998	24.013453249999998	21.072628833333333	25.628189199999998	21.753024	15.171559166666668	6.902754833333333	17.744634
"EG11103"	2.0432336666666666	1.8951755000000001	3.5973335000000004	1.692081	1.9620964	1.098895	2.126656666666667	1.4642096666666664	1.4716716
"EG11104"	19.718098333333334	20.49667925	1.1533275	11.895547666666667	14.851873399999999	0.5756926666666667	15.334988666666668	0.2214263333333333	8.918682800000001
"EG11105"	55.23479916666667	95.0186295	1.30386525	69.72036333333334	90.6835486	4.635473999999999	99.47827433333333	2.1173203333333332	48.909801
"EG11108"	40.07272783333333	17.512632250000003	9.653963749999999	17.9378885	20.2621112	7.6799436666666665	21.229317666666667	20.1584705	12.7332154
"EG11109"	23.5961085	28.0469975	4.99126575	26.579807833333334	30.417177199999998	27.01764833333333	23.477547666666666	21.495595833333336	28.4308002
"EG11110"	55.062394833333336	54.14504025	34.8372215	63.476457	64.3083076	48.932083666666664	49.7444155	28.53252483333333	46.5130586
"EG11111"	106.15903016666665	132.81955525	22.5120165	138.98780916666666	120.3233506	92.88404733333334	160.94647366666666	226.049428	170.1141582
"EG11112"	21.6960235	20.581440999999998	16.903370000000002	23.492024666666666	21.809137800000002	21.94878266666667	22.192897666666667	13.524666000000002	21.7627622
"EG11113"	525.9947446666666	485.78773075000004	240.51605825	390.92420066666665	492.706164	486.2545903333333	323.1453241666666	507.279059	331.79589100000004
"EG11116"	8.272991833333334	15.39899325	29.87769875	11.475078000000002	18.4352412	13.50053	13.160000666666667	10.438984833333334	10.431774
"EG11117"	140.37309416666668	236.21538925	53.4499285	197.15937250000002	241.8188316	172.68989566666664	199.69433483333333	237.06663116666667	208.7934984
"EG11118"	17.453947333333332	18.0679615	31.32780375	20.132637	24.685404600000002	28.41804833333333	15.482825999999998	3.5420995000000004	15.765451000000002
"EG11119"	1018.1583875	1208.589243	1650.50468275	1216.3935223333333	1282.050412	1874.2406843333335	1005.4671750000001	184.0306436666667	1067.0590248
"EG11120"	0.6269086666666667	0.90000575	0.3830395	6.854973833333333	1.1645246	0.8622106666666666	3.7989346666666663	2.0585673333333334	0.3006916
"EG11121"	7.222238166666667	6.678407249999999	5.05438425	11.205183	8.4433452	15.725935	9.071262333333333	3.380304166666667	10.7185322
"EG11122"	91.253672	92.59570175	40.437257	90.3176115	100.4784564	115.86162666666667	93.45648766666666	112.5637605	102.7609042
"EG11123"	61.7978005	54.6391075	51.05878025	57.72164166666666	59.76252040000001	83.93257066666666	54.950089	51.1546075	62.4075062
"EG11124"	174.58606	249.78377675	9.7709875	263.31507733333336	199.74671740000002	390.7087113333334	324.83151216666664	51.61743166666667	595.3824109999999
"EG11125"	4.5055285	21.07471175	506.2630795	33.154318833333335	28.605991600000003	4.290315333333333	4.764538833333333	5.19613	4.1225252
"EG11126"	2.340711666666667	14.16999925	441.63840074999996	26.531329999999997	19.809590399999998	0.48765300000000006	1.3881481666666666	0.6888091666666667	1.4623902000000002
"EG11127"	22.08164233333333	28.42189775	370.42667625	32.08488633333334	25.1226302	1.5820573333333332	2.144444	17.673295	2.7239416
"EG11128"	17.542365666666665	22.302518	25.53361425	22.481857666666667	22.4497104	27.48377066666667	22.768063333333334	7.906071333333333	22.134687
"EG11129"	7.9132576666666665	11.74766775	13.363491499999999	6.189145833333334	7.133009599999999	6.573372333333334	10.2337495	16.855116166666665	7.4871479999999995
"EG11130"	8.350034833333334	2.936258	3.531006	5.936988833333333	9.405634000000001	8.907183333333334	8.451881833333333	36.687051333333336	12.2144548
"EG11131"	41.03612	73.420483	35.09141275	70.52874633333333	69.8418988	56.39300433333333	76.91344566666668	372.46140266666663	73.31644700000001
"EG11132"	13.305649333333333	39.37798	6.47631625	36.70041483333333	34.7994106	33.85135466666667	23.318739166666663	95.59121	39.909213799999996
"EG11133"	39.395005	39.222770499999996	36.738657	43.9378465	42.0850454	40.47949	55.013396	53.71869366666667	51.9754194
"EG11134"	58.42235983333333	298.81034950000003	43.26101025	199.1165885	273.3854378	139.38233733333334	257.05499016666664	233.83942583333337	242.44295419999997
"EG11135"	34.479614	28.90475725	14.351215750000001	29.669958666666663	27.371121800000004	38.99686066666667	28.193917666666664	11.406463500000001	33.076227599999996
"EG11136"	1.1705395	0.8644615	3.71457275	1.6866616666666667	0.8752082	0.49106266666666665	1.7737153333333333	0.8054381666666667	1.1542872
"EG11137"	194.03258933333333	212.431554	87.09822625	239.71479833333333	191.7663008	276.90873733333336	210.62069983333333	145.43467816666666	268.57070400000003
"EG11138"	201.58380066666666	197.96649374999998	108.8409405	210.80354366666666	197.4744536	246.63944833333335	187.977066	151.6723475	199.4258758
"EG11139"	81.535587	156.79267175	29.680947500000002	139.2012375	147.2587774	119.84112433333333	136.51162433333334	150.9615675	160.9288124
"EG11140"	145.2578105	185.6596025	41.8587715	180.48003200000002	171.9842852	157.40550766666667	183.80257816666668	215.96782466666664	203.655926
"EG11141"	12.756583999999998	19.70249175	8.03069575	15.076388	22.3602576	17.201189666666668	11.244315833333333	2.734346	14.8465992
"EG11142"	2.2200013333333333	2.8217535	18.19573325	3.0040266666666664	2.522928	1.859276333333333	2.7402775	1.2815753333333333	2.4096696
"EG11143"	66.04505350000001	68.01199675000001	35.089124	65.87665833333334	65.47986999999999	94.023027	56.17217216666668	42.177687666666664	77.6198936
"EG11144"	46.757433999999996	62.103451750000005	33.270721	57.99420683333333	56.223214	76.90331566666667	53.11050650000001	36.7413525	56.9824626
"EG11145"	6.125142666666666	10.110375	44.94980725	9.767694833333334	11.471536400000002	8.827145	9.916582166666666	3.145872666666667	9.1726384
"EG11146"	8.413249500000001	13.52981175	4.30825175	11.939872000000001	10.2390464	9.876865333333333	13.312107166666669	20.506054333333335	12.1990392
"EG11147"	24.520425	75.60889625	4.10165775	71.19065866666666	58.70921	61.87747433333333	80.720567	77.90282383333333	71.6995884
"EG11149"	77.08622216666667	140.2483965	20.857165	133.02100316666667	144.2053588	192.732989	117.28095350000001	138.49509133333333	143.2128972
"EG11150"	0.6694595	0.44357250000000004	3.6439195	0.6902200000000001	0.7606200000000001	1.869802	0.578974	0.4942398333333333	0.2970732
"EG11151"	2848.131434833333	3435.31859325	905.32692625	3271.9293455	2994.0785278	2711.3884803333335	4173.233251833333	8373.614242333333	5753.9814578
"EG11152"	59.25589266666666	133.23354	15.779163	129.98185066666667	134.4285246	55.22117966666667	150.59198716666666	99.09522333333332	121.2623384
"EG11153"	1222.1932203333333	1417.3017875	1784.2853022499999	1400.5820566666669	1286.2686662	1934.7436719999998	1186.5558698333334	298.356988	1155.3138804
"EG11154"	5.8621145	10.897883	23.85094325	10.322281	9.233225399999998	11.706714	8.387427666666667	4.458834833333333	10.1865634
"EG11155"	6.780262166666667	6.93617575	19.5802115	8.484903333333333	9.0982034	5.239980666666667	5.8738195	2.893145333333333	9.4434736
"EG11156"	2.873928166666667	5.23827225	16.75836325	5.630063333333333	5.408377400000001	4.774839	5.594217166666667	1.8143608333333334	4.992738
"EG11157"	548.530633	17.093592	5.3263395	15.952897666666667	14.685551	18.523904666666667	16.555083666666665	9.6643695	20.6000584
"EG11158"	156.54291	170.30810375	414.32546925	158.80421433333333	178.1321744	148.744859	177.17496816666664	132.81299716666666	150.71597419999998
"EG11159"	10.467567	12.54572175	27.187983250000002	10.749454	12.7090146	11.070533	9.004879166666667	9.053953	9.1052316
"EG11160"	109.35051883333334	207.23965175	73.9063305	166.5590968333333	202.97369859999998	174.45397466666668	153.10099649999998	1286.2357798333333	186.2419386
"EG11161"	33.5691225	50.791142	26.14555875	49.622602666666666	49.8594688	42.97048233333334	54.33957566666667	34.56297383333333	49.6297766
"EG11162"	45.89270066666666	79.781129	31.88711825	70.26138833333333	72.78958700000001	58.85666233333333	70.36309316666667	57.72739633333333	68.3010874
"EG11164"	214.134357	178.22839925	121.7546065	159.63220933333335	186.6820318	168.45738866666667	135.70225966666666	83.73124583333333	143.5448322
"EG11165"	156.42835733333334	151.5294505	111.923475	133.14038433333334	154.324306	164.01149633333333	110.2355965	65.01089116666667	125.9563348
"EG11166"	7.155987666666667	9.96724975	11.358456	12.270194833333333	10.1456734	10.763224333333334	11.3963585	13.541834	12.184559199999999
"EG11167"	52.83278266666667	113.51532625	27.346113000000003	89.13194466666666	89.72547999999999	91.63988666666667	90.69994066666668	128.21876733333332	96.2952024
"EG11168"	1.4760575000000002	1.41068325	1.43011775	6.198666499999999	1.2650494	1.6200426666666667	10.848465333333332	0.5625835	16.8938348
"EG11169"	1.0135448333333332	1.45213375	1.9173577499999999	5.167957	1.0975063999999999	1.2456323333333332	8.494601166666667	0.6504355	13.975645600000002
"EG11171"	30.404225666666665	26.2502265	34.211365	23.387039833333333	29.845508000000002	32.608369	18.236072	8.588500666666667	19.6384118
"EG11172"	0.7851883333333333	0.725019	1.4556532500000001	1.9982668333333333	0.7594272	0.839322	1.0055991666666666	1.094667	1.1690150000000001
"EG11173"	0.08832916666666667	0.3191885	0.8418457500000001	0.26669116666666665	0.1851388	1.105442	0.249161	0.08347266666666665	0.0923616
"EG11174"	0.12611366666666665	0.32743525	0.137007	0.33654866666666666	0.10855759999999999	0.4976796666666667	0.376525	0.0179055	0.3040196
"EG11175"	2.730796	4.59228625	1.47898275	3.1911325	3.4802234	3.931174	4.4829275	3.894739166666667	5.5503222
"EG11176"	2.5720063333333334	6.401362000000001	2.04963475	3.836199	4.4930688000000005	3.4449323333333335	4.7613908333333335	7.696844166666668	6.367314
"EG11177"	253.40302316666669	265.856755	1721.949881	281.297824	280.26595499999996	422.6595463333333	254.76151316666665	81.4213595	255.5622302
"EG11178"	321.15777583333335	356.69791425	1915.0523015	384.1132045	376.7476176	541.3031946666666	357.99181683333336	168.86768016666667	317.7509
"EG11179"	625.6689328333333	848.937496	2822.5145495	751.4960095	1034.6942299999998	767.553945	674.2414155	322.0165646666666	523.5671007999999
"EG11180"	60.3300155	213.97075225	27.08790175	185.30213033333334	211.10867	144.536623	233.31188566666665	396.72233550000004	200.0717124
"EG11181"	80.75674166666667	66.27304075	6.13808025	68.69339333333333	43.8954698	11.409294000000001	97.32105999999999	7.102695999999999	63.5365716
"EG11182"	93.25876816666666	121.63453299999999	31.8138015	107.80325383333333	113.95650880000001	124.09122233333335	101.698239	71.092945	140.9692166
"EG11183"	174.76368549999998	199.54063100000002	143.18831699999998	199.49637383333334	193.22567859999998	220.22519499999999	179.50815066666667	146.8362295	192.46041580000002
"EG11184"	28.94640133333333	23.511927749999998	3.939386	23.613321666666668	25.472217	14.319080999999999	34.4718035	71.5259265	21.0539424
"EG11186"	3.306354333333333	1.8675845	0.39249	4.478226833333333	2.3226418000000004	2.5454203333333334	4.3651985	5.9428790000000005	2.2358386
"EG11187"	3.207327833333333	6.663907249999999	1.223832	7.1552565	8.1896754	5.554588333333332	7.469767666666667	3.265273	5.4795728
"EG11188"	48.958013	55.86788975	37.04160075	72.05469799999999	72.6949708	66.40013499999999	77.25501683333333	26.051872833333334	59.0278268
"EG11189"	43.926051333333334	76.25534875	20.344851499999997	80.40461566666667	76.1974034	73.25563433333333	81.755689	30.22676033333333	94.40096659999999
"EG11190"	7.837257833333333	15.17	11.674075	11.750235166666668	11.1623054	16.768548	10.3344055	6.651113333333334	11.345507
"EG11191"	24.062337499999998	36.956629	38.56415325	44.03056866666666	37.819917399999994	62.16982866666666	34.80462466666666	12.891770166666667	44.181003600000004
"EG11192"	73.9164155	95.25499925	29.435441249999997	88.176372	97.3306354	97.34948000000001	78.29589966666667	29.946735166666667	91.8912344
"EG11193"	20.737156833333334	29.974565249999998	15.969047750000001	54.178155000000004	32.8393402	27.780218	39.093887	13.648202666666668	22.1430128
"EG11194"	42.300886	2.68865425	79.10855925	10.183690833333333	6.8468242	28.887540666666666	2.5531401666666667	0.47970616666666666	5.8316264
"EG11195"	98.1550835	176.69928225	21.9804335	152.845529	159.03386559999998	175.98909066666667	153.76286833333333	138.55068183333333	208.05986939999997
"EG11196"	4.5471121666666665	2.55967375	17.046450749999998	4.136756	4.9077648	6.140535666666666	4.1690958333333334	3.0659815	3.4937780000000003
"EG11197"	266.06381733333336	203.16861	716.4620675	243.71631883333336	210.9592146	403.9085486666666	171.61903183333334	21.555991833333334	177.4984484
"EG11198"	31.346437166666664	107.30463075	25.723051749999996	93.50488200000001	90.39668900000001	148.908893	76.76687733333334	50.17091283333334	110.8893102
"EG11199"	270.3424508333333	310.93564175	264.2275535	294.79548716666665	453.77391520000003	260.23401433333333	277.87172216666664	33.577388	187.69448400000002
"EG11201"	90.86402783333334	133.5995175	37.439246499999996	119.34670666666666	130.3509582	123.01838299999999	111.57823483333334	84.92066033333333	130.81079440000002
"EG11202"	76.2468295	112.211859	32.13553	101.64427799999999	109.696245	94.665597	105.66836783333333	69.25054033333333	108.72043060000001
"EG11203"	53.26804016666667	107.97451050000001	40.196477	108.882278	96.65913520000001	110.79571299999999	107.03198266666668	65.87682066666667	110.05419160000001
"EG11204"	87.74682666666666	123.570133	54.690357	123.01700149999999	123.7973268	111.59976933333333	132.88514433333333	88.65792950000001	124.949459
"EG11205"	43.06726866666667	73.37026825	83.27331825	65.44625666666667	78.6409028	57.56992866666667	64.86881083333333	45.09334283333334	72.288678
"EG11206"	3.8503888333333336	2.903632	114.15603325000001	4.966872833333333	5.5439746	5.830215	3.082186833333333	1.083534	0.8377770000000002
"EG11207"	11.466212666666665	13.836132749999999	10.345876	8.965812166666668	17.2632892	6.166787666666667	9.891947833333333	8.050907	10.629407
"EG11208"	1.0402421666666666	1.4903129999999998	11.8489115	1.8972198333333334	2.6903935999999997	1.6613496666666665	1.6148844999999998	0.10786516666666666	0.7890672000000001
"EG11209"	15.707910166666666	47.1298185	13.1861425	32.63516883333333	35.943293	28.722787	29.3743915	248.13241716666667	28.548151
"EG11210"	16.528858333333332	153.4392365	9.7955845	132.6799811666667	113.18615	108.264883	164.68262083333335	89.81933149999999	202.779958
"EG11211"	30.406211333333335	23.847108499999997	18.8230565	24.126075333333333	23.506310199999998	34.066640666666665	18.086472833333332	8.494502833333334	23.0184944
"EG11212"	298.0608485	335.70163	303.37729	353.2615828333333	357.7724998	370.273656	317.9717503333333	149.89137916666667	349.25086739999995
"EG11214"	30.129584500000004	39.2902995	41.57142575	42.51282066666667	44.9063726	52.739068	42.680247666666666	36.17849566666667	39.298265
