gene,ica__wt_glc__1,ica__wt_glc__2,ica__wt_glc__3,ica__wt_glc__4,ica__arg_sbt__1,ica__arg_sbt__2,ica__cytd_rib__1,ica__cytd_rib__2,ica__gth__1,ica__gth__2,ica__leu_glcr__1,ica__leu_glcr__2,ica__met_glc__1,ica__met_glc__2,ica__no3_anaero__1,ica__no3_anaero__2,ica__phe_acgam__1,ica__phe_acgam__2,ica__thm_gal__1,ica__thm_gal__2,ica__tyr_glcn__1,ica__tyr_glcn__2,ica__ura_pyr__1,ica__ura_pyr__2,ica__wt_glc__5,ica__wt_glc__6,ica__bw_delpurR_cytd__1,ica__bw_delpurR_cytd__2,ica__ade_glc__1,ica__ade_glc__2
b0584,107.502298410065,98.2332210433538,523.35772787079,421.56281519117,49.7730847792661,71.0833502816698,11.8886745466539,14.4960233746525,94.0759016272951,80.5654986128844,37.344598532626,42.2434045600437,42.4983470778414,56.8292419955935,229.238275201043,342.75138851182,45.1859550975854,51.5460906491426,45.7459467680654,45.7287682786231,31.7850223455189,34.7066201660436,381.079355815778,295.635118554682,27.1794850847889,16.3909626332886,26.3490682274184,29.4341224844541,24.8196283114889,20.2564476729215
b0585,32.8372095520061,37.0088369609188,194.000475375519,207.294335476726,18.6031934775551,26.0392469906057,7.73647225057991,6.0914367473632,162.857852319623,117.899725898637,23.0048440206806,22.0255146566554,18.5478017575245,22.3190797708819,135.848302935153,185.403681759067,27.5393455258914,29.6425278476516,17.8921687856708,22.4257214982071,11.8375448668859,16.1264844946894,147.290776179173,130.94823931157,4.87822964096359,1.69566898411928,11.6302913184933,15.2250144449396,27.1275346708015,24.148823312088
b0586,51.4689163551095,48.4959876410121,325.881249204664,250.756745821306,35.5367467472998,47.3598568645202,15.8692779713157,12.5917930188433,135.560742452671,108.187862105409,47.1192289087816,45.9298673669877,27.4136159687227,27.6420938465615,224.124173188468,269.700657753424,41.1429943272115,45.4455992509079,36.18292857434,38.529963112298,33.6284234501573,30.1535143788356,243.596545436329,215.441468856108,22.5628066637031,13.3196407179029,26.2576365258786,31.0393463431561,30.3745795538519,29.7037264969828
b0587,1.55613486506502,1.6253607455661,2.55061474273207,3.22428694968127,1.64451137642999,0.639403927571571,0.126258388203297,2.40731980707749,1.40781051560803,0.362513618034754,1.25503078569211,1.15538789185031,2.45942217137219,1.63282224178288,0.803943778145226,1.02863451255192,0.923748414986284,0.748680585873139,0.238740711140085,0.804460536665558,0.956737840636419,1.42557175709296,4.12886693569109,2.98327987712277,1.72493053971223,0.599584568833955,2.12047877508433,0.807529400515738,3.19741084127705,2.54051916272652
b0588,31.5959404624113,34.2173557955796,111.336970727407,75.5503973101368,38.0223164935995,38.0183157816056,16.8385728012622,10.0329546427159,37.9978372423948,28.7060202187986,36.807750433089,35.4905053981734,30.9780829353742,29.2996993967415,81.5309201202237,87.4553372226211,39.7822374312025,36.0564081421727,26.5332393776251,30.4939635322684,22.4290323793628,25.0256290483777,76.9823689275523,87.8107161812379,15.2765612440702,10.55082923452,17.4071794405081,24.6805497317968,30.7233872197577,30.8819228088467
b0589,15.8551862199706,14.5618335794913,54.4163107706936,29.9441323891593,13.9492758604337,16.0622898103241,6.05506777228486,5.93162274819184,15.1565228117559,14.9017167332998,10.9867802349069,11.8735284861679,11.4203953075086,12.7403392054605,39.0143239419319,42.5186179247694,21.7549024668708,21.5145241800583,14.0392267785873,17.4529089267533,10.5148520601635,10.0627060739377,34.7387989029606,33.2129989338127,6.89364845976544,2.73854521378889,10.1253152411883,8.29870505660791,16.4293519837249,11.8453196877126
b0590,20.1227823601063,20.7358398527279,68.9129025068227,52.6259611843439,16.9635481942451,20.0547834261091,10.3987462769226,9.00572370017139,33.3550334388842,33.9469139035428,13.2156654636499,17.0909101342513,15.9088269150192,21.0317838374776,50.3403861280449,59.6515992323722,21.886226114511,26.325995849676,21.413689083447,22.8200847492633,16.461169084608,11.1124001235169,51.2414549623293,55.9568854188702,11.676716675388,7.66665623303589,14.136844535681,8.65525423564706,20.7426466231455,17.9143218793154
b0591,35.9189313579473,36.61006243108,119.75065450113,84.9611629349987,28.3257890037641,32.4604741505184,5.26513614065025,6.43220308297651,77.6689254223688,58.9902601328,23.7662823083939,29.0948983237952,27.3496126873998,32.8118585607475,72.6992809683981,77.3981743250428,40.8244045421005,42.5328709833894,31.3823902043766,30.1089825347276,25.5862418123873,26.434460315685,72.1024303747872,70.9928872516186,13.0962802408563,6.34145287458169,22.8930719338813,19.3997328626295,31.8847239243961,29.5565325115128
b0592,48.643896229656,48.1415565296847,105.288177082002,91.1708083691017,32.7044659169615,53.3308261259695,14.360244236567,14.1103697515162,81.7279559765561,56.478145903687,49.8940967770453,54.9063857419723,36.7141925603275,36.7555445136199,86.4375929840094,98.9572170624322,50.2065218580978,57.0641008136536,41.4375872615819,45.2038203737422,26.3539829771339,28.865866533355,110.707257881773,98.3024585032477,26.0562641678608,16.8119424076146,28.0916150498812,31.0936751164137,34.4091581618467,28.0924491967463
b0593,90.7289376167016,100.793398930648,488.553984006859,342.015484849369,57.0898341894046,73.7438619814192,4.38310768223169,6.71989173889068,178.230109899587,149.61925689798,42.6275655185587,39.7383411287908,60.08206074839,72.0359693563113,153.500667172962,205.130871297503,76.1621542576946,84.9511810062313,45.9291895286553,53.8595068127307,47.7444290501961,48.7394252164361,339.478050112025,311.236471186541,13.5149480211629,5.01097157357406,24.1659568443418,27.2549748814679,22.8679167467857,26.9484976606972
b0594,75.769495685821,76.4111900800156,376.471752009357,234.890237700685,54.5035870113193,70.8615832858149,4.97827739094388,6.06624470126162,160.862687557991,124.176093872448,45.4593984722313,46.8215607427316,52.296286456653,54.0340586153274,128.635368341982,178.166899658574,64.0649897173878,64.662718591293,39.5025534608183,42.0766225398806,39.3233645114865,36.8645202739344,276.787629795122,257.837643660416,14.422350763374,7.17678924047838,19.8164075016481,25.0173810556799,18.9482626028636,15.2045028674964
b0595,76.0766980889469,78.3046321757951,362.37842157471,245.391133436977,41.2850847877912,55.4219544019428,9.17541313572852,10.5468661727269,132.867531616092,103.940968048742,41.2726719640877,40.5402013300702,44.8450866940659,51.2395396450056,159.338100383265,217.46219729852,51.8734740022129,49.4617267151346,35.0148410861276,39.7842058520268,34.2898350494102,32.7063788084873,292.01215976555,266.072793464573,19.0879427957533,10.5631119228023,25.2161707654091,33.6102385237939,22.8840691516506,20.7002526656384
b0596,48.8596581990256,43.2549211988476,279.065465396231,167.648552903258,36.5390264047791,45.4062270384314,13.985479618428,9.99718653347266,97.3489141202488,85.5360089986616,29.2001592339506,27.855797948123,36.3236049926993,35.0994932655979,134.187674734534,162.638392909061,42.9263603772244,42.4118877344891,30.6109956599835,36.0970169570071,31.5752266288914,26.547548915966,179.048785308268,179.373192411328,21.9205118469948,11.5241009152444,19.8904414026505,28.7952245123744,26.2799671139944,16.7047059919919
b0597,45.5057677455018,42.4009770771033,204.867575778631,178.716139617354,26.9858372855137,27.6299533328698,7.25149080198934,10.3955915575128,62.1544708018273,71.384609315181,21.3573645886454,24.2260248327327,26.0086363921978,29.7711364566036,107.738152341077,159.792794590837,24.6323636080529,23.5473574629136,17.9558902324335,24.5159694702244,17.008032335651,21.620911413435,147.39295688755,160.122155934907,15.921836261892,10.385575282654,20.0342277260432,13.2512655843667,16.7607249019151,15.0543615445903
b0598,210.016281808314,193.025162383973,146.942117589434,106.874834042742,1721.8710915348,1814.13642724233,4562.58025897057,3910.87302028749,35.8596036040548,38.2746936250647,401.054244004617,390.097105740009,182.916654475396,195.191163973263,26.8502722677169,31.5840103415028,202.836376645809,206.489445687043,1168.82642234372,1271.00755853607,194.16794682337,169.223369762455,519.980630071833,820.592226405006,154.361123639062,129.516811929873,92.4192792273131,101.572596368383,100.472350632598,96.709337278161
b0599,81.2682373214829,79.2853724591721,82.7527309481667,74.981926938383,48.1919424918562,56.8594342161328,17.8800411037256,15.9637501547555,389.309425237864,321.23528986743,40.0765488201743,38.6324729200079,11.2682149759933,16.1522071761687,95.0147223487279,89.5440498697261,75.387722566848,66.5249636181344,63.2679311634377,64.2614252680176,78.578129632591,80.1589843965389,65.6212724231156,70.0891158516569,89.5826455122455,96.1480612720064,86.5142960458405,80.7233059451329,91.2814349614272,87.2982983852494
b0600,77.4018968333047,75.9602757544881,71.3312603837526,68.2363080070958,54.6141945063968,60.8308647066347,11.222545288793,13.365760573945,631.170400399087,531.489576300033,42.3605892032443,32.4769173482286,12.812136153792,11.0312693120451,122.108474409894,101.879963352055,80.7544521216387,72.6409163969799,49.7867865535656,55.7895459098055,85.1569750871539,83.546847382126,65.5881677394194,52.26917510614,84.4531262039509,99.1705308945157,76.446395270428,78.4821979550289,87.447260357818,76.0989704451817
b0601,12.2728447025943,10.1201146019491,11.8318824686833,15.0790345301259,12.2547185771322,12.881303846735,14.9889316328193,18.6879017803572,18.4494253330249,13.3673305984527,18.3105433612467,13.8548891415752,10.9121430625225,10.2795346362639,8.67647722530744,11.1014279405366,7.89248596243234,9.20228501415915,10.3063343446211,10.9559256470719,12.2615203248758,10.2568871271031,10.5537682245603,12.7445385400461,17.4526203082017,16.53687815046,12.4827492796349,11.6202328949016,10.5440238651199,15.9939974230287
b0602,2.22360955791111,3.36766643209795,3.24182276931792,4.39227742136069,4.69139453627925,1.90042149340421,6.21528096756899,7.41387728508381,6.72470629737483,8.75431822275417,2.46087824090292,2.62320746131134,3.19805387095778,1.89571731221724,2.98682876659519,2.67512314311784,2.46669930167931,1.97023893950112,4.43487245734855,4.37638193520362,3.3323366892052,2.40741548028643,3.83491323405024,3.11724672103202,2.00265564911353,2.59885400948487,2.32760484499102,1.50007507297113,4.70213889744541,4.12938313172304
b0603,2.40464679625431,2.8255718202787,2.69673752491933,4.85783055914369,2.50717817700826,2.2478160197151,7.29198058417491,8.11293124316957,3.78760651520651,2.27573537870269,2.97637893435709,3.38479233066028,2.67616328455728,1.87922065714042,3.28047302171815,2.84126147991388,2.17461515004722,3.28997082674894,2.2480976809513,2.8857860591511,2.55257973383292,4.06783976342646,7.63946152865993,5.61840043230256,4.06069447436405,2.76025565703979,3.63044560999706,4.05551269728037,3.0108362595543,3.45550887223726
b0604,80.4640467738601,68.2972439981804,48.6836833793425,70.7776964591577,65.0572909158262,68.497427968232,83.912877710568,88.0521429294323,87.5835058072458,66.0084956902854,103.681724816201,97.9822822930479,65.4322473498624,64.6243611301891,64.9590334510358,70.8616414402244,66.2292417248606,67.7832848613709,65.2068546603199,59.4641680306253,72.4052610628028,63.7141173983185,63.3100677333101,55.4529112186439,71.6506282759979,78.2425798982384,64.9364410498297,61.8790994840385,50.5383982961432,41.4405206339799
b0605,3604.08461822596,3235.4681056738,4164.03241222794,4592.26915524383,4677.62757673739,4426.52775265268,8845.48949123826,8395.19761959859,4289.38862634106,4258.35604062847,6168.17767111611,5932.47716377212,3023.98216806404,2920.10389530634,4028.21899540701,3883.12623494848,3571.00802506421,3393.24457765337,4385.40910818531,4270.0399160047,4093.01655767638,4082.9395846283,5132.84506594191,5426.62569754663,3734.97263492706,4035.3933976592,4073.0695387679,4435.91978828526,4332.39265508133,4500.88004860147
b0606,254.991539163875,234.005351186789,318.538567605245,300.643324539979,312.419680635189,308.721925312892,334.069462374626,314.959224495519,487.123743582765,485.104873693236,449.265959083238,432.658479896809,220.180279982846,221.751744307224,452.889824740607,424.233948814561,303.596813749541,320.125848852331,332.617839943508,324.637119659959,332.283233474256,323.285633472817,310.86458686456,336.819580223861,292.357563524041,318.477487423609,337.477450907639,384.574926134254,308.790581140136,297.488254861068
b0607,36.335331531773,47.5221753587339,53.1508151713751,50.4963327476052,106.34825604669,82.0236280204079,251.947145538885,231.761252246736,114.664061796168,146.400703115873,46.0096880413613,45.0675915282333,40.6815118548371,38.0707061838951,95.4916941134126,85.7976870399701,37.4883422890001,43.1463460893596,80.6610477079803,71.5889698841317,77.3386264636547,74.2306968104038,80.3031769989369,141.740483464228,133.744795989752,121.862077658706,73.7796605516921,47.9587955015597,78.0670164415288,66.4990737817166
b0608,9.20359168953465,8.58305418525521,9.58429215509636,15.936818318223,14.730028598962,13.5780517909795,35.5946833452488,38.5028119568311,161.995523385864,115.472281331748,11.4875801754883,11.8680905898082,7.80403744916057,10.9600998326125,25.3874423328401,22.2201645590449,13.528444529154,8.56605307425416,21.9617387644932,22.195418389787,11.6033396781217,12.5740863706638,16.3104263881481,15.70131475651,10.2626411747798,12.9885813116893,10.2339529152347,9.60894863274977,16.0966428844129,18.215590690275
b0610,63.974110518795,62.6868501141875,110.206237153075,79.3498061775121,170.53679910796,164.873096236634,120.346921435235,116.580335419648,60.3908730715839,82.8897946285534,99.8812256897901,102.207270589341,72.7220890753555,58.1015883668393,41.5265255549832,37.9720929645683,83.3419496858226,68.4064484337527,156.531622088037,153.865629899476,80.0585801385702,78.9018737180962,137.690433515861,165.397344765179,87.9107500184652,63.8683692011962,79.1272656770491,64.5141510145037,87.3499788181805,104.398174695658
b0611,99.3747072984231,95.0141265616601,110.314253765342,112.021358927932,109.892379292538,110.834498380875,101.624720371231,112.303695676902,300.58845315928,285.67463933089,100.487891931128,96.1162929200085,106.406534983699,107.609486036558,146.809287704614,139.86883245675,105.75375960058,103.414594540006,103.45849400238,104.769748623745,92.0593753278217,106.132758722682,100.428663808695,91.407944657061,124.785275213526,119.597827919515,96.6704992428325,95.2844715905575,111.911028274545,133.825305524193
