"genes_rank_std"	"std_rank_std"	"skew_rank_std"	"kurt_rank_std"	"genes_rank_skew"	"std_rank_skew"	"skew_rank_skew"	"kurt_rank_skew"	"genes_rank_kurt"	"std_rank_kurt"	"skew_rank_kurt"	"kurt_rank_kurt"
"yegX"	0.40624252145872014	0.4684788949800555	1.5054046852753622	"relA"	0.8820003366086127	-2.0168846303863193	5.179783792085384	"ynaE"	2.0185886626839014	0.2217064696835463	-0.9920716855325882
"ispH"	0.4062657877274085	-0.533373857904851	2.7090585945473755	"hfq"	0.9785199781477363	-2.0064421991132293	5.227443377873142	"tnaA"	2.0983485676373252	0.37076330308361305	-0.9783688305956617
"dgkA"	0.4063764106375206	0.13342666616130108	4.593211689069383	"rplW"	1.3254025996159637	-1.986882146788196	4.107970106048991	"aceA"	1.5942481338365153	0.16331356197169614	-0.9733608593807643
"nudG"	0.40731074905864634	-0.02574407928297123	3.30378858157723	"rpsE"	0.933387982383848	-1.9804422182039298	4.402454323492173	"envR"	1.7406685577702203	0.6825059135701336	-0.9717321216880905
"fieF"	0.4074511659830328	-0.06395172402224275	5.138741789680848	"fnr"	1.1907612895135309	-1.9432819477800063	7.245632852205876	"rnb"	0.8301373351736148	-0.11555401700524617	-0.968917419710805
"aes"	0.4090601333360269	0.46687518132818207	2.337968749849492	"hlpA"	1.2576251008551902	-1.941243439789257	3.029185918849823	"ytfI"	1.5177840516907193	0.5656337141159744	-0.9660949887093064
"yeiH"	0.410455504461469	-0.07151951249499916	2.126031174578384	"trmD"	0.9451502469391151	-1.9158997388312522	4.173485818382682	"yebV"	1.721536577812113	0.5759338943032237	-0.9602790031257809
"ecoZ"	0.41061460424408464	0.26507366260906684	6.609037748926795	"rpoA"	0.8093307161848632	-1.9130215461515763	5.5852066628323485	"yidG"	1.1077332003975495	0.19751096998970932	-0.9537015160205335
"yajR"	0.4114689945996337	0.2553968741070994	2.466758697283015	"rpoS"	1.1139482670223264	-1.9123147847569377	10.235233129673736	"solA"	0.8338388118756411	0.07280847656090597	-0.9505749074379151
"fldB"	0.4120748792473738	0.25976642512913517	1.7247014867332595	"ygfF"	0.7547384091427483	-1.908521490439457	5.295048215235752	"yedZ"	1.3606018136235625	0.22453696559105654	-0.9462810107484794
"gudD"	0.4134786139314834	1.5761851648166778	4.749060290794429	"rnlA"	1.0449458695705596	-1.903518168235198	4.546616490517108	"b1354"	1.4515568692773144	0.49151308507528774	-0.9434983534939101
"exoX"	0.4141186043965592	-0.0726007621828127	1.9151691988603758	"rpmD"	1.2463020519148384	-1.8965066722676303	3.5002100405726937	"glpD"	1.4137706585312924	0.3933877329633102	-0.9382429028749497
