"gene"	"std"	"prob_plot_r"
"gcd"	0.661220892564715	0.9980689380065043
"yciC"	0.6071595416188916	0.9962752754994184
"alsC"	0.5935855911815912	0.9960862586574993
"slyX"	0.5514993457523946	0.9966675973229314
"galM"	0.6568619757597435	0.996259830806393
"ubiC"	0.6032427830619302	0.9987155078368122
"yqjA"	0.4998778849393615	0.995939778048874
"ybhF"	0.5520058948709656	0.9987466383158072
"yihW"	0.4556866497634585	0.9989157592899437
"yfcH"	0.3982498536451703	0.9980749289932882
"bacA"	0.39861587349664807	0.9973882167689875
"ycfP"	0.6954121434920487	0.996586051714304
"yidF"	0.5099673768321487	0.9968820067613011
"ulaE"	0.4507791482787674	0.9955500729436565
"ydgI"	0.5986221098548627	0.9971038532443778
"rlmM"	0.5725323787818763	0.9957152590100156
"ydcN"	0.5853162826070465	0.9991180755491664
"tmcA"	0.6065851911030439	0.9951871914734887
"mngR"	0.43425881351966183	0.9966956009390857
"lrhA"	0.6940209390673661	0.9988968908008207
"yqeF"	0.6656081074813	0.9962079483985292
"cmoB"	0.5764416723631051	0.9958227516591173
"ygfB"	0.6093387450140039	0.9952528941471216
"eutC"	0.4433613080980659	0.9982945956063664
"xseA"	0.6997935255245775	0.9983124378137821
"tas"	0.4766614456501937	0.9987469114931424
"rph"	0.6767187062515944	0.9998193135084172
"narX"	0.5861162214402653	0.9957880275102355
"gluQ"	0.5997159942096364	0.9955333833126508
"tatC"	0.5568433508035139	0.9967547915287199
"yojI"	0.5168064941801874	0.9986987445873583
"yicN"	0.4750980737714512	0.9950225082420054
"hemH"	0.4854160257307143	0.9978188914657858
"ghrB"	0.5810691781676556	0.9963200579130933
"hemC"	0.6469180786642582	0.996465099610479
"ispH"	0.4062657877274085	0.9976374005720469
"yicH"	0.5064042341265794	0.9985533211884913
"rffM"	0.4231364939443581	0.9977775303896936
"slyB"	0.6899239751327105	0.9974522665577609
"yehU"	0.6636783735947371	0.9980938091315317
"rseC"	0.5745986832593383	0.9962615848534923
"creC"	0.49107305953526614	0.9990207195055135
"tag"	0.3710250415426166	0.9982096170911455
"chiA"	0.5998948176742965	0.9981505704455537
"tusE"	0.5950958192778407	0.9967892882586781
"clcA"	0.3933900077384933	0.9978056695927452
"yhfK"	0.4839186291102468	0.9987516033558171
"gcvA"	0.490183017619719	0.9983768646726223
"mrcA"	0.5174505114268866	0.9969196511928509
"frmR"	0.6825437462672118	0.998999480843857
"ydfH"	0.562403737775705	0.999690639113821
"yaaI"	0.5481727301605844	0.9981364301840416
"hcaE"	0.4967387039008901	0.9952980876639297
"ycgN"	0.5911670459291538	0.9989609633706507
"ycgV"	0.48711865553659917	0.9985893538326451
"yheT"	0.6098979538486429	0.99846754141442
"panF"	0.5947921990210057	0.997683541330504
"envZ"	0.4739991734318859	0.9991588664047855
"rsxA"	0.6364755243844444	0.9962064487398351
"yaiE"	0.6641563285919553	0.9993081975982705
"ymdC"	0.5937402717209582	0.9996902468459314
"ygiN"	0.5921677957080944	0.9984524064040062
"ybfF"	0.5636557966810932	0.9989610946141319
"hofB"	0.602051337016586	0.9961702964329272
"prmA"	0.47800714545018247	0.9994192149836765
"tufA"	0.496516026393437	0.995087026438243
"ybhG"	0.5363477558379792	0.9973087731199328
"yjeI"	0.5708482312155129	0.9987883340207724
"gpsA"	0.570820289740647	0.9959910122462983
"yecD"	0.5644643139131919	0.9998365102668929
"mpaA"	0.6425853807134132	0.9985404355084082
"ymdB"	0.6785533093158781	0.9986480888938088
"sapA"	0.4212047915787267	0.9965488513367895
"panD"	0.6095251093624323	0.995487296884409
"yibF"	0.45591491565783115	0.9991098696849511
"truC"	0.5456858537572542	0.9954198141530984
"pgm"	0.5723810040194977	0.9991827622736491
"aes"	0.4090601333360269	0.9961283071669994
"ugpQ"	0.5400324256417087	0.9971920990347519
"ruvC"	0.6329509241901347	0.9986321410775402
"yicR"	0.5596295365124033	0.9968940276624655
"yebK"	0.6432057977924863	0.9996094191217662
"coaE"	0.4854518501876	0.9967406932880769
"rffG"	0.48858759955337405	0.9982805378888299
"miaA"	0.6690917003083666	0.996914697993999
"yajR"	0.4114689945996337	0.9956847747853602
"queD"	0.5226630350249097	0.9992593231496021
"dipZ"	0.6715237202557285	0.9990729949828376
"ppsR"	0.6275505377235737	0.9975678431527625
"yehS"	0.6943528884147112	0.997652356129856
"rsmC"	0.5399016145924663	0.9952538840980997
"mlaD"	0.5363133023139158	0.999663682735214
"nadE"	0.6969155468131667	0.9951717597316617
"narW"	0.6811113883372577	0.9954867157261923
"narP"	0.5433855590165969	0.9963444134967133
"yddE"	0.4455126425254839	0.9980938642137411
"ptsP"	0.5465395169345609	0.9964638807059183
"rtcB"	0.5731944632075704	0.9962863513260807
"ppiA"	0.6159094830980282	0.9966410936716676
"folB"	0.4418727210508966	0.9986572692881771
"pyrE"	0.533871200929667	0.9967464185644628
"yceM"	0.4873857083960294	0.9994978970606179
"rimJ"	0.6009249691993891	0.9986950806189362
"fucK"	0.5851420529993964	0.9972064794306449
"uidC"	0.5718002864763992	0.9957092193331571
"rsmA"	0.4673572997751305	0.997131501967315
"rob"	0.647543652675411	0.9977196901781201
"rlmJ"	0.5632019961053358	0.9987848066620759
"erpA"	0.6470367398606013	0.9984828341444659
"mnaT"	0.5275811376617032	0.9973223173570517
"pssR"	0.6847005836907679	0.9969674237635721
"yigW_2"	0.5948723586695788	0.9979699398500509
"rsmD"	0.5033968971498429	0.996878014917983
"ydhI"	0.6848586557515133	0.9992243237502363
"yhbT"	0.6971434990567107	0.9961377336851501
"ttdR"	0.5806224721227473	0.9975820149386997
"yraQ"	0.5205077444891012	0.9976654444315555
"ispG"	0.5296570658192251	0.9980517115673248
"aslA"	0.6311930919009503	0.9952510477050673
"lpoB"	0.5240576387332205	0.9969204098741424
"trmL"	0.6534611586118417	0.9958857316990004
"yfiF"	0.41939788065049194	0.9978473317674466
"sspB"	0.548548291369668	0.9995694502746649
"hslR"	0.693285825229537	0.997406174387772
"sapB"	0.5264257655879835	0.9991070368185005
"yjcD"	0.6362200675722572	0.9987387788785306
"cobS"	0.5591662984951774	0.99834794221777
"rssA"	0.5124220550635985	0.9954741920958501
"tatB"	0.6112979205503942	0.9964008068489663
"holB"	0.5791378631347336	0.999065248557075
"chbC"	0.499261811135591	0.9973349093579281
"yqiB"	0.3729487647020221	0.9957914231056141
"ydiU"	0.4908988248626707	0.9987157213751854
"ydcZ"	0.6157276698139178	0.9959780817457817
"ybbM"	0.4003032433456922	0.9986445625919235
"ygdD"	0.5529198388884018	0.9984201185660257
"ansA"	0.5887994317705025	0.995619188947268
"trxA"	0.4865810160053273	0.9981643322494873
"menF"	0.5006293706634287	0.9988848910276659
"xylB"	0.4870869529714216	0.9970351849806958
"rsxC"	0.6180796028748187	0.9962830977427103
"yqgA"	0.595139181155468	0.9956953412485194
"yejB"	0.44866197875762714	0.9991785270895195
"creB"	0.4166526919580624	0.9973552860225753
"rluA"	0.5167727382866427	0.9985859708007951
"rcsC"	0.39361392015567215	0.996039005304284
"mdoH"	0.6598568004559925	0.9993331203833814
"lptF"	0.5986928927630507	0.9996085371891371
"yifK"	0.5672431893442027	0.9995165221128398
"ybaO"	0.5154281870504285	0.996435918064583
"ypjD"	0.4454345376194728	0.9973621084403325
"ydcY"	0.5319627528134641	0.9972341354358786
"yhbJ"	0.6038951342752822	0.9971663666138852
"selA"	0.6728260505346921	0.9950194751772654
"fre"	0.5806791410987272	0.9965292481482401
"idnO"	0.6632716882463446	0.9954328742763795
"mdlA"	0.4559068808107589	0.9985298296787326
"alx"	0.6025077738636135	0.9961221498328852
"yiiR"	0.5467914385165935	0.9980934249737993
"yhdP"	0.37240743620091366	0.9958458166688254
"ccmD"	0.6235597834827522	0.9974641810438848
"speC"	0.4235230520583744	0.9966001032041972
"slmA"	0.5719485335325712	0.9989293453224499
"fsr"	0.5945921618011518	0.9959074634055893
"ybgI"	0.6146002202268478	0.9969157000578002
"mutM"	0.5494443744835339	0.9991244524309921
"trkA"	0.5926575733476112	0.9981164073601398
"hypF"	0.527302240040757	0.9964798295183537
"pstC"	0.6740846365594906	0.9973081243286053
"dtd"	0.5568008619247748	0.9997819571075004
"mtgA"	0.5180246717006775	0.9974882148808722
"hofM"	0.5149311898298933	0.9959757671159726
"matP"	0.5702657318579875	0.9985442343960769
"uhpC"	0.5518114901495025	0.9972579735602282
"gntR"	0.45365310383079377	0.9971030720721658
"cytR"	0.6347445489899082	0.9988883629502624
"radA"	0.4156202997478022	0.9958918424502844
"mreC"	0.5247018901788095	0.9998260033196016
"dmlR"	0.6682157566102284	0.9993489931635267
"ispB"	0.5145986724223652	0.9969342363550128
"yfaE"	0.6918493419303282	0.9959756923119432
"def"	0.67091566664268	0.9990876782501211
"recQ"	0.5645343823712443	0.995190736170932
"yidQ"	0.6147270432628064	0.9994339631637364
"yrfF"	0.6311121998794053	0.9976647889003939
"yicL"	0.5680111120193176	0.9959302475155091
"fixX"	0.5584012345712082	0.9966820759313331
"ycbZ"	0.5280218729672601	0.9978742145538261
"lolE"	0.4912984781263358	0.995416913741939
"rsxB"	0.6533438980973807	0.9986051954645928
"ubiX"	0.577823980050414	0.9978591239432283
"iclR"	0.6121280125515043	0.9995385936934776
"ydfX"	0.5696499590911465	0.9990796546828431
"lysA"	0.5733406991054409	0.9957108177274739
"yjaH"	0.48631044717235405	0.9972581398913332
"pdxK"	0.5134123787835453	0.9996543144230616
"yieF"	0.6621974586643059	0.9974020885268617
"mdtC"	0.39264037184592426	0.9956510543310785
"yfiP"	0.5620461977504156	0.9987231072385601
"sseA"	0.6779486315710058	0.9972024342660124
"yjcO"	0.5283600814972044	0.9994060182391772
"cutC"	0.6927030783244842	0.9977078159421385
"ppiC"	0.6040344277509426	0.9986995841357263
"yadI"	0.6738757116414915	0.9975434592270598
"ydhW"	0.6314141902945865	0.9967745194689052
"pqiA"	0.5734944315724448	0.9971715819597237
"yicC"	0.5044178575342104	0.9986302670708619
"mtn"	0.4794117596217156	0.9958445773603923
"yjhD"	0.6094145957982128	0.9982148590832435
"yhdT"	0.56451897031766	0.9982811282985603
"tsaC"	0.552981204319732	0.9991743134276031
"rdoA"	0.6124431984110923	0.9994969697839761
"pnp"	0.6745984682949683	0.9972429933368684
"mog"	0.6305507938514229	0.9977111424275973
"ratB"	0.648457016537515	0.9986386328480813
"creD"	0.47759888907307013	0.9957531306126736
"deoR"	0.4337351183960864	0.9981358454259122
"yibQ"	0.604525335684755	0.9965809274274615
"lpxL"	0.4169043283340513	0.9968028432446129
"ymjA"	0.5772767205038887	0.9969568694907445
"serB"	0.47235004692619986	0.9956936707790042
"endA"	0.6243488424176606	0.9967831850932755
"hemD"	0.49397881208634536	0.9988054312232825
"tsaE"	0.49743468149372416	0.9982921734944358
"mlaA"	0.6825531213156542	0.9953290153002294
"yhhJ"	0.48344004065137614	0.9970350370936079
"ycjX"	0.6279637899946807	0.9964186141056427
"dcm"	0.5357857798667987	0.9987464839960041
"glyS"	0.571846373223867	0.9958842813282844
"aroH"	0.6282282129222121	0.9997354289222938
"prkB"	0.5073558248526595	0.9975208814938721
"yhdH"	0.5444202883584645	0.9981568882453907
"dacC"	0.6242572207854789	0.9990043544380102
"yegX"	0.40624252145872014	0.9961175315117201
"mobA"	0.47216718819674774	0.9960221744390948
"yhhX"	0.5760934867163919	0.9986716222866856
"tusA"	0.6356194983445308	0.9987045709765637
"pstA"	0.5826447448196789	0.9992797526815312
"yneH"	0.4747844578586692	0.9959992612397588
"emrA"	0.6409629426550046	0.9974827290645644
"ddpF"	0.5490011137456688	0.9957420187578557
"nfuA"	0.5970707020229934	0.9981400576954248
"yeaM"	0.5168394349229009	0.9993314370529094
"accA"	0.6395304486814516	0.9980978296350823
"ybiR"	0.4660146117348172	0.9977265455106769
"yfeX"	0.6377163815172158	0.999437155944986
"tusC"	0.630865510553222	0.9990562242023312
"ygaZ"	0.6421858150677944	0.9981428491413007
"yibH"	0.6850505793077853	0.9955921534887051
"yobB"	0.5350153452573793	0.9984331038730828
"ydgA"	0.6603880537091978	0.9952878531666218
"wzzE"	0.6394393443970413	0.9995364446363761
"yfaZ"	0.4814691104759046	0.9980346074298841
"yliE"	0.536307679955423	0.9993936320699259
"artM"	0.5765823986192348	0.9983700511702734
"dusA"	0.47868899823789063	0.9986327199837717
"torY"	0.5319570600192685	0.99716030651427
"ytfB"	0.41937426659459254	0.9976099496184114
"ybeY"	0.5311149252263273	0.9962304315327775
"yhhT"	0.49864652570988954	0.9962468268793445
"mutY"	0.520725621192645	0.9986748988980337
"yoaE"	0.44058663059527914	0.9987953754119826
"rdgC"	0.5427601787892177	0.9977205858812352
"ebgR"	0.41819559330770484	0.997232584104776
"yjjG"	0.6415758142123824	0.998243149088006
"ydhO"	0.6252182586302655	0.9987248869208896
"hslO"	0.6769902147617882	0.9986103162928901
"yjjB"	0.6607241508042019	0.997806459209383
"cysE"	0.6179782356549409	0.9986983743255587
"ubiA"	0.612906107672631	0.999391656492294
"bcsZ"	0.47042999780524836	0.9975823515905892
"ychG_2"	0.5093382677734402	0.997336090649195
"rffD"	0.6094172067059093	0.9984259363684554
"lepB"	0.4036696717954613	0.9971201447428818
"yiiE"	0.6782507915847348	0.9962203804097524
"ynjA"	0.632229329029448	0.9968206988759555
"yidL"	0.5399001593043473	0.9957861720494585
"wzyE"	0.4680486606259032	0.9988215557842477
"rraA"	0.5496086174469824	0.9953407739347214
"glgP"	0.6005797193666358	0.9982500476002202
"psuK"	0.5837129956933038	0.9972617927046677
"lipA"	0.6637802906167208	0.9981191476736961
"ygdG"	0.4996312128613041	0.9989270649260219
"rnd"	0.4718373942608917	0.9988038133389644
"ydhJ"	0.5525750149893989	0.9977801199040522
"sbmA"	0.6350219002174098	0.9965008561802878
"rng"	0.5109019558923615	0.9969694096172699
"map"	0.5688371979455736	0.9974568822783384
"pepN"	0.557530884285085	0.996859432899587
"mnmG"	0.6184560377293845	0.9978508812953115
"kdsC"	0.4798303078436911	0.9988124736790772
"paaJ"	0.6457998887644437	0.9986760945065146
"yddW"	0.6005436038555436	0.9981210361598208
"ldcA"	0.4773377633247188	0.9972063799605819
"ftsP"	0.4807960465273504	0.9966254882185331
"bcsE"	0.646925277550203	0.9993538195914787
"pth"	0.5871287581642207	0.9992123249678853
"trmA"	0.6781658083576879	0.9992176705131548
"mukB"	0.4564859505736695	0.9989092838467735
"gltX"	0.48386570875551693	0.9988311965378673
"nepI"	0.6369773205147791	0.9963292698564508
"msbA"	0.5943659773833369	0.9990261882905388
"yciB"	0.6369407591997441	0.9962485284684856
"glpE"	0.4906827866532864	0.9979922910190757
"ycgJ"	0.6843629988216785	0.996817170326496
"aroD"	0.6663907477333089	0.997882382725259
"dgkA"	0.4063764106375206	0.9965998157292845
"epmB"	0.37673831059287666	0.9960076305125952
"greB"	0.6003360218673358	0.9975786113256765
"rlmN"	0.5574341800771896	0.9977477288915046
"sfsB"	0.5304744530007595	0.9990888048252882
"ftsE"	0.5010493652961209	0.9987259683634349
"yqhC"	0.3703852534031644	0.998294458597267
"chbA"	0.4500221641728859	0.9972350539742655
"polA"	0.6688747593005813	0.9962060990911716
"yigZ"	0.5031142034680605	0.9950211576717563
"glk"	0.5742966069685737	0.9997016049098618
"prfA"	0.5356760329161246	0.9972251247972037
"yiaD"	0.6985576697987994	0.9965026810521143
"rlmG"	0.6185036451775686	0.9971188524632184
"intD"	0.6823210593017104	0.9976437238435427
"ggt"	0.6000328058877337	0.9968505148835202
"djlA"	0.37295227674872217	0.9983540788753366
"yecN"	0.5357588500672692	0.9987028585972298
"ydcM"	0.45805294268828634	0.9976233272867526
"speA"	0.598137969301582	0.9991752077108137
"phoQ"	0.6595770341958033	0.9984503440177691
"rbsR"	0.5570743854405859	0.9966560391832553
"yceJ"	0.5350478544143231	0.9966600734863853
"mdoC"	0.6196017187232865	0.9966483937391186
"mliC"	0.688629249086636	0.9989615259056601
"dtpB"	0.6558843442136796	0.9959798555266841
"narQ"	0.5167122240803005	0.9950089183070531
"ybaV"	0.37735547861799473	0.9977719873484635
"nth"	0.6788294176589407	0.9977743783115842
"btuC"	0.4653469763855468	0.9975670611519484
"idnR"	0.5006731910593426	0.997889628177749
"yedQ"	0.5636027032337754	0.995673869041648
"mdaB"	0.5119361898541291	0.9979163283950813
"ydeA"	0.5449635073446919	0.9975095129793102
"kefG"	0.49106320342856524	0.9969318238061013
"dnaG"	0.6348138635472735	0.9973630650566786
"mzrA"	0.6032200727552028	0.9995090150121029
"gss"	0.5479775210156639	0.9988426661944152
"plsC"	0.4223601440682615	0.9950120683046969
"fhuC"	0.4786782506316395	0.9978696472415097
"ygeR"	0.3958948954331585	0.9955374003396691
"rlmF"	0.45370097923173286	0.9988604158575498
"pfkA"	0.6159039916915121	0.9977649475825459
"zapB"	0.5794007369720511	0.9981348749815783
"rimO"	0.6038532066448563	0.9974648392465641
"nadK"	0.5964859098365752	0.998383324450892
"uvrD"	0.4536298938108318	0.9984743129073311
"pldB"	0.44033509957924477	0.9975965240619364
"yrdD"	0.6357760312767963	0.9970790985775131
"tamB"	0.6699171073049902	0.9967447928029597
"mfd"	0.3912605755929692	0.9961575568553607
"ybhR"	0.4767546011864586	0.9978076509514869
"exoX"	0.4141186043965592	0.9977871207973272
"cca"	0.4213584932045167	0.9955405665541193
"avtA"	0.5871871596026739	0.996164413860386
"elbB"	0.48234513623951186	0.9979202128894636
"yhhM"	0.6804290833498824	0.9953065910818547
"cpdB"	0.5844166763835292	0.997507022774018
"hemX"	0.5557641089623073	0.996655291303898
"yecA"	0.6819275625662226	0.99918027116104
"arfB"	0.584177034562846	0.9966685107708834
"rcnB"	0.640806069719376	0.9976093134609921
"gntT"	0.5751926556650255	0.9956130052723686
"ydjA"	0.6162573072309995	0.9973803319010924
"yhhN"	0.5598697966146379	0.9952141855473767
"trmJ"	0.6616011148699042	0.9990258992605798
"yecE"	0.4413175136208877	0.9978989598169778
"yqeA"	0.5129811010361782	0.9978427793626198
"yfiH"	0.4652132893924429	0.9982580586636788
"queC"	0.3927933128705321	0.9967392566100077
"yeiS"	0.6061447110254354	0.9988519648828021
"nanR"	0.4270604155010572	0.9961109247132656
"fsaA"	0.646217295779913	0.9969711294219505
"mltC"	0.5252025307372648	0.9984004466228364
"gsiA"	0.5998278084518671	0.9974785874512858
"suhB"	0.6092063803754864	0.9989462619595656
"uxaA"	0.4179855573189695	0.9965380071495272
"tyrB"	0.6826757949067285	0.9997389287696485
"glpR"	0.4177160008741446	0.9987360138780762
"uidA"	0.5515549844224971	0.9950043732331
"ynfL"	0.5578872325225596	0.9953631629373431
"ulaB"	0.5581095524150204	0.9980076518441948
"nei"	0.3903762264950907	0.9961318954553204
"yhjK"	0.47029194779015243	0.9973409097972893
"ftsX"	0.631874168949486	0.9982581596482127
"ribB"	0.6336329704488534	0.9979919980703186
"amiB"	0.618798919320773	0.9996135411414708
"tusD"	0.5149082105766193	0.9981497065756404
"fieF"	0.4074511659830328	0.9971509438085681
"rffC"	0.5195552766655315	0.9995689049579102
"holE"	0.6813608474022946	0.9976888506849891
"emtA"	0.6305769804581575	0.9987324502551742
"hemN"	0.5861024009447828	0.9983057506602331
"plsB"	0.4988979708135465	0.9993419162216144
"dsbB"	0.6292966969539121	0.9994135940249061
"yqjH"	0.6423422210253495	0.9977565560784871
