"gene"	"std"	"prob_plot_r"
"yijD"	0.5750310179670862	0.9972718785910698
"yfcL"	0.5066850747424269	0.998081287087274
"narL"	0.586365660968488	0.9994409485412824
"waaF"	0.6660659784912892	0.9980009453415687
"cpxA"	0.5366800277061508	0.9973306001668298
"yegQ"	0.6367792793547079	0.9991648463828274
"yjtD"	0.5931233378729536	0.9959862508853649
"yhiN"	0.41499239463396126	0.9959557760986472
"sseB"	0.6020360810723777	0.9994690232359352
"ydbC"	0.6020877059505082	0.9985403188685884
"fldB"	0.4120748792473738	0.9972154334304405
"rhtB"	0.578208251793374	0.999186210779557
"nudK"	0.4521019046207524	0.9952124598336715
"rfaD"	0.5625565023913585	0.997701015456137
"yaeR"	0.4898397530859248	0.9966361055143653
"mlaC"	0.49354255739454456	0.9952533434898585
"yoaH"	0.5189324686534942	0.9966191440292648
"yeeA"	0.5054167587233299	0.9958408270889485
"yggN"	0.5056294231935756	0.997036113363243
"allR"	0.4725870857904873	0.998969488673551
"ydfB"	0.6918695855315448	0.9970845006458331
"ydcP"	0.500047986967285	0.9995244051228311
"folM"	0.5988753893575984	0.9990915128358495
"flk"	0.5007433072269072	0.9970782146236502
"yigM"	0.4975644054495193	0.9951503362548384
"yihI"	0.5203288857581572	0.9960717835701276
"prlC"	0.511771548496636	0.9988796244962229
"ravA"	0.6488616483760459	0.9951744067970204
"fabR"	0.6181050941391161	0.9983879175110691
"yeaY"	0.5327796758027656	0.9975427008719281
"dhaR"	0.4917626669974597	0.99826978436253
"ftsA"	0.5011438590681689	0.99779536377462
"pabB"	0.3840324108848185	0.998013094645898
"yihL"	0.6319800452677901	0.9989862784226368
"dkgB"	0.5043017549486675	0.9969023370567145
"paaX"	0.6493463212918652	0.9993077135871977
"yejM"	0.6902320164544254	0.9986697581473224
"ybiU"	0.5234822587059743	0.9951305101146912
"ydhQ"	0.661685493401227	0.9991224934510493
"mtlA"	0.6391600828392546	0.9959998782514737
"murJ"	0.4178875483876024	0.9976083400151254
"aegA"	0.6435808577737594	0.997749485159616
"sxy"	0.45193944993696006	0.9984872212711108
"malX"	0.6683530941924334	0.9965169979721069
"dmsD"	0.5330226256833871	0.9973784416239401
"yjdL"	0.5926850382251763	0.9962291525687501
"yfiM"	0.6216202653692673	0.9975026920622908
"yjbH"	0.5461507557750436	0.9963196381795743
"rstB"	0.5982469679509885	0.9995220063184245
"pflA"	0.635511694056646	0.9985071687043153
"ydhZ"	0.5647547779997256	0.9966090163437638
"rsxE"	0.5267459876729077	0.999281461121134
"nudF"	0.4752017145840466	0.9967634657596437
"ygiC"	0.5695756275332418	0.9958708710493387
"gsiB"	0.652125811318238	0.9968170088848923
"ybjI"	0.5854080794570384	0.9982109524475353
"pcnB"	0.6199937643029158	0.9979847042605602
"yfiB"	0.5535923784676852	0.9994243904770221
"ymfA"	0.6770734966338814	0.9967222216252567
"glgX"	0.6520769796663858	0.998954176412017
"ydhP"	0.494342920326957	0.9965375300313348
"proY"	0.3889420610855126	0.9968583738519232
"ycaR"	0.4633785022766177	0.9971184313587514
"rarD"	0.5779843185235441	0.9958770836525742
"yhaL"	0.5486828890616589	0.9991315502086167
