"gene"	"mean"	"std"	"largest_z"
"rutR"	8.871102825295722	0.44150790026811587	4.462654402124559
"paaX"	8.214623011828936	0.6493463212918652	4.409562228877151
"ydfH"	9.185889344858964	0.562403737775705	4.490209587028327
"dmlR"	8.893680946314833	0.6682157566102284	4.446945502691072
"yebK"	9.663803858052775	0.6432057977924863	4.301397573759703
"yegW"	9.266475641492265	0.6517774195883745	4.190271519735306
"lrhA"	9.574589863512285	0.6940209390673661	4.396711921384155
"cytR"	9.805765432211102	0.6347445489899082	4.449010923693652
"iclR"	9.877322966333027	0.6121280125515043	4.284360427707611
"mog"	9.781954599636034	0.6305507938514229	4.011753889302197
"apaH"	9.468489849863511	0.621571292205136	3.91638124325262
"ampD"	9.275025218380346	0.6734556213133471	4.405717503098585
"gcd"	9.610880341219291	0.661220892564715	4.453760750598914
"accA"	10.457694262966333	0.6395304486814516	3.6128917203709463
"gmhB"	10.781857975432212	0.4324385889133715	4.453806909951875
"ddlA"	9.721804440400364	0.4671695622117091	3.952642872661197
"pgm"	9.90427922656961	0.5723810040194977	4.235568982102394
"fsaA"	8.641799968152867	0.646217295779913	4.426173652162677
"gsiA"	9.32232228844404	0.5998278084518671	3.9737699352550586
"gsiB"	9.216975823475888	0.652125811318238	3.746400056739765
"gsiC"	8.711386542311192	0.605879573002336	4.472198071081627
"dacC"	9.40287685623294	0.6242572207854789	3.5149343422990813
"pflA"	10.07672177434031	0.635511694056646	3.9952557885016597
"pepN"	10.462747051865332	0.557530884285085	3.467346836962271
"nhaB"	9.131050919017287	0.6019869555745855	3.9651538906502837
"fabI"	11.045206460418562	0.6356834694874849	3.956948042783868
"paaJ"	8.964387684258417	0.6457998887644437	4.048022245316798
"yneH"	9.295900646041858	0.4747844578586692	4.2597237811097175
"malX"	8.202979772520473	0.6683530941924334	4.1544211459580325
"aroD"	8.799688585077343	0.6663907477333089	3.603758640244129
"aroH"	8.94992492265696	0.6282282129222121	3.4894565895824816
"btuC"	8.951454554140128	0.4653469763855468	4.363592452909286
"ansA"	9.86035177434031	0.5887994317705025	4.377775580709118
"pncA"	9.418259449499544	0.565862184456777	3.156297590753688
"cobU"	8.783035004549589	0.546232773373372	4.1243680446659825
"ccmD"	8.300525732484077	0.6235597834827522	4.4939945483085095
"hisM"	8.561923134667879	0.6614001724568713	3.275858133842809
"glk"	9.74383805732484	0.5742966069685737	3.7262312134681697
"nudK"	9.422681424021837	0.4521019046207524	4.386801744809107
"speA"	10.411500159235668	0.598137969301582	3.689399891821634
"mltC"	9.52453069608735	0.5252025307372648	4.1155184325809
"folB"	9.6077486533212	0.4418727210508966	4.13014555182507
"glpE"	9.9016892311192	0.4906827866532864	4.488560208400879
"glgB"	10.502179340309372	0.674450644160578	3.73299466979409
"avtA"	9.902534481346677	0.5871871596026739	3.5826813426406847
"gpp"	9.223603175614196	0.6401711777271406	4.366483405751267
"wzzE"	9.834593061874433	0.6394393443970413	4.364312403244334
"rffA"	9.438653858052776	0.49404938167995477	3.9134673853305424
"hemX"	10.391904021838034	0.5557641089623073	4.476600740705206
"pldA"	9.416215382165605	0.5512002613511454	3.870635650527112
"rhtC"	8.7003858644222	0.5434401693687065	3.6092549762309587
"fre"	10.621655100090992	0.5806791410987272	4.387647014959353
"hemN"	9.411677647861692	0.5861024009447828	4.436293637335341
"ubiC"	10.302073598726114	0.6032427830619302	4.318205661826307
"ubiA"	9.330527183803458	0.612906107672631	4.487550620514526
"dipZ"	9.083139040036396	0.6715237202557285	4.14488566238052
"amiB"	9.792760286624205	0.618798919320773	4.4835884917529745
"lptF"	9.835532506824386	0.5986928927630507	3.524098135000608
"idnO"	8.927850773430391	0.6632716882463446	4.342851993345678
"fecD"	8.922595191082802	0.6728266390725167	4.16839144892258
"dnaJ"	10.700925618744312	0.6856795970522225	4.226574089710868
"rluA"	9.363111219290262	0.5167727382866427	3.8947270852227938
"erpA"	10.631724308462239	0.6470367398606013	4.039112692465171
"ycbL"	9.95614153321201	0.5895680519579614	4.23384802640221
"yccF"	8.884164763421293	0.5892918121274923	4.221907016825217
"rlmI"	9.582109531392176	0.6208986143261751	3.80992883026386
"mdoC"	8.013270232029118	0.6196017187232865	4.470194559395794
"rimJ"	10.368626073703366	0.6009249691993891	4.064427672155795
"holB"	8.909846087352138	0.5791378631347336	4.114657431910093
"lpoB"	10.189407274795268	0.5240576387332205	4.039893932111978
"ycfP"	10.32845330300273	0.6954121434920487	4.3700751150852994
"phoQ"	8.979100828025478	0.6595770341958033	3.913567389625382
"ycgN"	9.027897925386716	0.5911670459291538	3.5908667257945965
"pth"	9.722867161055504	0.5871287581642207	4.476866657450136
"prfA"	9.958442461328481	0.5356760329161246	3.887718342249602
"prmC"	8.953305272975433	0.5687306597498364	4.037298207178453
"yciB"	9.642324758871702	0.6369407591997441	3.851213356095562
"yciC"	9.695125068243858	0.6071595416188916	3.592013167459706
"ymjA"	8.736457092811646	0.5772767205038887	3.4234830933189055
"ttcA"	9.29762686533212	0.6292891444280935	3.9126261059302663
"ydbC"	8.52129804822566	0.6020877059505082	4.092928534197485
"yddW"	8.324678321201093	0.6005436038555436	3.117639267458514
"ydgA"	10.392015641492264	0.6603880537091978	4.272375349077226
"rsxB"	9.342860418562328	0.6533438980973807	3.908568808669049
"rsxC"	9.299434727024568	0.6180796028748187	4.182235936926891
"rsxE"	9.370619344858962	0.5267459876729077	4.489221370827702
"nth"	8.30987677434031	0.6788294176589407	3.6903627173077855
"ydhF"	9.847436219290264	0.5865497315230133	4.149343335254385
"ydhO"	8.831353594176523	0.6252182586302655	3.8348905539472016
"ydhQ"	9.722707588717014	0.661685493401227	3.828673310782178
"ppsR"	9.523544899909009	0.6275505377235737	3.572549086203695
"ydiU"	9.360211242038217	0.4908988248626707	4.105914815594936
"ydjA"	10.40632484076433	0.6162573072309995	3.8465991606907917
"cmoA"	9.587156510464057	0.5922708147814796	3.9646449410179003
"cmoB"	9.025526369426752	0.5764416723631051	3.443494330373288
"yecA"	10.279825045495905	0.6819275625662226	3.5301036160572
"yeeZ"	9.795684545040945	0.6174888755044456	3.983852410347163
"yehS"	8.529788503184713	0.6943528884147112	3.3634359931119517
"yehU"	8.8270431255687	0.6636783735947371	4.4439795583420345
"yohK"	9.096855373066424	0.6192650977732632	4.022581986116781
"yojI"	9.083041160145587	0.5168064941801874	3.0828924516163565
"yfaY"	8.526551965423112	0.506300590666673	4.278055379258095
"mlaA"	9.849507106460418	0.6825531213156542	3.373945608836236
"yfeX"	9.547230955414014	0.6377163815172158	3.9700548989545434
"ypeA"	9.897556410373067	0.4598404925393031	4.2896970631712446
"xseA"	9.470365682438581	0.6997935255245775	3.6215458204784574
"trmJ"	10.572581310282075	0.6616011148699042	4.421140237735614
"tadA"	9.286720937215652	0.4995091818373262	4.336615104484309
"ptsP"	9.76137473612375	0.5465395169345609	3.9930959583020504
"ygeR"	9.138392688808006	0.3958948954331585	4.093466997180871
"endA"	8.318734044585987	0.6243488424176606	4.437333516721231
"ygiM"	9.755827411282985	0.586218315353621	4.186618746697704
"dnaG"	10.521715814376705	0.6348138635472735	4.053446739875231
"yqjH"	9.346545868971793	0.6423422210253495	4.484142621717118
"mzrA"	8.79040270700637	0.6032200727552028	4.14283744834951
"yhbW"	9.46212252502275	0.6367273691424398	4.162947367242478
"mlaE"	9.710316132848043	0.6233109680736382	3.5875449773633084
"yhdH"	9.902899654231119	0.5444202883584645	4.321476815871385
"yrdA"	10.110231010009098	0.5556488380624116	4.4218017238343075
"yhfK"	9.532250491355777	0.4839186291102468	3.712916594981688
"yrfF"	9.098435623293904	0.6311121998794053	3.3249485966122587
"yrfG"	10.437747829845314	0.5497759333018499	3.9046413271544553
