"genes_rank_std"	"std_rank_std"	"ll_rank_std"	"genes_rank_ll"	"std_rank_ll"	"ll_rank_ll"
"yejH"	0.3404694593848278	-3118.826895983873	"rnpB"	0.8389063107484046	-3118.8268959838174
"yfgD"	0.3503037127676569	-3118.8268959838697	"rrlG"	0.6869310192746102	-3118.8268959838347
"degQ"	0.35309025418516704	-3118.8268959838733	"rrsG"	0.9357502076118451	-3118.826895983841
"yeaN"	0.3558439808079917	-3118.8268959838742	"rpsD"	0.9713416453998287	-3118.826895983851
"helD"	0.3587576714857762	-3118.826895983867	"rrfH"	0.6854622312811505	-3118.8268959838524
"ulaD"	0.3656356420050743	-3118.8268959838692	"yahL"	0.9597517103633992	-3118.8268959838524
"nudL"	0.36563913378851703	-3118.8268959838656	"rfbX"	1.610936621493558	-3118.826895983854
"csdL"	0.36792551896224046	-3118.826895983879	"cobT"	1.670705608603968	-3118.8268959838547
"yqhC"	0.3703852534031644	-3118.826895983875	"ampD"	0.6734556213133471	-3118.826895983855
"tag"	0.3710250415426166	-3118.826895983871	"yhfA"	0.5357647513346433	-3118.826895983855
"yhdP"	0.37240743620091366	-3118.826895983864	"araB"	1.9685665023347305	-3118.826895983855
"yqiB"	0.3729487647020221	-3118.8268959838692	"fhuC"	0.4786782506316395	-3118.8268959838556
"djlA"	0.37295227674872217	-3118.8268959838656	"insC-1"	1.3912150789277238	-3118.8268959838556
"ybjK"	0.3730553878772844	-3118.8268959838656	"ygeI"	1.0695074935271203	-3118.8268959838556
"epmB"	0.37673831059287666	-3118.826895983876	"rpmJ"	0.7181231944577693	-3118.826895983856
"ybaV"	0.37735547861799473	-3118.826895983872	"yphC"	1.5396143170713912	-3118.8268959838565
"norR"	0.37812593372666886	-3118.826895983865	"hspQ"	0.9963483869963419	-3118.8268959838565
"ypdC"	0.37822408889686454	-3118.8268959838733	"dps"	1.4831640294536874	-3118.826895983857
"yfbR"	0.38160495598490224	-3118.8268959838742	"yjhD"	0.6094145957982128	-3118.826895983857
"ccmG"	0.3833118223659808	-3118.826895983876	"lptD"	0.7490838959935919	-3118.826895983857
"pabB"	0.3840324108848185	-3118.826895983879	"yjaA"	1.0644471687269406	-3118.8268959838574
"yiaC"	0.3840973303200903	-3118.8268959838665	"dfp"	0.7225445190224891	-3118.8268959838574
"lafU"	0.38890870859490306	-3118.8268959838706	"lomR_1"	0.8918730013668611	-3118.826895983858
"proY"	0.3889420610855126	-3118.826895983866	"xisE"	1.7614986507575505	-3118.826895983858
"nei"	0.3903762264950907	-3118.8268959838765	"wcaB"	0.5700273783819539	-3118.826895983858
"mfd"	0.3912605755929692	-3118.826895983873	"dinG"	0.9878439506084251	-3118.826895983858
"parC"	0.3913918675601715	-3118.82689598387	"ymfK"	1.4692780199418707	-3118.8268959838583
"yfiE"	0.39217583056115335	-3118.826895983873	"yqjH"	0.6423422210253495	-3118.8268959838583
"mdtC"	0.39264037184592426	-3118.826895983862	"rihB"	0.8629549206263593	-3118.8268959838583
"ybaK"	0.39270012647881564	-3118.826895983867	"chaC"	0.6711493507463601	-3118.8268959838583
"queC"	0.3927933128705321	-3118.8268959838647	"phnJ"	1.5704572592625694	-3118.8268959838583
"clcA"	0.3933900077384933	-3118.82689598387	"insG"	0.7520753047034338	-3118.8268959838583
"rcsC"	0.39361392015567215	-3118.8268959838692	"secF"	0.6808446951984469	-3118.8268959838583
"lplA"	0.39454561941566435	-3118.826895983873	"folK"	0.7076737840901678	-3118.826895983859
"ygeR"	0.3958948954331585	-3118.8268959838733	"epd"	0.9430849057363702	-3118.826895983859
"ygiF"	0.3966505115310437	-3118.8268959838706	"mtlA"	0.6391600828392546	-3118.826895983859
"dapE"	0.39739771138205615	-3118.8268959838706	"rpsJ"	1.3517745226561688	-3118.826895983859
"yfcH"	0.3982498536451703	-3118.8268959838797	"yjfY"	0.8620680863822743	-3118.8268959838592
"yafJ"	0.3983302727348231	-3118.8268959838742	"hokD"	1.4997230213166675	-3118.8268959838592
"bacA"	0.39861587349664807	-3118.826895983865	"sbp"	0.8613586864838485	-3118.8268959838592
"proC"	0.39898106809968453	-3118.8268959838697	"fldA"	0.9892161664510184	-3118.8268959838592
"ybbM"	0.4003032433456922	-3118.8268959838765	"dppA"	1.26936410681749	-3118.8268959838592
"pgpA"	0.40334930367421623	-3118.8268959838647	"hypA"	0.803376301509992	-3118.8268959838592
"lepB"	0.4036696717954613	-3118.826895983863	"rraB"	0.6560727775855784	-3118.8268959838592
"yjjX"	0.40495454417539684	-3118.8268959838765	"adiY"	1.2369981919541484	-3118.8268959838592
"yegX"	0.40624252145872014	-3118.8268959838692	"yhbS"	0.4970604141240134	-3118.8268959838592
"ispH"	0.4062657877274085	-3118.826895983876	"yiaW"	0.8079288261606961	-3118.8268959838597
"dgkA"	0.4063764106375206	-3118.826895983873	"yagM"	1.3792507337895223	-3118.8268959838597
"nudG"	0.40731074905864634	-3118.8268959838633	"hofP"	0.9786951697826615	-3118.8268959838597
"fieF"	0.4074511659830328	-3118.826895983879	"yedP"	0.9815221163509519	-3118.8268959838597
"aes"	0.4090601333360269	-3118.826895983873	"asnC"	1.1800221561327877	-3118.8268959838597
"yeiH"	0.410455504461469	-3118.826895983878	"glxK"	0.9855521764541355	-3118.8268959838597
"ecoZ"	0.41061460424408464	-3118.8268959838747	"yrfF"	0.6311121998794053	-3118.82689598386
"yajR"	0.4114689945996337	-3118.8268959838797	"phoU"	0.822212683215736	-3118.82689598386
"fldB"	0.4120748792473738	-3118.826895983876	"ydhK"	0.682286111197559	-3118.82689598386
"gudD"	0.4134786139314834	-3118.8268959838756	"panC"	0.6717524617463563	-3118.82689598386
"exoX"	0.4141186043965592	-3118.826895983872	"sfmH"	0.6244269439434061	-3118.82689598386
"yhiN"	0.41499239463396126	-3118.8268959838742	"yqiI"	0.948133593391465	-3118.82689598386
"radA"	0.4156202997478022	-3118.826895983877	"nrfF"	0.5744035663677736	-3118.82689598386
"creB"	0.4166526919580624	-3118.8268959838747	"atpA"	1.1527635395259765	-3118.82689598386
"lpxL"	0.4169043283340513	-3118.826895983861	"mazE"	0.6429432950443105	-3118.8268959838606
"aas"	0.41716954041415766	-3118.8268959838706	"cfa"	1.129063943832505	-3118.8268959838606
"tilS"	0.41718875767026387	-3118.8268959838724	"serC"	1.0465152416833716	-3118.8268959838606
"cof"	0.41757014188032815	-3118.8268959838706	"ygaM"	1.8065528641815407	-3118.8268959838606
"glpR"	0.4177160008741446	-3118.8268959838756	"ycgH_2"	0.6624960373057193	-3118.8268959838606
"murJ"	0.4178875483876024	-3118.826895983876	"ypjM_1"	0.8026782829240916	-3118.8268959838606
"uxaA"	0.4179855573189695	-3118.8268959838733	"yceQ"	1.0564754693585583	-3118.8268959838606
"ebgR"	0.41819559330770484	-3118.826895983874	"higA"	0.5945155420666337	-3118.8268959838606
"ppdC"	0.4186006905793982	-3118.826895983871	"efp"	0.7541103108178634	-3118.8268959838606
"ybjH"	0.4188176379979137	-3118.826895983879	"mhpD"	1.044788890115122	-3118.8268959838606
"ytfB"	0.41937426659459254	-3118.826895983875	"yahJ"	1.0522105932123738	-3118.8268959838606
"yfiF"	0.41939788065049194	-3118.8268959838606	"tfaQ"	1.8759272204589994	-3118.8268959838606
"aat"	0.419880088569336	-3118.826895983871	"ytfF"	0.5220633446011632	-3118.8268959838606
"ybjJ"	0.4205197941777824	-3118.826895983869	"yfjM"	0.9409882186319284	-3118.8268959838606
"csdE"	0.42118061034494036	-3118.8268959838674	"yjiC"	1.5209919941151595	-3118.8268959838606
"sapA"	0.4212047915787267	-3118.826895983869	"yfiF"	0.41939788065049194	-3118.8268959838606
"yggF"	0.42121516507333784	-3118.8268959838715	"ybaQ"	0.7522339054699367	-3118.8268959838606
"cca"	0.4213584932045167	-3118.826895983872	"entC"	1.0580547749186062	-3118.8268959838606
"trkH"	0.42221103352621975	-3118.8268959838642	"lolB"	0.5224162452963024	-3118.8268959838606
"plsC"	0.4223601440682615	-3118.8268959838792	"yjeF"	0.633563482130471	-3118.8268959838606
"ybbO"	0.42287488567830467	-3118.8268959838692	"ynfE"	0.8801202229214714	-3118.8268959838606
"ybbA"	0.42312385411241143	-3118.8268959838756	"ybhD"	0.7727450514026616	-3118.8268959838606
"rffM"	0.4231364939443581	-3118.826895983868	"frvX"	0.5918824008571651	-3118.8268959838606
"yegV"	0.4231385639977964	-3118.8268959838683	"arsR"	0.6435198926208242	-3118.8268959838606
"speC"	0.4235230520583744	-3118.8268959838647	"ytfA"	0.9006040729836605	-3118.8268959838606
"yejO"	0.42459671158581275	-3118.826895983874	"ssrS"	1.1812689432935974	-3118.826895983861
"ygaP"	0.4250647720390786	-3118.8268959838706	"gpp"	0.6401711777271406	-3118.826895983861
"yfeR"	0.42635682543275005	-3118.8268959838647	"ybgL"	0.5247050852232088	-3118.826895983861
"nanR"	0.4270604155010572	-3118.8268959838774	"sad"	0.6004657140087456	-3118.826895983861
"gsiD"	0.42836372671664885	-3118.826895983873	"yajG"	0.8107231198334814	-3118.826895983861
"ascF"	0.42857896572709503	-3118.826895983869	"cdd"	0.9671763644758629	-3118.826895983861
"basR"	0.4288301165038977	-3118.826895983873	"b2653"	0.7507868174454367	-3118.826895983861
"yfhH"	0.42886929735918966	-3118.826895983867	"solA"	0.8338388118756411	-3118.826895983861
"torZ"	0.4299460589945486	-3118.826895983871	"purH"	0.9685542611507874	-3118.826895983861
"mdlB"	0.43132761527621327	-3118.826895983869	"ychA"	0.7341905793471296	-3118.826895983861
"gmhB"	0.4324385889133715	-3118.8268959838615	"hybB"	0.9156023221284626	-3118.826895983861
"yhhW"	0.43251935320174106	-3118.8268959838692	"yddJ"	1.3240501464341397	-3118.826895983861
"ampE"	0.4328128459087343	-3118.826895983877	"yibQ"	0.604525335684755	-3118.826895983861
"ubiF"	0.43282910827556126	-3118.8268959838674	"yi82_1"	1.7845247999804807	-3118.826895983861
"mrcB"	0.432931414774239	-3118.8268959838647	"tehB"	0.806966838809869	-3118.826895983861
"deoR"	0.4337351183960864	-3118.8268959838674	"lpxL"	0.4169043283340513	-3118.826895983861
"mngR"	0.43425881351966183	-3118.8268959838674	"yfiL"	0.6623157282760722	-3118.826895983861
"yfeZ"	0.43440315199423263	-3118.8268959838692	"yfbN"	0.9804060646700279	-3118.826895983861
"yaeB"	0.43522242975032716	-3118.826895983862	"clpS"	0.6310063940737175	-3118.826895983861
"rtn"	0.43544894496058717	-3118.826895983877	"citX"	1.174947831911437	-3118.8268959838615
"yphB"	0.43548876201259806	-3118.826895983869	"yrhA"	1.6446544502386378	-3118.8268959838615
"torR"	0.43604516192607407	-3118.826895983868	"paaB"	0.6786696747517642	-3118.8268959838615
"mutH"	0.4366870485719179	-3118.8268959838706	"nuoG"	1.9025616896619095	-3118.8268959838615
"yjfP"	0.43967051666530577	-3118.8268959838683	"fimI"	1.7362778186615948	-3118.8268959838615
"pldB"	0.44033509957924477	-3118.8268959838724	"sppA"	0.7174880824162752	-3118.8268959838615
"yoaE"	0.44058663059527914	-3118.826895983876	"caiE"	0.780094852289236	-3118.8268959838615
"yecE"	0.4413175136208877	-3118.8268959838697	"ydhC"	0.6015348991839277	-3118.8268959838615
"rutR"	0.44150790026811587	-3118.8268959838733	"gmhB"	0.4324385889133715	-3118.8268959838615
"pspF"	0.4417346899220512	-3118.8268959838715	"aroH"	0.6282282129222121	-3118.8268959838615
"folB"	0.4418727210508966	-3118.826895983864	"sgrR"	1.7105118151450596	-3118.8268959838615
"ftsI"	0.44247161817419206	-3118.8268959838742	"rpoD"	0.7334544104125423	-3118.8268959838615
"ydhB"	0.44253192498337174	-3118.826895983877	"ybgS"	1.318302577429973	-3118.8268959838615
"fadR"	0.44285772362386217	-3118.826895983869	"araF"	0.8663310420280702	-3118.8268959838615
"eutC"	0.4433613080980659	-3118.826895983862	"araG"	0.7589488826081443	-3118.8268959838615
"ydcO"	0.44363501245985226	-3118.8268959838733	"araC"	1.4921201500270063	-3118.8268959838615
"lysR"	0.44442950144437765	-3118.826895983878	"yciH"	0.8144989650263404	-3118.8268959838615
"ycbX"	0.44449912914805567	-3118.826895983863	"rpmE"	0.8746035623808572	-3118.8268959838615
"yfhG"	0.4453064823174593	-3118.8268959838683	"ypjC"	0.955148492336826	-3118.8268959838615
"ypjD"	0.4454345376194728	-3118.826895983871	"ydeM"	1.697120531763116	-3118.8268959838615
"yddE"	0.4455126425254839	-3118.826895983877	"ygaQ_4"	0.8748207789152749	-3118.8268959838615
"tldD"	0.4460526539006864	-3118.8268959838674	"ypjM_2"	0.85093037482966	-3118.8268959838615
"yejB"	0.44866197875762714	-3118.826895983866	"aceB"	1.5892431258286126	-3118.8268959838615
"yjjV"	0.44912519525861655	-3118.8268959838783	"hupA"	1.003666958659779	-3118.8268959838615
"tesA"	0.44938726208283947	-3118.8268959838683	"nrdG"	0.6913692293800263	-3118.826895983862
"yjaB"	0.44944307614560974	-3118.8268959838715	"ibaG"	0.9812960074629113	-3118.826895983862
"btuF"	0.4495314003980118	-3118.8268959838747	"tsf"	1.096733396375697	-3118.826895983862
"amiA"	0.44990389796114777	-3118.826895983869	"insA-7"	0.5769784526890022	-3118.826895983862
"chbA"	0.4500221641728859	-3118.826895983865	"dapF"	0.5864170419126894	-3118.826895983862
"ulaE"	0.4507791482787674	-3118.826895983874	"gloB"	1.1023937487874447	-3118.826895983862
"nadC"	0.4509910109320292	-3118.826895983872	"mlaE"	0.6233109680736382	-3118.826895983862
"tamA"	0.4512182984775014	-3118.8268959838683	"eutC"	0.4433613080980659	-3118.826895983862
"mhpC"	0.4513503532332579	-3118.8268959838633	"bamC"	0.8580503225101663	-3118.826895983862
"sxy"	0.45193944993696006	-3118.826895983869	"prlF"	0.6327865724739585	-3118.826895983862
"nudK"	0.4521019046207524	-3118.826895983875	"ynfG"	0.8722177286585195	-3118.826895983862
"frlD"	0.45266602927281185	-3118.8268959838765	"phnE_2"	1.1987025730032437	-3118.826895983862
"uvrD"	0.4536298938108318	-3118.826895983866	"malK"	1.3505656243981623	-3118.826895983862
"gntR"	0.45365310383079377	-3118.8268959838765	"rdoA"	0.6124431984110923	-3118.826895983862
"rlmF"	0.45370097923173286	-3118.826895983871	"pspE"	0.9590482507736954	-3118.826895983862
"frlC"	0.45426158735502287	-3118.8268959838742	"yfdR"	1.0580199236160515	-3118.826895983862
"visC"	0.45439814294077124	-3118.826895983875	"yaeB"	0.43522242975032716	-3118.826895983862
"yihW"	0.4556866497634585	-3118.826895983873	"sieB"	1.5707709935058598	-3118.826895983862
"mdlA"	0.4559068808107589	-3118.826895983879	"rrsH"	0.7940598661188035	-3118.826895983862
"yibF"	0.45591491565783115	-3118.826895983871	"rplU"	1.0047621973157	-3118.826895983862
"mukB"	0.4564859505736695	-3118.826895983874	"csrA"	0.8879922208988704	-3118.826895983862
"lnt"	0.4578791116500254	-3118.82689598387	"ulaR"	0.82133457737238	-3118.826895983862
"ydcM"	0.45805294268828634	-3118.8268959838706	"mdtC"	0.39264037184592426	-3118.826895983862
"yiiD"	0.45852231694426493	-3118.8268959838756	"ygeO"	1.2237308479996465	-3118.826895983862
"yejF"	0.45903362748139664	-3118.826895983867	"ypjM_3"	0.6887557042874524	-3118.826895983862
"ypeA"	0.4598404925393031	-3118.826895983866	"setA"	1.27156482512461	-3118.826895983862
"amiD"	0.4612815396023452	-3118.8268959838692	"yidH"	0.4762741408737537	-3118.826895983862
"rlmA"	0.4614102458905999	-3118.8268959838715	"manZ"	0.991732764499801	-3118.826895983862
"ycfD"	0.4614215338411404	-3118.8268959838697	"hemF"	0.4685409587466315	-3118.826895983862
"mlaB"	0.4618268038435506	-3118.826895983878	"dsbB"	0.6292966969539121	-3118.8268959838624
"ycaR"	0.4633785022766177	-3118.826895983864	"rpoB"	0.7500342461413477	-3118.8268959838624
"etk"	0.46360411651212663	-3118.826895983882	"hemY"	0.6626100923396685	-3118.8268959838624
"yohD"	0.4642451527795325	-3118.8268959838747	"bglH"	0.6340503110146662	-3118.8268959838624
"yiiM"	0.464324029992238	-3118.8268959838692	"bglB"	1.1496965461523174	-3118.8268959838624
"yjeH"	0.46463122946105584	-3118.826895983878	"map"	0.5688371979455736	-3118.8268959838624
"yfiH"	0.4652132893924429	-3118.826895983872	"ompX"	0.8142088422315855	-3118.8268959838624
"btuC"	0.4653469763855468	-3118.8268959838665	"ynjC"	0.617793899309893	-3118.8268959838624
"ycbF"	0.4656793783939195	-3118.8268959838774	"melB"	1.1579406078630106	-3118.8268959838624
"ybiR"	0.4660146117348172	-3118.8268959838665	"yhcH"	0.7693075474741209	-3118.8268959838624
"ddlA"	0.4671695622117091	-3118.8268959838724	"yiaG"	1.5652676412452882	-3118.8268959838624
"rsmA"	0.4673572997751305	-3118.8268959838756	"cspA"	1.4465230608073985	-3118.8268959838624
"wzyE"	0.4680486606259032	-3118.8268959838697	"artP"	0.7810424799279547	-3118.8268959838624
"bglA"	0.46812902066606255	-3118.826895983874	"dapB"	0.7890917544341541	-3118.8268959838624
"malZ"	0.4681492998800258	-3118.8268959838692	"ycjG"	0.8698988406642955	-3118.8268959838624
"hemF"	0.4685409587466315	-3118.826895983862	"yrbL"	0.979833268869881	-3118.8268959838624
"galR"	0.46868063200927546	-3118.8268959838747	"apaH"	0.621571292205136	-3118.8268959838624
"yjbB"	0.46889273211081556	-3118.8268959838742	"ycjT"	0.5357507034413816	-3118.8268959838624
"treR"	0.4689388029074832	-3118.8268959838706	"mmuM"	0.8529654769960914	-3118.8268959838624
"ybhJ"	0.4693963140026929	-3118.8268959838756	"hicB"	0.5760587624294309	-3118.8268959838624
"ulaF"	0.4694652037505576	-3118.8268959838715	"eutK"	0.7928298593207086	-3118.8268959838624
"yhjK"	0.47029194779015243	-3118.826895983873	"dapA"	0.8790915282554703	-3118.8268959838624
"bcsZ"	0.47042999780524836	-3118.8268959838656	"ydiM"	0.7673796998386152	-3118.8268959838624
"lpoA"	0.47048095430853026	-3118.8268959838733	"nuoM"	1.7538115034670674	-3118.8268959838624
"yhdZ"	0.470804107810475	-3118.8268959838674	"bsmA"	1.240597193261673	-3118.8268959838624
"ptrA"	0.47116713682519545	-3118.8268959838665	"fimH"	1.4219258837492335	-3118.8268959838624
"yraR"	0.4716973776002474	-3118.826895983877	"eno"	0.8527422560228536	-3118.8268959838624
"rnd"	0.4718373942608917	-3118.8268959838742	"ygfZ"	0.7352796185878363	-3118.8268959838624
"thiL"	0.4721639042622321	-3118.8268959838756	"yjiS"	0.9732385360258332	-3118.8268959838624
"mobA"	0.47216718819674774	-3118.82689598387	"cueR"	0.893195402142972	-3118.8268959838624
"ruvB"	0.47230303403928436	-3118.826895983873	"napB"	0.6707193323021753	-3118.8268959838624
"pncC"	0.4723218554060681	-3118.8268959838742	"eutN"	0.9997916406338759	-3118.8268959838624
"serB"	0.47235004692619986	-3118.8268959838724	"ydhZ"	0.5647547779997256	-3118.8268959838624
"allR"	0.4725870857904873	-3118.8268959838724	"gcvR"	0.735092753240133	-3118.8268959838624
"paaG"	0.47283260907625024	-3118.826895983869	"eutQ"	0.5377591054521905	-3118.8268959838624
"envZ"	0.4739991734318859	-3118.826895983873	"gnd"	1.3770482197229095	-3118.8268959838624
"marC"	0.4746250439036946	-3118.826895983873	"evgS"	1.2822101414510134	-3118.8268959838624
"yneH"	0.4747844578586692	-3118.826895983876	"hscA"	1.436644841457029	-3118.8268959838624
"yicN"	0.4750980737714512	-3118.8268959838642	"cybB"	0.617073847517022	-3118.8268959838624
"nudF"	0.4752017145840466	-3118.8268959838665	"rpmI"	1.1280726851671354	-3118.826895983863
"amiC"	0.47548735491631505	-3118.8268959838706	"hofM"	0.5149311898298933	-3118.826895983863
"asmA"	0.4756401180465176	-3118.826895983868	"ydjZ"	0.7291586643379941	-3118.826895983863
"yidH"	0.4762741408737537	-3118.826895983862	"codB"	1.7360861444951687	-3118.826895983863
"pcm"	0.47663065079147293	-3118.826895983865	"pflA"	0.635511694056646	-3118.826895983863
"tas"	0.4766614456501937	-3118.8268959838724	"aroC"	0.9677612989686489	-3118.826895983863
"yegD"	0.4766764718583674	-3118.826895983871	"yifE"	0.8371469829682457	-3118.826895983863
"ybhR"	0.4767546011864586	-3118.8268959838774	"yggN"	0.5056294231935756	-3118.826895983863
"sgbH"	0.4772821005237543	-3118.826895983872	"nadE"	0.6969155468131667	-3118.826895983863
"ldcA"	0.4773377633247188	-3118.8268959838842	"ygcN"	0.5521864739585892	-3118.826895983863
"creD"	0.47759888907307013	-3118.826895983864	"lomR_2"	0.8927574326168009	-3118.826895983863
"uvrC"	0.477827587872138	-3118.8268959838674	"garL"	0.9159556696911988	-3118.826895983863
"prmA"	0.47800714545018247	-3118.82689598387	"ycgJ"	0.6843629988216785	-3118.826895983863
"ymbA"	0.4784964048974897	-3118.826895983874	"stfE"	1.1070520832043689	-3118.826895983863
"fhuC"	0.4786782506316395	-3118.8268959838556	"yebO"	0.7893620174589188	-3118.826895983863
"dusA"	0.47868899823789063	-3118.8268959838724	"hcaF"	0.5543960147485759	-3118.826895983863
"mtn"	0.4794117596217156	-3118.8268959838715	"yicG"	1.2162125104884005	-3118.826895983863
"kdsC"	0.4798303078436911	-3118.826895983873	"yncG"	0.8953530392255513	-3118.826895983863
"ftsP"	0.4807960465273504	-3118.82689598387	"ykfI"	0.7214389134647776	-3118.826895983863
"yhbQ"	0.4808476418362916	-3118.8268959838692	"efeU_1"	1.0850914787405221	-3118.826895983863
"hofC"	0.48112367559693897	-3118.826895983865	"yfcE"	0.6608691899778704	-3118.826895983863
"kdpE"	0.4812335940540419	-3118.8268959838656	"ybgK"	0.7211787393146406	-3118.826895983863
"yfaZ"	0.4814691104759046	-3118.826895983866	"nirC"	0.6468673764980907	-3118.826895983863
"ubiG"	0.48177110744164225	-3118.8268959838724	"minE"	0.7447867473555456	-3118.826895983863
"tehA"	0.4819348533621075	-3118.826895983866	"yedL"	0.9389344892475292	-3118.826895983863
"elbB"	0.48234513623951186	-3118.826895983865	"lepB"	0.4036696717954613	-3118.826895983863
"yfaS_2"	0.4824933006981053	-3118.826895983871	"gltI"	1.0400089850229413	-3118.826895983863
"nlpE"	0.4826734485128254	-3118.8268959838674	"glyA"	1.256263898475333	-3118.826895983863
"yghB"	0.4831277696104747	-3118.826895983865	"ycbX"	0.44449912914805567	-3118.826895983863
"yhhJ"	0.48344004065137614	-3118.8268959838706	"mdtF"	0.9803391322684198	-3118.8268959838633
"yihA"	0.48353165110884727	-3118.8268959838742	"fsaB"	0.7277194898912879	-3118.8268959838633
"yaiI"	0.48373551054495334	-3118.826895983868	"yjjM"	1.3736765638760424	-3118.8268959838633
"gltX"	0.48386570875551693	-3118.826895983877	"recO"	0.5294586232868019	-3118.8268959838633
"yhfK"	0.4839186291102468	-3118.826895983872	"ybaT"	1.1078315548171345	-3118.8268959838633
"sbcB"	0.4840535742682631	-3118.8268959838665	"coaE"	0.4854518501876	-3118.8268959838633
"hemH"	0.4854160257307143	-3118.826895983877	"rodZ"	0.6184467024442695	-3118.8268959838633
"coaE"	0.4854518501876	-3118.8268959838633	"yhjD"	0.8915045766016686	-3118.8268959838633
"ylbE_2"	0.48592373376345216	-3118.8268959838656	"flgB"	1.8443756639593758	-3118.8268959838633
"yraP"	0.4859425735275007	-3118.826895983875	"luxS"	0.6373260962006626	-3118.8268959838633
"ycaI"	0.4859444112187629	-3118.8268959838715	"ygaQ_1"	1.0014730263481526	-3118.8268959838633
"yjaH"	0.48631044717235405	-3118.8268959838656	"ydiI"	0.8500022743374627	-3118.8268959838633
"menA"	0.4865680876327523	-3118.8268959838747	"fliT"	1.1238285178973273	-3118.8268959838633
"trxA"	0.4865810160053273	-3118.826895983871	"gpsA"	0.570820289740647	-3118.8268959838633
"yqcC"	0.4870168103213248	-3118.826895983866	"insJ"	1.4314006353440734	-3118.8268959838633
"xylB"	0.4870869529714216	-3118.826895983869	"bioH"	0.7090955095719178	-3118.8268959838633
"yaaH"	0.4871019320339331	-3118.826895983869	"yfdM"	0.585510435628409	-3118.8268959838633
"ycgV"	0.48711865553659917	-3118.826895983873	"yaiS"	0.9285719280166513	-3118.8268959838633
"yceB"	0.48716571658618457	-3118.8268959838697	"gcvA"	0.490183017619719	-3118.8268959838633
"psd"	0.4873542529706939	-3118.8268959838724	"sgcX"	0.7199338200506354	-3118.8268959838633
"yceM"	0.4873857083960294	-3118.8268959838756	"cysN"	1.2367253152710331	-3118.8268959838633
"dnaT"	0.48798932263348965	-3118.8268959838674	"paaY"	0.5887050451544836	-3118.8268959838633
"lpxM"	0.4881381997157128	-3118.8268959838715	"borD"	1.628580812978016	-3118.8268959838633
"ybjD"	0.48820456347861546	-3118.8268959838683	"yliL"	0.6787966692934383	-3118.8268959838633
"sugE"	0.4884691732523025	-3118.8268959838692	"glpK"	1.7061535560406458	-3118.8268959838633
"rffG"	0.48858759955337405	-3118.8268959838674	"glpA"	1.1371819431119885	-3118.8268959838633
"yebQ"	0.4890976229200316	-3118.8268959838683	"glnK"	1.185836441276258	-3118.8268959838633
"ptsN"	0.48948617031996405	-3118.8268959838792	"ydcV"	0.8967358416718849	-3118.8268959838633
"mak"	0.4894975893605473	-3118.8268959838656	"yhjC"	0.6804966728456121	-3118.8268959838633
"yaeR"	0.4898397530859248	-3118.8268959838647	"yceO"	1.8557282539431614	-3118.8268959838633
"gcvA"	0.490183017619719	-3118.8268959838633	"ssb"	0.5730217493769185	-3118.8268959838633
"leuS"	0.4904607067353852	-3118.826895983869	"ydfG"	0.8018172161388283	-3118.8268959838633
"macA"	0.4904927593545779	-3118.8268959838674	"hflK"	0.6182976899988122	-3118.8268959838633
"glpE"	0.4906827866532864	-3118.82689598387	"yjfM"	0.9225404943226554	-3118.8268959838633
"yadH"	0.490697779127821	-3118.826895983873	"yeiE"	0.49639809851975525	-3118.8268959838633
"ydiU"	0.4908988248626707	-3118.8268959838724	"mhpC"	0.4513503532332579	-3118.8268959838633
"yaaA"	0.49095252290626357	-3118.826895983876	"wcaD"	1.117708033605494	-3118.8268959838633
"kefG"	0.49106320342856524	-3118.826895983871	"ygdQ"	0.7071181305824421	-3118.8268959838633
"creC"	0.49107305953526614	-3118.8268959838692	"ynjA"	0.632229329029448	-3118.8268959838633
"lolE"	0.4912984781263358	-3118.826895983865	"uvrB"	0.5964388378099437	-3118.8268959838633
"kdsD"	0.4915918868005392	-3118.82689598388	"pqqL"	1.417076854598398	-3118.8268959838633
"dhaR"	0.4917626669974597	-3118.826895983881	"rplY"	1.4067792344655583	-3118.8268959838633
"selD"	0.4927543816256404	-3118.8268959838724	"nudG"	0.40731074905864634	-3118.8268959838633
"fucU"	0.49313975262026655	-3118.8268959838733	"argF"	1.184142726321373	-3118.8268959838633
"kbaZ"	0.4935055978539241	-3118.8268959838692	"fhuD"	0.7021689666865529	-3118.826895983864
"mlaC"	0.49354255739454456	-3118.826895983884	"rpsU"	1.3567106201690586	-3118.826895983864
"hemD"	0.49397881208634536	-3118.8268959838733	"glgA"	0.7734091146639561	-3118.826895983864
"rffA"	0.49404938167995477	-3118.826895983867	"yibA"	2.2486096343596302	-3118.826895983864
"lplT"	0.49410632757224643	-3118.8268959838647	"proP"	0.8261588160490947	-3118.826895983864
"dinB"	0.4942016600049765	-3118.8268959838642	"yieK"	0.7816835214878151	-3118.826895983864
"ydhP"	0.494342920326957	-3118.8268959838806	"ycaR"	0.4633785022766177	-3118.826895983864
"ypdF"	0.4945297412217204	-3118.826895983864	"apt"	1.013382058531725	-3118.826895983864
"xapB"	0.4949088458210724	-3118.8268959838683	"phnK"	0.8453092886535455	-3118.826895983864
"diaA"	0.4951975279891495	-3118.8268959838683	"yhdP"	0.37240743620091366	-3118.826895983864
"yjjA"	0.49604929507436646	-3118.8268959838733	"creD"	0.47759888907307013	-3118.826895983864
