"genes_rank_std"	"std_rank_std"	"ll_rank_std"	"genes_rank_ll"	"std_rank_ll"	"ll_rank_ll"
"yegE"	0.5716938934884374	-3118.8268959838647	"yejB"	0.44866197875762714	-3118.826895983866
"uidC"	0.5718002864763992	-3118.8268959838715	"ygjK"	0.89039253371473	-3118.826895983866
"glyS"	0.571846373223867	-3118.8268959838683	"infC"	0.6400876896023436	-3118.826895983866
"yoaD"	0.5718891216509375	-3118.8268959838774	"yqcC"	0.4870168103213248	-3118.826895983866
"pepA"	0.5719156080713214	-3118.8268959838742	"ycjX"	0.6279637899946807	-3118.826895983866
"slmA"	0.5719485335325712	-3118.826895983871	"dnaB"	0.6079230396072995	-3118.826895983866
"ynbD"	0.5720468437775122	-3118.8268959838756	"yqjK"	0.7231385996857205	-3118.826895983866
"chbR"	0.5721894881684795	-3118.826895983869	"ygdI"	1.323766168726364	-3118.826895983866
"yidA"	0.5723309665627316	-3118.826895983865	"ydiY"	0.8508006802769141	-3118.826895983866
"pgm"	0.5723810040194977	-3118.8268959838747	"cedA"	0.8949744036617167	-3118.826895983866
"rlmM"	0.5725323787818763	-3118.8268959838742	"ribC"	0.6098544430381762	-3118.826895983866
"hycG"	0.5729894518701231	-3118.826895983869	"yqjA"	0.4998778849393615	-3118.826895983866
"ssb"	0.5730217493769185	-3118.8268959838633	"rhaT"	0.8549252836717769	-3118.826895983866
"cynX"	0.5730788467435705	-3118.8268959838724	"dgoK"	0.755269117344381	-3118.826895983866
"rtcB"	0.5731944632075704	-3118.826895983873	"nuoF"	1.204231176794243	-3118.826895983866
"lysA"	0.5733406991054409	-3118.826895983877	"rpoE"	0.8069696516631338	-3118.826895983866
"pqiA"	0.5734944315724448	-3118.8268959838783	"tdcR"	1.244113947647615	-3118.826895983866
"ugpE"	0.5740177209586126	-3118.826895983873	"pqiB"	0.6818364965430374	-3118.826895983866
"dtpD"	0.5742481832386106	-3118.8268959838656	"ygfT"	0.843955240387772	-3118.826895983866
"glk"	0.5742966069685737	-3118.8268959838674	"mqsR"	1.4729400229816147	-3118.826895983866
"nrfF"	0.5744035663677736	-3118.82689598386	"moaB"	0.7965591916725484	-3118.826895983866
"rseC"	0.5745986832593383	-3118.8268959838656	"yhaK"	0.5675580852429882	-3118.826895983866
"ydiQ"	0.5750128403117704	-3118.826895983869	"alkA"	0.6563876742467332	-3118.826895983866
"yijD"	0.5750310179670862	-3118.8268959838692	"pspA"	1.0193222561127229	-3118.826895983866
"agaS"	0.5751046784720557	-3118.8268959838697	"ves"	0.852350336697419	-3118.826895983866
"gntT"	0.5751926556650255	-3118.8268959838765	"wzc"	0.9136102844916805	-3118.826895983866
"ftsQ"	0.5756571782690078	-3118.8268959838715	"rsuA"	0.6286802730013665	-3118.826895983866
"yjhV"	0.575983655215968	-3118.8268959838724	"agaW"	0.5423862704828469	-3118.826895983866
"hicB"	0.5760587624294309	-3118.8268959838624	"yajO"	0.7706003603837939	-3118.826895983866
"yhhX"	0.5760934867163919	-3118.8268959838706	"cysU"	1.1145203494273344	-3118.826895983866
"yeiR"	0.5761401058123948	-3118.8268959838692	"ynjE"	1.030532360789918	-3118.826895983866
"ypdA"	0.5762984258321461	-3118.8268959838697	"otsA"	1.0228704685520578	-3118.826895983866
"ybiO"	0.5764047287883092	-3118.826895983874	"yccJ"	1.3255895169662983	-3118.826895983866
"pgaD"	0.5764310201231085	-3118.8268959838665	"ycgX"	1.107666873857147	-3118.826895983866
"cmoB"	0.5764416723631051	-3118.8268959838715	"ymfL"	1.2879977776883362	-3118.826895983866
"artM"	0.5765823986192348	-3118.8268959838733	"ynjH"	0.9000485449827996	-3118.826895983866
"yieL"	0.5766829926193621	-3118.8268959838697	"sapC"	0.8138777068017311	-3118.826895983866
"yniC"	0.5767072875772201	-3118.8268959838674	"yecA"	0.6819275625662226	-3118.826895983866
"lpxH"	0.5767883216981706	-3118.826895983871	"fepD"	0.9040466489498657	-3118.826895983866
"insA-7"	0.5769784526890022	-3118.826895983862	"mdoH"	0.6598568004559925	-3118.826895983866
"ymjA"	0.5772767205038887	-3118.8268959838656	"yjjB"	0.6607241508042019	-3118.826895983866
"rnr"	0.5776964342198991	-3118.826895983867	"nupG"	0.9646446248280647	-3118.826895983866
"ubiX"	0.577823980050414	-3118.82689598387	"yeaX"	0.9559118910611214	-3118.826895983866
"rarD"	0.5779843185235441	-3118.826895983871	"ybdG"	1.5288371871432742	-3118.826895983866
"rhtB"	0.578208251793374	-3118.8268959838747	"rlmI"	0.6208986143261751	-3118.826895983866
"ybhK"	0.5789336836454527	-3118.826895983867	"araA"	2.0223720151221545	-3118.826895983866
"holB"	0.5791378631347336	-3118.826895983868	"yccA"	0.8078408449099738	-3118.826895983866
"zapB"	0.5794007369720511	-3118.826895983865	"bcsG"	0.7145287870026239	-3118.826895983866
"loiP"	0.5797270001920245	-3118.8268959838697	"bioC"	1.9788348485664826	-3118.826895983866
"wcaI"	0.5799251760823148	-3118.8268959838706	"thyA"	0.5108751633292201	-3118.826895983866
"pepB"	0.5799411070625727	-3118.8268959838742	"yfiM"	0.6216202653692673	-3118.826895983866
"yeaK"	0.5802704750957948	-3118.8268959838715	"cusR"	0.9736908515492413	-3118.826895983866
"rlpA"	0.5804769693416293	-3118.8268959838747	"ybdO"	1.879043169959967	-3118.826895983866
"ydfU"	0.58054338678734	-3118.826895983869	"gsiA"	0.5998278084518671	-3118.826895983866
"yjhH"	0.5805938903538396	-3118.8268959838715	"yliI"	0.7578764999209123	-3118.826895983866
"ttdR"	0.5806224721227473	-3118.826895983869	"fsr"	0.5945921618011518	-3118.826895983866
"fre"	0.5806791410987272	-3118.8268959838647	"cysH"	1.8883315285298239	-3118.826895983866
"epmA"	0.5807694133640482	-3118.826895983874	"yjdL"	0.5926850382251763	-3118.826895983866
"yjcE"	0.5807894565487607	-3118.8268959838674	"tehA"	0.4819348533621075	-3118.826895983866
"paaI"	0.5807997883244379	-3118.8268959838656	"rluE"	0.5605729866921678	-3118.826895983866
"sapF"	0.5808750884199637	-3118.8268959838706	"fryB"	0.5708491117908411	-3118.826895983866
"ppiB"	0.5809210483327544	-3118.8268959838747	"prpD"	1.03697173328589	-3118.826895983866
"yhiI"	0.580940813370958	-3118.8268959838665	"proA"	0.7260351349026722	-3118.826895983866
"gutQ"	0.5809914388041164	-3118.826895983868	"ygcU"	0.799216078961489	-3118.826895983866
"ghrB"	0.5810691781676556	-3118.826895983871	"pepD"	0.738694276004415	-3118.826895983866
"narY"	0.5811678713373639	-3118.82689598387	"yieH"	0.6764008898953164	-3118.826895983866
"eutJ"	0.5813057459539579	-3118.8268959838683	"sfmD"	0.9049202225373955	-3118.826895983866
"fkpB"	0.5815163542652093	-3118.8268959838733	"ynfD"	0.8343328699217271	-3118.826895983866
"kdsB"	0.581680018811443	-3118.826895983868	"yaaI"	0.5481727301605844	-3118.826895983866
"clpX"	0.5817075249001546	-3118.826895983867	"yjjY"	0.9637715042868247	-3118.826895983866
"zitB"	0.5824863103388479	-3118.8268959838724	"b1437"	1.167196620700531	-3118.826895983866
"pstA"	0.5826447448196789	-3118.826895983869	"yagH"	0.8540097950246365	-3118.826895983866
"modE"	0.5827426699466152	-3118.826895983868	"mgtA"	1.1313259328180725	-3118.826895983866
"tyrP"	0.5830206217510724	-3118.826895983875	"yaiX"	1.2621151573605816	-3118.826895983866
"yhaJ"	0.5830370110402883	-3118.826895983868	"cyoD"	1.3346865516681303	-3118.826895983866
"phnO"	0.5830872040939022	-3118.826895983873	"ymfP"	1.3135350398782808	-3118.826895983866
"pitB"	0.5832753423300145	-3118.8268959838765	"uvrD"	0.4536298938108318	-3118.826895983866
"lpxK"	0.5834112543095396	-3118.826895983865	"ypeA"	0.4598404925393031	-3118.826895983866
"arnT"	0.5836270008035944	-3118.826895983873	"ydhJ"	0.5525750149893989	-3118.826895983866
"psuK"	0.5837129956933038	-3118.8268959838733	"yoaB"	0.7510490484326198	-3118.826895983866
"allA"	0.5837570383235818	-3118.8268959838665	"araH_2"	0.688162510459903	-3118.826895983866
"arfB"	0.584177034562846	-3118.8268959838674	"ynbA"	0.831266401617141	-3118.826895983866
"cpdB"	0.5844166763835292	-3118.8268959838692	"guaD"	1.0825970928592312	-3118.826895983866
"ybiT"	0.5845418310165252	-3118.8268959838724	"ygaU"	1.2068369755973916	-3118.826895983866
"metH"	0.5848139092107588	-3118.8268959838697	"yeeW"	0.818397936749874	-3118.826895983866
"rbbA"	0.5851069307313947	-3118.8268959838642	"tmk"	0.5318310595396674	-3118.826895983866
"scpB"	0.5851101942296673	-3118.826895983882	"yciC"	0.6071595416188916	-3118.826895983866
"fucK"	0.5851420529993964	-3118.8268959838692	"aqpZ"	0.5270033423256069	-3118.826895983866
"ycjY"	0.5852436650997852	-3118.8268959838706	"yfaE"	0.6918493419303282	-3118.826895983866
"elaA"	0.585283903055801	-3118.8268959838656	"ynaE"	2.0185886626839014	-3118.826895983866
"ydcN"	0.5853162826070465	-3118.826895983873	"proY"	0.3889420610855126	-3118.826895983866
"ybjI"	0.5854080794570384	-3118.8268959838774	"ybaB"	0.707949794082768	-3118.826895983866
"paaZ"	0.5854429420208863	-3118.8268959838674	"waaJ"	1.318997672160081	-3118.826895983866
"yfdM"	0.585510435628409	-3118.8268959838633	"sseA"	0.6779486315710058	-3118.826895983866
"ybjT"	0.5856364968627231	-3118.8268959838747	"guaB"	1.0676600488062968	-3118.826895983866
"insO-2"	0.5856757513842131	-3118.8268959838683	"bdcA"	0.6450093328426687	-3118.826895983866
"hemN"	0.5861024009447828	-3118.8268959838765	"pepE"	0.6477165278040544	-3118.826895983866
"narX"	0.5861162214402653	-3118.826895983874	"metR"	0.5620711353394248	-3118.826895983866
"acpT"	0.5861477663074292	-3118.8268959838724	"hha"	0.9804746947076108	-3118.826895983866
"ygiM"	0.586218315353621	-3118.8268959838756	"hyfH"	0.6435075937288841	-3118.826895983866
"narL"	0.586365660968488	-3118.826895983869	"tktB"	1.2800327381680099	-3118.826895983866
"dapF"	0.5864170419126894	-3118.826895983862	"rstA"	0.8369906388222031	-3118.826895983866
"ydhF"	0.5865497315230133	-3118.826895983871	"hns"	0.9359307106788183	-3118.826895983866
"yggU"	0.5866778033000881	-3118.82689598387	"ybgI"	0.6146002202268478	-3118.826895983866
"ypfJ"	0.5868156842500551	-3118.826895983877	"yfaZ"	0.4814691104759046	-3118.826895983866
"ung"	0.5870247577164381	-3118.8268959838715	"gspJ"	0.9393942591713429	-3118.826895983866
"pth"	0.5871287581642207	-3118.82689598387	"rutF"	0.9559665442927575	-3118.826895983866
"avtA"	0.5871871596026739	-3118.826895983872	"putA"	0.8037680504733797	-3118.826895983866
"elfD"	0.5877276139504013	-3118.826895983867	"nhaA"	0.9219415009018069	-3118.826895983866
"yajD"	0.5878334337330904	-3118.826895983868	"aspC"	0.9067523208535088	-3118.826895983866
"hipA"	0.5879597708147654	-3118.8268959838706	"hemE"	0.5589073810869842	-3118.826895983866
"ycjQ"	0.588565463344505	-3118.8268959838697	"gfcD"	0.5313387392896315	-3118.826895983866
"hyfR"	0.5886287990471225	-3118.826895983871	"yeaI"	1.0417921505592298	-3118.826895983866
"paaY"	0.5887050451544836	-3118.8268959838633	"tatE"	1.1019132826730764	-3118.826895983866
"ansA"	0.5887994317705025	-3118.8268959838724	"argA"	0.8965778010377662	-3118.8268959838665
"zntR"	0.5888885014599784	-3118.826895983867	"gph"	0.9069190111135579	-3118.8268959838665
"rrrQ"	0.5889850706081732	-3118.8268959838724	"ypdE"	0.6131478690217702	-3118.8268959838665
"yfeA"	0.5889881540438406	-3118.826895983872	"yfdH"	1.4044145577161182	-3118.8268959838665
"yccF"	0.5892918121274923	-3118.826895983871	"norV"	0.6601346162890064	-3118.8268959838665
"torD"	0.5895523498219916	-3118.826895983871	"ygcE"	0.6568547295767743	-3118.8268959838665
"ycbL"	0.5895680519579614	-3118.8268959838715	"napF"	0.8511638185292838	-3118.8268959838665
"uidB"	0.5895951651142944	-3118.8268959838656	"ispB"	0.5145986724223652	-3118.8268959838665
"btuE"	0.589781509310163	-3118.8268959838733	"lysP"	0.9655400797834124	-3118.8268959838665
"ybjO"	0.5898179208049457	-3118.8268959838642	"ydcX"	1.5038219433153968	-3118.8268959838665
"kdpD"	0.5900023827040837	-3118.8268959838747	"feoB"	0.9171103199472198	-3118.8268959838665
"ybfN"	0.5901778357307678	-3118.826895983869	"yafD"	0.7621625822557059	-3118.8268959838665
"ytfP"	0.5903960378772567	-3118.826895983866	"ptrA"	0.47116713682519545	-3118.8268959838665
"eutH"	0.5910936342994655	-3118.8268959838697	"acrF"	0.9578494352898784	-3118.8268959838665
"ycgN"	0.5911670459291538	-3118.8268959838706	"ynfL"	0.5578872325225596	-3118.8268959838665
"kefF"	0.5912612050149658	-3118.826895983875	"ccmH"	0.8114424315318197	-3118.8268959838665
"hycI"	0.5912894840319733	-3118.8268959838724	"ttcA"	0.6292891444280935	-3118.8268959838665
"rpoN"	0.591601383283923	-3118.826895983867	"ybcI"	0.7385545063975651	-3118.8268959838665
"qmcA"	0.5916335183324947	-3118.8268959838724	"ygcQ"	0.9974608728111385	-3118.8268959838665
"frvX"	0.5918824008571651	-3118.8268959838606	"ffh"	0.8141136608896147	-3118.8268959838665
"ygiN"	0.5921677957080944	-3118.826895983867	"yfdO"	0.966543234942376	-3118.8268959838665
"cmoA"	0.5922708147814796	-3118.8268959838674	"flgH"	1.247613069657256	-3118.8268959838665
"folA"	0.592439534545781	-3118.8268959838724	"yfgJ"	0.7647457679543963	-3118.8268959838665
"sohB"	0.5925272918592224	-3118.826895983867	"ydhI"	0.6848586557515133	-3118.8268959838665
"trkA"	0.5926575733476112	-3118.826895983877	"rimL"	0.71863019625253	-3118.8268959838665
"yjdL"	0.5926850382251763	-3118.826895983866	"mnmC"	0.5047159225639225	-3118.8268959838665
"cydC"	0.5927162564199693	-3118.826895983871	"pgaD"	0.5764310201231085	-3118.8268959838665
"yjtD"	0.5931233378729536	-3118.8268959838747	"ykfG"	0.8742692733003488	-3118.8268959838665
"alsC"	0.5935855911815912	-3118.826895983869	"yagP"	0.8168657298884645	-3118.8268959838665
"ymdC"	0.5937402717209582	-3118.826895983874	"glcD"	0.934431898922507	-3118.8268959838665
"rimI"	0.5938199581358186	-3118.8268959838765	"yfcO"	0.6653510397366822	-3118.8268959838665
"ynjD"	0.5939727365461934	-3118.8268959838683	"yfaY"	0.506300590666673	-3118.8268959838665
"yfdC"	0.5940755373440425	-3118.826895983874	"exbB"	1.2712843399905223	-3118.8268959838665
"acrB"	0.5943040835612012	-3118.826895983873	"rimJ"	0.6009249691993891	-3118.8268959838665
"msbA"	0.5943659773833369	-3118.8268959838697	"nudF"	0.4752017145840466	-3118.8268959838665
"higA"	0.5945155420666337	-3118.8268959838606	"tolC"	0.8148737669259639	-3118.8268959838665
"xerD"	0.5945342906052687	-3118.8268959838724	"rfaL"	1.4005920414143846	-3118.8268959838665
"fsr"	0.5945921618011518	-3118.826895983866	"nikA"	1.1414513591364492	-3118.8268959838665
"panF"	0.5947921990210057	-3118.826895983874	"yffP"	0.9431238346751682	-3118.8268959838665
"yhdY"	0.5947994096238282	-3118.8268959838792	"ygeQ"	0.8419960356457508	-3118.8268959838665
"acpP"	0.5948121725212284	-3118.8268959838747	"asnA"	0.689385345880515	-3118.8268959838665
"yigW_2"	0.5948723586695788	-3118.826895983874	"yjgX_2"	0.982998227159082	-3118.8268959838665
"tusE"	0.5950958192778407	-3118.8268959838742	"tdcB"	1.4208632280648692	-3118.8268959838665
"yqgA"	0.595139181155468	-3118.8268959838774	"ahpC"	0.7196773142176565	-3118.8268959838665
"yidJ"	0.5957590164730673	-3118.826895983883	"nadB"	0.8910598402408282	-3118.8268959838665
"uvrB"	0.5964388378099437	-3118.8268959838633	"eutL"	0.5253159575298368	-3118.8268959838665
"nadK"	0.5964859098365752	-3118.8268959838792	"ahpF"	0.6824986479889543	-3118.8268959838665
"nikE"	0.5967404144748133	-3118.826895983868	"ygaX"	0.7005046759084509	-3118.8268959838665
"ygfI"	0.5969824859769336	-3118.8268959838765	"lepA"	0.8278039633147929	-3118.8268959838665
"yhbX"	0.597042519436482	-3118.8268959838692	"frc"	0.7685163748269753	-3118.8268959838665
"nfuA"	0.5970707020229934	-3118.8268959838724	"udp"	0.9996071826392419	-3118.8268959838665
"gudX"	0.5973984915483088	-3118.826895983868	"gspC"	1.2976541234377155	-3118.8268959838665
"ynbC"	0.597684924129094	-3118.8268959838647	"phnC"	1.0839587987724844	-3118.8268959838665
"mukE"	0.5977433293922316	-3118.8268959838724	"tppB"	0.8256560243854033	-3118.8268959838665
"yohF"	0.5980424341513477	-3118.8268959838747	"rhaM"	0.7068885175145742	-3118.8268959838665
"speA"	0.598137969301582	-3118.8268959838692	"phnI"	1.5205201367881422	-3118.8268959838665
"rstB"	0.5982469679509885	-3118.8268959838747	"yhfU"	0.9226130078679721	-3118.8268959838665
"hemG"	0.5984117044559518	-3118.8268959838742	"btuC"	0.4653469763855468	-3118.8268959838665
"mug"	0.5984141268489077	-3118.8268959838715	"hslO"	0.6769902147617882	-3118.8268959838665
"tauD"	0.5984609589541485	-3118.826895983868	"fliM"	1.3944462707420744	-3118.8268959838665
"gudP"	0.5984788742433781	-3118.826895983875	"alaT"	1.3452483093440335	-3118.8268959838665
"pepQ"	0.5985555017721833	-3118.826895983865	"ybhC"	0.8045523377851858	-3118.8268959838665
"ydgI"	0.5986221098548627	-3118.826895983867	"sucB"	1.1295453219614817	-3118.8268959838665
"lptF"	0.5986928927630507	-3118.8268959838674	"ygiC"	0.5695756275332418	-3118.8268959838665
"folM"	0.5988753893575984	-3118.826895983874	"pgsA"	0.8126348072344493	-3118.8268959838665
"yphD"	0.5989005096437138	-3118.826895983878	"fliJ"	1.0460168656436135	-3118.8268959838665
"nrfD"	0.5991026219242996	-3118.826895983869	"yhiI"	0.580940813370958	-3118.8268959838665
"fdhE"	0.5992220920957204	-3118.8268959838692	"malY"	0.992604079582098	-3118.8268959838665
"gluQ"	0.5997159942096364	-3118.8268959838774	"yeeO"	0.9994641559852027	-3118.8268959838665
"gsiA"	0.5998278084518671	-3118.826895983866	"cobU"	0.546232773373372	-3118.8268959838665
"chiA"	0.5998948176742965	-3118.8268959838724	"sbcB"	0.4840535742682631	-3118.8268959838665
"menD"	0.5999214439673978	-3118.8268959838756	"yhcD"	0.7251505061895095	-3118.8268959838665
"ggt"	0.6000328058877337	-3118.8268959838742	"cspH"	1.0671579797372106	-3118.8268959838665
"greB"	0.6003360218673358	-3118.8268959838756	"btuR"	0.5005704708328566	-3118.8268959838665
"sad"	0.6004657140087456	-3118.826895983861	"cpxR"	0.5359618099544531	-3118.8268959838665
"yaaJ"	0.6005430166349377	-3118.826895983873	"narI"	0.7039035543320268	-3118.8268959838665
"yddW"	0.6005436038555436	-3118.8268959838697	"yhjB"	0.7839963400976524	-3118.8268959838665
"menE"	0.6005466907233366	-3118.8268959838692	"zur"	1.0931677661602996	-3118.8268959838665
"glgP"	0.6005797193666358	-3118.826895983874	"agaD"	0.601110596567152	-3118.8268959838665
"yccX"	0.6008500210253807	-3118.826895983877	"ydfN"	0.6797364809779064	-3118.8268959838665
"rimJ"	0.6009249691993891	-3118.8268959838665	"ybiR"	0.4660146117348172	-3118.8268959838665
"agaD"	0.601110596567152	-3118.8268959838665	"yadD"	0.69570835935723	-3118.8268959838665
"dmsC"	0.6011968101841358	-3118.8268959838797	"ftsN"	0.732841366404815	-3118.8268959838665
"yddH"	0.601461352348183	-3118.8268959838756	"yjcC"	0.6212045554711891	-3118.8268959838665
"ytjC"	0.6014624910838997	-3118.826895983869	"appA"	0.7110392729820328	-3118.8268959838665
"ydhC"	0.6015348991839277	-3118.8268959838615	"adiA"	0.841830284906028	-3118.8268959838665
"nagD"	0.6019341061556687	-3118.82689598387	"ubiB"	0.7860795695207371	-3118.8268959838665
"nhaB"	0.6019869555745855	-3118.826895983873	"gatB"	2.150326407184361	-3118.8268959838665
"sseB"	0.6020360810723777	-3118.826895983867	"hdeA"	1.8822001746104664	-3118.8268959838665
"hofB"	0.602051337016586	-3118.8268959838656	"yzcX"	0.7817739919621794	-3118.8268959838665
"ydbC"	0.6020877059505082	-3118.826895983864	"nth"	0.6788294176589407	-3118.8268959838665
"nrdR"	0.6023253269921881	-3118.826895983872	"prlC"	0.511771548496636	-3118.8268959838665
"yghU"	0.6024554157917589	-3118.8268959838715	"allA"	0.5837570383235818	-3118.8268959838665
"alx"	0.6025077738636135	-3118.8268959838824	"ymfI"	1.6285518690934915	-3118.8268959838665
"yajI"	0.6031588170215971	-3118.8268959838724	"valS"	0.7201153372595267	-3118.8268959838665
"mzrA"	0.6032200727552028	-3118.826895983874	"yghA"	0.9074120569302927	-3118.8268959838665
"ubiC"	0.6032427830619302	-3118.8268959838715	"b3004"	1.16439245948486	-3118.8268959838665
"ribA"	0.6034555427648824	-3118.826895983868	"yiaC"	0.3840973303200903	-3118.8268959838665
"rimO"	0.6038532066448563	-3118.826895983865	"csiR"	1.0743016091604056	-3118.8268959838665
"yhbJ"	0.6038951342752822	-3118.8268959838697	"murD"	1.5064443893714567	-3118.8268959838665
"elfG"	0.6039293299221634	-3118.8268959838656	"yphH"	0.4980904602445696	-3118.8268959838665
"ppiC"	0.6040344277509426	-3118.8268959838724	"dld"	1.1239586284673828	-3118.8268959838665
"hybG"	0.6041084570996722	-3118.8268959838792	"yjjL"	1.0290557971550012	-3118.8268959838665
"yacH"	0.6042227609874617	-3118.826895983867	"ygfQ"	0.5513097791980538	-3118.826895983867
"yibQ"	0.604525335684755	-3118.826895983861	"lpxD"	0.9625024031868914	-3118.826895983867
"queF"	0.6045921158715647	-3118.8268959838742	"matP"	0.5702657318579875	-3118.826895983867
"ygbA"	0.60503855170223	-3118.8268959838715	"srlE"	1.321462212561906	-3118.826895983867
"yfeW"	0.6050452128576972	-3118.826895983869	"yacH"	0.6042227609874617	-3118.826895983867
"eutE"	0.6052749938629469	-3118.826895983872	"elfD"	0.5877276139504013	-3118.826895983867
"yqgF"	0.6053768601076666	-3118.826895983874	"ssuA"	0.9399760530524505	-3118.826895983867
"rof"	0.6055152106122116	-3118.8268959838733	"erfK"	0.6764024840798235	-3118.826895983867
"ccmB"	0.6056024018481907	-3118.826895983865	"helD"	0.3587576714857762	-3118.826895983867
"gmm"	0.6057664549653392	-3118.826895983868	"yafV"	0.7876973628946617	-3118.826895983867
"ydfI"	0.6058356599886084	-3118.8268959838706	"mltD"	1.2420616958354063	-3118.826895983867
"gsiC"	0.605879573002336	-3118.826895983865	"thiF"	0.9437696746556973	-3118.826895983867
"yfaA"	0.605939285121316	-3118.82689598387	"ycdY"	0.5382497312229861	-3118.826895983867
"hmp"	0.6060938015449698	-3118.8268959838783	"yhdN"	0.6895012624795047	-3118.826895983867
"ccmE"	0.6060985957171695	-3118.826895983879	"mcrA"	1.3838394414864703	-3118.826895983867
"yeiS"	0.6061447110254354	-3118.8268959838783	"nanE"	1.093314842578983	-3118.826895983867
"yfaP"	0.6063232346607298	-3118.8268959838683	"yfjD"	0.6426556712535408	-3118.826895983867
"ssuC"	0.6064942829095992	-3118.826895983869	"proX"	0.9608552102606362	-3118.826895983867
"tmcA"	0.6065851911030439	-3118.82689598387	"sohB"	0.5925272918592224	-3118.826895983867
"ytjB"	0.6066455947853594	-3118.8268959838656	"puuR"	0.8367060622002147	-3118.826895983867
"brnQ"	0.6071244844655075	-3118.8268959838747	"yedZ"	1.3606018136235625	-3118.826895983867
"yciC"	0.6071595416188916	-3118.826895983866	"wcaM"	1.0246691166920898	-3118.826895983867
"yafL"	0.6073071888358865	-3118.826895983865	"ycjZ"	0.7009167444592762	-3118.826895983867
"stfR"	0.6073349104931126	-3118.8268959838706	"gabD"	1.2204123639186377	-3118.826895983867
"hcaT"	0.6073396758467602	-3118.8268959838724	"mhpT"	0.5514116619537153	-3118.826895983867
"yfbK"	0.6075559691391542	-3118.8268959838742	"yhfW"	1.058368288280804	-3118.826895983867
"yjgR"	0.607639849409263	-3118.826895983878	"ruvC"	0.6329509241901347	-3118.826895983867
"ydjY"	0.6076710242276281	-3118.826895983873	"ispE"	0.8023139770989081	-3118.826895983867
"dnaB"	0.6079230396072995	-3118.826895983866	"ygiN"	0.5921677957080944	-3118.826895983867
"ydiT"	0.6081868670016403	-3118.826895983873	"iraP"	1.172030901138374	-3118.826895983867
"npr"	0.6082008074647132	-3118.8268959838697	"gspK"	0.8932862245475969	-3118.826895983867
"ybaN"	0.6085398310703778	-3118.8268959838697	"sseB"	0.6020360810723777	-3118.826895983867
"rpiB"	0.6086468490622365	-3118.8268959838674	"entH"	0.9374022951253121	-3118.826895983867
"ynfH"	0.6088522527218942	-3118.826895983873	"yffL"	1.0466344097723423	-3118.826895983867
"yecM"	0.6091972073287071	-3118.8268959838706	"yafW"	0.8797213080628798	-3118.826895983867
"suhB"	0.6092063803754864	-3118.826895983872	"relE"	1.2427645070386135	-3118.826895983867
"yghD"	0.6092580726424116	-3118.8268959838642	"cusB"	0.9468783842873041	-3118.826895983867
"fecR"	0.6092989461018858	-3118.826895983872	"aspA"	1.2075377997906904	-3118.826895983867
"ygfB"	0.6093387450140039	-3118.8268959838747	"ybdJ"	1.5918063255882293	-3118.826895983867
"yjhD"	0.6094145957982128	-3118.826895983857	"ybjE"	0.8068278339891836	-3118.826895983867
"rffD"	0.6094172067059093	-3118.8268959838806	"alsK"	0.6818978720676888	-3118.826895983867
"yegU"	0.6094991152156461	-3118.8268959838697	"ydfV"	0.8482354328553231	-3118.826895983867
"panD"	0.6095251093624323	-3118.8268959838783	"rhsB"	1.3387347986493359	-3118.826895983867
"ribC"	0.6098544430381762	-3118.826895983866	"entB"	1.128736031946169	-3118.826895983867
"yheT"	0.6098979538486429	-3118.8268959838733	"mrdA"	0.7737095421408922	-3118.826895983867
"mntP"	0.6099830275387484	-3118.826895983871	"citG"	1.3574406224356899	-3118.826895983867
"tatB"	0.6112979205503942	-3118.8268959838706	"yncI"	0.9029121691613615	-3118.826895983867
"pflD"	0.6115386230408405	-3118.826895983875	"mutS"	0.5689755110987884	-3118.826895983867
"agaR"	0.6118564540046124	-3118.8268959838774	"rpsP"	1.2532226516680653	-3118.826895983867
"ypeC"	0.6119227266438267	-3118.8268959838692	"yiaT"	1.0057974845843158	-3118.826895983867
"ybhO"	0.6121209340988086	-3118.8268959838656	"ykfJ"	0.9195814194748334	-3118.826895983867
"iclR"	0.6121280125515043	-3118.8268959838683	"cspF"	1.0334737968995655	-3118.826895983867
"anmK"	0.6123260903205512	-3118.8268959838765	"ybaK"	0.39270012647881564	-3118.826895983867
"rdoA"	0.6124431984110923	-3118.826895983862	"yfcD"	0.7304812967361974	-3118.826895983867
"ascG"	0.6125115738102556	-3118.8268959838697	"moaD"	0.7623089112696885	-3118.826895983867
"yhdV"	0.6128677598357727	-3118.8268959838724	"dsrB"	0.7241751221094759	-3118.826895983867
"lgt"	0.6128712442401317	-3118.8268959838697	"gcd"	0.661220892564715	-3118.826895983867
"ubiA"	0.612906107672631	-3118.8268959838706	"symE"	1.4853483243602725	-3118.826895983867
"ypdE"	0.6131478690217702	-3118.8268959838665	"yjiN"	1.2764264511231664	-3118.826895983867
"zupT"	0.6133302595885561	-3118.8268959838715	"hcp"	0.7078057657193766	-3118.826895983867
"metL"	0.613388193710776	-3118.82689598387	"hofO"	0.7039260720444083	-3118.826895983867
"moaA"	0.6136674649521469	-3118.82689598387	"pgpC"	0.6184262496096778	-3118.826895983867
"napC"	0.6139549945519104	-3118.826895983864	"tadA"	0.4995091818373262	-3118.826895983867
"lptG"	0.6141461557564174	-3118.8268959838715	"lpd"	0.8782218314397787	-3118.826895983867
