"rank_range"	"range"	"rank_ci_95"	"ci_95"	"rank_iqr"	"iqr"	"rank_best_95"	"best_95"
"ytfF"	6.39851	"flhB"	1.5578654176662097	"wcaL"	0.8839800000000011	"nudJ"	3.083958499999998
"yebE"	6.39866	"fadA"	1.5591506859374	"ydiS"	0.8842175000000001	"ppdD"	3.0844052499999988
"cobC"	6.3986600000000005	"yjeN"	1.5593116064540624	"yehU"	0.8842274999999997	"sfsA"	3.0853872499999984
"yeaW"	6.39882	"lpp"	1.5593580229179624	"purN"	0.8843500000000013	"ygjH"	3.0867425000000015
"yihF"	6.40126	"curA"	1.5594473251927423	"trmJ"	0.8846000000000007	"yedR"	3.0871724999999977
"yigE"	6.401559999999999	"hrpA"	1.5595526164319267	"yfbL"	0.8851825	"mepA"	3.0873212500000005
"paaH"	6.40331	"yhhS"	1.5596000834372588	"aer"	0.8855050000000002	"gpt"	3.08792375
"eutE"	6.404389999999999	"kefB"	1.5605795637691415	"gcd"	0.8855675000000005	"ftsY"	3.088505999999999
"pabA"	6.40743	"yqfA"	1.5608005550707105	"nrfA"	0.8857175000000002	"ychG_1"	3.088531999999999
"ydhW"	6.4075299999999995	"moaB"	1.561256015678195	"dicA"	0.8858625	"nuoC"	3.0889729999999975
"ydbA_1"	6.4082799999999995	"ykgG"	1.5619809887454867	"gutM"	0.8861799999999995	"sppA"	3.089099749999999
"hisJ"	6.408989999999999	"kdpA"	1.5621912048426412	"dsdX"	0.8863399999999988	"treF"	3.0903139999999985
"phoU"	6.409730000000001	"murG"	1.562460935207626	"grxD"	0.8864000000000001	"yfjT"	3.0914374999999996
"yjeO"	6.410290000000001	"yeaJ"	1.562573375272167	"yfeN"	0.8868825000000005	"mcbR"	3.091846999999998
"yjiN"	6.410990000000001	"csgB"	1.562837852323042	"rpmI"	0.8871000000000002	"yjeJ"	3.0925764999999945
"thrB"	6.41124	"rhsD"	1.5629580873837323	"lsrB"	0.8871775	"ydiV"	3.095248249999999
"rbsK"	6.41392	"mltB"	1.5631415086115519	"rzpR"	0.8872299999999997	"ydaY"	3.095737249999999
"acpT"	6.414040000000001	"ydcF"	1.5634690933586852	"sfsA"	0.8873649999999991	"prc"	3.0959094999999994
"prlF"	6.414700000000001	"ybhN"	1.5634869455947116	"djlB"	0.8874575	"ydiM"	3.0960537499999994
"ivy"	6.414809999999999	"glcF"	1.5638065991829135	"yfhL"	0.8875124999999997	"nsrR"	3.0975774999999945
"caiD"	6.416779999999999	"yniB"	1.5639615054634681	"ispA"	0.887792499999998	"hrpA"	3.0980224999999972
"yhiK"	6.41938	"ynfB"	1.5645768570718228	"accA"	0.8879249999999992	"yciH"	3.0984759999999962
"prpR"	6.4202	"intS"	1.5649071748891883	"pmrD"	0.8880350000000004	"yhdU"	3.0991142499999986
"oxc"	6.42039	"yffB"	1.5655592682595185	"ylaC"	0.8883374999999987	"ybgC"	3.0994304999999986
"yegI"	6.420870000000001	"pgaA"	1.5660906600316353	"yeaR"	0.8883799999999997	"nusB"	3.101049999999999
"yncH"	6.422089999999999	"metG"	1.5662572859661466	"ypjM_2"	0.8894674999999994	"mdoD"	3.1016119999999985
"phnL"	6.42301	"ygcU"	1.5664635147645185	"yjgB"	0.8897899999999979	"rsfS"	3.103397249999995
"proX"	6.42394	"murQ"	1.567388535272432	"yafY"	0.8899474999999999	"dedA"	3.103888999999998
"ygcQ"	6.425009999999999	"gpt"	1.5676735951594594	"moaB"	0.8900199999999998	"adiA"	3.1046212499999966
"galM"	6.42581	"speG"	1.5685399339546144	"dedD"	0.8901699999999995	"yghT"	3.10551275
"malP"	6.42648	"yeiG"	1.5689071804924815	"pal"	0.8902250000000009	"acnA"	3.106802
"ecpA"	6.426939999999999	"tus"	1.5689415709907903	"aroC"	0.8908975000000012	"pyrG"	3.1070434999999996
"potG"	6.42743	"yggE"	1.5692932673781939	"preA"	0.8910199999999993	"ysgA"	3.1071009999999992
"yhaV"	6.42762	"exuT"	1.5693720178935584	"yeiG"	0.8912274999999994	"molR_2"	3.1082902499999987
"galK"	6.428640000000001	"pgi"	1.5697659507085375	"ychF"	0.8912999999999993	"cedA"	3.1089849999999997
"xylR"	6.428730000000001	"ygcR"	1.569888668231386	"rutE"	0.891377499999999	"ygaH"	3.1090242499999974
"fabA"	6.4294400000000005	"prc"	1.5699153341555576	"bax"	0.8913799999999998	"fepG"	3.109750750000001
"fsaB"	6.4296299999999995	"puuD"	1.5712619432485524	"yedP"	0.8914500000000007	"fhuE"	3.10978475
"cirA"	6.431490000000001	"yjgB"	1.5713996018183318	"yibQ"	0.891472499999999	"iscX"	3.109799999999998
"yaaJ"	6.432230000000001	"ypjA"	1.5714895309563428	"rsxD"	0.891707499999999	"murG"	3.1107212499999983
"agp"	6.432840000000001	"yghG"	1.5715272043833153	"rplR"	0.8918999999999997	"yifE"	3.111058749999996
"uvrB"	6.432840000000001	"ydfG"	1.5715617436321034	"cutC"	0.8920275000000011	"purA"	3.1111117499999974
"gspK"	6.43583	"ispE"	1.5725353951138599	"rsfS"	0.892100000000001	"yagK"	3.111703249999997
"priC"	6.4363	"mprA"	1.5725504357039057	"ccmD"	0.8921425000000003	"fdoI"	3.112258999999998
"dinG"	6.43657	"rhaR"	1.5726837240722193	"fepE"	0.8926549999999986	"proB"	3.114136499999999
"yjiG"	6.43793	"ypjM_1"	1.5732494345312196	"gcvR"	0.8927824999999991	"pepD"	3.114638499999998
"rpmH"	6.4382600000000005	"waaQ"	1.5734415653559553	"ccmH"	0.8928124999999998	"gntX"	3.115070750000001
"yggR"	6.43971	"sstT"	1.57351762476984	"glmM"	0.89316	"curA"	3.1152562500000007
"yigL"	6.440230000000001	"insH-5"	1.573543393636678	"polB"	0.893279999999999	"chbG"	3.1154192500000004
"dtpB"	6.441229999999999	"lpxC"	1.5737656183559534	"yfeD"	0.8933	"frmB"	3.115659749999997
"ybiV"	6.44343	"hypA"	1.5746175509595841	"zapA"	0.8933499999999999	"yhhH"	3.1159807499999976
"wzb"	6.443899999999999	"ygiV"	1.5749727036102608	"cysZ"	0.8933599999999977	"ydjG"	3.11626375
"phoB"	6.443899999999999	"cdh"	1.5752879219347171	"rfe"	0.8933650000000011	"argA"	3.116311999999999
"sfmA"	6.44674	"putA"	1.5753853789278243	"tyrS"	0.8934524999999987	"ykgB"	3.1179299999999985
"frwC"	6.447020000000001	"abgT"	1.5763326680732166	"cbrA"	0.8934949999999988	"gltL"	3.1190867499999992
"mdtL"	6.44717	"yjdC"	1.5767850304530802	"yecS"	0.8935124999999999	"yjjW"	3.1195397499999995
"mscK"	6.44846	"ratA"	1.5767895411386825	"yedR"	0.8935324999999992	"ilvB"	3.121880000000001
"nhaA"	6.44854	"ybhC"	1.576922582058964	"yeiB"	0.8936375000000005	"sbmC"	3.1224644999999978
"kdpD"	6.4486099999999995	"infB"	1.5769554945907815	"emrD"	0.8940099999999997	"hpf"	3.1235145000000006
"ycjY"	6.44886	"yceA"	1.5774311910448118	"yhhY"	0.8940900000000003	"argK"	3.1240989999999993
"alaA"	6.449819999999999	"pyrG"	1.577781426870609	"ymfL"	0.8940925000000011	"dgoA"	3.1253639999999976
"aslB"	6.449849999999999	"ybcQ"	1.5787560145836337	"yqjF"	0.8943000000000012	"yibI"	3.1258644999999987
"rluB"	6.45021	"hycE"	1.5794036983698796	"narG"	0.8943375000000007	"rmuC"	3.126463750000001
"yceH"	6.450419999999999	"znuC"	1.5799899036689868	"yphG"	0.8947399999999996	"yjcZ"	3.127272249999999
"ybhN"	6.45275	"srmB"	1.5808111604570139	"ydhI"	0.8950800000000001	"ydiK"	3.128415500000001
"yfgH"	6.457389999999999	"ydeP"	1.5808664643990358	"ydjX"	0.8951075	"gstA"	3.129457500000001
"yeiS"	6.45989	"eamA"	1.5811025302912243	"miaA"	0.8955000000000002	"ykfG"	3.1297959999999954
"rsmG"	6.46141	"ybjE"	1.5813825546187998	"ycfJ"	0.8956100000000005	"ulaC"	3.136182249999999
"entF"	6.462640000000001	"pnuC"	1.5815291040202635	"hfq"	0.895624999999999	"ybbW"	3.1374432499999996
"rlmD"	6.46403	"tehB"	1.5816550040673432	"galU"	0.8956674999999983	"paoA"	3.1377969999999955
"yieH"	6.46452	"rpoE"	1.5816605172597422	"ymfT"	0.8957600000000001	"yjgB"	3.138259999999999
"ybcH"	6.4678700000000005	"nadR"	1.581799741672679	"truA"	0.8961299999999994	"ycjU"	3.1389637499999976
"galP"	6.4685299999999994	"yqcE"	1.5818134233792283	"yajO"	0.8962699999999995	"rplJ"	3.1407250000000015
"bglX"	6.4685299999999994	"mukF"	1.5826644658686049	"dnaJ"	0.8963000000000001	"ackA"	3.140789
"araH_2"	6.4700299999999995	"yccA"	1.5833680560235486	"fklB"	0.8968500000000006	"lepA"	3.142522499999999
"cbl"	6.4718100000000005	"yiaW"	1.5835404992749642	"yahC"	0.8968824999999985	"ycjS"	3.1427514999999966
"hchA"	6.47182	"fryC"	1.584090786139393	"yfaQ"	0.8969000000000005	"ydaT"	3.1447862499999992
"aroG"	6.47567	"ydfP"	1.5853148693643278	"yedK"	0.8969574999999992	"yeiG"	3.1458982499999992
"fabH"	6.47691	"paaC"	1.585515192194732	"ybdL"	0.8969700000000005	"yehT"	3.1467659999999995
"melB"	6.477589999999999	"yjjW"	1.5855948226746397	"pspA"	0.8972575000000003	"nadR"	3.1471789999999977
"ygjR"	6.47774	"rpoA"	1.5862882037223318	"hinT"	0.8972724999999997	"topA"	3.1485487499999945
"fdoH"	6.477759999999999	"yiiX"	1.5871136397927939	"ybaQ"	0.8975325000000005	"ydeJ"	3.14898425
"rpoB"	6.479159999999999	"sdaB"	1.588087304075093	"rplF"	0.8977500000000003	"yjdF"	3.1497142500000006
"csiR"	6.479559999999999	"fucP"	1.5881103050879048	"yibI"	0.8984000000000005	"dapB"	3.15154375
"yeiE"	6.479850000000001	"yajG"	1.5890173148736235	"nudJ"	0.898457500000001	"yegJ"	3.1524164999999984
"bfd"	6.4829099999999995	"betA"	1.589292486842673	"chaC"	0.8985699999999994	"dosP"	3.1524554999999994
"yfhH"	6.4836800000000006	"tam"	1.5894597660771281	"rdoA"	0.8987350000000003	"yjbL"	3.1531967499999976
"hslJ"	6.48544	"tdcF"	1.5899388826615073	"recF"	0.8994350000000004	"rihB"	3.1542317499999992
"ydcJ"	6.48604	"potD"	1.59006770549851	"dmsB"	0.9003650000000007	"csdA"	3.154322249999998
"valS"	6.48635	"ccmH"	1.5904271658023665	"ftsB"	0.900425000000002	"ybbL"	3.155470249999998
"yafW"	6.486599999999999	"gshA"	1.5907140659150585	"htpX"	0.9004449999999995	"pheS"	3.1554994999999995
"b1354"	6.48758	"serS"	1.5907641723553911	"yihL"	0.9004450000000013	"ycbJ"	3.1559350000000004
"frmR"	6.48763	"ftsY"	1.5911880844753032	"nusB"	0.9006249999999998	"wcaL"	3.156143999999996
"era"	6.487830000000001	"mscL"	1.5913595679184773	"argD"	0.9010699999999989	"tus"	3.1562742499999956
"mdtF"	6.48852	"rlmE"	1.591459372791042	"nac"	0.9013299999999997	"dsrB"	3.157407749999999
"poxB"	6.48913	"gor"	1.5916926780521528	"entS"	0.9014325000000003	"puuB"	3.1586124999999914
"arsR"	6.490870000000001	"ybjC"	1.591706681276865	"ymfA"	0.9021099999999986	"ycjG"	3.159123499999999
"hdhA"	6.49129	"glcC"	1.5919019897236295	"murI"	0.9022175000000008	"ynaK"	3.159312499999997
"fliE"	6.491689999999999	"pgsA"	1.5927642221795204	"bluR"	0.9024274999999982	"fmt"	3.1600417499999995
"aaeA"	6.492389999999999	"gcl"	1.5945203681642635	"rutC"	0.902967499999999	"fadK"	3.1606982499999994
"pdhR"	6.492460000000001	"sapC"	1.595200305331393	"xerC"	0.9034150000000007	"grxA"	3.1622714999999975
"htpX"	6.4932099999999995	"ffh"	1.5956627753436448	"polA"	0.9040700000000008	"yaiU"	3.1633405000000003
"napF"	6.493499999999999	"ompX"	1.5958493307739077	"pgi"	0.904300000000001	"yieP"	3.164629999999999
"yhhQ"	6.493499999999999	"mngA"	1.5964130040141924	"prpE"	0.9044775000000005	"dppF"	3.1650482499999892
"ybcI"	6.49398	"yciH"	1.5964179714516273	"flhB"	0.9045100000000001	"yhcG"	3.1652524999999985
"yqjC"	6.494129999999999	"yidK"	1.5966566484886493	"holD"	0.9046200000000013	"yjdC"	3.1657067499999947
"murP"	6.49423	"yjbL"	1.5966714440533205	"nuoA"	0.9047999999999998	"ybhP"	3.1660737499999954
"yfdR"	6.49588	"ybeM_1"	1.597011409847458	"exuR"	0.9049250000000004	"ybaQ"	3.1661015
"greB"	6.496580000000001	"tolC"	1.5971525831748892	"mlaA"	0.9049549999999993	"hisQ"	3.1668657500000004
"tolA"	6.49664	"ydgK"	1.5973017257586766	"yfcU"	0.9050025000000002	"uhpA"	3.1679899999999996
"sufA"	6.50025	"yadM"	1.597777259393634	"yijF"	0.9061649999999997	"yeiP"	3.1681262500000003
"birA"	6.502089999999999	"gstA"	1.5978449083681567	"zapD"	0.9066799999999997	"yjbQ"	3.1702577499999993
"glxK"	6.503440000000001	"chaA"	1.5978495230791827	"usg"	0.9067524999999996	"ydcW"	3.1713197500000003
"hyfI"	6.504200000000001	"yeiB"	1.5980563035654614	"glxR"	0.9078274999999998	"glrK"	3.1713695
"yddG"	6.50568	"napH"	1.598241018531091	"tyrR"	0.9082000000000008	"gstB"	3.17233275
"yohF"	6.50608	"fbp"	1.5987401814326745	"yjbQ"	0.9089000000000009	"chbF"	3.1728312499999998
"ynfD"	6.508439999999999	"yfdK"	1.5988398027481312	"yaiP"	0.9089425000000002	"mlrA"	3.173404999999998
"yafK"	6.50884	"ygfM"	1.5995009273311886	"yjfY"	0.9091875000000016	"yghW"	3.1749149999999986
"yicJ"	6.50893	"ydcA"	1.5995977491105433	"dbpA"	0.9093075000000006	"ilvN"	3.175962249999996
"msyB"	6.5091600000000005	"ispU"	1.5996543644216967	"atoD"	0.9094950000000006	"gfcC"	3.1763399999999997
"metN"	6.509660000000001	"argI"	1.5999618438326713	"rffE"	0.909532500000001	"tdcF"	3.1764400000000004
"osmE"	6.51182	"folX"	1.6006414160987767	"kch"	0.9095650000000006	"dxs"	3.1767774999999965
"ygbJ"	6.512310000000001	"yagP"	1.6010568305813904	"pdxY"	0.9098750000000013	"yqhA"	3.176996000000001
"yncE"	6.514220000000001	"asnB"	1.6010697276973198	"ogrK"	0.9101649999999992	"trxB"	3.1771752499999977
"hcr"	6.51579	"yciO"	1.6016003596753365	"rplJ"	0.9101999999999997	"ydjF"	3.1774052499999996
"yqcA"	6.5165299999999995	"yfbM"	1.6016196066398845	"rutD"	0.9103349999999999	"lsrK"	3.178931999999996
"hcaC"	6.519839999999999	"bglF"	1.6018289544322022	"tamB"	0.9105375000000002	"putA"	3.179657249999993
"uxaA"	6.520570000000001	"yhdU"	1.6024179044214477	"talB"	0.9108	"glmM"	3.1797970000000007
"yahB"	6.521319999999999	"pheP"	1.6025443494077933	"yjcS"	0.9110175000000016	"baeS"	3.1804922499999995
"ymfS"	6.52333	"modA"	1.6034100557188724	"tolC"	0.9110999999999994	"infB"	3.1805224999999986
"ruvC"	6.52391	"ydfR"	1.6035471853728438	"ypjM_1"	0.9111399999999996	"ynfB"	3.1809200000000004
"waaA"	6.52468	"yeeW"	1.604059956029753	"yqhA"	0.9111899999999995	"yfdS"	3.1811662499999986
"hycI"	6.52557	"cysM"	1.6050955906962663	"ssuA"	0.9112774999999997	"fbp"	3.1812312499999997
"ybfC"	6.525740000000001	"ybbL"	1.6050963270542054	"bcp"	0.9112999999999989	"rsxD"	3.184632749999997
"yjgL"	6.526489999999999	"yejE"	1.6052794427127064	"tus"	0.9117099999999994	"rpoE"	3.1852592500000014
"fliJ"	6.526740000000001	"cptB"	1.6053003048656023	"fepB"	0.911710000000002	"hypA"	3.18562925
"prs"	6.52705	"yedR"	1.6058104669194007	"yphF"	0.9119574999999989	"ygfM"	3.1859874999999978
"sbmA"	6.529319999999999	"rna"	1.606267867394711	"hda"	0.9122500000000002	"ulaR"	3.1868589999999966
"b0165"	6.530959999999999	"livH"	1.606496082351779	"rpoE"	0.9123000000000001	"atoA"	3.1872954999999985
"ydbK"	6.53193	"ruvA"	1.606684397969828	"nikC"	0.9125200000000007	"yihY"	3.187433500000001
"casA"	6.53224	"hisP"	1.6067777135799326	"asnS"	0.9131600000000013	"hypD"	3.1876409999999975
"yhfG"	6.532290000000001	"mpl"	1.6073131445854825	"ygaY"	0.9132724999999997	"napA"	3.1879839999999984
"ybaM"	6.53427	"cas2"	1.6073254104052739	"chiP"	0.913337499999999	"purU"	3.189131999999999
"yghR"	6.5347599999999995	"yahG"	1.6074799141184282	"efeU_2"	0.913454999999999	"hycE"	3.189356750000001
"ybhI"	6.53566	"dsbG"	1.6077593144127447	"yiiF"	0.9137749999999993	"dnaA"	3.1903237499999992
"yfjZ"	6.5362100000000005	"pykF"	1.607854537350203	"yhcH"	0.9140025000000023	"dosC"	3.1926659999999982
"pepD"	6.536360000000001	"mglC"	1.6086325127608576	"tesB"	0.9146299999999989	"cysM"	3.192943249999999
"yoaC"	6.536360000000001	"pgpB"	1.608842162348724	"murQ"	0.9147649999999992	"torA"	3.193221999999997
"yihL"	6.53897	"lsrF"	1.6090239193702691	"mtlR"	0.9147700000000007	"ydfG"	3.1953484999999997
"ydeH"	6.54038	"yfdS"	1.6094578889505844	"ybcN"	0.9151199999999999	"yajL"	3.1976394999999993
"mdtM"	6.54113	"yhfS"	1.6096176249900709	"yadM"	0.9151249999999997	"yoaG"	3.1976449999999925
"yqeG"	6.542909999999999	"pspG"	1.6097216918168336	"livF"	0.9156100000000009	"ygeQ"	3.1979225
"dctA"	6.54307	"ulaR"	1.609815771649865	"glgB"	0.9157000000000011	"zwf"	3.1992552499999967
"uhpA"	6.54497	"sfmA"	1.6104317553773633	"sbmA"	0.9157574999999998	"ygiV"	3.19961
"dgt"	6.54609	"yfcZ"	1.6108217010380492	"phoQ"	0.9157600000000006	"yhfS"	3.2010267499999996
"ileS"	6.54647	"ppx"	1.6110654206016644	"b0165"	0.9157849999999996	"lysS"	3.2011872500000003
"nikE"	6.546799999999999	"psiE"	1.6114130866422844	"fadD"	0.9158225000000009	"nuoJ"	3.201388249999999
"yjdK"	6.546810000000001	"phoU"	1.6115368591028425	"uxuA"	0.9159299999999995	"yghR"	3.2015900000000004
"fdhD"	6.547820000000001	"ycgY"	1.6116055880978966	"casB"	0.9160900000000005	"proP"	3.202193499999998
"caiB"	6.54856	"yccS"	1.6117119300011953	"ycgJ"	0.9163449999999997	"argI"	3.2024282499999996
"yhdV"	6.54943	"yegZ"	1.6120670858383466	"yecA"	0.916385	"molR_3"	3.204948999999999
"gspM"	6.550459999999999	"rem"	1.612076857563398	"waaQ"	0.9166999999999987	"rplE"	3.20557
"yjdF"	6.55181	"yafZ"	1.6125619333727128	"clsA"	0.9168149999999997	"minD"	3.2062352499999953
"yaiV"	6.55269	"yceF"	1.6135092953926915	"gyrB"	0.9169599999999996	"nanK"	3.206733999999998
"ilvB"	6.553610000000001	"pyrF"	1.613977148449814	"yjjN"	0.9169949999999982	"frdD"	3.2091017500000003
"yjiU"	6.555600000000001	"mhpR"	1.6140910666984605	"atoA"	0.917044999999999	"waaA"	3.2091422499999984
"thiF"	6.55903	"csdA"	1.6140960065050827	"ygdH"	0.9173024999999981	"yfdN"	3.2101189999999997
"purF"	6.55911	"ligB"	1.6144108048148782	"kup"	0.9173275000000007	"bamA"	3.210221500000001
"lpcA"	6.561649999999999	"nusA"	1.614504525579799	"fxsA"	0.9184024999999991	"argB"	3.2124089999999974
"mpl"	6.5677200000000004	"frdD"	1.6152084468122454	"ybgC"	0.9187799999999999	"yeeW"	3.212557999999998
"insG"	6.568230000000001	"appB"	1.615822483139253	"fecE"	0.9189174999999992	"thrC"	3.212572499999995
"hupA"	6.569859999999999	"yigI"	1.6161763817905648	"hepA"	0.9190225000000005	"yifB"	3.212792499999992
"oxyR"	6.570600000000001	"tppB"	1.6182858077953906	"folD"	0.9192700000000009	"yifN"	3.2134899999999993
"ychG_1"	6.571319999999999	"yjhU"	1.6183583714009393	"ycbB"	0.9193975000000005	"glcF"	3.214076999999996
"hemH"	6.57144	"aroM"	1.6185970509259562	"ppa"	0.9194250000000022	"xylH"	3.215139999999999
"rutC"	6.57207	"purE"	1.6189278040757071	"yhaM"	0.9194475000000004	"ybjC"	3.215529999999996
"idnR"	6.57219	"proP"	1.6192712794562256	"recR"	0.9197825000000002	"recX"	3.2182207499999986
"tqsA"	6.57489	"fecC"	1.619343655977516	"araG"	0.9198074999999992	"glvB"	3.218284999999998
"ydeP"	6.579820000000001	"yihM"	1.6203883753794348	"paaX"	0.9201499999999996	"acrF"	3.2196324999999986
"nuoK"	6.58068	"garR"	1.621228750468328	"cdsA"	0.920167499999998	"wcaA"	3.220926500000001
"rpsL"	6.58141	"priC"	1.6213388579428503	"bcsC"	0.9205699999999997	"rpoC"	3.221292
"pppA"	6.58242	"yhgA"	1.621787769611288	"glpG"	0.9212299999999995	"folX"	3.224265499999998
"upp"	6.58316	"amyA"	1.6220175205768614	"hslU"	0.9212500000000006	"gshB"	3.2254050000000003
"sfmD"	6.58526	"ygjR"	1.6221422105321888	"ydiM"	0.9214624999999996	"ybhB"	3.2264469999999967
"yecS"	6.5855	"lepA"	1.622495768096994	"rpsA"	0.9216249999999988	"ldhA"	3.2269130000000015
"paaI"	6.5859700000000005	"surE"	1.622743473893312	"paaC"	0.9217575	"aroC"	3.228695
"ynjA"	6.5866299999999995	"perR"	1.623042815724341	"pepE"	0.922152500000001	"waaQ"	3.2292950000000005
"yjjQ"	6.58686	"cbeA"	1.6230530329289776	"mdtJ"	0.9222574999999988	"acrR"	3.229612999999998
"cusS"	6.5892800000000005	"yaaX"	1.6232171249868188	"phnK"	0.9225700000000003	"frvR"	3.233431499999999
"ynbA"	6.59004	"yagB"	1.6234282601695795	"ilvE"	0.9227300000000014	"purF"	3.2337809999999987
"cydA"	6.5904	"rlmH"	1.6239787145808597	"mhpR"	0.9228950000000005	"rstA"	3.233790749999999
"efeU_1"	6.590870000000001	"ybhP"	1.6244701353698536	"yciU"	0.9232475000000004	"yadE"	3.234109749999999
"ycaM"	6.59375	"ynfM"	1.6247292686286308	"ybiV"	0.9232999999999993	"glxK"	3.2357084999999994
"yiaT"	6.5950999999999995	"gspD"	1.6256540186527983	"yqhD"	0.92333	"mrdA"	3.2368062499999954
"lpxA"	6.595749999999999	"ldhA"	1.6257983694831395	"putA"	0.9234574999999996	"abgT"	3.2380289999999974
"yjhC"	6.595760000000001	"ybfH"	1.6262531162655665	"araA"	0.9236325000000019	"rsmH"	3.238822999999999
"agaV"	6.60163	"ydaQ"	1.6263985992696202	"b1425"	0.9236399999999998	"cysB"	3.239244249999998
"yfcJ"	6.60189	"xseB"	1.626708392115256	"mqo"	0.9236599999999981	"potE"	3.23976725
"dut"	6.60257	"rnb"	1.627069176940285	"ydjK"	0.9237650000000004	"insN-1"	3.2399474999999978
"nirC"	6.60328	"ppa"	1.6271757411575076	"pagP"	0.9237674999999985	"yhdX"	3.2411585
"nrdI"	6.60368	"alsA"	1.6274766419865558	"glgC"	0.923980000000002	"hyfA"	3.241961499999997
"yhcC"	6.60441	"ecpD"	1.6275148248545988	"ygjI"	0.9242350000000004	"b0165"	3.2425225000000015
"ydiQ"	6.608510000000001	"yjcZ"	1.627563881277415	"hcaB"	0.9243649999999999	"moaB"	3.2449422499999994
"uidB"	6.61	"gapC_1"	1.627674818148743	"yahM"	0.9244350000000008	"efeU_2"	3.245658749999997
"yebQ"	6.613689999999999	"trpS"	1.627689928548664	"argK"	0.9244900000000005	"ffh"	3.246126499999999
"yzgL"	6.61517	"yqiG"	1.6278853941865263	"putP"	0.9246149999999993	"yqfA"	3.246896999999999
"sdhA"	6.61601	"ybiW"	1.6282259590690589	"ydiJ"	0.9247650000000007	"yafN"	3.2470989999999986
"crr"	6.616860000000001	"araH_1"	1.628801059735171	"yheS"	0.9252450000000003	"mntR"	3.2472924999999986
"ydeJ"	6.61815	"yaeH"	1.6290297581463768	"ispF"	0.9257849999999976	"alaA"	3.2484987499999995
"gltB"	6.619479999999999	"ynbA"	1.6292821471695964	"dcuB"	0.9259024999999994	"modA"	3.2489812499999955
"yebY"	6.621180000000001	"ykgB"	1.6296345232834037	"mglC"	0.926264999999999	"yodB"	3.249583249999999
"hspQ"	6.62283	"slyD"	1.6297432209429212	"ddpD"	0.926709999999999	"xerC"	3.2501732499999996
"pnp"	6.628330000000001	"hyfC"	1.6297974515028881	"acnA"	0.9267699999999994	"pgk"	3.2516349999999985
"caiC"	6.628420000000001	"wcaE"	1.6309256080478518	"lptD"	0.9268900000000002	"nusA"	3.2531212499999995
"dadA"	6.630679999999999	"ycfJ"	1.6310599548477525	"idnD"	0.9269774999999978	"yegS"	3.25328925
"cyoC"	6.6317	"sdsR"	1.6311623876145918	"asnB"	0.9275525000000009	"acpS"	3.2539357499999992
"insN-2"	6.6323799999999995	"clsA"	1.6332306245495825	"ddpA"	0.9277400000000009	"pyrH"	3.2552804999999996
"feoB"	6.63585	"argK"	1.633473423648485	"ycjP"	0.9278499999999994	"yjhF"	3.255940999999999
"fepA"	6.637460000000001	"yafK"	1.6339740564183793	"yfeC"	0.9278899999999997	"ycbK"	3.256891249999997
"dnaC"	6.639829999999999	"solA"	1.6343240712762566	"dnaG"	0.9284000000000017	"slyD"	3.2574999999999985
"bglG"	6.64096	"gspB"	1.6346055139649471	"phnE_1"	0.9287875000000003	"speE"	3.2575087500000013
"rpsM"	6.642249999999999	"ynfD"	1.635292425046585	"yqeF"	0.9288725000000007	"yfaS_1"	3.2577800000000003
"betA"	6.642709999999999	"talB"	1.6354353794964451	"rpoD"	0.9293499999999995	"yafK"	3.258056999999999
"aceF"	6.64276	"murB"	1.6359171904152165	"yeiL"	0.9302799999999989	"yifO"	3.258610499999997
"yfjX"	6.64354	"tolR"	1.6361421224588373	"yhaO"	0.93065	"yjdJ"	3.2594482499999984
"yhjJ"	6.64374	"yfdY"	1.637958451932894	"smrB"	0.9310425000000002	"gfcB"	3.2597127499999985
"yacC"	6.64484	"b3254"	1.6381701736485628	"proA"	0.9311975000000015	"pgi"	3.260053749999999
"hisH"	6.64818	"grxA"	1.6382468720222387	"paaA"	0.9314049999999998	"yfcZ"	3.262178249999998
"edd"	6.648649999999999	"rtcR"	1.6384935245469596	"ybgJ"	0.9321450000000002	"ratA"	3.26244
"sgbU"	6.649789999999999	"ybjN"	1.6386970975640853	"yjjB"	0.9321675000000003	"thiG"	3.2633530000000004
"yidB"	6.650359999999999	"ycbK"	1.6389595863695856	"galS"	0.9321974999999991	"ybhM"	3.2636770000000004
"yjgW"	6.6508899999999995	"casA"	1.639255148862738	"nrdG"	0.9323525000000004	"ygcR"	3.2641807499999995
"higB"	6.65117	"phnG"	1.639639273627468	"sodB"	0.932599999999999	"phoB"	3.2648912499999962
"aspC"	6.65124	"mlrA"	1.6396951004648774	"ygcE"	0.9326425	"phnG"	3.2654965000000002
"ybbP"	6.651879999999999	"ydiV"	1.6397050274219116	"argC"	0.9326949999999989	"fecC"	3.2661189999999998
"ppk"	6.65308	"puuR"	1.6399438819124208	"grxA"	0.9327450000000006	"hydN"	3.266477499999998
"fadJ"	6.6545700000000005	"yqiK"	1.640047685698982	"nlpD"	0.9329999999999998	"phnK"	3.2669849999999983
"clpA"	6.65634	"rstA"	1.640501652091518	"yfdY"	0.9330199999999991	"casE"	3.2672652499999977
"ylbF"	6.6565900000000005	"yifE"	1.6408080866177617	"rsmB"	0.9330800000000021	"kdpA"	3.2674700000000003
"nudI"	6.657160000000001	"tusB"	1.6410784122782982	"puuB"	0.9331875000000007	"moaD"	3.2681459999999998
