"rank_range"	"range"	"rank_ci_95"	"ci_95"	"rank_iqr"	"iqr"	"rank_best_95"	"best_95"
"alr"	4.9571	"yfiP"	1.1016105475908147	"hofM"	0.6007499999999997	"fryB"	2.199321249999998
"pitB"	4.958309999999999	"metR"	1.1016594252652725	"rseC"	0.6009399999999996	"insO-1"	2.199803
"dedA"	4.95901	"ydfH"	1.1023113260403816	"rplL"	0.6011000000000006	"yehL"	2.200188
"pdxJ"	4.962870000000001	"surA"	1.1024168851567917	"yggR"	0.6013900000000003	"torT"	2.200499249999999
"dnaA"	4.9630600000000005	"rfaD"	1.1026107446870625	"abgA"	0.6014299999999988	"ftsQ"	2.2006187500000003
"cydC"	4.963679999999999	"rlmJ"	1.1038759123664583	"ydiT"	0.6014925	"macB"	2.2008600000000005
"dkgB"	4.965089999999999	"yhhK"	1.1044807039179958	"fhlA"	0.6018924999999999	"xerD"	2.202031999999999
"fsaA"	4.96537	"ydjI"	1.1046518530855272	"yeeW"	0.6022925000000008	"yifK"	2.202270249999998
"cmtA"	4.9676	"yedQ"	1.1046612983381998	"yhfX"	0.6023000000000005	"frsA"	2.2029397499999988
"mdoH"	4.97554	"ybfF"	1.1047653614949426	"frwD"	0.6025749999999999	"qseC"	2.2049152499999956
"scpA"	4.975820000000001	"insO-1"	1.105055976433561	"rsmD"	0.6026574999999994	"yfeY"	2.205146499999996
"cas1"	4.976389999999999	"yrdB"	1.1054084454052608	"nemR"	0.6028049999999983	"yhaK"	2.206357249999998
"ravA"	4.97666	"yedY"	1.1058180520775693	"yoaD"	0.6029474999999991	"ompR"	2.2065337499999984
"csrD"	4.9775100000000005	"cutA"	1.1061383062616346	"cpsB"	0.6033749999999998	"yfjY"	2.2066459999999983
"yhjK"	4.979410000000001	"rfaH"	1.1063188156994235	"puuC"	0.603670000000001	"ytjB"	2.207805249999998
"acrR"	4.98408	"yecD"	1.106350055269856	"lpoB"	0.6039274999999993	"yibQ"	2.2083015
"rsmF"	4.984179999999999	"yhdT"	1.1064571818226134	"yhbX"	0.6040050000000017	"rbbA"	2.2084234999999985
"pqiB"	4.984179999999999	"recQ"	1.1064873894476388	"yibF"	0.6041799999999995	"recQ"	2.2089539999999985
"insO-2"	4.9845999999999995	"ybfO"	1.1068896766350187	"rng"	0.6042300000000012	"ymdC"	2.2095567499999973
"argD"	4.985240000000001	"ydhZ"	1.1069193648794622	"gntT"	0.6042324999999984	"ybbN"	2.2095579999999995
"rplJ"	4.98734	"pncA"	1.109089881535283	"yigZ"	0.604352500000001	"kdsD"	2.210659999999999
"metH"	4.98793	"pssA"	1.1092284135334705	"ypdB"	0.6045449999999999	"paaH"	2.2108542499999997
"tesB"	4.989699999999999	"dusC"	1.1098351434629943	"yfdM"	0.604750000000001	"yajI"	2.2110899999999996
"xseA"	4.99273	"scpC"	1.1100721626990935	"ynjD"	0.604965	"ansA"	2.2114847500000003
"rdoA"	4.992999999999999	"yihT"	1.1101270062190574	"mutS"	0.6050399999999989	"slyX"	2.211721749999999
"lpxD"	4.9973	"yifK"	1.1117966511146373	"gshA"	0.6050500000000021	"lysA"	2.2123877499999978
"tufA"	4.99737	"ghrA"	1.1120183746962382	"rpmJ"	0.6051000000000002	"folM"	2.212698999999999
"aqpZ"	4.99984	"yhaK"	1.112413847076257	"apaG"	0.6051000000000002	"eutE"	2.2131535000000007
"map"	5.00671	"ecpC"	1.1125957951443732	"pldA"	0.6051874999999995	"ybbY"	2.213159750000001
"yfgM"	5.0079	"yicL"	1.1133017795578626	"tusD"	0.6054875000000006	"ybjD"	2.2140515
"mutM"	5.007930000000001	"uxaC"	1.1136255000050475	"yehW"	0.6057724999999987	"sapF"	2.214145249999996
"ybjS"	5.01003	"prmC"	1.1147120931096792	"yfaA"	0.6058124999999999	"agaR"	2.2144807499999963
"yggE"	5.010970000000001	"map"	1.1149209079733242	"mdtI"	0.6058625000000006	"recB"	2.2152432499999994
"yhbV"	5.01153	"mutS"	1.1151920017536252	"ybhG"	0.6062850000000015	"fdhE"	2.215627749999996
"xerD"	5.013800000000001	"gfcE"	1.11563692140986	"mtgA"	0.6063150000000004	"dnaC"	2.2163124999999972
"ybiP"	5.01404	"cdaR"	1.116295613947309	"ddpB"	0.6064600000000002	"rppH"	2.21645075
"mog"	5.0183599999999995	"ygiC"	1.1163682299651538	"fau"	0.60684	"fixX"	2.2175325
"yedQ"	5.018459999999999	"ydfX"	1.1165139198186471	"yahL"	0.6071200000000001	"prfA"	2.218044749999999
"b3975"	5.02092	"rlmC"	1.1165921562841243	"luxS"	0.6071749999999998	"ptsP"	2.2186407500000005
"dgkA"	5.028659999999999	"ybcJ"	1.1168355726250927	"lsrD"	0.6071749999999998	"ubiC"	2.2203772499999985
"yhhM"	5.029929999999999	"ykfA"	1.1168730300373864	"fdhD"	0.6072924999999998	"scpC"	2.2206504999999996
"ycfS"	5.032610000000001	"wcaB"	1.1172536616286297	"ygcN"	0.6074650000000013	"yedQ"	2.22124375
"yhdP"	5.0332799999999995	"matP"	1.1177208344416554	"kdpE"	0.607520000000001	"ybiY"	2.2213547499999997
"arfB"	5.033709999999999	"recJ"	1.1187388227715955	"yddM"	0.6075999999999997	"ycaD"	2.2214329999999993
"yceB"	5.037280000000001	"gpsA"	1.1188077678916681	"yqcC"	0.6079950000000007	"dapF"	2.2247999999999983
"scpB"	5.037590000000001	"yjeI"	1.1188625331824051	"hofQ"	0.6081024999999993	"acrD"	2.2249544999999973
"potB"	5.04034	"fryB"	1.1188642591100484	"yfbK"	0.6081099999999999	"yghD"	2.2255975
"agaW"	5.04062	"yedJ"	1.1193956276320531	"napC"	0.6082474999999992	"stfR"	2.2256832499999994
"elbB"	5.04136	"mdfA"	1.1198105452841771	"yqeA"	0.6083675000000008	"yjdL"	2.2269734999999997
"cpxA"	5.04193	"yegE"	1.1205200312373371	"ytfH"	0.6084449999999997	"phoA"	2.2270745000000005
"aes"	5.04302	"uidC"	1.1207285614937426	"dnaC"	0.608550000000001	"ydfH"	2.227318249999998
"yajQ"	5.04434	"glyS"	1.1208188915187793	"idnR"	0.6085549999999991	"yaeF"	2.228368249999999
"hofC"	5.044760000000001	"yoaD"	1.1209026784358376	"yacH"	0.6092175000000006	"recJ"	2.228585999999999
"iaaA"	5.046359999999999	"pepA"	1.1209545918197898	"psd"	0.6093000000000011	"endA"	2.228755249999999
"yhhK"	5.046659999999999	"slmA"	1.1210191257238395	"pmbA"	0.6094850000000012	"gss"	2.2298567499999917
"yaaH"	5.04754	"ynbD"	1.121211813803924	"menD"	0.6099449999999997	"trkA"	2.2309094999999974
"solA"	5.048539999999999	"chbR"	1.1214913968102198	"qmcA"	0.6099525000000003	"ybhG"	2.232407750000002
"ydgK"	5.049639999999999	"yidA"	1.121768694462954	"sppA"	0.6099949999999996	"metR"	2.2333479999999994
"rlmB"	5.05156	"pgm"	1.1218667678782155	"yfcS"	0.6100300000000001	"ltaE"	2.2342489999999984
"yeiP"	5.052689999999999	"rlmM"	1.1221634624124777	"prfA"	0.6101399999999995	"uxaC"	2.234341999999998
"mlaF"	5.052700000000001	"hycG"	1.123059325665441	"narQ"	0.6105699999999992	"yajQ"	2.23473875
"eda"	5.054360000000001	"ssb"	1.1231226287787603	"yfaD"	0.6105900000000002	"cydC"	2.2352187500000005
"ffh"	5.0547699999999995	"cynX"	1.1232345396173982	"fixC"	0.6107074999999984	"agaS"	2.235399749999999
"ydhT"	5.055000000000001	"rtcB"	1.123461147886838	"rtcA"	0.6107349999999983	"dcd"	2.2360930000000003
"ubiA"	5.055320000000001	"lysA"	1.1237477702466643	"yehL"	0.6108050000000009	"ycbV"	2.2368752499999998
"ygdB"	5.055629999999999	"pqiA"	1.1240490858819918	"yoaH"	0.6111399999999989	"alx"	2.237131249999999
"yeeP"	5.05661	"ugpE"	1.1250747330788806	"gfcB"	0.6122174999999999	"mutS"	2.2372075000000002
"bamD"	5.05863	"dtpD"	1.1255264391476767	"xapB"	0.6124	"insO-2"	2.2391447500000012
"yeaL"	5.059060000000001	"glk"	1.1256213496584044	"phnO"	0.6130999999999993	"epmA"	2.239556499999998
"fixX"	5.059709999999999	"nrfF"	1.125830990080836	"aqpZ"	0.6133399999999991	"hcaT"	2.2417002499999974
"nadE"	5.06203	"rseC"	1.126213419188303	"yhhN"	0.6133900000000008	"ybjO"	2.241769999999999
"rho"	5.065440000000001	"ydiQ"	1.1270251670110698	"paaI"	0.61348	"pepA"	2.242417250000001
"sseA"	5.06786	"yijD"	1.127060795215489	"ygcS"	0.6136475000000026	"yqgE"	2.242536000000001
"trmI"	5.069859999999999	"agaS"	1.1272051698052292	"ompR"	0.6137000000000015	"yehI"	2.243515750000001
"gutQ"	5.07051	"gntT"	1.12737760510345	"ycbZ"	0.61374	"matP"	2.2445477500000006
"clpS"	5.07085	"ftsQ"	1.1282880694072552	"yecM"	0.6138224999999995	"yhhX"	2.2453062499999987
"ybjT"	5.07274	"yjhV"	1.1289279642232972	"yigE"	0.6140899999999991	"acrB"	2.245307249999998
"dcuR"	5.076239999999999	"hicB"	1.1290751743616845	"ynjC"	0.6142699999999994	"rimO"	2.246276999999999
"yhhT"	5.077710000000001	"yhhX"	1.129143233964128	"yhdV"	0.6143900000000002	"loiP"	2.2466919999999995
"sbcB"	5.07799	"yeiR"	1.1292346073922939	"gudP"	0.6148674999999999	"yhbP"	2.246989249999997
"argB"	5.07953	"ypdA"	1.1295449146310064	"ydbA_2"	0.6150974999999992	"yicR"	2.247575999999998
"yidC"	5.079750000000001	"ybiO"	1.129753268425086	"eutE"	0.6151999999999997	"yfcP"	2.2480217499999977
"ftsP"	5.081989999999999	"pgaD"	1.1298047994412928	"ybaO"	0.6153200000000005	"yajD"	2.2482502499999963
"tatB"	5.082	"cmoB"	1.129825677831686	"narY"	0.6154074999999999	"arfB"	2.24898825
"tamB"	5.085100000000001	"artM"	1.1301015012937001	"murF"	0.6156550000000003	"csrD"	2.249150749999999
"ppdC"	5.08629	"yieL"	1.1302986655339495	"ybiU"	0.6158100000000006	"agaD"	2.2494447499999977
"ubiC"	5.08826	"yniC"	1.1303462836513514	"rarD"	0.6159300000000005	"paoC"	2.2494904999999976
"ycbZ"	5.08852	"lpxH"	1.1305051105284145	"ycjT"	0.6161224999999995	"zapB"	2.2502122500000006
"yciO"	5.090260000000001	"insA-7"	1.1308777672704442	"degP"	0.6161349999999999	"ppiB"	2.252257499999999
"ftsW"	5.090459999999999	"ymjA"	1.1314623721876218	"yjeM"	0.6162774999999989	"apaG"	2.2530357499999987
"yraN"	5.09183	"rnr"	1.1322850110710023	"ade"	0.6163675000000008	"gsiC"	2.2533419999999973
"ybgK"	5.09352	"ubiX"	1.1325350008988115	"rhtC"	0.6164825	"ybhO"	2.2546572499999993
"ecoZ"	5.09453	"rarD"	1.1328492643061465	"yiaU"	0.6164950000000005	"lpxK"	2.2552137499999994
"rsfS"	5.097999999999999	"rhtB"	1.133288173515013	"yggD"	0.6168699999999987	"hipA"	2.255461249999999
"ychG_2"	5.10166	"ybhK"	1.1347100199450872	"yedS_1"	0.6171399999999991	"pepN"	2.2562912500000003
"hcaF"	5.102040000000001	"holB"	1.135110211744078	"yaaI"	0.6173300000000008	"yfjR"	2.2564457499999993
"ygdD"	5.10584	"zapB"	1.13562544446522	"yjcE"	0.6174900000000001	"hicB"	2.256933499999999
"ytfJ"	5.105930000000001	"loiP"	1.136264920376368	"sixA"	0.6175724999999996	"ydiQ"	2.2572432499999993
"accC"	5.10703	"wcaI"	1.136653345121337	"metL"	0.6178174999999992	"fkpB"	2.257441250000001
"yjdC"	5.1075	"pepB"	1.1366845698426424	"kdsC"	0.6179000000000006	"yfcR"	2.2575895
"ybcJ"	5.10977	"yeaK"	1.1373301311877577	"yihT"	0.6179699999999997	"mzrA"	2.25765275
"bglH"	5.111070000000001	"rlpA"	1.1377348599095933	"yegT"	0.6181074999999989	"ccmF"	2.258271500000001
"fucR"	5.1113100000000005	"ydfU"	1.1378650381031863	"higA"	0.6187850000000008	"fucK"	2.2583362499999993
"pntB"	5.11219	"yjhH"	1.1379640250935255	"ampH"	0.6188000000000002	"paaI"	2.2586802499999985
"araJ"	5.11342	"ttdR"	1.1380200453605847	"yeaY"	0.6191900000000015	"nhaB"	2.2596982499999996
"yegW"	5.117780000000001	"fre"	1.1381311165535053	"cpxR"	0.6195499999999985	"yjeM"	2.260369999999999
"pdxB"	5.1178799999999995	"epmA"	1.1383080501935345	"rpiR"	0.6196149999999996	"ftsK"	2.261272999999999
"cycA"	5.117980000000001	"yjcE"	1.1383473348355708	"yadD"	0.6197750000000006	"rffD"	2.263368249999999
"pheT"	5.11948	"paaI"	1.1383675851158983	"yzfA"	0.6198424999999999	"hcaD"	2.264139750000002
"ydiI"	5.120280000000001	"sapF"	1.138515173303129	"yafL"	0.6203300000000009	"ytjC"	2.264255499999999
"treR"	5.121660000000001	"ppiB"	1.1386052547321985	"rna"	0.6203500000000002	"yciM"	2.2648699999999993
"yeaP"	5.123489999999999	"yhiI"	1.1386439942070778	"ligA"	0.6210500000000003	"ypfJ"	2.264973249999999
"narX"	5.1236999999999995	"gutQ"	1.138743220056068	"ycfK"	0.6211400000000005	"b2084"	2.2651042499999985
"ytjC"	5.12464	"ghrB"	1.138895589208605	"yidE"	0.6211575000000025	"artM"	2.26660925
"yaiL"	5.12546	"narY"	1.1390890278212333	"ynfL"	0.6212774999999979	"cysE"	2.267557999999994
"ppiC"	5.126939999999999	"eutJ"	1.1393592620697575	"dkgB"	0.6213700000000006	"ubiA"	2.2675974999999973
"ampE"	5.12835	"fkpB"	1.1397720543598102	"mntR"	0.6216249999999999	"ycjQ"	2.26812975
"gyrB"	5.1296	"kdsB"	1.1400928368704284	"nrfF"	0.6216299999999997	"mnmG"	2.2681605000000005
"rssA"	5.13168	"clpX"	1.1401467488043031	"prmA"	0.6216399999999993	"sseB"	2.268354999999996
"menA"	5.13186	"zitB"	1.141673168264142	"rppH"	0.6219000000000001	"panF"	2.2687720000000002
"frdD"	5.13204	"pstA"	1.1419836998465707	"ykgD"	0.6225025000000013	"ynjB"	2.269802499999999
"yfaQ"	5.13356	"modE"	1.1421756330953656	"yfiC"	0.6225849999999991	"hcaB"	2.2699194999999994
"creD"	5.134390000000001	"tyrP"	1.1427204186321018	"dhaR"	0.6226475000000002	"ydfI"	2.2699972499999985
"ydiK"	5.1346	"yhaJ"	1.142752541638965	"ccmE"	0.623312499999999	"yraN"	2.27112775
"aroA"	5.13491	"phnO"	1.1428509200240484	"yejE"	0.6234100000000007	"ynbD"	2.271962999999997
"btuF"	5.13554	"pitB"	1.1432196709668285	"ykgB"	0.6235049999999998	"zupT"	2.272434999999998
"yjjV"	5.13642	"lpxK"	1.1434860584466975	"mdtM"	0.6235800000000005	"yqjH"	2.2741117499999994
"ascG"	5.138270000000001	"arnT"	1.143908921575045	"rpiA"	0.6235999999999997	"pssA"	2.2741849999999975
"narL"	5.139569999999999	"psuK"	1.1440774715588755	"yqgA"	0.6237574999999982	"ynjD"	2.2750429999999993
"purB"	5.140000000000001	"allA"	1.1441637951142203	"rplN"	0.6240000000000006	"menE"	2.275388499999999
"xapA"	5.14049	"arfB"	1.1449869877431782	"yieK"	0.6240000000000006	"ybfN"	2.27649525
"iclR"	5.14369	"cpdB"	1.1454566857117172	"rsgA"	0.6240675000000007	"rsmI"	2.2767874999999975
"yidQ"	5.14743	"ybiT"	1.1457019887923894	"hycF"	0.6241199999999996	"allA"	2.2768014999999986
"hemN"	5.149189999999999	"metH"	1.1462352620530873	"envZ"	0.6243375000000011	"ykgD"	2.2768632499999972
"amiB"	5.14935	"rbbA"	1.1468095842335337	"torY"	0.6254199999999992	"mdfA"	2.276906249999996
"aroB"	5.1494	"scpB"	1.146815980690148	"glnD"	0.6254600000000003	"fucO"	2.276987499999999
"yoaB"	5.1494100000000005	"fucK"	1.1468784238788168	"alsC"	0.6254799999999996	"yqgA"	2.277002499999999
"ygdQ"	5.15149	"ycjY"	1.1470775835955789	"thiQ"	0.6257300000000008	"cmoA"	2.277496499999998
"yhdW"	5.15149	"elaA"	1.14715644998937	"ycjO"	0.6269799999999996	"nrfF"	2.2776439999999996
"rnr"	5.152419999999999	"ydcN"	1.1472199139098112	"mak"	0.6272300000000008	"ygiC"	2.278613749999998
"erpA"	5.1536300000000015	"ybjI"	1.1473998357357953	"yidB"	0.6273349999999986	"glk"	2.278807499999999
"torY"	5.15564	"paaZ"	1.1474681663609372	"ybeY"	0.6273999999999997	"cobU"	2.27922125
"gltL"	5.157449999999999	"yfdM"	1.1476004538316815	"yobB"	0.6274000000000015	"ygfB"	2.279348249999998
"nuoI"	5.1586099999999995	"ybjT"	1.1478475338509373	"narX"	0.6277150000000002	"ygbA"	2.27984
"fruA"	5.15957	"insO-2"	1.1479244727130578	"rplE"	0.6278000000000006	"lolD"	2.2803599999999973
"yadI"	5.16032	"hemN"	1.1487607058517744	"sapF"	0.6281125000000003	"ddpF"	2.2805225
"gcvA"	5.160820000000001	"narX"	1.14878779402292	"paaB"	0.6281400000000001	"ypdE"	2.2817299999999996
"ybjQ"	5.162249999999999	"acpT"	1.148849621962561	"araE"	0.6282925000000006	"glgP"	2.281785999999995
"eutC"	5.16879	"ygiM"	1.1489878980930972	"fecR"	0.6283124999999998	"ygfS"	2.2822362499999977
"ycgL"	5.1697299999999995	"narL"	1.1492766954982363	"hemG"	0.6283899999999996	"pldA"	2.2834327499999993
"nlpC"	5.17085	"dapF"	1.1493774021488712	"yqjI"	0.6285699999999981	"ade"	2.2848507499999995
"ypdA"	5.17314	"ydhF"	1.149637473785106	"ugpE"	0.6286100000000001	"yohF"	2.284869500000001
"nhoA"	5.173790000000001	"yggU"	1.1498884944681727	"xapR"	0.628825	"yciC"	2.285430250000001
"lptD"	5.174030000000001	"ypfJ"	1.150158741130108	"norV"	0.6289774999999995	"ycjT"	2.285849749999998
"rluD"	5.17498	"ung"	1.1505685251242188	"yjhH"	0.6289850000000001	"insA-7"	2.2865482499999956
"thiD"	5.17506	"pth"	1.1507723660018725	"hcr"	0.6290224999999996	"hemX"	2.2869744999999977
"hofQ"	5.175339999999999	"avtA"	1.1508868328212407	"paaY"	0.6291675000000012	"brnQ"	2.2873660000000005
"mlrA"	5.17608	"elfD"	1.1519461233427866	"panD"	0.6293249999999997	"rstB"	2.289432249999998
"gntU_2"	5.17784	"yajD"	1.152153530116857	"dsrB"	0.629525000000001	"cynX"	2.2895637499999992
"chbC"	5.17865	"hipA"	1.15240115079694	"ugpQ"	0.62955	"ygjQ"	2.289809499999998
"glpG"	5.1814599999999995	"ycjQ"	1.1535883081552298	"citX"	0.6295549999999999	"tmcA"	2.2901947499999995
"rhlE"	5.1817400000000005	"hyfR"	1.15371244613236	"sgbE"	0.6296724999999999	"kefF"	2.2905827499999996
"yggC"	5.1854700000000005	"paaY"	1.1538618885027878	"rdgC"	0.6299025	"ribA"	2.291071749999997
"rsuA"	5.1869000000000005	"ansA"	1.154046886270185	"dmsD"	0.6308700000000016	"rseC"	2.2919255000000014
"blc"	5.187239999999999	"zntR"	1.1542214628615577	"ccmC"	0.6309125000000009	"ansP"	2.2944104999999997
"pepE"	5.19039	"rrrQ"	1.1544107383920195	"gapA"	0.6311999999999998	"rdoA"	2.2952312499999987
"ycjQ"	5.19054	"yfeA"	1.1544167819259277	"torT"	0.6314924999999985	"yhaJ"	2.295600000000001
"emtA"	5.190810000000001	"yccF"	1.155011951769885	"xdhA"	0.6317425000000014	"btuD"	2.296018749999998
"yjgA"	5.19127	"torD"	1.1555226056511034	"ulaA"	0.6318200000000003	"trmH"	2.2963229999999992
"yeiI"	5.19432	"ycbL"	1.1555533818376043	"appB"	0.6318824999999997	"yfgI"	2.296657999999998
"truA"	5.19576	"uidB"	1.1556065236240172	"yfaP"	0.6319600000000012	"rtcB"	2.2973507500000014
"tldD"	5.1974800000000005	"btuE"	1.1559717582479196	"nrfD"	0.6319999999999997	"yicL"	2.2975399999999997
"coaE"	5.19786	"ybjO"	1.1560431247776934	"lolB"	0.6323275000000006	"ybiO"	2.2979759999999976
"ftsA"	5.19847	"kdpD"	1.156404670100004	"yjbH"	0.6324749999999977	"mukE"	2.29802325
"ytfH"	5.200049999999999	"ybfN"	1.1567485580323047	"yjjK"	0.6326000000000018	"rsgA"	2.298375499999999
"yhbW"	5.200339999999999	"ytfP"	1.1571762342394232	"recG"	0.6328599999999991	"rlmG"	2.2995279999999934
"ugpE"	5.20511	"eutH"	1.1585435232269523	"queF"	0.6328700000000005	"mdtK"	2.301171749999998
"ebgR"	5.2051300000000005	"ycgN"	1.1586874100211415	"mltC"	0.6330250000000017	"dcuS"	2.3017225000000003
"ydjG"	5.20672	"kefF"	1.158871961829333	"rfaE"	0.6332250000000013	"ybiT"	2.301909499999997
"cmk"	5.21161	"hycI"	1.1589273887026676	"ybhS"	0.6337524999999982	"msbA"	2.3027957499999996
"rssB"	5.211949999999999	"rpoN"	1.159538711236489	"wzb"	0.6337674999999994	"nrdR"	2.3033564999999996
"ybhL"	5.213030000000002	"qmcA"	1.1596016959316895	"moaA"	0.6338499999999989	"ydhK"	2.3035177499999993
"gcd"	5.21322	"frvX"	1.1600895056800438	"lolA"	0.6340999999999983	"yccF"	2.303641
"pepB"	5.21399	"ygiN"	1.1606488795878651	"cas2"	0.6341325000000015	"ygdD"	2.3044175000000013
"nlpD"	5.21594	"cmoA"	1.1608507969717	"yfcF"	0.6348099999999999	"ycaN"	2.306003249999999
"ycdY"	5.21685	"folA"	1.1611814877097308	"ydhZ"	0.6349999999999998	"tsaD"	2.307928499999999
"bglA"	5.21759	"sohB"	1.1613534920440758	"phoP"	0.6351000000000013	"yaaJ"	2.309927249999996
"yjhV"	5.21883	"trkA"	1.161608843761318	"recQ"	0.6353199999999983	"yfaX"	2.3113772499999996
"hycH"	5.220069999999999	"yjdL"	1.1616626749213455	"yheO"	0.6353550000000006	"iclR"	2.3119000000000014
"dppC"	5.2211300000000005	"cydC"	1.1617238625831399	"yhaV"	0.6354000000000006	"ypfG"	2.3125079999999993
"pbpG"	5.221329999999999	"yjtD"	1.162521742230989	"rrrD"	0.6358600000000001	"yijD"	2.3144667499999994
"yebZ"	5.221489999999999	"alsC"	1.1634277587159187	"cpdA"	0.6359250000000003	"menD"	2.315325249999999
"efeU_2"	5.22164	"ymdC"	1.163730932573078	"ybiT"	0.6359899999999996	"narY"	2.316452249999993
"fdnI"	5.22454	"rimI"	1.1638871179462043	"tusE"	0.6363500000000002	"ydbC"	2.3166654999999983
"yjeH"	5.22509	"ynjD"	1.164186563630539	"yidL"	0.6366500000000004	"ycbL"	2.3167285000000017
"yieL"	5.228810000000001	"yfdC"	1.1643880531943234	"ahpF"	0.6366999999999994	"fabR"	2.317096999999997
"nlpI"	5.229010000000001	"acrB"	1.1648360037799543	"syd"	0.6368399999999994	"pitB"	2.3174835000000007
"ykfI"	5.2306799999999996	"msbA"	1.1649573156713402	"hycC"	0.6377200000000016	"cpdB"	2.317801499999998
"matP"	5.23214	"higA"	1.1652504624506022	"ttdB"	0.6377499999999987	"cmoB"	2.3188525
"livH"	5.23245	"xerD"	1.1652872095863267	"yfaY"	0.637814999999998	"yghU"	2.3190880000000007
"add"	5.23398	"fsr"	1.1654006371302577	"uidC"	0.6380325000000004	"aroD"	2.3191534999999988
"gltJ"	5.23516	"panF"	1.1657927100811711	"dgoR"	0.6380499999999998	"yhiI"	2.3191954999999975
"metL"	5.23602	"yhdY"	1.165806842862703	"hemL"	0.6381674999999998	"ppiD"	2.3201929999999997
"fieF"	5.236279999999999	"acpP"	1.1658318581416076	"ydcR"	0.6384125000000012	"yjeI"	2.3210274999999996
"cdsA"	5.236589999999999	"yigW_2"	1.1659498229923744	"mobB"	0.6386500000000002	"nagD"	2.321930499999999
"qmcA"	5.237499999999999	"tusE"	1.1663878057845678	"ycgH_2"	0.6386700000000012	"yiaJ"	2.3223719999999997
"bioA"	5.238309999999999	"yqgA"	1.1664727950647173	"yfeA"	0.6386900000000004	"pqiA"	2.3227537500000004
"yciT"	5.23837	"yidJ"	1.1676876722872118	"yfcL"	0.6387350000000005	"pstA"	2.3230024999999976
"yehT"	5.23849	"uvrB"	1.1690201221074896	"ydjL"	0.6389699999999987	"rhtC"	2.32346875
"ynbE"	5.2391700000000005	"nadK"	1.1691123832796875	"uhpC"	0.6390925000000003	"gutQ"	2.3236487499999985
"yjbL"	5.2426200000000005	"nikE"	1.1696112123706341	"yceM"	0.6391425000000002	"ygcN"	2.324279999999999
"ygjP"	5.24274	"ygfI"	1.17008567251479	"trpR"	0.639172499999999	"yfaA"	2.3247897499999963
"mug"	5.243689999999999	"yhbX"	1.1702033380955048	"narV"	0.6393400000000007	"mdoC"	2.3251909999999993
"ppc"	5.251429999999999	"nfuA"	1.170258575965067	"pqiA"	0.6397375000000007	"setB"	2.325652749999998
"yqjD"	5.25337	"gudX"	1.1709010434346854	"prlC"	0.63978	"bglX"	2.32593575
"tppB"	5.253380000000001	"ynbC"	1.1714624512930243	"apbE"	0.6398374999999987	"paaY"	2.3269557499999998
"treF"	5.25351	"mukE"	1.171576925608774	"chbC"	0.6398875000000004	"avtA"	2.327687750000001
"usg"	5.254549999999999	"yohF"	1.1721631709366416	"yhjC"	0.6399725000000007	"frlR"	2.327860499999999
"xerC"	5.25462	"speA"	1.1723504198311008	"yicR"	0.6401099999999982	"ubiX"	2.328443499999999
"pqiA"	5.25474	"rstB"	1.1725640571839375	"paaE"	0.640292500000001	"paaZ"	2.330974499999998
"yrbG"	5.255119999999999	"hemG"	1.1728869407336655	"ydiQ"	0.6403675000000009	"ssb"	2.3320374999999984
"frlB"	5.255809999999999	"mug"	1.1728916886238592	"creC"	0.64039	"nadK"	2.333349499999997
"pdxY"	5.2559700000000005	"tauD"	1.172983479550131	"fepD"	0.6404074999999985	"ybaN"	2.333503999999998
"focA"	5.2575199999999995	"gudP"	1.173018593517021	"dcuR"	0.640482500000001	"sbmA"	2.3339144999999997
"pcnB"	5.260800000000001	"pepQ"	1.1731687834734792	"holA"	0.6405449999999995	"phnP"	2.3341770000000004
"cpxR"	5.2682400000000005	"ydgI"	1.173299335315531	"rplX"	0.6407000000000007	"rcnA"	2.3342522499999987
"ygfB"	5.268719999999999	"lptF"	1.1734380698155793	"rluA"	0.6410125000000004	"yfdM"	2.3347684999999947
"ydgA"	5.26931	"folM"	1.1737957631408928	"mazE"	0.6411000000000016	"fsr"	2.336223249999999
"gss"	5.27058	"yphD"	1.173844998901679	"zntR"	0.6413250000000001	"yeiR"	2.3363177499999965
"macA"	5.270670000000001	"nrfD"	1.1742411389716272	"fucK"	0.6413350000000015	"yecM"	2.3380279999999996
"gstB"	5.27116	"fdhE"	1.174475300507612	"rffA"	0.6414624999999994	"yfeA"	2.3384575000000005
"sapF"	5.2713399999999995	"gluQ"	1.1754433486508873	"ybeX"	0.6415500000000005	"cynS"	2.339009
"pitA"	5.27222	"gsiA"	1.1756625045656595	"yjfJ"	0.6416775000000001	"ppiC"	2.3391109999999973
"ycjO"	5.27273	"chiA"	1.1757938426416212	"wcaA"	0.6420124999999999	"gntT"	2.3394949999999994
"yfcF"	5.2734	"menD"	1.1758460301760996	"serB"	0.6421324999999989	"uidB"	2.3395735
"yhdZ"	5.27354	"ggt"	1.176064299539958	"yeeL_2"	0.64215	"panD"	2.340211749999998
"hemF"	5.275399999999999	"greB"	1.1766586028599781	"hemX"	0.6428250000000002	"uidA"	2.3410502499999977
"ygbM"	5.276349999999999	"sad"	1.1769127994571413	"yghO"	0.6429500000000008	"ytfP"	2.3416919999999983
"ybgC"	5.27636	"yaaJ"	1.177064312604478	"hofB"	0.6429674999999992	"agaW"	2.3424742500000013
