"genes_rank_std"	"std_rank_std"	"r_rank_std"	"genes_rank_r, ""std_rank_r"	"r_rank_r"
"yciV"	0.746192302618448	0.9899765774551355	"yegE"	0.5716938934884374	0.9905992677812477
"focB"	0.7471466468238178	0.9730570672812858	"xisE"	1.7614986507575505	0.9905963608382483
"tyrA"	0.748253396510228	0.9830629129729512	"fmt"	0.7735838709429969	0.9905940410040992
"marB"	0.7482730762879838	0.9945560062884442	"ruvB"	0.47230303403928436	0.9905932057109035
"ycjU"	0.7484695516785459	0.970954662734303	"nudC"	0.6681924705660534	0.9905891628361005
"b1903"	0.7485134537596383	0.9798367832613334	"agp"	1.029424920933888	0.9905830126871186
"ppk"	0.7485712558341203	0.9755966880410569	"ygdI"	1.323766168726364	0.9905809950386611
"murC"	0.748656803984366	0.9637515529721643	"cbl"	1.0380819688804948	0.9905682187276955
"xanP"	0.7488314694480775	0.9948678507687279	"rplS"	0.8961946774597945	0.990557839124483
"pykA"	0.7489621104918912	0.9978521765629614	"yiaC"	0.3840973303200903	0.9905539148571029
"lptD"	0.7490838959935919	0.9851711534430704	"eutH"	0.5910936342994655	0.9905471970456247
"rsfS"	0.7494162773405165	0.99775573496854	"treR"	0.4689388029074832	0.9905335384783122
"hyfA"	0.7495373247504877	0.974651940268439	"thrA"	0.9796899172275519	0.9905334492150749
"yfbV"	0.749540191309929	0.9942426407026955	"cspI"	1.4241887305286969	0.9905283003886203
"sixA"	0.7496522194631561	0.9818885891213833	"dmlA"	0.6956081642076767	0.9905263979519368
"nupX"	0.7497049764896911	0.9805014612429763	"gapA"	0.6567454443035371	0.9905242266832641
"yejL"	0.750000742276729	0.9949068259532671	"ybbO"	0.42287488567830467	0.9905242047008632
"rpoB"	0.7500342461413477	0.9840032253342429	"yegL"	0.5369370296018939	0.9905237904219322
"kbaY"	0.7502800313904331	0.9852096414938533	"ychQ"	0.6644573061086846	0.9905228015418408
"degS"	0.7503685935460583	0.9537966873828789	"nuoK"	0.9582648415217527	0.9905171316016778
"kefC"	0.7503736867855557	0.994559187660364	"coaD"	0.5514302471790046	0.9905141002199017
"ygjH"	0.7504899087437368	0.9929378832009528	"nikC"	0.8417461362424644	0.9905140242152116
"ydbK"	0.7506546390063459	0.9935982505573344	"cfa"	1.129063943832505	0.9905103867941017
"b2653"	0.7507868174454367	0.9910334302408008	"fruL"	1.5423043922802733	0.9905061870922072
"yoaB"	0.7510490484326198	0.9823343765750262	"hycI"	0.5912894840319733	0.9905013321688222
"insN-2"	0.7511214283012255	0.9977499011371347	"yqjF"	0.7218036488640195	0.9904995429723915
"ybeM_2"	0.7513261199625473	0.9701142038582723	"yjfJ"	0.674908317580079	0.9904979365444122
"grxC"	0.7515229510695459	0.982435092350828	"yfhG"	0.4453064823174593	0.9904954793987014
"ygdH"	0.7520051458089072	0.9989983183191553	"lpxT"	1.0512849661549066	0.9904752358148698
"insG"	0.7520753047034338	0.9568975828425257	"yidJ"	0.5957590164730673	0.9904735856507284
"ftnB"	0.7521576726857687	0.9976289827967024	"yfeD"	0.8529623117086756	0.9904497646175365
"ybaQ"	0.7522339054699367	0.9964322434927964	"fic"	0.9991484572422465	0.9904475706725703
"dxs"	0.7522871130568903	0.9924873647944664	"plaP"	1.0257269925756465	0.9904398523791638
"xerC"	0.7525847352507641	0.9927121464589833	"paaZ"	0.5854429420208863	0.9904386307672833
"holC"	0.7526978554607621	0.9733928093031065	"dapD"	0.6595638672853582	0.9904258328329262
"glnB"	0.752718410399584	0.9727361741440652	"phnN"	0.5032141319481376	0.9904090711998098
"yfaL"	0.7532593112386148	0.9948153677485	"insA-7"	0.5769784526890022	0.9903905305074704
"hisA"	0.7535135395392164	0.9944263963705888	"yidX"	0.9013558451988136	0.9903807140488523
"yjbF"	0.753532864930501	0.9817228294649417	"brnQ"	0.6071244844655075	0.9903789548879806
"yqaB"	0.7538630869417382	0.9618061485754053	"gltJ"	0.6906741604654835	0.9903730200217029
"yegT"	0.7539090110225602	0.9709896763316495	"pyrH"	0.9041469549072767	0.9903628984232462
"efp"	0.7541103108178634	0.9971463341093404	"yliL"	0.6787966692934383	0.9903484978372048
"yaiW"	0.7541598084714078	0.9732635874066763	"smf_1"	0.6206172450353624	0.9903417516244829
"ccmA"	0.7541977493793711	0.9796363776422725	"yfaW"	0.5498909217033768	0.9903403647514483
"yfdE"	0.7542734441604114	0.969618803098705	"mglB"	1.3577201788689912	0.9903297667728589
"lsrR"	0.7544200206168556	0.9734663086924775	"napA"	0.7383399526219909	0.9903242205861263
"ygfF"	0.7547384091427483	0.9747554350512252	"gcvR"	0.735092753240133	0.9903084698292549
"yggL"	0.7549402411758528	0.9765172974427687	"cusB"	0.9468783842873041	0.990308185138041
"add"	0.755201214075138	0.9984628844176281	"ybbA"	0.42312385411241143	0.9903047132815841
"dgoK"	0.755269117344381	0.9841422183624483	"fis"	1.2640034143717098	0.9903033738917397
"yafE"	0.7553611318882271	0.9959602534956089	"yafD"	0.7621625822557059	0.9902991456646333
"glnD"	0.7554409633168777	0.9809051645056772	"marR"	0.8940211297627721	0.9902981296765272
"kduD"	0.7560483637111504	0.9580560107705952	"fecC"	0.8261957428456714	0.9902878140506078
"nudE"	0.756136641801699	0.999062680828282	"queF"	0.6045921158715647	0.9902859357926068
"ybgQ"	0.75619462131115	0.9814275587146946	"galS"	0.699407918576892	0.9902724898180534
"nikR"	0.756372441427704	0.9761769847305883	"rcnR"	0.6639906113739659	0.9902674880584715
"cysW"	0.7568656763867357	0.9969143837441705	"rof"	0.6055152106122116	0.990265953282061
"aer"	0.7570438999658214	0.9784527764992833	"treA"	0.7355768699262618	0.9902647171203751
"fdnH"	0.7574191761023167	0.9963786428716982	"ompW"	1.6752124028976156	0.9902583399178775
"ogrK"	0.7575054066796941	0.991508254349105	"ybjO"	0.5898179208049457	0.9902425806647599
"yiaF"	0.7577084776283369	0.9937430245589052	"wcaB"	0.5700273783819539	0.9902377759748183
"manA"	0.7577190266127517	0.972954163977666	"cpsB"	0.6493675250570459	0.9902353256716545
"ydaG"	0.7577758085433157	0.9857829700119415	"glgS"	1.5117742407562198	0.9902312391555617
"yliI"	0.7578764999209123	0.9933339664666015	"srlR"	0.9038857926720754	0.9902271454692086
"birA"	0.7579076565673291	0.987438810724512	"ptsN"	0.48948617031996405	0.9902238000007703
"potG"	0.7580160828960503	0.9948051973989219	"ysgA"	0.7819514563274328	0.9902191080562909
"gspH"	0.7580960976554052	0.9781016120033416	"secF"	0.6808446951984469	0.9902142144434702
"gstB"	0.7583249065060252	0.987594856163992	"dfp"	0.7225445190224891	0.9902099932083134
"fhuA"	0.7584720714667172	0.9980088584007598	"insO-1"	0.5638040696089597	0.9902007210621127
"rhlE"	0.7587916861915106	0.9872579862665897	"yciS"	0.5440148986641183	0.9901960746193322
"araG"	0.7589488826081443	0.9913186950258148	"clcB"	0.6975605037504664	0.9901888815213168
"yqgC"	0.7589940810112868	0.9887754903761065	"sdhC"	1.5036432360911225	0.9901873845036571
"crr"	0.7592919863360525	0.9833587157175904	"bdm"	1.1860967284442476	0.9901785998263462
"cybC"	0.7593414109352112	0.9684605155082429	"grxB"	1.0537954048398772	0.990169707094542
"ppdD"	0.7594154703275116	0.9845762214722441	"ybfH"	0.8297209776865135	0.9901688057116471
"yphE"	0.7597528846760979	0.9640570381951483	"yfbR"	0.38160495598490224	0.990167250168325
"pppA"	0.7599033875172203	0.9963145440329741	"srlE"	1.321462212561906	0.9901485425884055
"dhaM"	0.7601253769577687	0.9934978908322537	"fcl"	0.7834407971624608	0.9901423930510023
"yciU"	0.7602687479753846	0.9942749897324835	"gapC_1"	0.830446335790175	0.9901387987512955
"yghZ"	0.760279044616864	0.9944962838783125	"yfgO"	0.5552087827926598	0.9901223179229758
"ygeX"	0.7609463156214673	0.9540753629032058	"tap"	1.3296851835246855	0.9901215186985158
"dsbA"	0.7609568886230188	0.9932028613319568	"ybhB"	0.7141138291516234	0.990121286404699
"secM"	0.7618871204915808	0.9945121634949443	"tauB"	0.6590544239286228	0.9901198616018813
"yafD"	0.7621625822557059	0.9902991456646333	"rsmI"	0.5252147469214736	0.9901108282249546
"moaD"	0.7623089112696885	0.9911852763641813	"serC"	1.0465152416833716	0.9901104726565588
"lsrK"	0.7631390813488199	0.9796703059984136	"slyA"	0.7885630046391323	0.9900981074995816
"pdxY"	0.7634028489531762	0.9826661948724151	"rpoN"	0.591601383283923	0.9900937971270599
"rseA"	0.763625713551199	0.9921474123278304	"recO"	0.5294586232868019	0.9900746391692744
"yhjA"	0.7637053791388043	0.9956813046863837	"btuR"	0.5005704708328566	0.990072156673767
"ompN"	0.76401026745323	0.9640485821873529	"visC"	0.45439814294077124	0.9900692774752266
"yncD"	0.7643556080365709	0.9946307852194659	"ubiD"	0.7714650430673656	0.9900543174292448
"nlpC"	0.7645978591675461	0.9959936379278306	"uvrB"	0.5964388378099437	0.9900392251665373
"gmd"	0.7646577939173452	0.9857254287302858	"glcB"	0.8789459962224682	0.9900278365580164
"yfgJ"	0.7647457679543963	0.9919713645099633	"casA"	0.8363546677871113	0.9900148713529611
"yhgE"	0.7652521378591017	0.9703429433740964	"fecE"	0.7160790345629817	0.9900055781971551
"yeaO"	0.7657850767241543	0.9934829051833287	"yecC"	0.6907311264193374	0.9899971755578761
"mdtQ"	0.7659688779888238	0.9722131993617622	"ugpB"	0.7872619323281501	0.989990347143511
"yfcG"	0.7663105721941726	0.9921722991538561	"eutM"	0.6751646322446268	0.9899850864048232
"seqA"	0.7670764958220679	0.9507044357765245	"yciV"	0.746192302618448	0.9899765774551355
"htrE"	0.7672003260904801	0.9753062795442603	"rep"	0.6951698001488535	0.9899755436718247
"ydiM"	0.7673796998386152	0.9906184795057427	"modA"	0.8180663549586084	0.9899624374172158
"smrA"	0.7675559579060819	0.9712904987322605	"cutA"	0.5643562787049156	0.9899549245222994
"ucpA"	0.7679710165038623	0.9992301603625918	"cysU"	1.1145203494273344	0.9899445597738179
"puuE"	0.7680273649308709	0.9818185648052377	"feaR"	1.026598249412431	0.9899233551400878
"iscX"	0.7684930343310955	0.9972955988202827	"luxS"	0.6373260962006626	0.989919433152794
"frc"	0.7685163748269753	0.9855640992937664	"hyfB"	0.5385949404190453	0.98991416516719
"ygbK"	0.7685580952674875	0.9759126159401399	"dicC"	0.687232518778644	0.9899050745792232
"ycjP"	0.7688005052994632	0.9723366290080907	"chpS"	0.8449012758975452	0.9899019539603178
"yhcH"	0.7693075474741209	0.9920123289261867	"yehT"	0.9001100235057673	0.9898717663476483
"potA"	0.7693352498792175	0.9983079786291141	"yahB"	0.7182261530477476	0.989857398423511
"ssrA"	0.7694253160046114	0.9544384837400034	"malK"	1.3505656243981623	0.9898572238332123
"fhuB"	0.7697216908181127	0.975166404090785	"ytfF"	0.5220633446011632	0.9898564112144697
"nagC"	0.7698215113968209	0.9782105405198689	"agaW"	0.5423862704828469	0.9898500542030493
"fadK"	0.7703696755816828	0.989352238738898	"rlmD"	0.8590713779020851	0.9898415449448057
"ybgC"	0.7704030599183999	0.9953020887797919	"yqiA"	0.6977174801528626	0.9898343880836369
"yajO"	0.7706003603837939	0.9826613194322547	"phoE"	0.7028070810337006	0.9898296375075578
"fepG"	0.7712242424258634	0.9783314009014951	"lsrD"	0.6249514600957761	0.9898210127917695
"yiaO"	0.7712606226352227	0.9763978591441103	"potD"	0.8112590334176072	0.989818815820236
"yaeI"	0.771265979247604	0.9696223422758934	"rfe"	0.7213723111236886	0.9897855578623622
"ykgJ"	0.7714399382361232	0.993564027592749	"gspJ"	0.9393942591713429	0.9897757207038399
"menB"	0.771443842627836	0.9770548761796163	"rlpA"	0.5804769693416293	0.9897745470539866
"ubiD"	0.7714650430673656	0.9900543174292448	"yihV"	0.5516489904376052	0.9897684487483092
"yfeN"	0.7715050638776773	0.9643930005896495	"nhoA"	0.5469948674259755	0.9897677067521035
"yecS"	0.7715368659222352	0.9887363957557197	"otsA"	1.0228704685520578	0.9897626853406227
"sfsA"	0.7715908848170261	0.9954552902482438	"yhbX"	0.597042519436482	0.9897363671397272
"mntR"	0.7716825226333295	0.958132673600853	"paaC"	0.8089363225483326	0.9897272686654646
"tauC"	0.7717006276217835	0.9859414206280105	"rplI"	1.1377275549678736	0.9897159210396987
"nlpI"	0.772031125877915	0.9984426744779871	"fdnG"	0.7874496379952447	0.9897151684440043
"ycaK"	0.7720427872055415	0.9915946987659376	"ygbN"	0.5260620755246848	0.9897105740133656
"wcaL"	0.7722948857924524	0.9925667158706388	"waaB"	1.0194993795191523	0.9897031633412766
"mioC"	0.7723554307322573	0.9948558514376236	"mhpC"	0.4513503532332579	0.9897029489309161
"b0165"	0.7725063718544948	0.9909800458397353	"ykgG"	0.7969290758905545	0.9896672195091547
"ybdH"	0.7727232946367218	0.9936235631428251	"yffB"	0.798754728703836	0.9896599698207855
"ybhD"	0.7727450514026616	0.9553471385730874	"gabP"	0.7285802076051635	0.9896495668365712
"ydiK"	0.7728353525303823	0.970988069455224	"ynjC"	0.617793899309893	0.9896470261762795
"yddM"	0.7729284551506783	0.9788326380819544	"dnaA"	0.7888357075239253	0.9896406027494504
"yedS_3"	0.7733494667004188	0.9801701745709059	"leuE"	1.4242220992085417	0.9896367272569859
"glgA"	0.7734091146639561	0.9971272668718231	"yaeQ"	0.6290413808449553	0.9896344155107161
"fmt"	0.7735838709429969	0.9905940410040992	"ydjF"	0.930100648934493	0.9896145101783292
"mrdA"	0.7737095421408922	0.9841083995231868	"ppiB"	0.5809210483327544	0.9896094326245788
"alkB"	0.7737523182484285	0.9821487068623977	"hyfF"	0.5245800281671009	0.9895826277898632
"ydcW"	0.774319936331625	0.9883855027533077	"ydcK"	0.621258468637211	0.989582292910065
"soxR"	0.7747711338032762	0.9867523903632724	"ylbE_2"	0.48592373376345216	0.9895817696990061
"ycgL"	0.7749191695628707	0.9969716277391177	"caiT"	0.7345481831735737	0.9895688071633368
"pflC"	0.7752938213996472	0.9794352881416337	"dsbC"	0.5065727989155445	0.9895641684549629
"ptsH"	0.7755207098588551	0.9864599294902269	"dcuD"	0.6685233173210282	0.9895602484059692
"yjaG"	0.7757273756845035	0.9827583350980905	"hemF"	0.4685409587466315	0.9895399571707372
"emrB"	0.776033922604768	0.9705680779636484	"fdnI"	0.6777793462149867	0.9895387038460064
"feaB"	0.7762488408213986	0.9867192097428599	"yjgX_1"	0.6846330786278872	0.9895307526735968
"lpxA"	0.7766850845549896	0.9753242660079032	"agaA"	0.5026381851621656	0.9895279943744082
"nhaR"	0.7770312435523009	0.9940272119831783	"phnG"	0.8365506498099327	0.9895209012117935
"ycaP"	0.7773199508382528	0.982637596247632	"ftsK"	0.6172257194586042	0.9895189589757137
"insN-1"	0.7782895920576194	0.9950751705660134	"ycjT"	0.5357507034413816	0.9895157244164554
"minC"	0.7783303589456156	0.9827562230361604	"yafO"	0.9007509455891478	0.9895105651260552
"gyrA"	0.7789994583975042	0.9947517637545531	"ycjO"	0.5152329949865546	0.9895009626864323
"kdgR"	0.7793084491524654	0.9806998043477344	"metL"	0.613388193710776	0.9894825444894175
"idnD"	0.7799064383251681	0.988652132514269	"nirD"	1.197601097990574	0.9894759011429372
"atoA"	0.7799580483580587	0.9766593145341136	"ynfD"	0.8343328699217271	0.989475087337569
"yibI"	0.7799936975192061	0.9962998152932816	"sstT"	0.8028151146784898	0.9894498009038777
"kdpB"	0.7800797151829071	0.9751382511715198	"asnB"	0.816872310049653	0.9894302429248335
"caiE"	0.780094852289236	0.9584992771707133	"yjhQ"	0.6680093534898306	0.9894219835448147
"yagJ"	0.7801991083197415	0.9937556886304404	"ygiS"	1.0150990891313887	0.9894200604150364
"mlc"	0.780365095991456	0.997229689037805	"yhbS"	0.4970604141240134	0.989410923599909
"dsdA"	0.7805498818241076	0.9914788653873842	"ispE"	0.8023139770989081	0.989409874886662
"htpG"	0.7807667314687537	0.9935314425152735	"paaY"	0.5887050451544836	0.9894082926945205
"purA"	0.7808182124755003	0.9825317994848438	"ydgH"	0.7380239554799515	0.9893994798162139
"yfgF"	0.7808548715335444	0.9807912098973517	"lsrC"	0.8896039068865866	0.9893884447406233
"tdcE"	0.7808964646470608	0.9735807183222573	"kbl"	1.5803140109240192	0.9893849763529348
"artP"	0.7810424799279547	0.9936080577422662	"nuoL"	1.0613058292191226	0.9893828301130847
"acnA"	0.7812296599834737	0.9827304231382823	"ygaU"	1.2068369755973916	0.9893717403924103
"yceG"	0.7813582614903489	0.9984330274031092	"menE"	0.6005466907233366	0.9893701952195995
"tatA"	0.7815037856530623	0.9781039107641112	"yihR"	0.5034794807821958	0.9893661815227446
"yieK"	0.7816835214878151	0.9635047677129667	"yadH"	0.490697779127821	0.9893621799773447
"yehR"	0.7816856905941929	0.9619985210916914	"agaD"	0.601110596567152	0.9893598399223281
"yhaI"	0.7817286511554102	0.9845691092446507	"yjjM"	1.3736765638760424	0.9893528633901302
"yzcX"	0.7817739919621794	0.9907201712567227	"fadK"	0.7703696755816828	0.989352238738898
"ysgA"	0.7819514563274328	0.9902191080562909	"rluE"	0.5605729866921678	0.9893513824631918
"rpoH"	0.7819963434702486	0.983830695622115	"ybhQ"	0.7389143136273828	0.989338254642029
"folP"	0.7820648361756412	0.9864024538200423	"fsaB"	0.7277194898912879	0.9892712750638007
"fadH"	0.7820733904555053	0.9937980948909314	"ymgG"	1.07700875293382	0.9892687003945777
"bcp"	0.7820943483785192	0.9975061300993927	"lexA"	1.0383766124170883	0.9892261191158435
"ssuD"	0.7821028687694175	0.9849325599674089	"lpxP"	1.0802134493597186	0.9892239074227756
"dadX"	0.7821744005534097	0.9967557300593484	"pgpC"	0.6184262496096778	0.9892139374352587
"metJ"	0.7823298159341667	0.9953451131311376	"uspB"	1.1864037182772358	0.9892123712357506
"yggX"	0.7826215474563841	0.9687079957232736	"mazF"	0.7429520024726914	0.9892111371040208
"hybD"	0.7826595842836258	0.9744137686293686	"yhfY"	0.5491557067795413	0.9892004628489808
"gspF"	0.7827923524290162	0.9862805924927665	"ecoZ"	0.41061460424408464	0.9891741443109292
"udk"	0.7828416276817642	0.9958164258155502	"mraZ"	0.9489499166543867	0.9891648231392604
"fxsA"	0.7829723635626651	0.997733797328819	"tam"	0.8109488602434327	0.9891545051340559
"rcsB"	0.7830369276633615	0.9649177069636258	"ulaF"	0.4694652037505576	0.9891536171265539
"acrA"	0.7831083131805653	0.9801574613517652	"norR"	0.37812593372666886	0.9891428640516742
"yohJ"	0.7831164637659235	0.9939970581491008	"mcrA"	1.3838394414864703	0.9891337899625716
"deoD"	0.7833792401983448	0.9970768226235192	"thiM"	0.8931448023704662	0.9891296951694313
"fcl"	0.7834407971624608	0.9901423930510023	"ydiZ"	1.15415686756574	0.9891266941516411
"ybgF"	0.783443317227421	0.9708542179689255	"lpp"	0.7955908280193686	0.9891259291178675
"yacC"	0.7835413251266192	0.9934589885718985	"malQ"	0.7451203860406862	0.9891238258143956
"rsmH"	0.7836360141295045	0.9740528842338734	"wzb"	0.675838180974894	0.9891188290243906
"mdoD"	0.7838783860296115	0.991953474101441	"yijE"	0.6788277559037736	0.9891185978723974
"yhjB"	0.7839963400976524	0.9888820816085537	"hybC"	0.6839055029942733	0.9891142255193022
"ybbD"	0.7841118179816312	0.9829174377604163	"secG"	0.9978777318997997	0.9891092104919599
"caiD"	0.7843614775074408	0.9761131080870156	"ygbJ"	0.6176608118886359	0.9890994252452637
"recT"	0.7845721727826702	0.9607144949944719	"alaE"	1.1310214824662799	0.9890845846195089
"yieP"	0.7848382016816821	0.9958141392674243	"ssrS"	1.1812689432935974	0.98908331707806
"gltS"	0.7849052056176813	0.9692117691367482	"wcaI"	0.5799251760823148	0.9890823202760362
"murI"	0.7852656627634143	0.9966175036681549	"alsE"	0.67194907669753	0.989070342332019
"dedD"	0.7853727740521591	0.9808235628208669	"yfdC"	0.5940755373440425	0.9890505201037862
"casD"	0.7857519149668846	0.9869078625065051	"yedN_2"	0.8764914090981936	0.98904466411181
"ubiB"	0.7860795695207371	0.99750312782539	"mglC"	0.8207308738575805	0.9890396580163917
"puuB"	0.7862644840223637	0.9914896223014078	"hdeA"	1.8822001746104664	0.9890302833048712
"osmF"	0.7866870588648336	0.9910973079259421	"cadA"	1.0708917116039607	0.9890296080872651
"dksA"	0.7866989907233581	0.9858320288057146	"yidA"	0.5723309665627316	0.9890176802488789
"ydjJ"	0.7868705480314256	0.9887771083857289	"ygbL"	0.6927877006825116	0.9889966851960067
"yghT"	0.7870475001833527	0.9637297165354526	"yghA"	0.9074120569302927	0.9889816377128969
"ugpB"	0.7872619323281501	0.989990347143511	"hisS"	0.6143206392378338	0.9889675761578768
"fdnG"	0.7874496379952447	0.9897151684440043	"ybhJ"	0.4693963140026929	0.9889602863662286
"rplJ"	0.7874725401198606	0.9752330989952768	"ydfI"	0.6058356599886084	0.9889455786279852
"yaiA"	0.7876125066838916	0.9951908087056107	"umuC"	0.6522994920296441	0.9889323541713487
"yafV"	0.7876973628946617	0.9774938175361578	"rpe"	0.5219174316720577	0.9889319403096469
"xylA"	0.7880409982575393	0.9824218585424338	"ydiV"	0.8365841976642406	0.9889269389677389
"typA"	0.7882900127082334	0.9980774466271837	"yfcT"	0.7089715573392178	0.9889186875974451
"slyA"	0.7885630046391323	0.9900981074995816	"ycdT"	0.6363051664585038	0.9889011320830892
"gltL"	0.7886660937997385	0.9745706438967237	"yeiQ"	0.5008076620087563	0.9888960058260645
"dcp"	0.7887603056138839	0.9982007267548161	"yhjB"	0.7839963400976524	0.9888820816085537
"dnaA"	0.7888357075239253	0.9896406027494504	"bsmA"	1.240597193261673	0.9888504874906492
"yfaT"	0.7888956636948031	0.9705524056324175	"dicF"	0.9352656677891751	0.9888384281432516
"yjbQ"	0.7889252115888572	0.9923569713651432	"yfcC"	0.6179319875152716	0.9888380569952631
"dapB"	0.7890917544341541	0.9882537237616899	"purT"	1.058647233511406	0.9888368837896722
"yhcG"	0.7891917506633157	0.9683706727418793	"ykfB"	1.067475700890266	0.9888300555095824
"ydaT"	0.7892483283949168	0.9739080295257992	"purK"	0.7334117650594913	0.9888292255246308
"dedA"	0.7893466113355556	0.9680211338668825	"yccS"	0.8223020051026506	0.9888230985362929
"yebO"	0.7893620174589188	0.9936727578540114	"prs"	1.0721855571286836	0.9888190513069245
"argD"	0.7894451281736867	0.9750157575303663	"recG"	0.6880752904339604	0.9888042262158504
"ygaH"	0.7896772983538143	0.9952253172645541	"feoC"	0.7111298440393428	0.9887999032210769
"yqhA"	0.7901426701887531	0.991086206231656	"ybfD"	1.7867010918156074	0.9887836473863449
"creA"	0.790282642964035	0.9714379316706647	"ypjB"	0.9082525902035449	0.9887808607107017
"pphA"	0.7903732643526171	0.9754894181221174	"hybG"	0.6041084570996722	0.9887776755583931
"ynfK"	0.7904829856445578	0.9815983264410785	"ydjJ"	0.7868705480314256	0.9887771083857289
"asd"	0.7905910665107355	0.9934878090198691	"yqgC"	0.7589940810112868	0.9887754903761065
"bamD"	0.7910028709419725	0.9565057953512389	"lpxK"	0.5834112543095396	0.9887631665571288
"cbtA"	0.7914570530118203	0.9841394909749959	"dusB"	1.0688747317102738	0.988738879684957
"efeU_2"	0.7916929930864948	0.9971545794520595	"yecS"	0.7715368659222352	0.9887363957557197
"recC"	0.7917437797219867	0.9561966484621339	"ydcA"	0.8161213005666037	0.988716811838119
"ulaA"	0.7922434143174972	0.9823747071321616	"hdeD"	1.599812268906556	0.9887057763833823
"nrfE"	0.7922565982633273	0.9781821182371231	"malY"	0.992604079582098	0.9886949091686403
"yhbY"	0.7923339413416299	0.9979262452524306	"yafN"	0.9157977608091291	0.988681504032026
"rmuC"	0.7925763548728445	0.9962267203920424	"frlB"	0.536146245489577	0.9886733059510473
"rpmB"	0.7927157381360057	0.9830982601640043	"fadA"	0.7954850438456122	0.9886690574982901
"mppA"	0.792810861629643	0.9934991170037338	"idnD"	0.7799064383251681	0.988652132514269
"eutK"	0.7928298593207086	0.9626167630583122	"ybcF"	0.6412422864783747	0.9886485820220448
"pepT"	0.7928950611153632	0.9988650535728659	"ybiT"	0.5845418310165252	0.9886427043392544
"gsk"	0.7929514164189319	0.9993169736100804	"torA"	0.8378809149391527	0.9886250103700512
"hypD"	0.7930056170421115	0.9604107174218686	"ilvG_1"	1.1682994310783215	0.9886179689321166
"nrfA"	0.7930262439749384	0.9720584237938505	"wcaD"	1.117708033605494	0.9886128210487376
"caiF"	0.7933553673890166	0.9991930534376772	"ygiW"	1.298390647940143	0.988596526007944
"yedK"	0.79398840992165	0.9915029504004013	"sbcB"	0.4840535742682631	0.988594619554193
"yeeY"	0.7940213069910455	0.9835070902797088	"topB"	0.5543500919018773	0.9885891680150741
"rrsH"	0.7940598661188035	0.822707829845894	"ycfQ"	0.5421098885109434	0.988588546192386
"yfeC"	0.7940999423734191	0.9938017239509539	"frvX"	0.5918824008571651	0.988578670620124
"mgsA"	0.7941206399015094	0.998319070123082	"yfhR"	0.6884025908346751	0.9885735383303931
"dcuA"	0.7942533069701342	0.9927884680954234	"sbp"	0.8613586864838485	0.9885712063065786
"ygdR"	0.7944094184012985	0.9808874766338591	"ybiC"	1.100261735085122	0.9885342655332221
"zwf"	0.7944318831772726	0.9697410432432154	"mpl"	0.8200577268293278	0.9885326036543088
"psuG"	0.7945910711890803	0.979652803451284	"eutQ"	0.5377591054521905	0.9885246265685685
"paaK"	0.7946793842410054	0.9986912245743239	"fadI"	0.6597513656169414	0.9885204657325876
"flhB"	0.7948292947276581	0.9921412770360185	"ylbF"	0.49642503387814685	0.9885172005695051
"fadA"	0.7954850438456122	0.9886690574982901	"xdhC"	0.5208929538198624	0.9885127289423081
"yjeN"	0.7955671461500319	0.9883521754572299	"uhpA"	0.6993956427578325	0.98845813912269
"lpp"	0.7955908280193686	0.9891259291178675	"yhgN"	0.9106955207569463	0.9884373429985616
"curA"	0.7956363904044603	0.9934644513025941	"fbp"	0.8156837660370788	0.9884173352736974
"hrpA"	0.7956901104244524	0.9601777175069542	"ybgK"	0.7211787393146406	0.9884074892204137
"yhhS"	0.7957143282843157	0.9967621560117758	"rcnA"	0.5333877488258981	0.9884074610840806
"kefB"	0.7962140631475212	0.9910460806206829	"acrZ"	0.9477057816879693	0.9884073530214098
"yqfA"	0.796326813811587	0.9921508338191667	"ebgC"	0.7293037998130388	0.9883951858886277
"moaB"	0.7965591916725484	0.9943218498180459	"csgE"	1.3875238628947517	0.9883918581881399
"ykgG"	0.7969290758905545	0.9896672195091547	"ydeJ"	0.8558283322316131	0.9883903699248623
"kdpA"	0.7970363290013476	0.9855566227203933	"ydcW"	0.774319936331625	0.9883855027533077
"murG"	0.797173946534503	0.9601383343623907	"cvpA"	1.0471892507176892	0.9883826886491232
"yeaJ"	0.797231313914371	0.9981153862763419	"ycaO"	1.0773660726445835	0.9883708335040147
"csgB"	0.7973662511852255	0.9833187291512491	"upp"	1.245061118082724	0.98836197131167
"rhsD"	0.797427595603945	0.99146731095409	"yjeN"	0.7955671461500319	0.9883521754572299
"mltB"	0.7975211778630367	0.9790439599340949	"ybfO"	0.564739630936234	0.9883511358968475
"ydcF"	0.7976883129381047	0.9933565584791063	"ykgI"	0.9754805036692907	0.9883493955020356
"ybhN"	0.7976974212217917	0.9859313717236968	"ttdB"	0.7100304729313798	0.9883476914064223
"glcF"	0.7978605097872008	0.9928178822308947	"rlmB"	0.6776859700683927	0.9883213648970498
"yniB"	0.7979395436038103	0.978779055164893	"agaS"	0.5751046784720557	0.9883172346696067
"ynfB"	0.7982534985060321	0.9879548210917758	"ykfF"	0.9476297695080286	0.9882927326044085
"intS"	0.7984220280046879	0.9867776590945256	"ycgM"	0.630154111923901	0.9882882643084622
"yffB"	0.798754728703836	0.9896599698207855	"tnaA"	2.0983485676373252	0.9882641968213889
