"gene"	"num_peaks"	"peaks"	"areas"	"standard_devs"
"rplJ"	1	"[13.4]"	"[1812]"	"[0.0514]"
"dmsC"	1	"[8.61]"	"[1812]"	"[0.0543]"
"rpoB"	1	"[12.51]"	"[1812]"	"[0.0478]"
"malT"	1	"[9.06]"	"[1812]"	"[0.07]"
"rsd"	1	"[9.29]"	"[1812]"	"[0.0682]"
"ompR"	1	"[9.98]"	"[1812]"	"[0.0369]"
"frlR"	1	"[9.06]"	"[1812]"	"[0.0367]"
"crp"	1	"[11.92]"	"[1812]"	"[0.0507]"
"yheO"	1	"[10.21]"	"[1812]"	"[0.0482]"
"yjaH"	1	"[9.07]"	"[1812]"	"[0.0406]"
"aceK"	1	"[8.88]"	"[1812]"	"[0.0704]"
"yjbB"	1	"[8.57]"	"[1812]"	"[0.0322]"
"pepE"	1	"[8.93]"	"[1812]"	"[0.0547]"
"rluF"	1	"[9.46]"	"[1812]"	"[0.0365]"
"rpoC"	1	"[10.84]"	"[1812]"	"[0.0796]"
"pflA"	1	"[10.02]"	"[1812]"	"[0.0527]"
"dxs"	1	"[9.58]"	"[1812]"	"[0.0492]"
"focA"	1	"[10.61]"	"[1812]"	"[0.0859]"
"fadD"	1	"[8.79]"	"[1812]"	"[0.067]"
"agaI"	1	"[7.49]"	"[1812]"	"[0.0528]"
"sapD"	1	"[8.73]"	"[1812]"	"[0.0582]"
"fabI"	1	"[11.19]"	"[1812]"	"[0.0555]"
"sdaA"	1	"[9.69]"	"[1812]"	"[0.0626]"
"agaC"	1	"[8.31]"	"[1812]"	"[0.0569]"
"manY"	1	"[10.47]"	"[1812]"	"[0.0871]"
"pyrF"	1	"[9.84]"	"[1812]"	"[0.0732]"
"manZ"	1	"[10.34]"	"[1812]"	"[0.0819]"
"eda"	1	"[10.5]"	"[1812]"	"[0.049]"
"pgpB"	1	"[9.24]"	"[1812]"	"[0.0435]"
"ribA"	1	"[9.91]"	"[1812]"	"[0.0445]"
"acnA"	1	"[9.65]"	"[1812]"	"[0.0642]"
"yhdT"	1	"[8.82]"	"[1812]"	"[0.0512]"
"agaA"	1	"[8.76]"	"[1812]"	"[0.0418]"
"yhdH"	1	"[9.75]"	"[1812]"	"[0.0488]"
"puuD"	1	"[8.96]"	"[1812]"	"[0.0637]"
"csrD"	1	"[8.65]"	"[1812]"	"[0.0463]"
"mreB"	1	"[11.13]"	"[1812]"	"[0.0444]"
"ompN"	1	"[7.03]"	"[1812]"	"[0.0548]"
"aaeX"	1	"[7.39]"	"[1812]"	"[0.0774]"
"yraQ"	1	"[9.55]"	"[1812]"	"[0.0484]"
"yraP"	1	"[10.03]"	"[1812]"	"[0.0332]"
"diaA"	1	"[10.2]"	"[1812]"	"[0.0348]"
"yhdE"	1	"[9.9]"	"[1812]"	"[0.0463]"
"lpoA"	1	"[9.98]"	"[1812]"	"[0.0299]"
"dusB"	1	"[11.65]"	"[1812]"	"[0.0909]"
"ansA"	1	"[10.13]"	"[1812]"	"[0.0489]"
"yraK"	1	"[7.67]"	"[1812]"	"[0.056]"
"mreD"	1	"[9.44]"	"[1812]"	"[0.0667]"
"msrB"	1	"[11.29]"	"[1812]"	"[0.075]"
"pspE"	1	"[9.31]"	"[1812]"	"[0.0839]"
"gapA"	1	"[12.86]"	"[1812]"	"[0.0422]"
"mreC"	1	"[9.64]"	"[1812]"	"[0.0418]"
"yeaE"	1	"[8.5]"	"[1812]"	"[0.0539]"
"pncA"	1	"[9.53]"	"[1812]"	"[0.0476]"
"yhbP"	1	"[9.12]"	"[1812]"	"[0.0419]"
"pykA"	1	"[10.31]"	"[1812]"	"[0.0631]"
"trpB"	1	"[9.2]"	"[1812]"	"[0.1001]"
"narK"	1	"[8.5]"	"[1812]"	"[0.0877]"
"chaA"	1	"[8.22]"	"[1812]"	"[0.0679]"
"kdsA"	1	"[10.46]"	"[1812]"	"[0.0633]"
"hemA"	1	"[10.14]"	"[1812]"	"[0.0535]"
"smf_1"	1	"[7.68]"	"[1812]"	"[0.0518]"
"prs"	1	"[11.15]"	"[1812]"	"[0.0767]"
"def"	1	"[11.27]"	"[1812]"	"[0.054]"
"rsmB"	1	"[9.65]"	"[1812]"	"[0.0643]"
"tyrP"	1	"[8.28]"	"[1812]"	"[0.051]"
"dhaL"	1	"[9.9]"	"[1812]"	"[0.0669]"
"dhaM"	1	"[9.35]"	"[1812]"	"[0.0706]"
"pgsA"	1	"[9.31]"	"[1812]"	"[0.0577]"
"treA"	1	"[9.34]"	"[1812]"	"[0.0626]"
"dadX"	1	"[9.62]"	"[1812]"	"[0.0649]"
"dadA"	1	"[9.57]"	"[1812]"	"[0.096]"
"smf_2"	1	"[10.46]"	"[1812]"	"[0.0504]"
"yrdD"	1	"[10.16]"	"[1812]"	"[0.0532]"
"narJ"	1	"[9.22]"	"[1812]"	"[0.0804]"
"narI"	1	"[8.18]"	"[1812]"	"[0.0673]"
"trpA"	1	"[9.55]"	"[1812]"	"[0.0903]"
"znuB"	1	"[9.24]"	"[1812]"	"[0.0469]"
"kch"	1	"[8.79]"	"[1812]"	"[0.0556]"
"nudB"	1	"[10.83]"	"[1812]"	"[0.0475]"
"aspS"	1	"[10.88]"	"[1812]"	"[0.046]"
"clsA"	1	"[9.27]"	"[1812]"	"[0.0494]"
"yhdW"	1	"[8.22]"	"[1812]"	"[0.0603]"
"znuC"	1	"[8.29]"	"[1812]"	"[0.0676]"
"yhdX"	1	"[7.33]"	"[1812]"	"[0.0647]"
"torY"	1	"[7.83]"	"[1812]"	"[0.039]"
"argS"	1	"[8.91]"	"[1812]"	"[0.0885]"
"otsB"	1	"[8.82]"	"[1812]"	"[0.0936]"
"yrdA"	1	"[9.68]"	"[1812]"	"[0.0503]"
"tsaC"	1	"[9.77]"	"[1812]"	"[0.0514]"
"galU"	1	"[10.0]"	"[1812]"	"[0.0511]"
"purU"	1	"[9.53]"	"[1812]"	"[0.0729]"
"yhdY"	1	"[8.28]"	"[1812]"	"[0.0503]"
"nhaB"	1	"[9.45]"	"[1812]"	"[0.0456]"
"nadE"	1	"[10.51]"	"[1812]"	"[0.0565]"
"katE"	1	"[8.92]"	"[1812]"	"[0.1039]"
"yrbL"	1	"[11.09]"	"[1812]"	"[0.0795]"
"pntA"	1	"[10.59]"	"[1812]"	"[0.0824]"
"ydgI"	1	"[8.36]"	"[1812]"	"[0.0508]"
"yhbX"	1	"[8.23]"	"[1812]"	"[0.05]"
"nusA"	1	"[12.52]"	"[1812]"	"[0.0581]"
"fdnI"	1	"[7.87]"	"[1812]"	"[0.0647]"
"fdnH"	1	"[9.21]"	"[1812]"	"[0.0637]"
"fdnG"	1	"[8.42]"	"[1812]"	"[0.0683]"
"infB"	1	"[11.47]"	"[1812]"	"[0.0731]"
"narZ"	1	"[8.92]"	"[1812]"	"[0.0709]"
"malX"	1	"[7.82]"	"[1812]"	"[0.0619]"
"truB"	1	"[10.14]"	"[1812]"	"[0.0855]"
"nhoA"	1	"[8.61]"	"[1812]"	"[0.0457]"
"add"	1	"[9.4]"	"[1812]"	"[0.0586]"
"tppB"	1	"[9.76]"	"[1812]"	"[0.0681]"
"pntB"	1	"[9.93]"	"[1812]"	"[0.0735]"
"npr"	1	"[9.72]"	"[1812]"	"[0.0433]"
"yhbJ"	1	"[9.77]"	"[1812]"	"[0.0502]"
"secG"	1	"[11.21]"	"[1812]"	"[0.0719]"
"ydeA"	1	"[8.71]"	"[1812]"	"[0.0457]"
"ydfG"	1	"[10.35]"	"[1812]"	"[0.0478]"
"sad"	1	"[9.38]"	"[1812]"	"[0.0434]"
"yneH"	1	"[9.34]"	"[1812]"	"[0.0327]"
"speG"	1	"[10.43]"	"[1812]"	"[0.0579]"
"obgE"	1	"[9.87]"	"[1812]"	"[0.0604]"
"ynfF"	1	"[7.88]"	"[1812]"	"[0.1051]"
"yhcD"	1	"[7.75]"	"[1812]"	"[0.0565]"
"yhbE"	1	"[10.43]"	"[1812]"	"[0.0806]"
"mlaC"	1	"[10.8]"	"[1812]"	"[0.0391]"
"dosP"	1	"[7.29]"	"[1812]"	"[0.061]"
"mlaD"	1	"[10.87]"	"[1812]"	"[0.0462]"
"mlaE"	1	"[9.57]"	"[1812]"	"[0.0506]"
"mlaF"	1	"[9.73]"	"[1812]"	"[0.0519]"
"ftsH"	1	"[10.83]"	"[1812]"	"[0.0487]"
"ddpC"	1	"[7.69]"	"[1812]"	"[0.056]"
"mlaB"	1	"[10.32]"	"[1812]"	"[0.0333]"
"yhbQ"	1	"[8.9]"	"[1812]"	"[0.0364]"
"pdxY"	1	"[9.9]"	"[1812]"	"[0.0509]"
"tyrS"	1	"[10.63]"	"[1812]"	"[0.0564]"
"yhbV"	1	"[7.96]"	"[1812]"	"[0.0553]"
"ydiB"	1	"[7.19]"	"[1812]"	"[0.0628]"
"yhcM"	1	"[9.02]"	"[1812]"	"[0.0371]"
"aroD"	1	"[8.72]"	"[1812]"	"[0.0536]"
"yhcB"	1	"[11.05]"	"[1812]"	"[0.0523]"
"fadK"	1	"[8.14]"	"[1812]"	"[0.0646]"
"ppsA"	1	"[10.27]"	"[1812]"	"[0.0823]"
"degQ"	1	"[9.55]"	"[1812]"	"[0.0319]"
"aroH"	1	"[8.48]"	"[1812]"	"[0.058]"
"btuE"	1	"[9.71]"	"[1812]"	"[0.0513]"
"btuC"	1	"[9.02]"	"[1812]"	"[0.0368]"
"pheT"	1	"[11.71]"	"[1812]"	"[0.0631]"
"pheS"	1	"[11.21]"	"[1812]"	"[0.0709]"
"feaB"	1	"[8.63]"	"[1812]"	"[0.0515]"
"aaeB"	1	"[7.89]"	"[1812]"	"[0.0567]"
"yhbW"	1	"[9.71]"	"[1812]"	"[0.0514]"
"sufC"	1	"[8.91]"	"[1812]"	"[0.0774]"
"sufS"	1	"[8.65]"	"[1812]"	"[0.0881]"
"sufE"	1	"[8.89]"	"[1812]"	"[0.1053]"
"ydcV"	1	"[7.83]"	"[1812]"	"[0.0756]"
"rpsO"	1	"[11.13]"	"[1812]"	"[0.1025]"
"anmK"	1	"[9.37]"	"[1812]"	"[0.0373]"
"pnp"	1	"[11.87]"	"[1812]"	"[0.0586]"
"gloA"	1	"[10.07]"	"[1812]"	"[0.0489]"
"ydcU"	1	"[7.79]"	"[1812]"	"[0.0521]"
"ydcT"	1	"[8.92]"	"[1812]"	"[0.0725]"
"ydcW"	1	"[8.23]"	"[1812]"	"[0.0601]"
"ychE_1"	1	"[7.77]"	"[1812]"	"[0.0665]"
"paaJ"	1	"[9.16]"	"[1812]"	"[0.0529]"
"sspB"	1	"[10.81]"	"[1812]"	"[0.0485]"
"paaG"	1	"[8.15]"	"[1812]"	"[0.0392]"
"sodB"	1	"[12.03]"	"[1812]"	"[0.0936]"
"cfa"	1	"[9.45]"	"[1812]"	"[0.1047]"
"ribC"	1	"[10.11]"	"[1812]"	"[0.0502]"
"pykF"	1	"[10.87]"	"[1812]"	"[0.0623]"
"paaK"	1	"[7.68]"	"[1812]"	"[0.0668]"
"dsbB"	1	"[9.62]"	"[1812]"	"[0.0531]"
"eamA"	1	"[8.6]"	"[1812]"	"[0.0701]"
"yqjA"	1	"[9.57]"	"[1812]"	"[0.0339]"
"cobS"	1	"[10.25]"	"[1812]"	"[0.0442]"
"tusB"	1	"[10.22]"	"[1812]"	"[0.0684]"
"ygjV"	1	"[7.18]"	"[1812]"	"[0.0533]"
"yqjD"	1	"[10.82]"	"[1812]"	"[0.0788]"
"hyaB"	1	"[8.9]"	"[1812]"	"[0.1008]"
"yheS"	1	"[10.76]"	"[1812]"	"[0.0514]"
"gspD"	1	"[7.17]"	"[1812]"	"[0.0634]"
"thiK"	1	"[10.51]"	"[1812]"	"[0.0542]"
"lpxL"	1	"[9.6]"	"[1812]"	"[0.032]"
"kdsB"	1	"[10.03]"	"[1812]"	"[0.0501]"
"gspM"	1	"[7.16]"	"[1812]"	"[0.0882]"
"gspK"	1	"[7.52]"	"[1812]"	"[0.053]"
"ygjP"	1	"[8.88]"	"[1812]"	"[0.0464]"
"asnS"	1	"[10.02]"	"[1812]"	"[0.0539]"
"lpxK"	1	"[9.43]"	"[1812]"	"[0.0397]"
"yqjK"	1	"[9.37]"	"[1812]"	"[0.0653]"
"wbbH"	1	"[9.72]"	"[1812]"	"[0.1206]"
"tusD"	1	"[10.01]"	"[1812]"	"[0.0405]"
"aspC"	1	"[10.8]"	"[1812]"	"[0.0738]"
"dacD"	1	"[8.42]"	"[1812]"	"[0.0325]"
"yccX"	1	"[9.2]"	"[1812]"	"[0.044]"
"kefG"	1	"[9.58]"	"[1812]"	"[0.0394]"
"ptsG"	1	"[9.8]"	"[1812]"	"[0.0973]"
"aer"	1	"[9.08]"	"[1812]"	"[0.0653]"
"rplV"	1	"[13.41]"	"[1812]"	"[0.0931]"
"pabC"	1	"[9.2]"	"[1812]"	"[0.0403]"
"yhfG"	1	"[8.69]"	"[1812]"	"[0.0887]"
"alx"	1	"[8.52]"	"[1812]"	"[0.0535]"
"gspH"	1	"[8.45]"	"[1812]"	"[0.049]"
"cobU"	1	"[9.09]"	"[1812]"	"[0.0409]"
"fabF"	1	"[9.96]"	"[1812]"	"[0.0778]"
"yqjG"	1	"[8.77]"	"[1812]"	"[0.0634]"
"putP"	1	"[9.72]"	"[1812]"	"[0.0682]"
"bfd"	1	"[9.97]"	"[1812]"	"[0.0791]"
"nudJ"	1	"[9.42]"	"[1812]"	"[0.0508]"
"potA"	1	"[10.39]"	"[1812]"	"[0.0725]"
"potB"	1	"[9.06]"	"[1812]"	"[0.088]"
"aroA"	1	"[9.56]"	"[1812]"	"[0.0719]"
"yhfK"	1	"[9.78]"	"[1812]"	"[0.0381]"
"ppiA"	1	"[10.29]"	"[1812]"	"[0.0471]"
"mzrA"	1	"[8.89]"	"[1812]"	"[0.053]"
"tufA"	1	"[13.5]"	"[1812]"	"[0.0309]"
"torA"	1	"[9.25]"	"[1812]"	"[0.0734]"
"fic"	1	"[8.62]"	"[1812]"	"[0.0798]"
"gspA"	1	"[8.29]"	"[1812]"	"[0.0601]"
"higB"	1	"[7.15]"	"[1812]"	"[0.0877]"
"yhaI"	1	"[7.31]"	"[1812]"	"[0.0545]"
"purB"	1	"[10.02]"	"[1812]"	"[0.0784]"
"murJ"	1	"[9.29]"	"[1812]"	"[0.0371]"
"potC"	1	"[9.97]"	"[1812]"	"[0.0614]"
"grxB"	1	"[10.33]"	"[1812]"	"[0.0815]"
"potD"	1	"[11.03]"	"[1812]"	"[0.0588]"
"nagK"	1	"[9.82]"	"[1812]"	"[0.0374]"
"yhaH"	1	"[9.2]"	"[1812]"	"[0.0521]"
"pepN"	1	"[10.08]"	"[1812]"	"[0.0482]"
"pncB"	1	"[9.89]"	"[1812]"	"[0.0597]"
"prkB"	1	"[9.42]"	"[1812]"	"[0.042]"
"agp"	1	"[9.16]"	"[1812]"	"[0.1013]"
"dnaG"	1	"[10.07]"	"[1812]"	"[0.0571]"
"ygjI"	1	"[7.81]"	"[1812]"	"[0.0565]"
"msbA"	1	"[9.6]"	"[1812]"	"[0.0462]"
"ynfK"	2	"[3.83, 8.83]"	"[3, 1811]"	"[0.17, 0.0652]"
"zraP"	2	"[8.26, 12.16]"	"[1802, 13]"	"[0.0727, 0.0489]"
"ydgD"	2	"[4.07, 8.57]"	"[2, 1810]"	"[0.2015, 0.0631]"
"zraS"	2	"[6.69, 8.39]"	"[53, 1770]"	"[0.0392, 0.0449]"
"yqeB"	2	"[9.24, 12.94]"	"[1807, 7]"	"[0.0638, 0.027]"
"uidC"	2	"[5.04, 7.84]"	"[3, 1811]"	"[0.0377, 0.0499]"
"tqsA"	2	"[5.51, 7.91]"	"[2, 1811]"	"[0.0744, 0.0533]"
"ygeY"	2	"[8.15, 13.75]"	"[1808, 12]"	"[0.0559, 0.1126]"
"rimI"	2	"[10.45, 13.35]"	"[1809, 4]"	"[0.0553, 0.0648]"
"rstB"	2	"[9.04, 11.74]"	"[1805, 10]"	"[0.0496, 0.0328]"
"arpA"	2	"[5.58, 9.68]"	"[1807, 13]"	"[0.0833, 0.0298]"
"dnaC"	2	"[5.75, 9.25]"	"[5, 1811]"	"[0.052, 0.0406]"
"yjaA"	2	"[7.19, 12.09]"	"[1810, 5]"	"[0.0815, 0.0731]"
"ychF"	2	"[6.68, 10.28]"	"[5, 1810]"	"[0.0506, 0.057]"
"uidB"	2	"[4.42, 7.42]"	"[14, 1811]"	"[0.0223, 0.045]"
"nlpI"	2	"[11.14, 12.44]"	"[1505, 371]"	"[0.0583, 0.0197]"
"ycjX"	2	"[4.02, 9.02]"	"[6, 1808]"	"[0.0356, 0.0492]"
"ynfC"	2	"[7.25, 9.35]"	"[1243, 581]"	"[0.0573, 0.0295]"
"mrr"	2	"[9.54, 12.24]"	"[1809, 4]"	"[0.0465, 0.022]"
"ydfN"	2	"[7.38, 10.18]"	"[1810, 5]"	"[0.0568, 0.0692]"
"ydfJ"	2	"[3.99, 7.29]"	"[12, 1811]"	"[0.0482, 0.049]"
"ydfI"	2	"[5.9, 8.3]"	"[2, 1811]"	"[0.0734, 0.044]"
"dcp"	2	"[4.97, 9.37]"	"[10, 1811]"	"[0.0341, 0.0652]"
"chaB"	2	"[4.88, 9.68]"	"[12, 1809]"	"[0.0548, 0.08]"
"yjbR"	2	"[6.11, 9.61]"	"[3, 1811]"	"[0.0588, 0.0563]"
"chaC"	2	"[4.51, 8.91]"	"[3, 1811]"	"[0.1697, 0.0611]"
"uvrA"	2	"[5.24, 9.54]"	"[6, 1810]"	"[0.0328, 0.07]"
"yjcB"	2	"[4.51, 8.41]"	"[13, 1811]"	"[0.0216, 0.0884]"
"hsdR"	2	"[5.77, 9.17]"	"[1, 1811]"	"[0.0, 0.0575]"
"ychN"	2	"[9.56, 12.66]"	"[1808, 7]"	"[0.053, 0.0253]"
"ydeI"	2	"[8.52, 12.92]"	"[1808, 6]"	"[0.0816, 0.0374]"
"marC"	2	"[4.54, 8.54]"	"[3, 1811]"	"[0.1269, 0.0374]"
"hsdM"	2	"[7.5, 10.2]"	"[22, 1794]"	"[0.0354, 0.0379]"
"yneE"	2	"[6.46, 11.26]"	"[1807, 8]"	"[0.0976, 0.0515]"
"yjcC"	2	"[4.87, 8.57]"	"[5, 1811]"	"[0.0692, 0.0432]"
"dnaB"	2	"[10.61, 12.81]"	"[1811, 2]"	"[0.0446, 0.0393]"
"yjjA"	2	"[9.61, 12.11]"	"[1805, 10]"	"[0.0351, 0.0452]"
"cptB"	2	"[6.66, 10.26]"	"[5, 1810]"	"[0.0202, 0.0531]"
"ydfP"	2	"[5.12, 6.82]"	"[516, 1314]"	"[0.0367, 0.0319]"
"ynfB"	2	"[7.02, 11.22]"	"[5, 1810]"	"[0.0726, 0.0559]"
"yjbE"	2	"[8.98, 12.38]"	"[1805, 22]"	"[0.0547, 0.0484]"
"ygjJ"	2	"[5.82, 7.82]"	"[77, 1738]"	"[0.0287, 0.0507]"
"rspB"	2	"[6.3, 11.4]"	"[1809, 12]"	"[0.0772, 0.072]"
"yqeC"	2	"[8.73, 13.03]"	"[1807, 8]"	"[0.0823, 0.0267]"
"ygfS"	2	"[8.62, 11.92]"	"[1809, 4]"	"[0.0383, 0.0111]"
"prfB"	2	"[7.47, 12.07]"	"[3, 1811]"	"[0.0413, 0.071]"
"yqiB"	2	"[10.25, 12.85]"	"[1811, 3]"	"[0.0296, 0.0623]"
"ydfU"	2	"[4.31, 7.11]"	"[2, 1811]"	"[0.0836, 0.0428]"
"yjbG"	2	"[4.56, 8.56]"	"[144, 1670]"	"[0.0419, 0.0579]"
"yjbH"	2	"[5.09, 8.29]"	"[3, 1811]"	"[0.0479, 0.0456]"
"deaD"	2	"[6.22, 10.22]"	"[3, 1811]"	"[0.1046, 0.0698]"
"malM"	2	"[5.3, 9.0]"	"[4, 1809]"	"[0.0544, 0.0999]"
"yjbJ"	2	"[9.32, 12.42]"	"[1603, 211]"	"[0.0775, 0.044]"
"yjbL"	2	"[5.05, 7.35]"	"[1763, 53]"	"[0.054, 0.0201]"
"dusA"	2	"[7.12, 9.62]"	"[2, 1811]"	"[0.0428, 0.0395]"
"tsr"	2	"[9.47, 11.97]"	"[1492, 333]"	"[0.0633, 0.0292]"
"yjiA"	2	"[6.35, 9.65]"	"[29, 1799]"	"[0.0313, 0.056]"
"xerD"	2	"[7.85, 10.55]"	"[5, 1808]"	"[0.0306, 0.0492]"
"ymgE"	2	"[7.84, 12.94]"	"[1809, 10]"	"[0.0872, 0.0223]"
"nfi"	2	"[9.76, 12.46]"	"[1810, 6]"	"[0.0428, 0.0773]"
"ydiQ"	2	"[4.48, 7.78]"	"[10, 1810]"	"[0.0473, 0.0421]"
"minE"	2	"[10.77, 12.87]"	"[1810, 3]"	"[0.0592, 0.0123]"
"cpxA"	2	"[9.61, 12.71]"	"[1810, 7]"	"[0.039, 0.0646]"
"yiiQ"	2	"[9.35, 11.15]"	"[1810, 3]"	"[0.0412, 0.0591]"
"yiiR"	2	"[8.23, 11.63]"	"[1810, 7]"	"[0.0476, 0.056]"
"ptrA"	2	"[9.77, 11.77]"	"[1809, 3]"	"[0.0338, 0.0036]"
"mug"	2	"[9.77, 13.07]"	"[1810, 6]"	"[0.0439, 0.045]"
"uspD"	2	"[5.18, 9.78]"	"[2, 1811]"	"[0.0888, 0.0778]"
"zapB"	2	"[7.4, 10.8]"	"[8, 1810]"	"[0.0355, 0.0425]"
"minC"	2	"[6.05, 10.85]"	"[4, 1811]"	"[0.0601, 0.0468]"
"ydiN"	2	"[5.74, 8.24]"	"[1602, 227]"	"[0.0612, 0.0498]"
"yqiK"	2	"[7.19, 8.79]"	"[449, 1384]"	"[0.0399, 0.051]"
"pliG"	2	"[9.52, 11.42]"	"[1690, 123]"	"[0.0752, 0.0394]"
"yqjH"	2	"[6.59, 8.89]"	"[6, 1808]"	"[0.0281, 0.0554]"
"ydiL"	2	"[6.69, 11.79]"	"[1811, 4]"	"[0.0872, 0.0612]"
"yqiI"	2	"[6.66, 10.86]"	"[1808, 6]"	"[0.0729, 0.0311]"
"yqiH"	2	"[5.51, 8.51]"	"[1557, 267]"	"[0.0573, 0.0533]"
"ygcU"	2	"[7.53, 9.13]"	"[395, 1433]"	"[0.0411, 0.0403]"
"yjjY"	2	"[8.31, 12.41]"	"[1792, 27]"	"[0.0712, 0.0773]"
"recB"	2	"[6.15, 9.25]"	"[1, 1811]"	"[0.0902, 0.0306]"
"ydiR"	2	"[4.56, 8.66]"	"[6, 1811]"	"[0.0691, 0.0448]"
"yhaM"	2	"[6.24, 9.14]"	"[2, 1811]"	"[0.0858, 0.0608]"
"nlpC"	2	"[9.23, 11.73]"	"[1809, 8]"	"[0.0638, 0.0454]"
"yggP"	2	"[6.89, 8.39]"	"[1186, 639]"	"[0.0212, 0.0428]"
"yihV"	2	"[8.77, 11.47]"	"[1810, 4]"	"[0.0395, 0.0517]"
"ariR"	2	"[3.35, 6.45]"	"[3, 1811]"	"[0.0482, 0.1451]"
"yihX"	2	"[7.38, 9.28]"	"[112, 1757]"	"[0.0664, 0.0725]"
"yihY"	2	"[9.51, 13.31]"	"[1811, 3]"	"[0.0717, 0.1019]"
"ymgC"	2	"[4.05, 6.65]"	"[1331, 492]"	"[0.0541, 0.0807]"
"ydiE"	2	"[7.68, 13.18]"	"[1810, 10]"	"[0.0681, 0.0885]"
"greA"	2	"[9.68, 13.98]"	"[1810, 4]"	"[0.0651, 0.0328]"
"ycgH_2"	2	"[8.52, 12.52]"	"[1809, 9]"	"[0.0472, 0.0857]"
"yiiF"	2	"[7.88, 11.08]"	"[1809, 7]"	"[0.0517, 0.0503]"
"fdhE"	2	"[7.91, 10.01]"	"[3, 1811]"	"[0.0368, 0.0485]"
"frvB"	2	"[8.25, 11.35]"	"[1811, 2]"	"[0.0438, 0.0248]"
"frvA"	2	"[6.45, 8.75]"	"[577, 1242]"	"[0.0608, 0.0383]"
"ymgD"	2	"[5.68, 8.28]"	"[4, 1811]"	"[0.0484, 0.073]"
"yhbY"	2	"[7.57, 10.67]"	"[13, 1799]"	"[0.022, 0.0642]"
"rlmE"	2	"[7.64, 11.34]"	"[4, 1808]"	"[0.014, 0.0586]"
"umuC"	2	"[7.91, 12.71]"	"[1809, 4]"	"[0.0572, 0.071]"
"creD"	2	"[8.22, 11.62]"	"[1810, 8]"	"[0.041, 0.0582]"
"creC"	2	"[8.4, 10.9]"	"[1810, 5]"	"[0.041, 0.0215]"
"yqeG"	2	"[4.73, 8.63]"	"[1, 1811]"	"[0.0, 0.0911]"
"nusG"	2	"[10.52, 11.62]"	"[1159, 1033]"	"[0.0667, 0.041]"
"rplK"	2	"[9.69, 13.39]"	"[34, 1778]"	"[0.0383, 0.0545]"
"rplA"	2	"[8.61, 13.31]"	"[10, 1809]"	"[0.0223, 0.0613]"
"cvrA"	2	"[6.82, 8.92]"	"[146, 1675]"	"[0.0362, 0.0346]"
"mliC"	2	"[4.64, 7.84]"	"[8, 1811]"	"[0.0476, 0.0534]"
"gstA"	2	"[6.57, 10.07]"	"[11, 1809]"	"[0.0284, 0.073]"
"visC"	2	"[7.27, 9.57]"	"[6, 1810]"	"[0.0192, 0.0303]"
"ygjH"	2	"[5.4, 9.7]"	"[2, 1811]"	"[0.1154, 0.0662]"
"ebgA"	2	"[8.4, 12.0]"	"[1811, 8]"	"[0.0532, 0.0778]"
"rsxD"	2	"[4.8, 9.1]"	"[4, 1811]"	"[0.0464, 0.0664]"
"ygeG"	2	"[4.58, 8.98]"	"[1640, 174]"	"[0.065, 0.0582]"
"rsxA"	2	"[6.27, 8.97]"	"[2, 1811]"	"[0.0261, 0.0492]"
"ygeI"	2	"[3.95, 7.65]"	"[1792, 20]"	"[0.059, 0.0175]"
"ygeN"	2	"[4.35, 9.95]"	"[1808, 18]"	"[0.0988, 0.0917]"
"yjjV"	2	"[6.55, 9.15]"	"[6, 1810]"	"[0.0564, 0.0377]"
"ycgY"	2	"[7.08, 11.28]"	"[1810, 7]"	"[0.0651, 0.068]"
"trmA"	2	"[10.26, 12.86]"	"[1810, 7]"	"[0.0571, 0.0361]"
"yqeF"	2	"[8.74, 12.34]"	"[1810, 4]"	"[0.0608, 0.0645]"
"kduD"	2	"[8.67, 11.57]"	"[1754, 69]"	"[0.0432, 0.0748]"
"yijP"	2	"[9.75, 12.25]"	"[1811, 4]"	"[0.0624, 0.045]"
"ygiL"	2	"[4.02, 7.12]"	"[7, 1811]"	"[0.066, 0.0619]"
"yjjK"	2	"[6.76, 10.56]"	"[8, 1811]"	"[0.0377, 0.0335]"
"ydiH"	2	"[8.42, 10.02]"	"[941, 901]"	"[0.069, 0.0798]"
"ynhG"	2	"[8.97, 11.97]"	"[1646, 171]"	"[0.06, 0.0473]"
"ydhZ"	2	"[8.68, 11.28]"	"[1806, 8]"	"[0.0441, 0.0335]"
"ydhY"	2	"[5.26, 7.96]"	"[103, 1712]"	"[0.0264, 0.0749]"
"lgt"	2	"[7.14, 10.54]"	"[6, 1811]"	"[0.0433, 0.0487]"
"rbfA"	2	"[7.38, 10.58]"	"[41, 1773]"	"[0.0368, 0.0653]"
"yjaG"	2	"[5.58, 9.58]"	"[2, 1811]"	"[0.0708, 0.0535]"
"mutH"	2	"[8.79, 12.29]"	"[1811, 7]"	"[0.0351, 0.0466]"
"yijE"	2	"[9.22, 11.52]"	"[1792, 20]"	"[0.0484, 0.0326]"
"ydhR"	2	"[6.6, 10.7]"	"[11, 1811]"	"[0.0243, 0.0735]"
"ycgB"	2	"[7.8, 10.8]"	"[1633, 251]"	"[0.0815, 0.0576]"
"ygdQ"	2	"[7.72, 8.82]"	"[785, 1082]"	"[0.0274, 0.0422]"
"ygdR"	2	"[9.38, 13.28]"	"[1808, 23]"	"[0.0609, 0.0457]"
