"gene"	"num_peaks"	"peaks"	"areas"	"standard_devs"
"ycbX"	2	"[9.3, 13.5]"	"[1941, 7]"	"[0.0301, 0.1252]"
"yjjK"	2	"[5.72, 10.62]"	"[4, 1942]"	"[0.072, 0.0359]"
"zapC"	2	"[5.06, 9.36]"	"[12, 1942]"	"[0.0641, 0.0482]"
"ycbF"	2	"[7.86, 11.06]"	"[1930, 30]"	"[0.0367, 0.0625]"
"creA"	2	"[5.35, 9.35]"	"[3, 1942]"	"[0.063, 0.0476]"
"yqiC"	2	"[7.72, 10.62]"	"[144, 1802]"	"[0.0322, 0.0488]"
"ycbU"	2	"[7.55, 11.95]"	"[1942, 15]"	"[0.0483, 0.0532]"
"elfD"	2	"[6.96, 9.76]"	"[1939, 12]"	"[0.0519, 0.0312]"
"creC"	2	"[8.4, 12.4]"	"[1942, 6]"	"[0.0436, 0.0736]"
"creD"	2	"[8.22, 11.42]"	"[1940, 11]"	"[0.0433, 0.0491]"
"ygiD"	2	"[8.29, 12.09]"	"[1938, 9]"	"[0.0534, 0.0593]"
"yjjY"	2	"[8.31, 12.41]"	"[1923, 29]"	"[0.0694, 0.0853]"
"yqiB"	2	"[10.25, 12.85]"	"[1942, 4]"	"[0.0293, 0.0515]"
"ycbK"	2	"[6.27, 10.97]"	"[6, 1942]"	"[0.0711, 0.0757]"
"ygcU"	2	"[7.53, 9.13]"	"[424, 1541]"	"[0.0421, 0.0432]"
"ycbB"	2	"[9.35, 13.15]"	"[1941, 5]"	"[0.0594, 0.0439]"
"yhaM"	2	"[6.24, 9.14]"	"[2, 1942]"	"[0.0858, 0.0598]"
"yhdP"	2	"[5.62, 8.92]"	"[1, 1942]"	"[0.0, 0.0316]"
"ygiL"	2	"[4.02, 7.12]"	"[3, 1942]"	"[0.0703, 0.0642]"
"rimI"	2	"[10.42, 13.42]"	"[1940, 4]"	"[0.054, 0.0648]"
"yqiH"	2	"[5.45, 8.55]"	"[1685, 272]"	"[0.0582, 0.0543]"
"dnaT"	2	"[6.98, 10.08]"	"[9, 1942]"	"[0.0501, 0.0407]"
"yqhH"	2	"[6.56, 8.06]"	"[1190, 765]"	"[0.0249, 0.0554]"
"yjiM"	2	"[5.12, 8.72]"	"[31, 1912]"	"[0.0506, 0.0837]"
"hyaF"	2	"[7.87, 10.87]"	"[1891, 53]"	"[0.0653, 0.045]"
"hyaE"	2	"[8.26, 11.26]"	"[1856, 87]"	"[0.055, 0.0402]"
"yccA"	2	"[7.78, 11.18]"	"[6, 1937]"	"[0.0328, 0.0568]"
"glnE"	2	"[9.85, 12.95]"	"[1940, 6]"	"[0.0433, 0.1282]"
"tusE"	2	"[4.91, 9.31]"	"[12, 1942]"	"[0.0583, 0.0549]"
"ftsP"	2	"[9.67, 12.87]"	"[1942, 7]"	"[0.0357, 0.0743]"
"hspQ"	2	"[7.28, 10.38]"	"[4, 1941]"	"[0.0399, 0.0676]"
"parC"	2	"[7.55, 10.25]"	"[3, 1942]"	"[0.0538, 0.0314]"
"yjiP"	2	"[4.57, 8.17]"	"[66, 1884]"	"[0.048, 0.0472]"
"yceM"	2	"[6.85, 9.35]"	"[5, 1942]"	"[0.0385, 0.0414]"
"yjiS"	2	"[8.27, 11.47]"	"[1942, 5]"	"[0.0518, 0.0327]"
"yqiI"	2	"[6.66, 10.86]"	"[1939, 6]"	"[0.0721, 0.0311]"
"hsdM"	2	"[7.59, 10.19]"	"[138, 1805]"	"[0.0253, 0.038]"
"hsdR"	2	"[5.77, 9.17]"	"[1, 1942]"	"[0.0, 0.0594]"
"yccS"	2	"[7.64, 9.34]"	"[1147, 835]"	"[0.0349, 0.0391]"
"yjiA"	2	"[6.35, 9.65]"	"[29, 1930]"	"[0.0313, 0.0573]"
"tsr"	2	"[9.47, 11.97]"	"[1614, 342]"	"[0.0619, 0.0291]"
"sulA"	2	"[9.48, 11.78]"	"[1687, 259]"	"[0.0663, 0.0582]"
"mdoB"	2	"[4.78, 9.58]"	"[13, 1942]"	"[0.0503, 0.0626]"
"matP"	2	"[6.37, 9.27]"	"[13, 1942]"	"[0.0324, 0.0453]"
"yjjA"	2	"[9.61, 12.11]"	"[1934, 13]"	"[0.0352, 0.0477]"
"dnaC"	2	"[5.75, 9.25]"	"[6, 1942]"	"[0.0491, 0.0426]"
"qseC"	2	"[6.25, 9.15]"	"[10, 1942]"	"[0.0249, 0.0446]"
"rluB"	2	"[6.13, 10.43]"	"[2, 1942]"	"[0.0512, 0.0541]"
"yjgL"	2	"[3.55, 7.05]"	"[1346, 602]"	"[0.0594, 0.0818]"
"flgA"	2	"[8.63, 11.23]"	"[1596, 357]"	"[0.0606, 0.0346]"
"endA"	2	"[5.55, 7.75]"	"[3, 1941]"	"[0.0432, 0.054]"
"lolB"	2	"[9.9, 12.5]"	"[1938, 11]"	"[0.0386, 0.07]"
"yjeP"	2	"[5.34, 9.44]"	"[24, 1940]"	"[0.0648, 0.0408]"
"yqjD"	2	"[8.7, 11.3]"	"[2, 1942]"	"[0.0351, 0.0793]"
"ychF"	2	"[6.68, 10.28]"	"[7, 1941]"	"[0.0527, 0.0606]"
"tsaE"	2	"[9.72, 12.22]"	"[1934, 11]"	"[0.0389, 0.0334]"
"ycgY"	2	"[7.1, 11.3]"	"[1941, 8]"	"[0.0639, 0.0654]"
"ymgE"	2	"[7.84, 14.74]"	"[1942, 16]"	"[0.0919, 0.054]"
"ycgR"	2	"[7.0, 11.8]"	"[1571, 375]"	"[0.0633, 0.076]"
"cvrA"	2	"[7.15, 8.95]"	"[216, 1744]"	"[0.0364, 0.038]"
"umuC"	2	"[7.91, 12.71]"	"[1940, 5]"	"[0.0578, 0.0782]"
"miaA"	2	"[8.28, 12.28]"	"[9, 1942]"	"[0.0591, 0.0622]"
"hflX"	2	"[7.79, 11.69]"	"[12, 1937]"	"[0.0405, 0.0635]"
"ycgJ"	2	"[5.34, 9.14]"	"[1, 1942]"	"[0.0, 0.0549]"
"minC"	2	"[6.05, 10.95]"	"[2, 1942]"	"[0.0566, 0.0474]"
"yggT"	2	"[7.15, 10.55]"	"[8, 1940]"	"[0.0372, 0.0413]"
"rnr"	2	"[6.74, 10.34]"	"[6, 1942]"	"[0.045, 0.0439]"
"ycgH_2"	2	"[8.52, 12.52]"	"[1940, 9]"	"[0.0479, 0.0857]"
"yggM"	2	"[7.16, 12.66]"	"[1941, 8]"	"[0.0887, 0.0681]"
"ycgZ"	2	"[4.13, 8.73]"	"[4, 1942]"	"[0.0841, 0.1067]"
"ycgX"	2	"[5.24, 10.84]"	"[1942, 1]"	"[0.1102, 0.0]"
"iraM"	2	"[5.25, 9.95]"	"[1932, 11]"	"[0.0982, 0.0342]"
"mcrA"	2	"[6.45, 8.15]"	"[1470, 492]"	"[0.0652, 0.0538]"
"yraR"	2	"[6.09, 9.09]"	"[9, 1942]"	"[0.0494, 0.0414]"
"pinE"	2	"[6.78, 9.18]"	"[687, 1267]"	"[0.0597, 0.0437]"
"yqgD"	2	"[5.45, 9.85]"	"[1935, 8]"	"[0.0863, 0.0149]"
"yqjF"	2	"[8.38, 12.88]"	"[1940, 9]"	"[0.0591, 0.0583]"
"yjcZ"	2	"[4.38, 8.68]"	"[10, 1942]"	"[0.0459, 0.0718]"
"yciV"	2	"[7.39, 10.69]"	"[4, 1942]"	"[0.038, 0.0588]"
"yciG"	2	"[9.06, 12.76]"	"[1826, 119]"	"[0.0723, 0.0458]"
"dcuS"	2	"[7.14, 9.24]"	"[23, 1924]"	"[0.008, 0.0375]"
"yjdJ"	2	"[6.35, 9.35]"	"[5, 1942]"	"[0.0538, 0.0797]"
"yjdK"	2	"[5.63, 8.13]"	"[1716, 248]"	"[0.0784, 0.0578]"
"pepP"	2	"[8.02, 10.92]"	"[64, 1884]"	"[0.0106, 0.045]"
"yciU"	2	"[6.82, 9.72]"	"[9, 1939]"	"[0.0446, 0.0528]"
"yqfE"	2	"[7.57, 9.47]"	"[724, 1223]"	"[0.0477, 0.0376]"
"argK"	2	"[7.78, 11.48]"	"[1940, 9]"	"[0.0581, 0.0427]"
"ychE"	2	"[8.68, 12.08]"	"[1942, 3]"	"[0.0528, 0.056]"
"ychG_1"	2	"[9.33, 12.93]"	"[1938, 15]"	"[0.0529, 0.0666]"
"groS"	2	"[7.63, 13.03]"	"[23, 1932]"	"[0.0563, 0.0796]"
"groL"	2	"[8.18, 11.78]"	"[10, 1935]"	"[0.0138, 0.078]"
"yjeI"	2	"[7.38, 10.88]"	"[1, 1942]"	"[0.0, 0.0469]"
"yjeJ"	2	"[5.17, 7.67]"	"[2, 1942]"	"[0.0876, 0.0637]"
"ychO"	2	"[5.4, 8.5]"	"[2, 1942]"	"[0.0918, 0.0357]"
"ychN"	2	"[9.66, 12.66]"	"[1939, 7]"	"[0.053, 0.0253]"
"chaC"	2	"[4.51, 9.01]"	"[3, 1942]"	"[0.1635, 0.0617]"
"chaB"	2	"[4.88, 9.68]"	"[13, 1939]"	"[0.0623, 0.0801]"
"yqgB"	2	"[7.61, 10.21]"	"[216, 1732]"	"[0.03, 0.065]"
"yqgC"	2	"[4.93, 7.83]"	"[6, 1942]"	"[0.0545, 0.0682]"
"ampC"	2	"[8.43, 13.93]"	"[1924, 38]"	"[0.0792, 0.1015]"
"yqjK"	2	"[4.34, 9.44]"	"[4, 1942]"	"[0.1393, 0.0668]"
"stfE"	2	"[4.66, 7.06]"	"[25, 1918]"	"[0.0239, 0.0674]"
"ymfS"	2	"[5.21, 7.61]"	"[331, 1764]"	"[0.0497, 0.0608]"
"yjfI"	2	"[6.23, 8.43]"	"[1650, 308]"	"[0.059, 0.0583]"
"yceD"	2	"[9.18, 12.38]"	"[40, 1904]"	"[0.043, 0.0679]"
"rlmG"	2	"[6.4, 8.9]"	"[7, 1942]"	"[0.0397, 0.0516]"
"rluC"	2	"[5.2, 9.2]"	"[9, 1942]"	"[0.063, 0.0567]"
"rne"	2	"[7.11, 10.71]"	"[10, 1942]"	"[0.0393, 0.0543]"
"flgL"	2	"[8.77, 11.77]"	"[1573, 381]"	"[0.0582, 0.0411]"
"fadH"	2	"[5.67, 9.37]"	"[14, 1942]"	"[0.0378, 0.068]"
"yggX"	2	"[7.03, 10.63]"	"[9, 1941]"	"[0.0496, 0.0516]"
"flgK"	2	"[7.82, 11.52]"	"[1498, 483]"	"[0.0627, 0.0631]"
"flgJ"	2	"[8.33, 10.43]"	"[1658, 355]"	"[0.0633, 0.0407]"
"flgH"	2	"[7.76, 11.16]"	"[1592, 446]"	"[0.0609, 0.0578]"
"flgG"	2	"[8.55, 12.05]"	"[1468, 483]"	"[0.057, 0.0591]"
"tamB"	2	"[9.68, 12.18]"	"[1942, 6]"	"[0.0515, 0.0502]"
"yghD"	2	"[8.3, 12.4]"	"[1942, 6]"	"[0.0459, 0.0757]"
"yzfA"	2	"[7.86, 11.56]"	"[1941, 4]"	"[0.0385, 0.1168]"
"flgE"	2	"[8.44, 12.24]"	"[1521, 426]"	"[0.099, 0.0409]"
"yghE"	2	"[7.66, 9.06]"	"[761, 1212]"	"[0.0471, 0.0463]"
"ygjJ"	2	"[5.82, 7.82]"	"[78, 1868]"	"[0.0288, 0.0512]"
"ridA"	2	"[7.92, 11.92]"	"[22, 1921]"	"[0.0327, 0.0751]"
"bdcA"	2	"[3.83, 9.13]"	"[4, 1942]"	"[0.142, 0.0528]"
"flgD"	2	"[8.87, 12.17]"	"[1539, 408]"	"[0.107, 0.0463]"
"tabA"	2	"[4.02, 9.22]"	"[2, 1942]"	"[0.1677, 0.0716]"
"flgC"	2	"[8.84, 12.54]"	"[1569, 400]"	"[0.0869, 0.039]"
"flgB"	2	"[7.7, 12.2]"	"[1474, 477]"	"[0.0919, 0.0641]"
"rpmF"	2	"[4.93, 11.93]"	"[37, 1938]"	"[0.095, 0.0795]"
"yceG"	2	"[5.42, 8.32]"	"[9, 1940]"	"[0.0623, 0.0668]"
"ytfK"	2	"[9.28, 13.78]"	"[1926, 20]"	"[0.1, 0.0326]"
"ycfH"	2	"[5.7, 8.8]"	"[3, 1942]"	"[0.073, 0.0743]"
"ymfR"	2	"[7.16, 8.86]"	"[522, 1440]"	"[0.0727, 0.0564]"
"ymfK"	2	"[4.36, 8.66]"	"[21, 1924]"	"[0.0274, 0.0732]"
"rluE"	2	"[5.43, 9.23]"	"[2, 1941]"	"[0.0078, 0.0372]"
"yjfK"	2	"[7.76, 10.66]"	"[1938, 10]"	"[0.0639, 0.0407]"
"hflD"	2	"[5.69, 10.19]"	"[1, 1942]"	"[0.0917, 0.0707]"
"yggN"	2	"[7.59, 10.09]"	"[10, 1935]"	"[0.0249, 0.0382]"
"ycfD"	2	"[7.34, 10.14]"	"[5, 1941]"	"[0.0361, 0.0371]"
"yjfM"	2	"[7.42, 12.92]"	"[1941, 8]"	"[0.0723, 0.0933]"
"pepT"	2	"[5.64, 9.04]"	"[5, 1942]"	"[0.0494, 0.0679]"
"ymfA"	2	"[4.95, 7.75]"	"[5, 1942]"	"[0.0381, 0.0529]"
"yjfC"	2	"[5.2, 8.4]"	"[3, 1941]"	"[0.0179, 0.0525]"
"flgN"	2	"[8.54, 11.74]"	"[1522, 513]"	"[0.058, 0.0673]"
"alx"	2	"[8.52, 12.92]"	"[1941, 23]"	"[0.055, 0.0423]"
"lolC"	2	"[4.34, 9.24]"	"[2, 1942]"	"[0.1577, 0.0504]"
"mfd"	2	"[6.61, 9.81]"	"[4, 1942]"	"[0.0747, 0.0292]"
"yjfP"	2	"[8.87, 11.97]"	"[1941, 5]"	"[0.0303, 0.0817]"
"yggL"	2	"[8.49, 10.99]"	"[39, 1904]"	"[0.0351, 0.0411]"
"rpsF"	2	"[7.64, 12.74]"	"[20, 1923]"	"[0.0342, 0.0964]"
"ygjQ"	2	"[5.29, 7.49]"	"[3, 1942]"	"[0.046, 0.048]"
"fklB"	2	"[10.72, 13.12]"	"[1940, 3]"	"[0.0467, 0.0171]"
"ytfF"	2	"[8.79, 13.29]"	"[1942, 15]"	"[0.0457, 0.041]"
"ycfL"	2	"[4.84, 9.74]"	"[14, 1940]"	"[0.0357, 0.0723]"
"hinT"	2	"[4.95, 9.75]"	"[10, 1942]"	"[0.0399, 0.0708]"
"ytfG"	2	"[8.81, 12.11]"	"[1941, 17]"	"[0.0341, 0.0412]"
"ygjR"	2	"[5.79, 9.09]"	"[5, 1942]"	"[0.0536, 0.0665]"
"ydfE"	2	"[7.15, 12.45]"	"[1941, 14]"	"[0.0707, 0.0672]"
"gstA"	2	"[6.52, 10.02]"	"[12, 1940]"	"[0.0228, 0.0719]"
"rlmD"	2	"[7.07, 9.77]"	"[146, 1860]"	"[0.0368, 0.0561]"
"yehC"	2	"[5.0, 8.3]"	"[1839, 109]"	"[0.0685, 0.0323]"
"bamB"	2	"[7.17, 10.77]"	"[5, 1942]"	"[0.0667, 0.0407]"
"yehB"	2	"[5.33, 7.53]"	"[697, 1254]"	"[0.0532, 0.0555]"
"yfgM"	2	"[7.22, 10.52]"	"[3, 1942]"	"[0.0347, 0.0497]"
"yhhJ"	2	"[9.26, 11.66]"	"[1941, 6]"	"[0.0394, 0.0314]"
"rcnB"	2	"[6.66, 8.56]"	"[42, 1901]"	"[0.0258, 0.053]"
"yhiI"	2	"[7.33, 9.73]"	"[4, 1939]"	"[0.0087, 0.0454]"
"yfhM"	2	"[6.46, 9.46]"	"[2, 1942]"	"[0.0628, 0.0399]"
"iscX"	2	"[7.03, 10.93]"	"[4, 1942]"	"[0.0406, 0.0651]"
"yegT"	2	"[7.91, 12.21]"	"[1942, 3]"	"[0.0365, 0.132]"
"yhhH"	2	"[6.71, 11.41]"	"[1938, 12]"	"[0.0796, 0.0357]"
"gatR_2"	2	"[5.8, 9.2]"	"[6, 1941]"	"[0.0396, 0.0733]"
"b3254"	2	"[5.36, 7.56]"	"[163, 1787]"	"[0.0393, 0.0536]"
"rsmJ"	2	"[9.98, 12.58]"	"[1940, 13]"	"[0.0631, 0.0278]"
"hscA"	2	"[5.22, 10.92]"	"[7, 1940]"	"[0.0295, 0.081]"
"slp"	2	"[7.21, 12.31]"	"[1640, 310]"	"[0.1118, 0.0606]"
"yhiD"	2	"[7.15, 9.35]"	"[957, 1002]"	"[0.0345, 0.0937]"
"mdtE"	2	"[8.57, 11.37]"	"[1849, 269]"	"[0.0764, 0.0488]"
"mreC"	2	"[6.6, 9.7]"	"[7, 1942]"	"[0.0487, 0.0428]"
"mdtC"	2	"[8.32, 11.32]"	"[1942, 12]"	"[0.0348, 0.0349]"
"mdtB"	2	"[8.46, 13.26]"	"[1940, 21]"	"[0.0522, 0.0847]"
"yfhR"	2	"[7.9, 11.1]"	"[1929, 18]"	"[0.048, 0.0379]"
"yhiM"	2	"[4.59, 7.59]"	"[13, 1942]"	"[0.0368, 0.1014]"
"yhhT"	2	"[5.84, 8.44]"	"[3, 1942]"	"[0.0531, 0.0434]"
"yehE"	2	"[3.81, 7.51]"	"[110, 1835]"	"[0.0565, 0.0853]"
"mrp"	2	"[6.17, 10.67]"	"[127, 1836]"	"[0.0656, 0.0709]"
"bamC"	2	"[7.3, 10.6]"	"[7, 1936]"	"[0.023, 0.0387]"
"yohJ"	2	"[5.02, 8.72]"	"[2, 1942]"	"[0.0805, 0.0659]"
"yhdV"	2	"[8.47, 11.17]"	"[1915, 30]"	"[0.0425, 0.0546]"
"yfgD"	2	"[6.64, 9.44]"	"[2, 1942]"	"[0.0711, 0.0263]"
"yhdU"	2	"[5.29, 8.29]"	"[8, 1940]"	"[0.0228, 0.0644]"
"yfgG"	2	"[9.82, 13.22]"	"[1941, 11]"	"[0.0684, 0.0299]"
"yfgI"	2	"[8.11, 12.91]"	"[1942, 12]"	"[0.0569, 0.0406]"
"yohF"	2	"[8.7, 12.6]"	"[1939, 7]"	"[0.0554, 0.0958]"
"yhhL"	2	"[8.95, 12.85]"	"[1942, 5]"	"[0.0567, 0.057]"
"yfgJ"	2	"[8.29, 12.49]"	"[1941, 9]"	"[0.0535, 0.0915]"
"yohC"	2	"[7.76, 13.26]"	"[1936, 27]"	"[0.1031, 0.0377]"
"yhhM"	2	"[6.76, 9.86]"	"[10, 1938]"	"[0.0348, 0.062]"
"yehU"	2	"[5.88, 8.88]"	"[6, 1941]"	"[0.0589, 0.0478]"
"yhhN"	2	"[5.39, 9.19]"	"[1, 1942]"	"[0.0, 0.0442]"
"tusA"	2	"[5.27, 9.67]"	"[4, 1942]"	"[0.0979, 0.0513]"
"dusB"	2	"[8.58, 11.68]"	"[110, 1836]"	"[0.0349, 0.0811]"
"yhhQ"	2	"[7.88, 11.78]"	"[1941, 3]"	"[0.0577, 0.0761]"
"dcrB"	2	"[5.9, 10.6]"	"[2, 1942]"	"[0.1571, 0.0611]"
"yehP"	2	"[8.45, 10.45]"	"[1941, 2]"	"[0.0826, 0.0029]"
"yehL"	2	"[8.5, 11.5]"	"[1941, 2]"	"[0.0483, 0.0052]"
"yehI"	2	"[4.71, 7.21]"	"[3, 1942]"	"[0.0604, 0.0434]"
"prmA"	2	"[9.45, 12.65]"	"[1942, 2]"	"[0.0432, 0.0882]"
"molR_1"	2	"[6.58, 10.18]"	"[1938, 11]"	"[0.0711, 0.0255]"
"csiE"	2	"[5.6, 8.7]"	"[11, 1941]"	"[0.0363, 0.1051]"
"ypfJ"	2	"[7.14, 9.74]"	"[6, 1942]"	"[0.0482, 0.0441]"
"yegI"	2	"[7.89, 9.09]"	"[577, 1378]"	"[0.053, 0.0418]"
"tldD"	2	"[6.32, 10.02]"	"[4, 1942]"	"[0.0387, 0.0411]"
"mtfA"	2	"[7.56, 9.16]"	"[397, 1568]"	"[0.029, 0.0767]"
"yodB"	2	"[7.05, 13.35]"	"[1941, 4]"	"[0.0872, 0.0451]"
"rpsI"	2	"[7.08, 12.38]"	"[3, 1942]"	"[0.0654, 0.0915]"
"yedY"	2	"[8.53, 12.73]"	"[1938, 29]"	"[0.0505, 0.0614]"
"hchA"	2	"[8.82, 11.72]"	"[1716, 251]"	"[0.072, 0.0447]"
"yiaL"	2	"[7.12, 11.02]"	"[1942, 3]"	"[0.0727, 0.0341]"
"sgbU"	2	"[7.73, 12.43]"	"[1942, 7]"	"[0.053, 0.0551]"
"yedS_3"	2	"[8.22, 12.12]"	"[1939, 10]"	"[0.0569, 0.0608]"
"yedS_2"	2	"[6.54, 12.64]"	"[1939, 22]"	"[0.0847, 0.0746]"
"yedS_1"	2	"[7.72, 11.72]"	"[1936, 7]"	"[0.0569, 0.0512]"
"yiaB"	2	"[5.72, 8.32]"	"[1519, 447]"	"[0.0682, 0.0542]"
"yedR"	2	"[6.66, 9.56]"	"[51, 1894]"	"[0.0412, 0.0661]"
"yiaV"	2	"[7.68, 13.18]"	"[1940, 10]"	"[0.0721, 0.0812]"
"yiaW"	2	"[6.77, 11.07]"	"[1940, 9]"	"[0.0676, 0.0725]"
"dcm"	2	"[9.07, 12.87]"	"[1942, 7]"	"[0.0452, 0.0676]"
"vsr"	2	"[7.24, 9.44]"	"[160, 1792]"	"[0.0315, 0.0439]"
"yedA"	2	"[8.17, 10.77]"	"[1930, 13]"	"[0.0532, 0.0204]"
"yedI"	2	"[6.98, 9.58]"	"[45, 1900]"	"[0.0321, 0.0376]"
"lepB"	2	"[7.72, 10.12]"	"[6, 1942]"	"[0.0272, 0.0329]"
"yedP"	2	"[4.51, 9.01]"	"[2, 1942]"	"[0.052, 0.0861]"
"yodD"	2	"[8.19, 11.29]"	"[1613, 339]"	"[0.0684, 0.0741]"
"dsrB"	2	"[7.13, 9.43]"	"[44, 1899]"	"[0.0091, 0.052]"
"yedJ"	2	"[6.81, 9.21]"	"[46, 1900]"	"[0.0178, 0.0338]"
"rplM"	2	"[8.37, 13.17]"	"[10, 1939]"	"[0.0225, 0.0669]"
"yeeN"	2	"[7.28, 9.08]"	"[270, 1690]"	"[0.0389, 0.0812]"
"yeeO"	2	"[8.19, 13.49]"	"[1937, 17]"	"[0.0716, 0.0643]"
"asmA"	2	"[5.18, 9.18]"	"[17, 1942]"	"[0.0385, 0.0306]"
"wza"	2	"[8.12, 11.22]"	"[1932, 33]"	"[0.0565, 0.0654]"
"yhjK"	2	"[9.54, 11.94]"	"[1941, 7]"	"[0.0372, 0.053]"
"yphC"	2	"[4.13, 8.63]"	"[304, 1642]"	"[0.0576, 0.0614]"
"aaeB"	2	"[7.87, 11.97]"	"[1935, 17]"	"[0.0592, 0.0492]"
"bcsZ"	2	"[8.65, 12.35]"	"[1942, 6]"	"[0.0403, 0.0732]"
"wbbL_1"	2	"[6.98, 10.48]"	"[388, 1560]"	"[0.0725, 0.0526]"
"yphD"	2	"[8.67, 11.27]"	"[1932, 17]"	"[0.0483, 0.0494]"
"bcsQ"	2	"[7.77, 12.27]"	"[1942, 6]"	"[0.0673, 0.059]"
"yhjR"	2	"[5.07, 9.17]"	"[7, 1936]"	"[0.0213, 0.0596]"
"yhcO"	2	"[7.13, 8.73]"	"[679, 1306]"	"[0.0325, 0.0761]"
"degS"	2	"[5.24, 9.24]"	"[5, 1940]"	"[0.041, 0.0407]"
"yhcB"	2	"[6.83, 11.03]"	"[3, 1942]"	"[0.094, 0.0566]"
"yhjV"	2	"[7.03, 8.83]"	"[858, 1118]"	"[0.0462, 0.0579]"
"yhjX"	2	"[4.56, 7.66]"	"[7, 1942]"	"[0.0548, 0.1229]"
"yhcM"	2	"[9.02, 12.02]"	"[1937, 16]"	"[0.0392, 0.0809]"
"cbeA"	2	"[7.9, 12.2]"	"[1941, 12]"	"[0.0693, 0.0776]"
"yeeT"	2	"[8.41, 12.61]"	"[1939, 11]"	"[0.071, 0.0817]"
"yeeR"	2	"[3.35, 8.35]"	"[18, 1941]"	"[0.0429, 0.0828]"
"tag"	2	"[7.14, 9.34]"	"[8, 1942]"	"[0.04, 0.0311]"
"pgpC"	2	"[7.56, 9.36]"	"[112, 1832]"	"[0.0194, 0.0407]"
"insJ"	2	"[7.91, 12.21]"	"[1935, 13]"	"[0.0725, 0.0339]"
"wecH"	2	"[4.83, 7.23]"	"[45, 1898]"	"[0.0404, 0.0668]"
"yhjH"	2	"[8.45, 11.25]"	"[1604, 368]"	"[0.0717, 0.0483]"
"yibF"	2	"[9.48, 12.48]"	"[1942, 3]"	"[0.0394, 0.0417]"
"yhhW"	2	"[9.07, 12.67]"	"[1939, 10]"	"[0.0358, 0.0599]"
"gntU_2"	2	"[8.38, 12.18]"	"[1942, 4]"	"[0.0551, 0.0297]"
"yfdH"	2	"[7.19, 10.09]"	"[459, 1494]"	"[0.0587, 0.0671]"
"bfr"	2	"[5.15, 10.05]"	"[2, 1942]"	"[0.0611, 0.1207]"
"yfdN"	2	"[7.77, 11.67]"	"[1939, 7]"	"[0.0564, 0.0608]"
"yfdP"	2	"[8.41, 12.41]"	"[1940, 10]"	"[0.0492, 0.0483]"
"yfdR"	2	"[5.13, 7.43]"	"[528, 1420]"	"[0.0394, 0.0389]"
"chiA"	2	"[8.35, 10.85]"	"[1936, 11]"	"[0.0448, 0.0345]"
"yfbP"	2	"[6.55, 8.25]"	"[1320, 646]"	"[0.034, 0.0611]"
"yfbO"	2	"[5.43, 7.83]"	"[1400, 558]"	"[0.0457, 0.0579]"
"tufA"	2	"[9.49, 13.49]"	"[7, 1939]"	"[0.0655, 0.0326]"
"rplP"	2	"[7.32, 13.42]"	"[9, 1942]"	"[0.048, 0.0619]"
"yfcD"	2	"[9.29, 10.49]"	"[1166, 824]"	"[0.0429, 0.0331]"
"rpsL"	2	"[8.39, 13.29]"	"[26, 1932]"	"[0.0661, 0.0369]"
"rpsQ"	2	"[7.15, 13.05]"	"[9, 1937]"	"[0.059, 0.0957]"
"yfbL"	2	"[5.43, 7.53]"	"[313, 1637]"	"[0.0313, 0.0561]"
"tusC"	2	"[5.69, 9.39]"	"[2, 1942]"	"[0.0569, 0.0572]"
"tusD"	2	"[9.91, 13.41]"	"[1941, 8]"	"[0.0411, 0.0972]"
"elaD"	2	"[7.14, 10.64]"	"[1939, 12]"	"[0.0674, 0.0377]"
"yfdE"	2	"[6.83, 10.53]"	"[1942, 8]"	"[0.0611, 0.0342]"
"elaA"	2	"[5.83, 9.03]"	"[18, 1934]"	"[0.0556, 0.0386]"
"slyX"	2	"[4.48, 9.38]"	"[10, 1942]"	"[0.0265, 0.0474]"
"slyD"	2	"[7.13, 11.33]"	"[19, 1941]"	"[0.0374, 0.0596]"
"yfdX"	2	"[5.26, 7.56]"	"[14, 1936]"	"[0.0346, 0.0676]"
"yfbN"	2	"[6.34, 10.64]"	"[1939, 4]"	"[0.0832, 0.0232]"
"yfdG"	2	"[6.66, 9.56]"	"[358, 1600]"	"[0.0657, 0.0598]"
"gspL"	2	"[7.67, 11.57]"	"[1939, 8]"	"[0.0552, 0.094]"
"yfcF"	2	"[8.81, 12.71]"	"[1942, 6]"	"[0.0432, 0.0585]"
"yfcT"	2	"[8.24, 11.14]"	"[1940, 4]"	"[0.0533, 0.0198]"
"yfcS"	2	"[8.32, 11.22]"	"[1941, 7]"	"[0.0493, 0.0425]"
"rpsS"	2	"[7.87, 13.17]"	"[36, 1907]"	"[0.0394, 0.089]"
"yfcQ"	2	"[3.74, 6.74]"	"[2, 1942]"	"[0.0673, 0.0539]"
"yfcO"	2	"[9.04, 11.74]"	"[1941, 6]"	"[0.0567, 0.027]"
"yfcA"	2	"[7.07, 10.17]"	"[119, 1830]"	"[0.0445, 0.0535]"
"rplD"	2	"[6.83, 13.33]"	"[6, 1942]"	"[0.0449, 0.107]"
"yfcZ"	2	"[6.71, 10.01]"	"[5, 1942]"	"[0.0468, 0.0725]"
"yfdF"	2	"[6.46, 10.96]"	"[1930, 43]"	"[0.085, 0.0616]"
"mnmC"	2	"[9.3, 12.1]"	"[1940, 4]"	"[0.0378, 0.0553]"
