variant,reaction id,stoichiometry,average flux,average substrate concentrations,average transporter concentrations
2,RXN-11811 (reverse),"{u'PROTON[c]': -1, u'AMMONIA[c]': -1, u'AMMONIUM[c]': 1}",0.0,"{u'PROTON[c]': 0.0, u'AMMONIA[c]': 9.996234574512908e-05, u'AMMONIUM[c]': 1.902629205946746e-09}",{}
0,TRANS-RXN0-569-THR//THR.9.,"{u'THR[p]': 1, u'THR[c]': -1}",0.0,"{u'THR[p]': 6.316061259838395e-08, u'THR[c]': 4.2581369022868695e-07}",{u'G6458-MONOMER[i]': 0.0}
1,TRANS-RXN0-569-THR//THR.9.,"{u'THR[p]': 1, u'THR[c]': -1}",0.0,"{u'THR[p]': 8.604739923917433e-08, u'THR[c]': 4.3881315948527907e-07}",{u'G6458-MONOMER[i]': 0.0}
2,TRANS-RXN0-569-THR//THR.9.,"{u'THR[p]': 1, u'THR[c]': -1}",6.144146151299518e-07,"{u'THR[p]': 5.454744494597074e-08, u'THR[c]': 3.760998446193925e-07}",{u'G6458-MONOMER[i]': 0.0}
0,S-ADENMETSYN-RXN,"{u'PI[c]': 1, u'PPI[c]': 1, u'S-ADENOSYLMETHIONINE[c]': 1, u'ATP[c]': -1, u'MET[c]': -1, u'WATER[c]': -1}",0.00026778339104560427,"{u'WATER[c]': 0.0, u'S-ADENOSYLMETHIONINE[c]': 9.997828809348108e-05, u'ATP[c]': 2.0335298012190335e-08, u'MET[c]': 0.0}",{u'S-ADENMETSYN-CPLX[c]': 0.0}
1,S-ADENMETSYN-RXN,"{u'PI[c]': 1, u'PPI[c]': 1, u'S-ADENOSYLMETHIONINE[c]': 1, u'ATP[c]': -1, u'MET[c]': -1, u'WATER[c]': -1}",0.0003305539385140792,"{u'WATER[c]': 0.0, u'S-ADENOSYLMETHIONINE[c]': 9.999077973936313e-05, u'ATP[c]': 2.449930621693832e-08, u'MET[c]': 0.0}",{u'S-ADENMETSYN-CPLX[c]': 0.0}
2,S-ADENMETSYN-RXN,"{u'PI[c]': 1, u'PPI[c]': 1, u'S-ADENOSYLMETHIONINE[c]': 1, u'ATP[c]': -1, u'MET[c]': -1, u'WATER[c]': -1}",0.00032490751067072504,"{u'WATER[c]': 0.0, u'S-ADENOSYLMETHIONINE[c]': 9.99623463900117e-05, u'ATP[c]': 1.741318076499133e-08, u'MET[c]': 0.0}",{u'S-ADENMETSYN-CPLX[c]': 0.0}
0,TRANS-RXN0-569-TYR//TYR.9.,"{u'TYR[c]': -1, u'TYR[p]': 1}",0.0,"{u'TYR[c]': 0.0, u'TYR[p]': 1.3537116410928108e-07}",{u'G6458-MONOMER[i]': 0.0}
1,TRANS-RXN0-569-TYR//TYR.9.,"{u'TYR[c]': -1, u'TYR[p]': 1}",0.0,"{u'TYR[c]': 0.0, u'TYR[p]': 1.6000247001801575e-07}",{u'G6458-MONOMER[i]': 0.0}
2,TRANS-RXN0-569-TYR//TYR.9.,"{u'TYR[c]': -1, u'TYR[p]': 1}",2.27732421400355e-06,"{u'TYR[c]': 0.0, u'TYR[p]': 1.1416093941617704e-07}",{u'G6458-MONOMER[i]': 0.0}
0,TRANS-RXN-72,"{u'PROTON[c]': 1, u'THR[c]': 1, u'THR[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'THR[c]': 4.2581369022868695e-07, u'THR[p]': 6.316061259838395e-08, u'PROTON[p]': 8.129924402836882e-07}",{u'TDCC-MONOMER[i]': 0.0}
1,TRANS-RXN-72,"{u'PROTON[c]': 1, u'THR[c]': 1, u'THR[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'THR[c]': 4.3881315948527907e-07, u'THR[p]': 8.604739923917433e-08, u'PROTON[p]': 9.335027643025821e-07}",{u'TDCC-MONOMER[i]': 0.0}
2,TRANS-RXN-72,"{u'PROTON[c]': 1, u'THR[c]': 1, u'THR[p]': -1, u'PROTON[p]': -1}",0.001239995088265344,"{u'PROTON[c]': 0.0, u'THR[c]': 3.760998446193925e-07, u'THR[p]': 5.454744494597074e-08, u'PROTON[p]': 6.736072455419057e-07}",{u'TDCC-MONOMER[i]': 0.0}
0,TRANS-RXN-71,"{u'PROTON[c]': 1, u'SER[c]': 1, u'SER[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'SER[c]': 9.358435473369324e-07, u'SER[p]': 0.0, u'PROTON[p]': 8.129924402836882e-07}","{u'TDCC-MONOMER[i]': 0.0, u'SDAC-MONOMER[i]': 0.0}"
1,TRANS-RXN-71,"{u'PROTON[c]': 1, u'SER[c]': 1, u'SER[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'SER[c]': 1.2691872160155315e-06, u'SER[p]': 0.0, u'PROTON[p]': 9.335027643025821e-07}","{u'TDCC-MONOMER[i]': 0.0, u'SDAC-MONOMER[i]': 0.0}"
2,TRANS-RXN-71,"{u'PROTON[c]': 1, u'SER[c]': 1, u'SER[p]': -1, u'PROTON[p]': -1}",0.0007489243409005268,"{u'PROTON[c]': 0.0, u'SER[c]': 7.147767745258573e-07, u'SER[p]': 0.0, u'PROTON[p]': 6.736072455419057e-07}","{u'TDCC-MONOMER[i]': 0.0, u'SDAC-MONOMER[i]': 0.0}"
0,TRANS-RXN-77,"{u'PROTON[c]': 1, u'TYR[p]': -1, u'TYR[c]': 1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'PROTON[p]': 8.129924402836882e-07, u'TYR[c]': 0.0, u'TYR[p]': 1.3537116410928108e-07}","{u'AROP-MONOMER[i]': 0.0, u'TYRP-MONOMER[i]': 0.0}"
1,TRANS-RXN-77,"{u'PROTON[c]': 1, u'TYR[p]': -1, u'TYR[c]': 1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'PROTON[p]': 9.335027643025821e-07, u'TYR[c]': 0.0, u'TYR[p]': 1.6000247001801575e-07}","{u'AROP-MONOMER[i]': 0.0, u'TYRP-MONOMER[i]': 0.0}"
2,TRANS-RXN-77,"{u'PROTON[c]': 1, u'TYR[p]': -1, u'TYR[c]': 1, u'PROTON[p]': -1}",0.0001094909756290748,"{u'PROTON[c]': 0.0, u'PROTON[p]': 6.736072455419057e-07, u'TYR[c]': 0.0, u'TYR[p]': 1.1416093941617704e-07}","{u'AROP-MONOMER[i]': 0.0, u'TYRP-MONOMER[i]': 0.0}"
0,TRANS-RXN-76,"{u'PROTON[c]': 1, u'TRP[c]': 1, u'TRP[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'PROTON[p]': 8.129924402836882e-07, u'TRP[p]': 0.0, u'TRP[c]': 3.247261201512606e-07}","{u'AROP-MONOMER[i]': 0.0, u'MTR-MONOMER[i]': 2.3994789617438432e-05, u'TNAB-MONOMER[i]': 0.0}"
1,TRANS-RXN-76,"{u'PROTON[c]': 1, u'TRP[c]': 1, u'TRP[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'PROTON[p]': 9.335027643025821e-07, u'TRP[p]': 0.0, u'TRP[c]': 4.41925817525266e-07}","{u'AROP-MONOMER[i]': 0.0, u'MTR-MONOMER[i]': 2.3997786288754353e-05, u'TNAB-MONOMER[i]': 0.0}"
2,TRANS-RXN-76,"{u'PROTON[c]': 1, u'TRP[c]': 1, u'TRP[p]': -1, u'PROTON[p]': -1}",0.0003239926589827755,"{u'PROTON[c]': 0.0, u'PROTON[p]': 6.736072455419057e-07, u'TRP[p]': 0.0, u'TRP[c]': 2.560174797203026e-07}","{u'AROP-MONOMER[i]': 0.0, u'MTR-MONOMER[i]': 2.399096312968647e-05, u'TNAB-MONOMER[i]': 0.0}"
0,1.2.99.7-RXN-CPD-371/FAD/WATER//CPD-195/FADH2.33.,"{u'WATER[p]': -1, u'FADH2[p]': 1, u'FAD[p]': -1, u'CPD-195[p]': 1, u'CPD-371[p]': -1}",0.0,"{u'WATER[p]': 0.0, u'CPD-371[p]': 2.33896379808525e-08, u'FADH2[p]': 0.0, u'CPD-195[p]': 0.0, u'FAD[p]': 0.0}",{}
1,1.2.99.7-RXN-CPD-371/FAD/WATER//CPD-195/FADH2.33.,"{u'WATER[p]': -1, u'FADH2[p]': 1, u'FAD[p]': -1, u'CPD-195[p]': 1, u'CPD-371[p]': -1}",0.0,"{u'WATER[p]': 0.0, u'CPD-371[p]': 2.674864650928213e-08, u'FADH2[p]': 0.0, u'CPD-195[p]': 0.0, u'FAD[p]': 0.0}",{}
2,1.2.99.7-RXN-CPD-371/FAD/WATER//CPD-195/FADH2.33.,"{u'WATER[p]': -1, u'FADH2[p]': 1, u'FAD[p]': -1, u'CPD-195[p]': 1, u'CPD-371[p]': -1}",0.0,"{u'WATER[p]': 0.0, u'CPD-371[p]': 1.9458072023605324e-08, u'FADH2[p]': 0.0, u'CPD-195[p]': 0.0, u'FAD[p]': 0.0}",{}
0,GLUTDEHYD-RXN__GLUTAMATESYN-CPLX,"{u'GLT[c]': -1, u'NADP[c]': -1, u'PROTON[c]': 1, u'AMMONIUM[c]': 1, u'2-KETOGLUTARATE[c]': 1, u'WATER[c]': -1, u'NADPH[c]': 1}",0.016354930438399244,"{u'GLT[c]': 0.0, u'NADP[c]': 0.0, u'PROTON[c]': 0.0, u'AMMONIUM[c]': 1.8536798622925465e-09, u'2-KETOGLUTARATE[c]': 2.116630329811678e-08, u'WATER[c]': 0.0}",{u'GLUTAMATESYN-CPLX[c]': 0.0}
1,GLUTDEHYD-RXN__GLUTAMATESYN-CPLX,"{u'GLT[c]': -1, u'NADP[c]': -1, u'PROTON[c]': 1, u'AMMONIUM[c]': 1, u'2-KETOGLUTARATE[c]': 1, u'WATER[c]': -1, u'NADPH[c]': 1}",0.0451619950489721,"{u'GLT[c]': 0.0, u'NADP[c]': 0.0, u'PROTON[c]': 0.0, u'AMMONIUM[c]': 1.2807934883744556e-08, u'2-KETOGLUTARATE[c]': 2.1505655351461677e-08, u'WATER[c]': 0.0}",{u'GLUTAMATESYN-CPLX[c]': 0.0}
2,GLUTDEHYD-RXN__GLUTAMATESYN-CPLX,"{u'GLT[c]': -1, u'NADP[c]': -1, u'PROTON[c]': 1, u'AMMONIUM[c]': 1, u'2-KETOGLUTARATE[c]': 1, u'WATER[c]': -1, u'NADPH[c]': 1}",0.012442153631157991,"{u'GLT[c]': 0.0, u'NADP[c]': 0.0, u'PROTON[c]': 0.0, u'AMMONIUM[c]': 1.902629205946746e-09, u'2-KETOGLUTARATE[c]': 2.0964326408386675e-08, u'WATER[c]': 0.0}",{u'GLUTAMATESYN-CPLX[c]': 0.0}
0,1.2.99.7-RXN-METHYL-GLYOXAL/FAD/WATER//PYRUVATE/FADH2.41.,"{u'METHYL-GLYOXAL[p]': -1, u'WATER[p]': -1, u'FADH2[p]': 1, u'PYRUVATE[p]': 1, u'FAD[p]': -1}",0.0,"{u'METHYL-GLYOXAL[p]': 2.5384534690353107e-07, u'FADH2[p]': 0.0, u'FAD[p]': 0.0, u'PYRUVATE[p]': 0.0, u'WATER[p]': 0.0}",{}
1,1.2.99.7-RXN-METHYL-GLYOXAL/FAD/WATER//PYRUVATE/FADH2.41.,"{u'METHYL-GLYOXAL[p]': -1, u'WATER[p]': -1, u'FADH2[p]': 1, u'PYRUVATE[p]': 1, u'FAD[p]': -1}",0.0,"{u'METHYL-GLYOXAL[p]': 2.997370157902289e-07, u'FADH2[p]': 0.0, u'FAD[p]': 0.0, u'PYRUVATE[p]': 0.0, u'WATER[p]': 0.0}",{}
2,1.2.99.7-RXN-METHYL-GLYOXAL/FAD/WATER//PYRUVATE/FADH2.41.,"{u'METHYL-GLYOXAL[p]': -1, u'WATER[p]': -1, u'FADH2[p]': 1, u'PYRUVATE[p]': 1, u'FAD[p]': -1}",0.0,"{u'METHYL-GLYOXAL[p]': 2.1991549292555135e-07, u'FADH2[p]': 0.0, u'FAD[p]': 0.0, u'PYRUVATE[p]': 0.0, u'WATER[p]': 0.0}",{}
0,TRANS-RXN-108-5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON//5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON.83.,"{u'PROTON[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 3.7992116392854845e-08, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': 7.886899897651087e-07, u'PROTON[p]': 8.129924402836882e-07}",{u'NUPG-MONOMER[i]': 0.0}
1,TRANS-RXN-108-5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON//5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON.83.,"{u'PROTON[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 4.497800564838565e-08, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': 8.344376361095657e-07, u'PROTON[p]': 9.335027643025821e-07}",{u'NUPG-MONOMER[i]': 0.0}
2,TRANS-RXN-108-5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON//5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON.83.,"{u'PROTON[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 1, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'PROTON[c]': 0.0, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[c]': 4.155759562705884e-08, u'5-METHYLAMINOMETHYL-2-THIOURIDINE[p]': 4.0339876022222145e-07, u'PROTON[p]': 6.736072455419057e-07}",{u'NUPG-MONOMER[i]': 0.0}
0,1.2.99.7-RXN-CPD-665/FAD/WATER//PROPIONATE/FADH2.36. (reverse),"{u'PROPIONATE[p]': -1, u'WATER[p]': 1, u'FADH2[p]': -1, u'FAD[p]': 1, u'CPD-665[p]': 1}",0.0,"{u'PROPIONATE[p]': 0.0, u'WATER[p]': 0.0, u'CPD-665[p]': 0.0003699196651086974, u'FADH2[p]': 0.0, u'FAD[p]': 0.0}",{}
1,1.2.99.7-RXN-CPD-665/FAD/WATER//PROPIONATE/FADH2.36. (reverse),"{u'PROPIONATE[p]': -1, u'WATER[p]': 1, u'FADH2[p]': -1, u'FAD[p]': 1, u'CPD-665[p]': 1}",0.0,"{u'PROPIONATE[p]': 0.0, u'WATER[p]': 0.0, u'CPD-665[p]': 0.00036368075677021595, u'FADH2[p]': 0.0, u'FAD[p]': 0.0}",{}
2,1.2.99.7-RXN-CPD-665/FAD/WATER//PROPIONATE/FADH2.36. (reverse),"{u'PROPIONATE[p]': -1, u'WATER[p]': 1, u'FADH2[p]': -1, u'FAD[p]': 1, u'CPD-665[p]': 1}",0.0,"{u'PROPIONATE[p]': 0.0, u'WATER[p]': 0.0, u'CPD-665[p]': 0.00036986067990885487, u'FADH2[p]': 0.0, u'FAD[p]': 0.0}",{}
0,RXN-11193-D-ALANINE/CPD-9728/WATER//AMMONIUM/PYRUVATE/REDUCED-MENAQUINONE.64.,"{u'D-ALANINE[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1, u'WATER[c]': -1, u'CPD-9728[i]': -1, u'REDUCED-MENAQUINONE[i]': 1}",0.0,"{u'D-ALANINE[c]': 4.294271081535389e-09, u'CPD-9728[i]': 9.770280934394053e-09, u'AMMONIUM[c]': 1.8536798622925465e-09, u'WATER[c]': 0.0, u'PYRUVATE[c]': 1.3216054781679078e-08, u'REDUCED-MENAQUINONE[i]': 1.6351049551551846e-06}",{u'DALADEHYDROG-CPLX[i]': 0.0}
1,RXN-11193-D-ALANINE/CPD-9728/WATER//AMMONIUM/PYRUVATE/REDUCED-MENAQUINONE.64.,"{u'D-ALANINE[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1, u'WATER[c]': -1, u'CPD-9728[i]': -1, u'REDUCED-MENAQUINONE[i]': 1}",0.0,"{u'D-ALANINE[c]': 2.747840731338596e-08, u'CPD-9728[i]': 1.1902285672737726e-08, u'AMMONIUM[c]': 1.2807934883744556e-08, u'WATER[c]': 0.0, u'PYRUVATE[c]': 1.2836583129462316e-08, u'REDUCED-MENAQUINONE[i]': 3.5877776647124712e-06}",{u'DALADEHYDROG-CPLX[i]': 0.0}
2,RXN-11193-D-ALANINE/CPD-9728/WATER//AMMONIUM/PYRUVATE/REDUCED-MENAQUINONE.64.,"{u'D-ALANINE[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1, u'WATER[c]': -1, u'CPD-9728[i]': -1, u'REDUCED-MENAQUINONE[i]': 1}",0.0,"{u'D-ALANINE[c]': 4.247038006148457e-09, u'CPD-9728[i]': 8.658769009684807e-09, u'AMMONIUM[c]': 1.902629205946746e-09, u'WATER[c]': 0.0, u'PYRUVATE[c]': 1.1759114336919448e-08, u'REDUCED-MENAQUINONE[i]': 2.410096808262868e-06}",{u'DALADEHYDROG-CPLX[i]': 0.0}
0,TRANS-RXN-108-CPD-15544/PROTON//CPD-15544/PROTON.35.,"{u'CPD-15544[c]': 1, u'PROTON[p]': -1, u'PROTON[c]': 1, u'CPD-15544[p]': -1}",0.0,"{u'CPD-15544[c]': 5.2224682212929356e-08, u'CPD-15544[p]': 0.0, u'PROTON[c]': 0.0, u'PROTON[p]': 8.129924402836882e-07}",{u'NUPG-MONOMER[i]': 0.0}
1,TRANS-RXN-108-CPD-15544/PROTON//CPD-15544/PROTON.35.,"{u'CPD-15544[c]': 1, u'PROTON[p]': -1, u'PROTON[c]': 1, u'CPD-15544[p]': -1}",0.0,"{u'CPD-15544[c]': 6.881698368092e-08, u'CPD-15544[p]': 0.0, u'PROTON[c]': 0.0, u'PROTON[p]': 9.335027643025821e-07}",{u'NUPG-MONOMER[i]': 0.0}
2,TRANS-RXN-108-CPD-15544/PROTON//CPD-15544/PROTON.35.,"{u'CPD-15544[c]': 1, u'PROTON[p]': -1, u'PROTON[c]': 1, u'CPD-15544[p]': -1}",0.0,"{u'CPD-15544[c]': 4.347720775689892e-08, u'CPD-15544[p]': 0.0, u'PROTON[c]': 0.0, u'PROTON[p]': 6.736072455419057e-07}",{u'NUPG-MONOMER[i]': 0.0}
0,4.3.1.17-RXN,"{u'SER[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1}",9.207332541744217e-07,"{u'SER[c]': 9.358435473369324e-07, u'PYRUVATE[c]': 1.3216054781679078e-08, u'AMMONIUM[c]': 1.8536798622925465e-09}","{u'LSERINEDEAM1-MONOMER[c]': 0.0, u'THREDEHYDCAT-CPLX[c]': 0.0, u'LSERINEDEAM2-MONOMER[c]': 0.0, u'CPLX0-7622[c]': 0.0}"
1,4.3.1.17-RXN,"{u'SER[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1}",6.274128817395852e-06,"{u'SER[c]': 1.2691872160155315e-06, u'PYRUVATE[c]': 1.2836583129462316e-08, u'AMMONIUM[c]': 1.2807934883744556e-08}","{u'LSERINEDEAM1-MONOMER[c]': 0.0, u'THREDEHYDCAT-CPLX[c]': 0.0, u'LSERINEDEAM2-MONOMER[c]': 0.0, u'CPLX0-7622[c]': 0.0}"
2,4.3.1.17-RXN,"{u'SER[c]': -1, u'PYRUVATE[c]': 1, u'AMMONIUM[c]': 1}",0.0,"{u'SER[c]': 7.147767745258573e-07, u'PYRUVATE[c]': 1.1759114336919448e-08, u'AMMONIUM[c]': 1.902629205946746e-09}","{u'LSERINEDEAM1-MONOMER[c]': 0.0, u'THREDEHYDCAT-CPLX[c]': 0.0, u'LSERINEDEAM2-MONOMER[c]': 0.0, u'CPLX0-7622[c]': 0.0}"
0,TRANS-RXN-141A,"{u'CO+2[p]': -1, u'CO+2[c]': 1}",2.4904078995926885e-07,{u'CO+2[c]': 0.0},"{u'EG11167-MONOMER[i]': 0.0, u'CORA-MONOMER[c]': 0.0}"
1,TRANS-RXN-141A,"{u'CO+2[p]': -1, u'CO+2[c]': 1}",8.060659409298551e-08,{u'CO+2[c]': 0.0},"{u'EG11167-MONOMER[i]': 0.0, u'CORA-MONOMER[c]': 0.0}"
2,TRANS-RXN-141A,"{u'CO+2[p]': -1, u'CO+2[c]': 1}",3.753310137631652e-07,{u'CO+2[c]': 0.0},"{u'EG11167-MONOMER[i]': 0.0, u'CORA-MONOMER[c]': 0.0}"
0,TRANS-RXN-141B,"{u'NI+2[c]': 1, u'NI+2[p]': -1}",3.1862055017432024e-06,"{u'NI+2[c]': 4.428832736329289e-09, u'NI+2[p]': 5.91546448805533e-09}",{u'CORA-MONOMER[c]': 0.0}
1,TRANS-RXN-141B,"{u'NI+2[c]': 1, u'NI+2[p]': -1}",7.45019162938581e-07,"{u'NI+2[c]': 4.898336082851329e-09, u'NI+2[p]': 6.0109643705661645e-09}",{u'CORA-MONOMER[c]': 0.0}
2,TRANS-RXN-141B,"{u'NI+2[c]': 1, u'NI+2[p]': -1}",4.800784606838607e-06,"{u'NI+2[c]': 3.96509315210829e-09, u'NI+2[p]': 5.341045073767645e-09}",{u'CORA-MONOMER[c]': 0.0}
0,TRANS-RXN0-469,"{u'L-ALPHA-ALANINE[p]': 1, u'L-ALPHA-ALANINE[c]': -1}",0.0,"{u'L-ALPHA-ALANINE[p]': 0.0, u'L-ALPHA-ALANINE[c]': 0.0}",{u'G7399-MONOMER[i]': 0.0}
1,TRANS-RXN0-469,"{u'L-ALPHA-ALANINE[p]': 1, u'L-ALPHA-ALANINE[c]': -1}",0.0,"{u'L-ALPHA-ALANINE[p]': 0.0, u'L-ALPHA-ALANINE[c]': 0.0}",{u'G7399-MONOMER[i]': 0.0}
2,TRANS-RXN0-469,"{u'L-ALPHA-ALANINE[p]': 1, u'L-ALPHA-ALANINE[c]': -1}",8.608021075644773e-20,"{u'L-ALPHA-ALANINE[p]': 0.0, u'L-ALPHA-ALANINE[c]': 0.0}",{u'G7399-MONOMER[i]': 0.0}
0,RXN-14809-CPD-12045//ARABINOSE.21.,"{u'CPD-12045[c]': -1, u'ARABINOSE[c]': 1}",0.0,"{u'CPD-12045[c]': 0.0, u'ARABINOSE[c]': 4.483315183056971e-08}",{}
1,RXN-14809-CPD-12045//ARABINOSE.21.,"{u'CPD-12045[c]': -1, u'ARABINOSE[c]': 1}",0.0,"{u'CPD-12045[c]': 0.0, u'ARABINOSE[c]': 5.021231917003937e-08}",{}
2,RXN-14809-CPD-12045//ARABINOSE.21.,"{u'CPD-12045[c]': -1, u'ARABINOSE[c]': 1}",0.0,"{u'CPD-12045[c]': 0.0, u'ARABINOSE[c]': 4.794404084756156e-08}",{}
0,GLUTAMIN-RXN__GMP-SYN-CPLX,"{u'GLT[c]': 1, u'WATER[c]': -1, u'AMMONIUM[c]': 1, u'GLN[c]': -1}",0.0,"{u'GLT[c]': 0.0, u'WATER[c]': 0.0, u'AMMONIUM[c]': 1.8536798622925465e-09, u'GLN[c]': 2.6510624834056676e-09}",{u'GMP-SYN-CPLX[c]': 0.0005598991520712706}
1,GLUTAMIN-RXN__GMP-SYN-CPLX,"{u'GLT[c]': 1, u'WATER[c]': -1, u'AMMONIUM[c]': 1, u'GLN[c]': -1}",0.0,"{u'GLT[c]': 0.0, u'WATER[c]': 0.0, u'AMMONIUM[c]': 1.2807934883744556e-08, u'GLN[c]': 5.570623014575722e-09}",{u'GMP-SYN-CPLX[c]': 0.0005599640059109825}
2,GLUTAMIN-RXN__GMP-SYN-CPLX,"{u'GLT[c]': 1, u'WATER[c]': -1, u'AMMONIUM[c]': 1, u'GLN[c]': -1}",0.0,"{u'GLT[c]': 0.0, u'WATER[c]': 0.0, u'AMMONIUM[c]': 1.902629205946746e-09, u'GLN[c]': 2.887712187110604e-09}",{u'GMP-SYN-CPLX[c]': 0.0005597929688497766}
0,TRANS-RXN0-532,"{u'BETAINE[c]': -1, u'PROTON[c]': 2, u'BETAINE[p]': 1, u'PROTON[p]': -2}",0.0,"{u'BETAINE[c]': 1.9095071784759147e-08, u'PROTON[c]': 0.0, u'PROTON[p]': 8.129924402836882e-07}",{u'CPLX0-7963[i]': 0.0}
1,TRANS-RXN0-532,"{u'BETAINE[c]': -1, u'PROTON[c]': 2, u'BETAINE[p]': 1, u'PROTON[p]': -2}",0.0,"{u'BETAINE[c]': 2.019450512150131e-08, u'PROTON[c]': 0.0, u'PROTON[p]': 9.335027643025821e-07}",{u'CPLX0-7963[i]': 0.0}
2,TRANS-RXN0-532,"{u'BETAINE[c]': -1, u'PROTON[c]': 2, u'BETAINE[p]': 1, u'PROTON[p]': -2}",0.0,"{u'BETAINE[c]': 1.749272896741754e-08, u'PROTON[c]': 0.0, u'PROTON[p]': 6.736072455419057e-07}",{u'CPLX0-7963[i]': 0.0}
0,TRANS-RXN-108-DEOXYURIDINE/PROTON//DEOXYURIDINE/PROTON.41.,"{u'DEOXYURIDINE[c]': 1, u'PROTON[c]': 1, u'DEOXYURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'DEOXYURIDINE[c]': 0.0, u'PROTON[c]': 0.0, u'DEOXYURIDINE[p]': 0.0, u'PROTON[p]': 8.129924402836882e-07}",{u'NUPG-MONOMER[i]': 0.0}
1,TRANS-RXN-108-DEOXYURIDINE/PROTON//DEOXYURIDINE/PROTON.41.,"{u'DEOXYURIDINE[c]': 1, u'PROTON[c]': 1, u'DEOXYURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'DEOXYURIDINE[c]': 0.0, u'PROTON[c]': 0.0, u'DEOXYURIDINE[p]': 0.0, u'PROTON[p]': 9.335027643025821e-07}",{u'NUPG-MONOMER[i]': 0.0}
2,TRANS-RXN-108-DEOXYURIDINE/PROTON//DEOXYURIDINE/PROTON.41.,"{u'DEOXYURIDINE[c]': 1, u'PROTON[c]': 1, u'DEOXYURIDINE[p]': -1, u'PROTON[p]': -1}",0.0,"{u'DEOXYURIDINE[c]': 0.0, u'PROTON[c]': 0.0, u'DEOXYURIDINE[p]': 0.0, u'PROTON[p]': 6.736072455419057e-07}",{u'NUPG-MONOMER[i]': 0.0}
0,RXN-14142[CCO-PERI-BAC]-DGMP/WATER//DEOXYGUANOSINE/Pi.44.__USHA-MONOMER,"{u'PI[p]': 1, u'WATER[p]': -1, u'DEOXYGUANOSINE[p]': 1, u'DGMP[p]': -1}",0.0,"{u'PI[p]': 4.921408838106017e-07, u'WATER[p]': 0.0, u'DGMP[p]': 4.3423911620345107e-08}",{u'USHA-MONOMER[p]': 0.0}
1,RXN-14142[CCO-PERI-BAC]-DGMP/WATER//DEOXYGUANOSINE/Pi.44.__USHA-MONOMER,"{u'PI[p]': 1, u'WATER[p]': -1, u'DEOXYGUANOSINE[p]': 1, u'DGMP[p]': -1}",0.0,"{u'PI[p]': 5.622386269709809e-07, u'WATER[p]': 0.0, u'DGMP[p]': 1.4710622699618652e-07}",{u'USHA-MONOMER[p]': 0.0}
2,RXN-14142[CCO-PERI-BAC]-DGMP/WATER//DEOXYGUANOSINE/Pi.44.__USHA-MONOMER,"{u'PI[p]': 1, u'WATER[p]': -1, u'DEOXYGUANOSINE[p]': 1, u'DGMP[p]': -1}",0.0,"{u'PI[p]': 4.1944245173232393e-07, u'WATER[p]': 0.0, u'DGMP[p]': 4.2192866240250456e-08}",{u'USHA-MONOMER[p]': 0.0}
