lambda_sec,lambda_eff,lambda_kin,lambda_div,obj_total,obj_homeo,obj_kin,obj_eff,obj_sec,obj_div,,,
9.71E-09,6.11279E-05,2.80E-06,1.34E-06,0.007339245,0.000132486,109.2539441,112.8919918,8.546425081,0.012265956,,,
1.20E-09,2.70E-06,1.75E-06,6.60E-06,0.000510376,3.77E-12,106.3624707,120.0796249,8.52863478,0.004367574,,,
1.30E-08,1.97E-09,1.73E-06,6.27899E-05,3.9728E-05,8.46E-12,22.04582161,459.6724567,42.76219519,0.003438542,,,
0.000985674,1.77E-06,0.002854664,6.40E-10,0.077347334,0.019530568,12.74475279,280.0633126,21.24446544,0.011982506,,,
1.82E-06,1.92E-07,1.71E-06,1.44E-10,0.000132264,1.77E-12,39.0449377,252.8914429,9.318115765,0.012113485,,,
3.56E-06,7.16779E-05,0.006262148,1.18E-09,0.11654653,0.020217135,12.10963751,284.6800821,25.81717096,0.011938387,,,
2.73764E-05,1.82E-07,1.66E-06,0.000196922,0.000332192,5.15E-12,42.90330504,245.8404723,7.864387447,0.003438542,,,
0.00019021,4.57398E-05,1.99E-06,2.72E-10,0.007110395,0.000138332,108.931854,113.4380413,8.234746723,0.012307886,,,
9.80E-10,6.38E-08,1.66E-06,4.37E-08,6.32319E-05,2.39E-12,23.84059518,369.777936,37.35152111,0.011868761,,,
2.85E-06,1.86E-08,1.66E-06,0.000216161,9.64721E-05,4.54E-12,39.02876446,257.1721553,9.224091128,0.003438542,,,
2.53564E-05,1.13E-09,1.63E-06,2.89E-10,0.000269536,7.29E-13,42.84438508,251.7885206,7.867755812,0.012055579,,,
6.98E-07,6.72E-07,1.50E-06,0.000339513,0.000234035,5.05E-12,45.31244525,236.6252243,8.065787922,0.003438542,,,
2.44E-09,2.47474E-05,3.46E-10,2.87E-10,0.002926327,0.000132486,109.2813526,112.8919924,8.546426551,0.012317537,,,
0.000236847,6.77365E-05,0.002829407,0.000634263,0.078883142,0.02011446,12.48503066,268.9619799,22.04933501,0.004072756,,,
1.66763E-05,1.30105E-05,1.50E-06,0.000270402,0.001849812,4.77E-12,109.2787055,118.6270576,8.494366666,0.003463359,,,
3.90E-09,1.16E-09,1.50E-06,4.69414E-05,3.38931E-05,6.19E-12,22.04582161,471.5718171,51.17007281,0.003438542,,,
4.96E-08,3.84E-07,1.49E-06,3.13E-10,0.000154635,1.63E-12,36.97373189,257.3677673,12.88841626,0.012138302,,,
0.000194342,1.16E-08,1.48E-06,3.38E-07,0.001594873,2.54E-12,42.90187018,247.1643466,7.86408655,0.004769824,,,
8.68E-10,9.68E-08,1.44E-06,1.89E-07,6.99808E-05,6.53E-12,24.44574664,359.2391919,34.38377896,0.004646181,,,
1.55E-07,8.39E-10,1.42E-06,2.60E-08,4.19321E-05,8.82E-12,22.16325408,5038.812683,39.70842413,0.004289216,,,
0.000592336,2.08E-06,1.32E-06,3.28E-10,0.005062451,5.68E-12,101.0712499,129.9570702,7.86408655,0.012303749,,,
1.38E-09,4.83E-08,1.30E-06,4.23E-10,4.88151E-05,7.30E-12,23.82689628,370.3511856,33.51239538,0.012028004,,,
3.88E-07,1.40E-10,1.25E-06,1.27731E-05,7.76147E-05,1.67E-11,24.01436009,249579.2983,32.11287952,0.003438542,,,
0.000132414,8.64E-07,1.25E-06,5.66E-10,0.001279446,2.34E-12,99.08101356,131.9473066,7.86408655,0.012256873,,,
0.000312297,3.83802E-05,0.000422263,3.16E-06,0.029027575,0.000111448,38.96616461,248.2027808,9.401499274,0.012045928,,,
6.11E-07,2.35E-08,1.23E-06,1.13E-07,5.6136E-05,5.20E-12,30.59923713,292.4838673,19.14705088,0.004431225,,,
6.35E-06,2.29E-10,1.22E-10,1.69E-10,0.000107574,3.75E-12,1711.061247,251338.4427,7.86408655,0.00881833,,,
7.1471E-05,4.89E-08,1.20E-06,2.68E-08,0.000625407,5.90E-12,42.90187018,245.8273591,7.86408655,0.012067419,,,
0.000839327,8.38E-06,1.14E-06,0.00128933,0.00778736,2.54E-12,108.4954188,126.2584384,7.86435465,0.00345233,,,
2.59E-09,7.15181E-05,0.004526606,3.13E-06,0.095364518,0.020061829,12.1480884,284.0255151,27.36952397,0.011877723,,,
1.78E-08,1.12E-09,1.11E-06,4.08E-10,2.57617E-05,6.70E-12,22.04554586,448.6070556,42.79946605,0.011884617,,,
7.27E-08,3.39E-08,1.10E-06,3.44E-07,4.12072E-05,4.45E-12,23.84059104,370.0690097,33.48817991,0.004098952,,,
1.64557E-05,4.14058E-05,3.14E-07,1.14E-10,0.004981824,0.000132487,109.2541024,112.8919756,8.546353656,0.012309264,,,
2.57E-06,7.2972E-05,0.000111935,5.89E-06,0.020180561,0.000141279,100.7713214,119.7485534,8.193077976,0.012188747,,,
9.07649E-05,2.62E-09,0.009579418,1.29E-08,0.138104392,0.019530568,12.14736714,310.0343094,24.32990597,0.004469829,,,
1.14E-07,2.51E-08,1.09E-06,3.87E-07,3.90127E-05,4.05E-12,23.82688801,371.7781713,32.9455528,0.004056211,,,
9.05E-07,3.39E-09,1.08E-06,9.03E-09,4.99176E-05,5.79E-12,35.376079,283.2085654,11.96727389,0.005412878,,,
8.61E-07,1.05E-08,1.06E-06,6.95226E-05,5.10158E-05,2.59E-12,35.37716519,281.7088181,11.96770887,0.003438542,,,
6.19E-09,3.51E-09,1.05E-06,4.85392E-05,2.51451E-05,1.16E-11,22.04582161,445.9852518,40.98265151,0.003438542,,,
0.000468054,3.60E-10,1.05E-06,6.81E-06,0.003815631,1.46E-11,42.90191355,249447.7449,7.86408663,0.004726592,,,
0.000726831,2.98327E-05,2.47E-10,2.70766E-05,0.009429891,0.00014667,108.6837076,119.2164867,7.878465755,0.012144316,,,
8.21E-07,2.50E-08,1.05E-06,1.89E-07,5.37641E-05,1.11E-11,35.37608313,277.5188915,11.9817876,0.004371683,,,
3.9329E-05,6.05E-08,1.01E-06,7.00E-07,0.000367601,2.10E-12,42.90187183,245.8349939,7.864086709,0.004754658,,,
1.13E-09,4.29E-08,9.87E-07,2.66E-06,3.94629E-05,3.07E-12,23.84079371,369.8631852,37.37627054,0.003470253,,,
3.88E-07,9.44E-07,9.75E-07,0.000681742,0.00022205,3.96E-12,102.3175892,123.637647,8.301398844,0.003438542,,,
1.04E-08,9.19E-10,9.64E-07,6.09E-09,2.6439E-05,2.21E-12,22.04554586,5071.072215,50.84902489,0.005319814,,,
2.91117E-05,7.19E-08,9.47E-07,3.00E-08,0.00028723,1.66E-12,42.90187018,245.8273508,7.86408655,0.012083964,,,
1.63E-09,4.9324E-05,0.000209868,1.91E-10,0.02031271,0.00012707,36.8991145,252.2440096,12.95000965,0.012125894,,,
5.72904E-05,1.48213E-05,9.39E-07,0.005261831,0.002361246,6.25E-12,108.9330597,119.36276,8.235014622,0.003438542,,,
1.20E-08,2.89E-06,9.34E-07,4.84E-10,0.000444642,2.04E-12,109.200868,118.5688819,8.54789442,0.012302371,,,
4.11E-10,7.88E-06,9.05E-07,1.32E-07,0.001032705,2.50E-12,109.2539403,118.5532292,8.546426985,0.012264577,,,
1.36859E-05,1.90E-09,9.00E-07,3.59967E-05,0.000146822,3.90E-12,42.84575814,247.2917433,7.868039445,0.003442678,,,
3.08011E-05,4.72239E-05,1.53E-08,1.46E-10,0.005728598,0.000132487,109.2541073,112.8919756,8.546353656,0.012306507,,,
0.00061476,4.28E-06,8.76E-07,8.32E-06,0.005469584,1.22E-12,108.4942244,126.2527629,7.86408655,0.005023478,,,
1.66E-08,5.51E-07,8.70E-07,4.50E-09,0.000157172,5.51E-12,100.7713174,125.7855283,8.193078673,0.012198966,,,
2.22569E-05,1.33E-07,8.15E-07,3.05E-06,0.000242624,1.46E-12,42.90194467,245.8355467,7.864107405,0.004341039,,,
1.60E-10,5.78E-10,7.89E-07,2.49E-08,2.24028E-05,6.74E-12,22.04554586,8670.989794,42.16465647,0.003788739,,,
3.98E-07,3.50E-09,7.73E-07,0.009891711,6.62443E-05,5.83E-12,29.4615218,307.0273702,21.05133059,0.003438542,,,
4.25473E-05,2.05E-08,7.23E-07,5.27E-06,0.000370673,2.28E-12,42.90195647,245.8356817,7.864112005,0.004299799,,,
7.86E-09,1.48E-09,7.10E-07,0.001075848,2.03598E-05,6.79E-12,22.04582161,459.6645855,42.76239982,0.003438542,,,
2.91812E-05,1.12E-06,6.89E-07,9.21E-07,0.000444041,4.48E-12,101.1574459,129.1682386,7.878465675,0.012039533,,,
6.60E-10,5.16E-07,6.63E-07,4.80E-06,0.000131533,4.79E-12,101.9555786,124.0643147,8.272362089,0.003601724,,,
9.58E-07,1.64E-09,6.30E-07,1.63E-09,3.3827E-05,2.83E-12,39.02766172,259.1423146,9.223672348,0.012050672,,,
1.16E-07,3.33E-06,6.07E-07,1.30E-10,0.000462244,2.04E-12,109.2539403,118.5532292,8.546426985,0.012300992,,,
6.73E-08,4.16887E-05,3.72E-07,3.26E-07,0.004879976,0.000132486,109.2540683,112.8919856,8.546377629,0.012268713,,,
0.000255324,2.35E-06,5.99E-07,3.77E-08,0.002368955,4.24E-12,108.4943438,126.2455233,7.86408655,0.012260441,,,
8.06E-06,5.89E-10,5.96E-07,5.85E-08,9.17663E-05,3.79E-12,42.84436916,4847.719883,7.867756828,0.004772581,,,
2.80E-09,4.14E-10,5.95E-07,1.28E-08,0.000116564,9.65E-12,22.04554586,249660.861,51.16765335,0.004125148,,,
5.66E-07,3.41E-06,5.93E-07,1.12E-08,0.000474347,1.74E-12,109.2539403,118.5532292,8.546426985,0.012264577,,,
5.92E-09,7.47E-09,5.66E-07,0.004273652,3.06547E-05,7.76E-12,22.07253896,430.3367516,41.38165651,0.003438542,,,
7.17E-08,1.60155E-05,5.47E-07,4.04E-06,0.001959144,1.35E-12,109.2539573,118.5532324,8.546423518,0.012231636,,,
1.89E-06,9.30871E-05,3.50E-09,0.001872441,0.010665525,0.000132482,109.2825393,112.9052262,8.546594311,0.003457844,,,
3.22E-07,5.48E-08,5.40E-07,0.002252667,4.56498E-05,2.35E-12,38.58110258,254.2607794,9.807630633,0.003438542,,,
7.63E-08,7.37E-08,0.003573956,3.27E-06,0.06285583,0.019302018,12.17970827,300.3392739,25.09983314,0.003575036,,,
1.48E-06,1.24E-07,5.27E-07,1.47E-08,6.47024E-05,4.60E-12,42.92673164,244.7095749,7.905165165,0.012086722,,,
5.34E-06,2.63E-08,5.19E-07,0.000377588,7.19836E-05,7.54E-12,42.84579974,245.8857399,7.868058006,0.003438542,,,
1.27E-06,7.21E-07,5.13E-07,9.58E-06,0.00015175,5.09E-12,104.4525329,121.6109994,8.23005049,0.003525402,,,
5.93E-08,5.05E-08,5.04E-07,2.04E-07,3.11974E-05,1.56E-12,30.40780873,290.8782296,19.84891823,0.00429861,,,
3.19E-10,6.12E-10,5.02E-07,0.004705293,3.24648E-05,3.72E-12,22.04582161,8492.90148,50.71083668,0.003438542,,,
2.17633E-05,3.81E-10,4.99E-07,0.001385634,0.00029234,8.86E-12,42.90330504,249447.2579,7.864387447,0.003438542,,,
2.08E-07,7.73255E-05,0.000151372,2.57721E-05,0.024647584,0.000143825,99.25196571,122.5697324,8.084312556,0.0120881,,,
7.71E-06,3.00E-06,4.79E-07,0.00630524,0.000494854,8.62E-12,109.2789079,118.6278064,8.494410019,0.003438542,,,
1.02E-06,2.40177E-05,7.70E-10,4.67E-09,0.002852671,0.000132486,109.281476,112.8919856,8.546377629,0.012286391,,,
1.49E-08,8.78E-09,4.65E-07,3.75E-10,1.46094E-05,1.14E-11,22.19863846,421.4969225,40.06033841,0.012016974,,,
8.20E-06,2.30E-10,0.004707263,5.08E-06,0.076893601,0.019302018,12.17970827,249511.4011,24.50629159,0.00412239,,,
4.16E-07,3.78E-09,4.60E-07,4.48E-10,2.23375E-05,6.16E-12,35.376079,283.2018932,11.96727389,0.01206523,,,
1.45E-10,4.35E-08,4.59E-07,4.26E-09,2.66217E-05,2.39E-12,30.14028427,293.593872,20.50196039,0.012063851,,,
1.63E-08,4.90E-06,0.002434566,7.59E-06,0.050054726,0.011740359,15.03906875,346.7062958,31.43751523,0.004567719,,,
0.000210521,1.16E-06,4.51E-07,1.02E-06,0.001851525,1.29E-12,108.4942748,126.2456763,7.86408655,0.012050563,,,
2.80986E-05,9.12E-07,4.49E-07,3.26E-08,0.000384553,2.45E-12,108.5261541,125.4837847,7.878464721,0.012249411,,,
0.000752604,7.95E-10,4.47E-07,1.47E-07,0.005941563,3.78E-12,42.90187018,4847.57242,7.86408655,0.004769824,,,
1.17E-06,9.11E-06,4.39E-07,4.07536E-05,0.001138635,3.11E-12,109.2541013,118.5627745,8.546497159,0.003953906,,,
3.22456E-05,4.48E-09,4.17E-07,1.54023E-05,0.000272656,7.49E-12,42.90276525,251.4532289,7.864272867,0.003580551,,,
2.63E-07,1.88E-09,4.16E-07,0.00031258,1.9408E-05,4.33E-12,30.60009402,293.5466897,19.14781623,0.003438542,,,
2.19E-09,6.00E-09,4.06E-07,0.000171736,1.22945E-05,8.82E-12,22.16356981,436.0828007,39.71857795,0.003438542,,,
0.000160258,5.80125E-05,2.91152E-05,3.66E-06,0.011209589,0.000138447,104.4520123,115.6829121,8.229834056,0.012243896,,,
0.000280156,1.68E-08,0.004017632,1.01E-10,0.075106261,0.019302018,12.17970827,301.8870011,24.50626022,0.0119246,,,
7.24E-08,4.59E-07,3.85E-07,0.005153587,0.000114306,1.34E-12,104.3742906,121.5809456,8.301398844,0.003438542,,,
5.68E-10,1.62E-10,3.85E-07,0.007208511,7.36685E-05,2.09E-11,22.04582161,249448.005,41.20403647,0.003438542,,,
1.06E-06,5.17E-07,3.79E-07,7.70E-06,0.000111149,3.72E-12,104.452631,121.6110984,8.23003289,0.003515751,,,
1.59E-08,2.63E-06,0.003332816,9.39E-07,0.060684062,0.019302018,12.17970827,300.3233448,25.10124204,0.011866693,,,
7.27238E-05,5.73E-08,0.003136908,0.000301642,0.059309284,0.019302018,12.17970827,301.9011459,24.50721982,0.003576415,,,
1.18E-07,5.62E-08,3.72E-07,5.66E-06,2.97771E-05,4.45E-12,36.39788909,262.060895,12.5131546,0.003446815,,,
5.16E-08,1.54E-09,3.63E-07,4.87E-07,1.07547E-05,9.39E-12,22.19875525,434.4811984,39.45075674,0.003546083,,,
5.54E-06,8.26E-08,3.48E-07,3.17E-10,7.88089E-05,1.88E-12,42.90401803,245.816184,7.86408655,0.012142438,,,
9.30E-09,2.07E-10,6.07E-10,3.65E-10,5.25196E-05,4.39E-12,911.836705,250145.2828,8.825131035,0.008762492,,,
4.38E-07,8.43E-10,3.21E-07,1.66351E-05,2.07084E-05,3.07E-12,39.02876446,4863.581493,9.224091128,0.003438542,,,
7.79E-07,2.78E-09,3.13E-07,2.25E-06,2.02028E-05,8.91E-12,42.55569263,253.3337152,7.901351339,0.003461981,,,
0.000100694,9.14E-06,3.08E-07,5.61717E-05,0.001951428,2.88E-12,108.5014333,120.478891,8.114558487,0.004003933,,,
2.25E-06,9.89E-08,3.00E-07,3.0665E-05,5.4969E-05,5.93E-12,43.33740023,243.9902256,7.878786304,0.003438542,,,
2.72E-07,5.31E-06,2.98E-07,2.42E-09,0.000663994,8.10E-13,109.2539419,118.5532291,8.546426551,0.012305128,,,
1.58069E-05,5.44854E-05,6.51E-09,2.38E-09,0.006419252,0.000132487,109.2562605,112.8919756,8.546353656,0.012318178,,,
3.73422E-05,2.63E-07,2.91E-07,1.38613E-05,0.000357258,2.56E-12,99.08168482,131.9584422,7.864250997,0.003633435,,,
0.000140786,5.26E-09,2.84E-07,3.16E-07,0.001120688,7.70E-12,42.90189687,255.1612255,7.86408655,0.004740379,,,
3.00E-06,1.03E-06,2.81E-07,1.60E-10,0.000178509,9.82E-13,108.931854,119.3490864,8.234746723,0.012316158,,,
5.82E-10,2.96E-08,2.68E-07,3.12E-10,1.67823E-05,6.18E-12,30.39897878,291.1113414,19.90527685,0.012102455,,,
1.83E-07,1.762E-05,2.57E-07,9.20E-07,0.002118559,1.79E-12,109.2539555,118.5532293,8.546425295,0.012249559,,,
4.54737E-05,1.71E-07,2.56E-07,3.22E-09,0.000405543,2.38E-12,99.08101356,131.9473066,7.86408655,0.012232056,,,
6.88E-10,1.77E-06,0.001984462,1.12E-06,0.042199783,0.011738266,15.04006637,346.7070207,31.43845504,0.011782591,,,
1.83E-10,1.02E-09,2.52E-07,5.24076E-05,6.19E-06,6.53E-12,22.04582161,446.824578,40.98265151,0.003438542,,,
0.000511687,1.40E-08,0.002029875,7.39E-10,0.056168122,0.019302018,12.71934531,282.7185203,21.58246944,0.011957689,,,
0.000929504,7.42E-08,0.00165928,1.69E-09,0.059063543,0.019302018,18.65858355,205.3684007,9.452853974,0.012082583,,,
2.77E-06,8.37E-09,2.45E-07,9.80E-08,3.43927E-05,1.62E-12,42.84437142,247.4619083,7.867757572,0.004731097,,,
7.60E-08,3.04E-06,2.40E-07,3.06E-06,0.000386947,6.91E-12,109.2538946,118.5603491,8.546424735,0.005042996,,,
2.02E-10,1.42E-08,2.30E-07,2.07549E-05,1.08009E-05,4.76E-12,24.31591861,361.4589273,32.20085413,0.003438542,,,
0.000185971,4.41E-09,2.30E-07,4.80E-09,0.001473472,2.01E-12,42.90187018,254.9400429,7.86408655,0.012039845,,,
4.51E-07,2.14E-10,2.29E-07,3.46E-09,6.63991E-05,1.69E-11,39.02786996,249459.1349,9.223563131,0.008214192,,,
7.83344E-05,1.55E-09,2.28E-07,4.55132E-05,0.000626388,3.95E-12,42.90299248,255.1665251,7.864308555,0.003504721,,,
1.19E-10,2.63E-10,0.00462105,4.3753E-05,0.075650787,0.019302018,12.17970827,249531.2995,40.58055018,0.003564006,,,
5.00E-06,6.88E-10,2.23E-07,1.51108E-05,5.22554E-05,7.39E-12,42.90325813,4851.926811,7.864369232,0.003442678,,,
1.09E-08,2.33E-08,2.20E-07,0.007811395,4.0533E-05,3.21E-12,30.41457707,291.0079417,19.86939483,0.003438542,,,
4.30E-10,1.12961E-05,2.16E-07,1.23E-06,0.001362851,9.41E-13,109.2539555,118.5532293,8.546425295,0.012249559,,,
4.37E-06,2.32846E-05,2.13E-07,0.000120064,0.002821793,2.00E-12,109.2543974,118.5635222,8.546483844,0.003800152,,,
5.40E-10,6.83E-07,2.08E-07,0.003926653,0.000117204,3.33E-12,109.2020605,118.5825355,8.548175794,0.003438542,,,
1.55602E-05,3.12E-07,2.07E-07,5.75E-07,0.000183838,5.15E-12,101.1354977,129.3128907,7.874813166,0.005013827,,,
1.27E-07,1.14E-08,2.06E-07,1.69E-08,1.20101E-05,3.85E-12,33.72174645,280.3792268,14.61240236,0.005591855,,,
1.22733E-05,4.15E-08,2.06E-07,0.002129169,0.000122871,4.62E-12,42.90372988,245.8379232,7.864387447,0.003438542,,,
1.11E-07,6.14E-08,2.03E-07,0.000863068,2.7455E-05,8.85E-13,40.72922061,247.2840305,9.394212885,0.003438542,,,
0.000522904,2.41E-07,1.92E-07,2.82E-07,0.004162799,1.55E-12,101.0711684,129.9641899,7.86408655,0.005092235,,,
2.73E-06,1.13E-09,1.80E-07,0.001155527,3.34533E-05,6.17E-12,42.90330504,251.4591556,7.864387447,0.003438542,,,
5.60E-08,2.79E-09,0.005747184,6.93E-07,0.089303258,0.019302018,12.17970827,303.5462688,24.50730116,0.003564006,,,
1.91E-06,1.67E-07,1.71E-07,0.000112817,5.41446E-05,3.88E-12,101.4980917,125.3210267,8.064140119,0.003438542,,,
1.99E-08,1.08E-10,1.68E-07,4.58614E-05,3.16365E-05,1.40E-11,22.16356993,249650.1807,41.328028,0.003438542,,,
1.49E-10,1.04E-09,1.66E-07,2.19E-08,4.14E-06,9.23E-12,22.07226184,456.4566113,50.30264633,0.003911445,,,
3.43E-06,8.58E-06,1.65E-07,1.05E-10,0.001064053,2.90E-12,109.254067,118.5532305,8.546377629,0.012310643,,,
1.71E-08,8.42E-09,1.62E-07,0.004201751,2.19918E-05,7.05E-12,24.44599067,359.8378933,31.90549171,0.003438542,,,
0.000961746,3.63E-06,1.55E-07,2.34E-08,0.008038183,3.31E-12,108.4943438,126.2455233,7.86408655,0.012260441,,,
0.000223731,1.64E-08,0.003981202,1.42E-06,0.073279659,0.019302018,12.17970827,301.9840638,24.50626022,0.00418719,,,
0.000160658,6.85E-07,1.49E-07,0.00184827,0.001372421,5.70E-12,108.4955556,126.2589057,7.864387447,0.003438542,,,
4.91E-06,5.83E-08,1.47E-07,0.00031443,6.03322E-05,3.46E-12,44.62912463,240.6578668,7.864387447,0.003438542,,,
1.11E-08,3.80207E-05,1.59E-10,9.69E-07,0.004424842,0.000132486,109.2814674,112.8919859,8.546379284,0.012255074,,,
9.40617E-05,2.23E-09,1.43E-07,1.85E-09,0.000746414,6.69E-12,42.90187018,255.1543533,7.86408655,0.012117621,,,
2.06E-09,4.98E-06,1.42E-07,0.001318613,0.000610818,4.24E-12,109.2551395,118.5668808,8.546708139,0.003438542,,,
2.30E-09,6.53E-09,1.42E-07,1.35E-09,5.96E-06,5.55E-12,24.01832602,378.3839434,33.61849731,0.012004566,,,
3.88E-10,9.83961E-05,8.74E-06,4.88152E-05,0.012191359,0.000622428,108.6547043,107.9212743,8.193776419,0.012197167,,,
1.53E-07,1.53E-10,1.40E-07,4.75287E-05,4.51997E-05,7.23E-12,35.40320007,249488.4532,11.94331674,0.003438542,,,
4.09E-09,8.68E-06,1.39E-07,1.38E-09,0.001044802,3.42E-12,109.2539419,118.5532291,8.546426551,0.012306507,,,
2.90E-06,2.82911E-05,1.36E-06,2.99E-09,0.003499411,0.000132486,109.2539419,112.8919924,8.546426551,0.012314779,,,
4.47E-06,2.92E-09,1.36E-07,5.97E-09,4.17153E-05,4.36E-12,42.90187018,247.2167014,7.86408655,0.011679997,,,
2.56E-10,1.33017E-05,1.32E-07,0.000896881,0.001594597,8.45E-12,109.2551395,118.5668808,8.546708139,0.003438542,,,
4.16E-08,2.13891E-05,1.27E-07,0.001084894,0.002554047,8.55E-12,109.2550788,118.5666531,8.546689266,0.003442678,,,
1.22E-09,1.30E-08,1.27E-07,3.91E-06,7.66E-06,2.01E-12,30.39230361,291.1935255,19.92179658,0.003438542,,,
1.75E-06,1.39E-08,1.22E-07,8.29E-10,2.24055E-05,4.42E-12,42.90187018,245.8273494,7.86408655,0.012145196,,,
5.98E-07,9.24E-08,0.009213877,2.85E-08,0.13149724,0.019530568,12.14736714,300.4288961,24.34021163,0.011879102,,,
1.60E-06,2.93E-10,1.21E-07,3.84731E-05,9.09622E-05,6.50E-12,42.84580006,249447.295,7.868057978,0.003438542,,,
2.87E-07,2.06E-07,1.21E-07,3.50E-09,3.99615E-05,2.74E-12,106.4031965,120.0477769,8.510068598,0.012289962,,,
4.25E-09,2.98E-07,1.20E-07,2.34E-06,4.84055E-05,5.32E-12,109.1826904,118.5872996,8.548711512,0.003598048,,,
1.90E-07,3.09E-07,1.18E-07,1.40E-09,5.11745E-05,1.43E-12,109.2008661,118.5688828,8.547894087,0.012300992,,,
8.49E-08,2.02E-10,1.17E-07,9.95027E-05,5.58601E-05,1.47E-11,35.37716519,249486.3542,12.21708592,0.003438542,,,
1.77E-09,2.42E-09,1.10E-07,2.47E-07,3.63E-06,5.28E-12,22.19883108,455.2202301,47.70496695,0.003470253,,,
0.00051919,4.36E-07,1.08E-07,9.88E-08,0.004149695,1.39E-12,108.494346,126.2455233,7.86408655,0.012256944,,,
1.50E-07,4.92E-10,1.07E-07,1.47E-08,0.000128313,1.62E-11,39.02764794,249463.57,9.223714975,0.0044613,,,
8.952E-05,9.30991E-05,9.51E-10,9.16747E-05,0.011404498,0.000622425,108.684692,107.9219754,8.192921402,0.012059971,,,
2.42E-08,1.72771E-05,0.002567187,3.89E-10,0.055732335,0.018910183,12.30630195,302.6513633,25.42392597,0.011934251,,,
1.96E-10,3.48E-08,1.07E-07,3.34E-09,1.28984E-05,2.24E-12,37.27519764,256.4288722,12.8538981,0.012114296,,,
2.03E-10,1.58E-08,1.05E-07,0.000754123,1.03929E-05,1.97E-12,30.44358265,290.8161772,19.8746221,0.003438542,,,
1.40E-09,3.08E-06,1.04E-07,5.46E-06,0.000376087,4.69E-12,109.2539069,118.5608021,8.54643689,0.004714002,,,
2.61E-09,9.54E-08,1.03E-07,1.58E-08,2.23811E-05,9.04E-13,102.5315078,123.4089964,8.301122127,0.012181854,,,
0.000538081,3.61E-06,1.03E-07,1.85E-08,0.004698775,2.98E-12,108.4943438,126.2455233,7.86408655,0.012260441,,,
2.61E-06,4.2937E-05,3.65E-07,0.000254509,0.005043264,0.000132483,109.2545786,112.903117,8.546518465,0.003669173,,,
1.37E-07,2.25E-08,1.01E-07,5.86E-07,1.09098E-05,4.31E-12,42.82494046,245.0117056,7.92517935,0.003550219,,,
2.64E-06,4.99E-08,9.77E-08,7.54E-09,3.70104E-05,5.19E-12,98.66257231,132.5750423,7.86408655,0.012160362,,,
2.77E-06,8.27E-08,9.71E-08,0.0028634,5.21449E-05,5.80E-12,99.23240144,131.2233616,7.875116218,0.003438542,,,
8.61E-08,4.13E-06,9.41E-08,0.000229202,0.000500931,8.35E-12,109.2551041,118.5667252,8.546694168,0.0034413,,,
1.20229E-05,3.68E-07,9.05E-08,0.001161489,0.0001547,3.11E-12,108.5273863,125.4969972,7.87876825,0.003438542,,,
5.04E-10,1.80E-10,1.23E-10,5.57E-10,4.54279E-05,5.02E-12,1712.989808,251152.734,11.75631899,0.008754909,,,
1.42E-08,4.96319E-05,1.66164E-05,0.000280495,0.007552585,0.000132449,109.201143,112.9195108,8.547999605,0.00380355,,,
4.25E-09,1.46E-08,8.93E-08,0.002255689,1.47969E-05,5.53E-12,32.38295337,278.8731996,17.47115331,0.003438542,,,
1.33E-10,1.14E-09,8.85E-08,6.94E-08,2.49E-06,4.94E-12,22.16332176,459.5527017,48.82926227,0.003656381,,,
8.83E-09,1.22E-06,0.002025566,0.00958084,0.042661141,0.011739072,15.03988252,346.7187448,31.43905843,0.003438542,,,
8.84E-09,1.31E-07,8.83E-08,2.64E-06,2.52062E-05,1.05E-11,106.3625561,120.0845804,8.528945305,0.003478525,,,
1.19E-09,1.98131E-05,8.81E-08,7.54E-10,0.002358543,2.81E-12,109.2539419,118.5532291,8.546426551,0.012318915,,,
0.000745833,7.45E-06,0.003467664,0.004076051,0.081590541,0.019530568,12.65926819,281.8340712,21.51829381,0.003500585,,,
2.20E-06,3.87E-09,0.004030127,3.21E-07,0.06844291,0.019302018,12.17970827,308.405394,24.50626022,0.00418719,,,
2.20E-07,3.01794E-05,1.95E-07,1.97E-08,0.003562668,0.000132486,109.2540627,112.8919859,8.546379284,0.012267335,,,
2.17E-08,1.35E-09,8.56E-08,1.20E-09,3.25E-06,1.47E-12,24.01620847,368.8019906,32.10690354,0.011934251,,,
1.23E-06,1.29E-10,8.35E-08,1.29E-09,4.54286E-05,1.17E-11,42.90186769,249451.9135,7.864086709,0.008577053,,,
1.16E-09,2.76E-09,7.77E-08,0.000996748,6.41E-06,4.72E-12,24.01641844,388.9877766,36.72549734,0.003438542,,,
3.61E-07,1.82E-06,7.67E-08,5.26E-10,0.000227239,1.96E-12,109.254067,118.5532305,8.546377629,0.012320294,,,
1.31E-06,5.07E-10,7.48E-08,0.006206931,3.73248E-05,4.92E-12,42.90330504,4851.459074,7.864387447,0.003438542,,,
0.000116845,6.1251E-05,8.20E-06,1.40E-09,0.008939443,0.000132262,109.2777131,112.9624851,8.494141054,0.012321673,,,
1.78E-10,1.87E-06,6.95E-08,0.000643126,0.00023136,6.47E-12,109.2551395,118.5668808,8.546708139,0.003438542,,,
1.13898E-05,3.87E-06,6.95E-08,4.39E-09,0.000563551,2.41E-12,108.931854,119.3490864,8.234746723,0.012270092,,,
