lambda_sec,lambda_eff,lambda_kin,lambda_div,obj_total,obj_homeo,obj_kin,obj_eff,obj_sec,obj_div,,,
0.000154533,5.09E-07,5.77734E-05,2.98E-06,0.003805528,1.01E-12,42.55697888,247.5762277,7.900147286,0.004727151,,,
2.53956E-05,4.71E-07,5.58219E-05,2.89E-06,0.002323136,2.55E-12,28.99632758,310.4247346,21.9794391,0.004336093,,,
8.37E-10,4.07E-07,5.55263E-05,1.07E-10,0.001399789,4.42E-12,22.04554586,431.783693,52.28340773,0.011990779,,,
1.35E-09,7.65E-08,5.42018E-05,2.37E-06,0.001228027,4.92E-12,22.04554586,431.8895443,52.17196779,0.003772194,,,
1.49975E-05,3.37E-06,5.40732E-05,1.63E-08,0.002921668,1.74E-12,30.40043624,290.9363991,19.85625074,0.0120542,,,
5.29E-07,2.54E-06,5.35855E-05,8.87E-07,0.002234319,2.19E-12,24.01408864,366.1712758,32.78071231,0.011970098,,,
1.40E-07,4.95E-10,5.1132E-05,4.49E-08,0.001256428,1.99E-11,22.04554586,249646.4275,40.97213716,0.00427405,,,
1.04287E-05,4.43E-06,4.81807E-05,2.55948E-05,0.002959526,7.68E-12,30.42215304,290.7739725,19.81810009,0.004271036,,,
7.24E-06,3.53E-06,0.009956867,6.51E-08,0.141715276,0.019530568,12.14736714,299.0037694,24.89322688,0.011884617,,,
9.61E-09,6.98E-08,4.74752E-05,3.07E-10,0.00107724,6.66E-12,22.04554586,431.7870475,52.14101448,0.011983885,,,
2.31E-10,8.96E-07,4.62888E-05,5.80328E-05,0.001404534,1.95E-12,22.188983,420.7935325,49.38771834,0.003539189,,,
5.74E-08,1.54E-07,4.50368E-05,0.000232466,0.001062679,3.21E-12,22.04581334,432.3993896,41.48252048,0.003439921,,,
1.01824E-05,4.21E-09,0.00239255,1.48E-09,0.048033711,0.01174035,15.03907214,351.2957049,30.45867657,0.011899783,,,
1.49E-10,6.60E-08,4.38712E-05,2.61461E-05,0.000995786,2.83E-12,22.04560791,431.8902292,52.31538292,0.003612262,,,
2.25748E-05,1.16E-10,4.31693E-05,1.23E-06,0.001776071,6.32E-12,29.46120706,249507.6002,21.04967944,0.004376076,,,
7.35E-10,2.42E-07,0.002735631,1.27E-10,0.052648325,0.018850181,12.32793066,303.014269,25.47430081,0.011938387,,,
0.000311127,1.15E-06,0.003801407,1.76E-08,0.073573151,0.019302018,12.17970827,301.8858999,24.50626022,0.011879102,,,
5.57E-09,6.29E-07,4.26797E-05,5.67E-10,0.001211817,6.75E-12,22.07226184,428.2061814,51.3580636,0.011988021,,,
1.05E-09,1.84E-10,3.85964E-05,4.31E-10,0.000896272,1.25E-11,22.04554586,246271.5392,51.16732824,0.008513632,,,
1.39928E-05,4.32E-08,3.78668E-05,0.001903257,0.001381055,2.99E-12,24.06551096,367.1198125,31.97221464,0.003438542,,,
1.91E-10,1.72E-09,3.78608E-05,4.05E-10,0.00083544,5.60E-12,22.04554586,448.6100904,42.35392245,0.011934251,,,
0.000232737,5.73E-06,3.748E-05,0.000363779,0.004846779,7.63E-12,42.82134083,245.9512922,7.870120885,0.003490934,,,
1.28174E-05,3.75E-08,3.55529E-05,0.004306716,0.001293978,4.68E-12,24.06551096,367.1198125,31.97221464,0.003438542,,,
0.000894524,2.87E-06,3.53218E-05,3.26E-06,0.009254829,3.66E-12,42.90187018,245.8343217,7.86408655,0.005078658,,,
4.27E-09,3.79E-06,3.48476E-05,0.000247093,0.002163759,1.84E-12,30.39614911,290.987626,19.87435523,0.003450951,,,
3.39E-08,1.12829E-05,3.42832E-05,0.002647682,0.004180837,7.17E-12,37.10859528,256.9460026,12.85446169,0.003438542,,,
2.74E-06,4.10442E-05,2.04E-10,1.53021E-05,0.004789677,0.000132487,109.2814698,112.8919902,8.546377415,0.012224742,,,
8.82799E-05,2.91E-10,3.42591E-05,0.001066049,0.002227772,1.16E-11,39.02896512,249463.1807,9.223986048,0.003438542,,,
5.19E-08,2.00E-07,3.34168E-05,6.13E-07,0.000825404,6.28E-12,22.04554586,432.3867561,41.48118646,0.004271293,,,
2.00E-06,1.36098E-05,3.29682E-05,6.47E-08,0.00472555,1.90E-12,41.45180133,245.4503064,9.218824607,0.0120881,,,
1.42E-07,5.84E-08,3.16426E-05,0.000101553,0.000729093,2.54E-12,22.04579679,432.4043167,41.4740441,0.003445436,,,
1.49E-06,1.19E-06,0.003970188,6.30E-10,0.068053784,0.019302018,12.17970827,300.3240847,25.0987615,0.01193563,,,
4.9217E-05,9.58E-09,3.12462E-05,0.004806269,0.001692489,6.74E-12,39.02876446,259.1096777,9.224091128,0.003438542,,,
8.52E-08,1.36E-07,3.03191E-05,4.39E-08,0.000730734,8.31E-12,22.04554586,432.3787727,41.4808872,0.011925979,,,
1.32E-09,1.30E-08,2.96484E-05,1.96E-06,0.000659317,7.49E-12,22.04554586,433.4205143,52.68216444,0.003744619,,,
1.20334E-05,2.00E-09,2.95636E-05,2.10E-08,0.001096825,3.96E-12,24.24901981,375.4375711,31.51104873,0.00434988,,,
4.57E-06,9.55E-06,2.85212E-05,1.86539E-05,0.003565777,1.01E-12,39.73411452,249.5813752,10.57434335,0.004695575,,,
1.19202E-05,2.12E-07,2.72823E-05,2.10E-07,0.00111407,1.56E-12,24.44228591,362.0999381,31.08752175,0.011882549,,,
1.45E-06,8.93E-08,2.71121E-05,1.052E-05,0.000695693,1.12E-11,22.07226459,430.1387193,40.50546727,0.003750134,,,
1.04E-09,1.75E-07,2.70653E-05,0.000207236,0.000672978,5.15E-12,22.04582161,431.8042437,52.28646324,0.003438542,,,
5.08E-09,4.80E-07,2.66984E-05,1.08E-06,0.000794572,2.97E-12,22.18884789,420.7843752,49.38556715,0.004356774,,,
1.66E-10,2.78E-10,2.52788E-05,4.96E-08,0.000626738,7.52E-12,22.04554586,249636.4747,41.14442487,0.003744619,,,
6.26E-07,1.44E-08,2.4726E-05,0.002418507,0.000585317,6.60E-12,22.04582161,434.1746486,40.97374751,0.003438542,,,
0.000779795,1.98E-07,2.44405E-05,1.23E-07,0.007229624,3.04E-12,42.90187018,245.8273784,7.86408655,0.012028815,,,
0.000518161,1.08E-07,2.35087E-05,0.004152286,0.005124342,6.30E-12,42.90330504,245.8404723,7.864387447,0.003438542,,,
2.1381E-05,6.92E-10,2.18361E-05,1.10E-09,0.001031729,6.07E-12,35.376079,4883.20225,11.96727389,0.011985264,,,
2.54959E-05,1.86E-06,2.16106E-05,9.48E-07,0.001552337,4.96E-12,39.04411455,253.4987814,9.266872873,0.011988021,,,
9.58E-08,3.78442E-05,5.80E-08,6.03E-07,0.004411955,0.000132486,109.2540736,112.8919859,8.546379284,0.012255074,,,
1.33935E-05,3.80E-08,2.13019E-05,3.91E-09,0.000919381,2.16E-12,30.599251,292.4757275,19.14700926,0.012085911,,,
4.03E-06,5.89E-08,2.09755E-05,3.29E-08,0.000649402,2.34E-12,22.19865184,422.3269947,39.44944419,0.011931493,,,
3.40E-07,1.24E-07,2.06423E-05,3.79E-08,0.000522871,2.47E-12,22.07226184,430.0665773,40.51346549,0.011937008,,,
1.49E-08,2.56E-06,2.01092E-05,0.0028468,0.001366434,1.93E-12,30.4187242,290.8058198,19.83198525,0.003438542,,,
4.54E-09,5.39E-10,0.005365633,1.99E-10,0.084656638,0.019302018,12.17970827,4915.508534,26.10037896,0.011797757,,,
1.3629E-05,2.21E-09,1.93618E-05,0.000271853,0.000849645,8.01E-12,35.37714726,288.4946685,11.96770095,0.003439921,,,
5.19974E-05,3.35E-06,0.001898369,6.48E-10,0.043045109,0.011738266,15.04006637,349.2103116,30.45960426,0.011928736,,,
1.98E-10,6.36E-06,1.81414E-05,3.42797E-05,0.002306395,5.46E-12,38.43106759,252.9706608,12.66372924,0.004055965,,,
6.08196E-05,7.30E-10,1.77761E-05,1.02E-10,0.001240523,2.62E-12,42.55703982,4849.723421,7.900128045,0.01203214,,,
1.45E-06,9.55132E-05,2.71E-07,2.21E-10,0.010957136,0.000132487,109.2541024,112.8919756,8.546353656,0.012307886,,,
8.59E-08,3.27E-07,1.75257E-05,7.89E-10,0.000530104,5.14E-12,22.18885202,421.2874474,40.09246712,0.011997672,,,
5.92447E-05,2.56E-08,0.007828802,3.70622E-05,0.116079151,0.019530568,12.14736714,300.5108833,24.32993733,0.004121012,,,
2.97E-06,5.14E-09,1.74145E-05,5.78E-10,0.000506007,5.63E-12,22.19865184,422.7699694,39.44944419,0.0119894,,,
1.02E-09,4.91896E-05,5.52E-10,6.56E-07,0.005685671,0.000132486,109.2814717,112.8919856,8.546377629,0.01225921,,,
3.68E-08,7.30E-08,1.73767E-05,0.000498439,0.000417882,1.41E-11,22.04582161,432.3999603,41.48270473,0.003438542,,,
1.80E-07,6.07E-08,1.70311E-05,2.74E-10,0.000409175,1.33E-12,22.04554586,433.6131312,40.98099156,0.0119894,,,
5.51E-10,2.27E-10,1.69763E-05,7.38E-07,0.000431028,4.35E-12,22.04554586,249460.868,51.16895837,0.003744619,,,
1.19E-09,7.44397E-05,1.15E-06,0.000128024,0.008663165,0.000132487,109.2540541,112.8995568,8.546369411,0.00471799,,,
9.57E-06,9.84E-09,1.66839E-05,0.008042876,0.000723636,1.44E-12,29.5057318,306.1082435,20.97175259,0.003438542,,,
2.02588E-05,2.26426E-05,1.62435E-05,1.40E-07,0.004615876,1.64E-12,104.4797924,121.4890395,8.289157081,0.012243896,,,
2.44E-10,6.68819E-05,1.07543E-05,0.004758277,0.00887517,0.00013248,109.2551395,112.9059175,8.546708139,0.003438542,,,
7.61E-06,8.20E-10,1.60826E-05,9.23422E-05,0.000634144,3.81E-12,24.39725794,4964.11767,31.17969629,0.003446815,,,
2.03683E-05,1.01E-10,1.57986E-05,3.05308E-05,0.00082783,1.70E-11,35.40284087,249488.0888,11.9428507,0.003685977,,,
3.70E-06,4.66E-08,1.54953E-05,2.2282E-05,0.000507949,4.88E-12,24.00050127,368.2429781,32.1567681,0.003588823,,,
2.16E-06,1.89E-06,1.54445E-05,4.32182E-05,0.001062352,1.11E-11,30.4525448,290.5660357,19.77672623,0.003586558,,,
9.07656E-05,3.44E-07,1.5388E-05,6.95E-10,0.001456817,1.22E-12,42.62135236,246.6651199,7.890866776,0.012134166,,,
1.85E-09,6.57E-09,1.41229E-05,5.65E-08,0.000314274,5.19E-12,22.04554586,433.7631579,41.14332566,0.004092058,,,
9.30E-07,3.72E-10,1.39746E-05,3.30E-07,0.000439122,5.99E-12,22.07226184,249643.9548,40.50460764,0.00427405,,,
2.16E-07,5.06E-09,1.38813E-05,7.47413E-05,0.000317322,5.64E-12,22.04581334,435.3208089,40.97374889,0.003439921,,,
6.47E-10,2.96E-06,1.37575E-05,1.68E-08,0.001270236,2.19E-12,36.90792969,257.6309665,12.95378759,0.012074313,,,
9.27E-06,1.53046E-05,1.35637E-05,1.02E-10,0.003353135,2.07E-12,104.4020011,121.5512702,8.282220244,0.012305128,,,
8.67E-06,5.80E-10,1.29928E-05,1.35E-10,0.000566184,2.93E-12,35.33042631,4888.032889,12.03575293,0.012019732,,,
1.52E-07,3.67E-09,1.26567E-05,0.002909646,0.000296845,8.29E-12,22.04582161,434.6934426,40.97374751,0.003438542,,,
7.98E-06,8.57E-07,1.14509E-05,0.000131158,0.0007378,5.05E-12,35.94483624,271.8854217,11.61711465,0.003446815,,,
9.97E-07,3.63594E-05,4.31E-09,3.36E-09,0.004246159,0.000132486,109.2814698,112.8919856,8.546377629,0.012311284,,,
8.20E-08,3.95073E-05,5.61E-10,1.2878E-05,0.004593468,0.000132487,109.2830885,112.8919875,8.546377415,0.012233014,,,
2.52E-10,4.78E-06,1.12987E-05,0.002479237,0.001649646,1.89E-12,41.45380782,245.462089,9.218941109,0.003438542,,,
1.50E-08,4.37E-09,1.12276E-05,7.50E-07,0.000250048,7.60E-12,22.04554586,434.1615747,41.83620292,0.003744619,,,
4.06E-08,1.39E-06,1.09955E-05,2.12E-07,0.000738907,3.11E-12,30.40793096,290.8688788,19.84880089,0.012041791,,,
7.73E-08,1.71E-09,1.03662E-05,0.000260168,0.000233339,8.98E-12,22.04582161,437.5715087,40.97374751,0.003438542,,,
6.82669E-05,5.90E-08,0.005978076,6.64E-08,0.093804017,0.019302018,12.17970827,301.8927939,24.50626022,0.004922741,,,
1.36E-10,2.59E-07,1.03307E-05,1.55344E-05,0.000338188,6.41E-12,22.19878006,420.3578728,49.2644034,0.003518508,,,
1.61E-06,3.66E-06,1.02158E-05,1.12E-07,0.001335706,2.76E-12,40.49830088,247.7169393,9.812693064,0.012086722,,,
4.39E-10,1.22E-08,9.96E-06,0.008451363,0.000253852,5.76E-12,22.04582161,431.8048446,52.28666308,0.003438542,,,
2.00E-09,2.45E-10,9.65E-06,1.17E-09,0.000274103,1.62E-11,22.04554586,249660.8553,51.16738558,0.008419879,,,
1.60399E-05,6.59E-09,9.37E-06,9.23E-08,0.00051533,2.57E-12,39.02766172,266.0169597,9.223672348,0.004713607,,,
6.51E-06,7.08E-09,9.14E-06,2.45E-10,0.000403431,4.34E-12,35.376079,283.1538071,11.96727389,0.012092804,,,
3.42E-07,2.24E-09,9.11E-06,1.25E-07,0.000215749,8.92E-12,22.04554586,447.5984869,40.97213716,0.00427405,,,
5.07E-09,2.11E-07,8.74E-06,1.34E-06,0.000282782,5.30E-12,22.19862743,420.3515569,49.1196735,0.004174782,,,
6.21467E-05,1.74E-10,8.22E-06,4.07E-08,0.000884376,9.39E-12,42.68418427,249455.9844,7.881890789,0.004771081,,,
2.83775E-05,1.94E-09,0.003899331,0.00346796,0.06750309,0.019302018,12.17972482,310.2200836,24.50730737,0.003529538,,,
9.07E-10,6.84E-09,8.21E-06,7.58E-08,0.000183971,9.23E-12,22.04554586,433.9000754,52.68047195,0.004056211,,,
0.000832199,1.4367E-05,8.11E-06,5.00E-10,0.009230696,3.50E-12,101.1138026,129.5055391,7.871178662,0.012303749,,,
1.67E-09,1.92E-08,7.93E-06,5.73E-06,0.000183332,7.69E-12,22.04560791,432.4024794,41.47422985,0.003612262,,,
0.000297778,2.12E-07,7.66E-06,4.29E-06,0.002722487,3.77E-12,42.90187169,245.8349894,7.86408663,0.004760172,,,
1.74E-07,3.67307E-05,3.96E-08,2.39E-10,0.004284893,0.000132486,109.254067,112.8919856,8.546377629,0.012321673,,,
3.64082E-05,8.01E-10,7.64E-06,0.009335133,0.000648897,4.53E-12,42.55869679,4853.476202,7.900366792,0.003438542,,,
4.93E-10,1.34E-10,7.63E-06,1.53E-06,0.000201571,1.10E-11,22.04554586,249433.1431,53.69462642,0.003744619,,,
9.13E-07,7.13E-08,7.40E-06,9.71E-07,0.000230435,5.93E-12,22.19864633,422.3355066,39.44950209,0.004238203,,,
9.51E-10,4.71107E-05,0.001530949,3.74E-10,0.050712453,0.010758117,15.82734553,333.7554937,35.96339578,0.01197837,,,
2.21E-07,2.26E-08,0.009121691,0.002931614,0.130357728,0.019530568,12.14736714,300.5253582,24.33227411,0.003562628,,,
8.28E-08,3.49464E-05,4.27E-10,0.003127896,0.004089645,0.00013248,109.2968156,112.9059111,8.546662526,0.003438542,,,
2.82655E-05,6.76E-10,7.12E-06,1.34142E-05,0.000529489,6.82E-12,42.55749416,4852.259369,7.900141169,0.004006331,,,
1.91E-07,2.82E-09,7.08E-06,7.48E-09,0.000165162,7.24E-12,22.04554586,446.3962722,40.97213578,0.010771985,,,
0.000724753,2.27E-09,7.07E-06,0.003166081,0.00601463,3.35E-12,42.9032711,251.4586176,7.864373978,0.0034413,,,
3.50E-06,5.61E-06,6.79E-06,0.006120536,0.001437389,4.67E-12,101.9561216,124.0665885,8.272481434,0.003438542,,,
5.75E-10,1.60E-07,6.60E-06,3.08E-09,0.000213539,1.53E-11,22.19863846,420.3425412,49.11944707,0.012010081,,,
1.16E-07,1.69221E-05,6.56E-06,0.002104629,0.002731342,6.99E-12,109.1832724,118.5895264,8.548831194,0.003438542,,,
3.88E-09,4.37E-08,6.47E-06,2.98E-09,0.000161724,5.94E-12,22.04554586,431.7870892,52.14103146,0.011953553,,,
0.000438536,1.2968E-05,0.002259252,3.09E-08,0.061158548,0.019302018,12.51809931,286.8019445,22.47419882,0.011898404,,,
7.33E-09,2.07E-10,6.10E-06,6.27E-06,0.000186432,7.68E-12,22.04575267,249648.6937,42.39097523,0.003467495,,,
1.18E-09,1.72645E-05,6.07E-06,1.52412E-05,0.002709557,8.29E-13,109.2007718,118.5690894,8.547891064,0.011968721,,,
5.67E-07,6.84E-08,5.94E-06,1.73E-08,0.000183132,1.25E-12,22.19865184,422.3269699,39.44944419,0.011982506,,,
1.30E-08,4.68E-08,5.91E-06,3.55E-10,0.000151032,5.32E-12,22.07226184,428.7806576,41.02850467,0.011983885,,,
1.43E-06,1.45E-06,5.85E-06,2.66E-09,0.000607268,4.07E-12,38.35188637,253.7322441,10.63151126,0.012110728,,,
3.70E-06,1.87319E-05,0.00773104,0.000595653,0.119137172,0.019530568,12.14736714,298.9832851,24.91415614,0.003577794,,,
1.22E-10,1.01917E-05,5.77E-06,8.38615E-05,0.00183793,4.32E-12,107.0420837,119.6575922,8.548717204,0.003599426,,,
1.18E-08,7.31E-07,5.68E-06,1.78E-06,0.00038566,1.64E-12,30.41910459,290.7892594,19.83198881,0.004376809,,,
6.04E-06,2.62E-08,5.60E-06,1.06E-07,0.000277703,4.34E-12,35.40209871,278.0590407,11.9428805,0.004709727,,,
0.000383849,2.35E-09,5.59E-06,2.57E-08,0.00325917,1.41E-12,42.90187018,251.4530489,7.86408655,0.004787747,,,
1.29E-08,8.40E-09,5.47E-06,2.02E-08,0.000124832,3.25E-12,22.04554586,433.898112,41.82309596,0.004557378,,,
7.58E-10,8.35E-10,5.46E-06,1.55E-08,0.000124688,7.57E-12,22.04554586,5058.546926,41.08855367,0.004052765,,,
1.09E-09,2.15E-06,5.38E-06,3.04E-08,0.000749191,2.83E-12,39.73754369,249.5644925,10.57345026,0.0120881,,,
0.000105934,6.20149E-05,1.28E-09,8.74E-09,0.008037569,0.000132262,109.3192472,112.9624851,8.494141054,0.012270733,,,
8.41E-10,6.04616E-05,2.67E-07,8.58E-08,0.006987335,0.000132487,109.2541024,112.8919756,8.546353656,0.012270092,,,
5.93E-09,1.89E-10,5.23E-06,3.02E-06,0.000162612,9.80E-12,22.04560791,249636.4902,41.14442726,0.003612262,,,
9.19458E-05,1.86E-06,5.07E-06,0.000425778,0.001397451,4.90E-12,44.62906196,240.6576642,7.864369232,0.003442678,,,
0.000168887,5.75E-07,5.04E-06,1.17E-06,0.001685851,3.44E-12,42.90187018,245.8348359,7.86408655,0.004815321,,,
4.05E-09,1.98E-10,5.02E-06,2.16E-07,0.000160416,1.75E-11,22.04554586,249660.868,51.16895848,0.003744619,,,
7.49E-10,2.05E-09,5.01E-06,4.27E-08,0.000111535,3.82E-12,22.04554586,469.4835534,50.48249242,0.003904552,,,
5.43E-09,5.22E-07,5.01E-06,8.16E-07,0.000304307,2.77E-12,30.37546843,291.1707231,19.91662908,0.004710982,,,
7.71E-06,1.63E-10,4.89E-06,0.00753111,0.000328431,4.59E-12,39.02876446,249459.1582,9.224091128,0.003438542,,,
2.91E-09,7.70E-08,4.84E-06,0.000230456,0.000140749,5.32E-12,22.16356981,422.7638646,40.28128132,0.003438542,,,
2.06E-06,1.63E-09,4.80E-06,0.000374219,0.000183315,5.47E-12,24.24925168,365.1274497,31.51286284,0.003438542,,,
3.00863E-05,7.81386E-05,6.16542E-05,1.06E-06,0.015859377,0.000138753,104.3742362,115.6375419,8.30101728,0.012246654,,,
2.41E-10,5.70E-07,4.61E-06,4.22E-08,0.000306045,2.04E-12,30.40793082,290.8688793,19.85167095,0.012045928,,,
1.49E-07,5.33E-09,4.59E-06,7.88E-07,0.000109534,7.43E-12,22.04554586,435.2830615,40.97295819,0.003768058,,,
1.47E-06,4.84E-06,4.53E-06,0.000211538,0.00107431,5.45E-12,104.3742449,121.5806487,8.301380216,0.003444057,,,
1.39397E-05,4.46E-06,4.40E-06,0.003574087,0.001128888,5.01E-12,103.2670943,123.0517477,8.12170851,0.003438542,,,
2.66E-08,5.89E-09,4.34E-06,1.67772E-05,9.93539E-05,4.52E-12,22.04581334,434.6059524,41.13589069,0.003439921,,,
8.25E-08,4.74E-06,4.00E-06,3.39E-07,0.000994488,3.99E-12,104.3733166,121.5671876,8.301122127,0.01223976,,,
2.20E-10,6.45E-08,3.97E-06,0.000336254,0.000116418,4.07E-12,22.16356981,422.3125566,49.6650796,0.003438542,,,
1.19E-08,2.01E-10,3.97E-06,1.10E-07,0.000138161,2.46E-11,22.04554586,249649.3448,42.36610847,0.003748756,,,
7.60E-07,6.84E-08,3.90E-06,2.86E-07,0.00014315,4.19E-12,24.01412822,367.8718911,32.11107093,0.004323684,,,
2.69E-06,4.19E-09,3.88E-06,1.13E-06,0.000170807,3.65E-12,35.37608175,288.4860946,11.96732861,0.00426302,,,
1.33E-07,5.44E-09,3.76E-06,0.000634014,9.29582E-05,7.27E-12,22.04582161,434.6390739,40.97374751,0.003438542,,,
9.32E-06,2.58E-07,3.74E-06,4.94E-08,0.000296426,9.07E-13,42.61947282,246.6705077,7.891209045,0.012075692,,,
0.000700517,2.35E-08,3.71E-06,2.22612E-05,0.005674103,9.57E-13,42.9019176,245.8351336,7.864089891,0.004608022,,,
2.79E-07,1.38E-06,0.008179665,2.65181E-05,0.119312434,0.019530568,12.14736714,298.9823448,24.91401137,0.003616398,,,
1.16E-08,2.282E-05,3.49E-06,0.000362311,0.003088034,8.29E-12,109.2548514,118.5657649,8.546636935,0.003484854,,,
3.90E-10,1.85731E-05,3.48E-06,2.18E-08,0.002582447,3.08E-12,109.2539403,118.5532292,8.546426985,0.012264577,,,
2.06E-10,3.17E-06,3.36E-06,2.10E-10,0.000736144,5.08E-12,102.3165612,123.623943,8.301122127,0.012232056,,,
1.24E-08,1.20234E-05,3.34E-06,2.17E-07,0.00179041,8.44E-13,109.2539403,118.5532292,8.546426985,0.012264577,,,
4.86E-09,2.28E-08,3.24E-06,1.64E-10,8.15362E-05,9.61E-12,22.04554586,432.3848851,41.4729613,0.011985264,,,
4.03E-08,1.50E-07,3.21E-06,0.000882903,0.000136411,7.54E-12,24.01432578,366.1931303,32.78252145,0.003438542,,,
6.82E-08,4.57E-06,3.20E-06,1.21E-06,0.000889599,3.30E-12,106.3616957,120.0719437,8.528722413,0.012209428,,,
0.000292741,7.11E-08,3.19E-06,7.97E-09,0.002456566,6.24E-12,42.90187018,245.8273494,7.86408655,0.012103834,,,
0.000279765,2.89E-07,3.13E-06,5.12E-08,0.002405631,5.57E-12,42.90187018,245.8273494,7.86408655,0.0120881,,,
3.59563E-05,1.70E-08,3.04E-06,0.001205877,0.000421508,3.56E-12,42.84580006,245.8857396,7.868057978,0.003438542,,,
0.000191036,1.88E-07,2.95E-06,1.32E-07,0.001675045,3.29E-12,42.90187018,245.8273894,7.86408655,0.01201227,,,
8.15365E-05,2.56E-07,2.89E-06,1.33E-09,0.000828174,6.46E-12,42.90187018,245.8273494,7.86408655,0.012149332,,,
7.83E-09,4.82968E-05,4.12E-08,1.95E-10,0.005589385,0.000132486,109.254067,112.8919856,8.546377629,0.0123134,,,
3.86084E-05,1.67E-09,2.85E-06,1.15E-08,0.000426464,1.13E-12,42.84436916,251.5225308,7.867756828,0.004973875,,,
0.000486907,9.50E-06,2.83E-06,6.33E-07,0.005334373,5.32E-12,108.537118,125.6049037,7.874812848,0.012252169,,,
1.27E-09,7.02268E-05,8.32E-08,1.14E-06,0.008069647,0.000132487,109.2541143,112.8919757,8.546353901,0.012255074,,,
1.68E-08,1.44E-09,2.82E-06,7.37E-07,6.34342E-05,7.75E-12,22.04554724,448.4864798,42.78041097,0.003739104,,,
1.25E-07,2.42E-08,2.77E-06,1.52654E-05,7.65984E-05,7.71E-12,22.07253069,430.6256828,40.50619524,0.003439921,,,
6.04E-10,3.15E-06,2.76E-06,3.87E-06,0.000670608,1.36E-12,104.3732334,121.5744102,8.301124953,0.004957114,,,
1.05E-07,1.37206E-05,2.62E-06,5.45074E-05,0.00191393,3.28E-12,109.2540238,118.5624539,8.546499532,0.004033797,,,
0.000352915,2.82E-08,2.50E-06,5.04766E-05,0.002889622,2.68E-12,42.90208887,245.8360063,7.864128776,0.004154911,,,
3.05E-09,2.68E-10,2.46E-06,3.88E-08,0.000121248,2.16E-11,22.04554586,249647.4818,41.14408258,0.003751513,,,
2.24E-10,1.44E-06,2.46E-06,5.42E-07,0.000428797,5.23E-12,100.771249,125.7856679,8.193079418,0.012082585,,,
1.27E-10,8.44E-10,2.45E-06,2.22E-06,6.11264E-05,2.78E-12,22.04560791,8447.546783,41.10642196,0.003612262,,,
2.27E-07,9.14656E-05,1.17E-10,2.85E-06,0.01046021,0.000132487,109.2831424,112.8919757,8.546353901,0.012255074,,,
4.31E-08,5.65256E-05,2.39E-10,4.18E-09,0.006514168,0.000132487,109.2831481,112.8919756,8.546353656,0.012298234,,,
2.38E-09,1.00E-08,2.44E-06,0.006245056,7.96894E-05,8.93E-12,22.04582161,433.6728232,41.82026636,0.003438542,,,
1.0576E-05,1.72E-06,0.007897519,2.47E-06,0.116237922,0.019530568,12.14736714,300.4359516,24.34021198,0.004780042,,,
1.02E-06,6.65E-09,2.43E-06,4.28E-08,9.3514E-05,2.14E-12,24.24901981,373.8479449,31.51104873,0.00433885,,,
6.75E-10,2.61779E-05,9.6509E-05,3.27E-07,0.010290799,0.000125295,36.97373189,252.0138273,12.88841626,0.012090858,,,
1.04E-08,4.67E-06,2.38E-06,1.38104E-05,0.000812773,2.71E-12,107.0416953,119.6546854,8.548586482,0.004217415,,,
2.88E-06,4.1233E-05,5.46E-06,1.28E-09,0.005408327,0.000132486,109.2539419,112.8919924,8.546426551,0.012321673,,,
9.2068E-05,4.49E-10,2.30E-06,3.79E-08,0.000934608,1.55E-11,42.90187018,249447.2523,7.86408655,0.004769824,,,
1.93E-07,6.10E-10,2.22E-06,0.000811814,6.26964E-05,6.82E-12,22.07253896,5044.936735,40.50619386,0.003438542,,,
2.37E-07,2.82E-10,2.21E-06,5.28E-10,0.000128644,4.18E-12,22.07226184,249631.7811,40.50460626,0.008486058,,,
2.25E-09,2.40E-10,2.07E-06,8.22E-08,0.000105586,1.07E-11,22.04554586,249660.868,51.16895848,0.003744619,,,
1.51E-07,8.60E-10,0.008510538,0.002602813,0.122928379,0.019530568,12.14736714,4908.280661,24.3309469,0.003562628,,,
1.69E-08,1.31E-06,2.06E-06,1.05E-09,0.000371889,5.19E-12,100.7713174,125.7855283,8.193078673,0.012244464,,,
1.17E-08,3.12226E-05,3.28E-09,7.61E-10,0.003657727,0.000132486,109.2814777,112.8919856,8.546377629,0.012328566,,,
1.93E-09,3.50E-10,2.00E-06,0.000181247,0.000131977,1.45E-11,22.04582161,249660.8769,51.17007281,0.003438542,,,
5.81E-10,6.43E-10,1.98E-06,3.77E-08,4.69933E-05,9.47E-12,22.04554586,5049.347398,42.3663712,0.003755649,,,
3.66E-06,3.97E-10,1.87E-06,0.005900274,0.000226017,8.04E-12,39.02884048,249463.3597,9.224048366,0.003438542,,,
2.61E-09,3.44E-08,1.85E-06,1.10E-08,5.55525E-05,1.39E-12,22.18885202,420.8449451,49.26484398,0.01193563,,,
2.94482E-05,6.49402E-05,0.000105824,1.54E-06,0.018823144,0.000141279,100.7713214,119.7485534,8.193077976,0.012188747,,,
2.88E-07,1.96E-09,1.82E-06,2.82476E-05,5.26358E-05,8.46E-12,22.19889863,435.4141978,39.45119586,0.003438542,,,
1.44E-10,8.13E-09,1.80E-06,0.00012251,4.35757E-05,9.99E-12,22.04582161,433.9112665,52.68318919,0.003438542,,,
9.33E-09,8.58E-09,1.76E-06,0.001796627,4.91142E-05,4.22E-12,22.04582161,433.9112707,41.82468736,0.003438542,,,
