Index,lambda_hom,lambda_sec,lambda_eff,lambda_kin,lambda_div,obj_total,obj_homeo,obj_kin,obj_eff,obj_sec,obj_div,obj_hom_w,obj_kin_w,obj_eff_w,obj_sec_w,obj_div_w,toya_pearson_r_squared,toya_r_squared,kin_hom_ratio
4289,0.0017907488598280696,0.000044696773862454105,4.3678204854750165e-6,0.00011026037812327705,0.000014547148962716277,0.0028294185499899314,0.04609448542366287,16.21680091368028,151.17361218419265,6.677701501529819,0.0022951565779660834,0.00008254364721678586,0.0017880706006922925,0.0006602992001613722,0.00029847171393484855,3.3387984632430753e-8,0.6739388865680024,0.5275105923386427,0.061572217409571986
7561,0.002295819301542834,0.00004351982862086227,6.885399220792588e-6,0.00014020608128305454,0.007879624503105668,0.0037246710009966356,0.04609488933982905,16.146361376378515,151.6310509211503,6.819241883167002,0.0018040010459878211,0.00010582553664886053,0.0022638180555620982,0.0010440403198604493,0.00029677223807963397,0.00001421485084559389,0.6791929364807537,0.5009535970968642,0.06107017272170916
3123,0.0037261343858325593,0.00006335248392040383,0.000013650625388375834,0.00022419983110748715,0.00006204214983070446,0.006293659882447488,0.04609711450238545,16.147360538640093,151.61284035245853,6.81759414078362,0.002235939908283505,0.00017176404343499917,0.0036202355055948115,0.0020696100877190425,0.00043191152317983365,1.387225188021768e-7,0.6788969214455699,0.501057066717242,0.0601695505025089
1013,0.010669422871105609,0.00008415038118433214,0.00004509500255495078,0.0004729308800875724,0.00032151034215574775,0.015531458441121056,0.04642703449316406,16.577107216103666,147.65159953940054,6.3845005195696665,0.0021009015585874246,0.0004953496636589736,0.007839825905017955,0.006658349258471837,0.0005372581523933541,6.754615789369866e-7,0.7231922180381557,0.5884940223149644,0.04432581647582269
6719,0.015160012658859997,4.59414018425322e-7,0.00008136169269482002,0.0006659568716081414,0.00014856044162947884,0.023742936400474306,0.055098446311485,16.490366461704806,146.53559919734948,6.5728108283663484,0.0024660953806526337,0.0008352931435656305,0.01098187286050875,0.011922384390746065,3.0196414350092538e-6,3.66364218850173e-7,0.7124720805400516,0.6134825774517831,0.04392851685509213
8268,0.011166432842260716,0.000010936827667747793,0.00005981500994729909,0.0004837859413651478,0.00011115822554716319,0.017428803500714327,0.05510049641934031,16.61755317211409,145.51263810617826,6.4072692048804445,0.002463231318662576,0.0006152759928417906,0.008039338604556613,0.008703839895778786,0.00007007519911464484,2.7380842249473086e-7,0.7083087940707076,0.612995219783204,0.0433250213563459
4419,0.008219900134902888,0.00005856153653854458,0.00004804170992641341,0.00034592030246811397,0.00021609502689989688,0.013539310622774397,0.04845721266948796,17.063289723429936,143.55779695915902,5.826673542239756,0.0022112348601991925,0.000398313448958942,0.005902538342229944,0.006896762039186871,0.00034121895554204443,4.778368565967343e-7,0.6855759716800994,0.5222624820807543,0.04208327312874353
5402,0.0027518003254517536,0.000011509286899451964,0.00001558825577623635,0.00011362746795529512,0.0022049761387594805,0.004380726740742437,0.04845824549514041,17.029343555120988,143.73746056509495,5.889269633299914,0.001805254073108479,0.00013334741572434836,0.0019350011891092216,0.002240616299915386,0.00006778129383787898,3.980542155602559e-6,0.6851725909665557,0.5120149230332256,0.041292046848145234
7809,0.00250512447380873,0.00003834928322411907,9.737539939471187e-6,0.00009651499132633297,0.0028077927038435632,0.0033907619243254733,0.038434959957100716,17.301898425286637,144.0606457590718,5.651211699965121,0.0018052540731084716,0.00009628435883839154,0.001669892576445634,0.0014027962917849723,0.00021671991804141785,5.068779215057841e-6,0.6946395557424349,0.5036432010814526,0.03852702423987497
9323,0.025669679923038556,0.00007776966056247413,0.0000778041438658251,0.0004469848372597945,0.0046859244009773565,0.02020115693961565,0.01910307630590074,20.31815734860612,133.62055720519456,2.882353425477247,0.0018109821970885875,0.0004903698543178537,0.009081908255885606,0.01039623305622467,0.00022415964752045005,8.486125667072996e-6,0.6166113016152085,0.5337507850152321,0.017412949386198823
781,0.02308725452791369,5.999202707160097e-7,0.00009482087574409263,0.0003922169473756152,0.000015288761470585202,0.02106424730641951,0.023505238080086553,20.246221456675016,132.6586811935191,2.924895594078802,0.006389432870868779,0.0005426714142941675,0.007940911175627757,0.012578812325825873,1.7547041566158187e-6,9.768651509502918e-8,0.6037324830257667,0.5185649800732739,0.016988462049543594
1087,0.027658135046553827,0.00003993496771304765,0.00009014512022682185,0.00046922976876161875,0.0008937440091250987,0.02222408275977006,0.01910170173289485,20.318135236867015,133.61789152960853,2.88205519149974,0.0020092300828384126,0.0005283174461473971,0.009533873898862406,0.012045000896391002,0.00011509478101976348,1.7957373494907572e-6,0.6165800136256673,0.5337114745028969,0.016965343757697947
9380,0.01805626952597902,0.00003608102830818599,0.00005856465246377331,0.0003005031361549136,0.005441043562171007,0.014389886028967168,0.019103045850994087,20.31814608627903,133.62093975139112,2.8823847064043027,0.0018059700886059998,0.0003449297446526845,0.006105666619780532,0.007825463898423013,0.00010399940418685601,9.826361924083079e-6,0.6160020984222716,0.5322632235231072,0.01664259252015237
4186,0.0025220107357819843,2.0483495551299148e-6,8.923918556267735e-6,0.000041511968268283135,0.0015853829706328508,0.002092455702479154,0.023323177522712478,20.234018438594646,132.76534812765837,2.944465286939893,0.0018052540731084857,0.00005882130410482993,0.0008399539313627968,0.0011847871537857563,6.031294160598807e-6,2.8620190651717845e-6,0.6059619682841844,0.5194297157733475,0.016459869769512213
908,0.007661641886500706,0.00006130056472846663,0.00001155145128274903,0.0001220587291539823,0.0029992033386123337,0.00432740840083762,0.008211396806090721,18.6145364086613,148.19118136671818,4.489215170771334,0.001805254073108479,0.00006291278171622278,0.0022720666578317323,0.001711823212090671,0.0002751914251558825,5.414324043110464e-6,0.7732457010368377,0.5548306625811179,0.015931145172556487
7469,0.0034040896559645296,0.00007736988378652967,2.9149423456632266e-7,0.000052157656121835996,0.00018476322497888844,0.0013241222399192542,0.007932465289850182,21.11346065179503,136.30741291983685,2.0139699847412764,0.001825839518662021,0.000027002823039476677,0.0011012286202182406,0.000039732824994783526,0.0001558206236689915,3.3734799776189637e-7,0.660294807901308,0.5815423812184048,0.015322057111641326
4386,0.0029022235796050595,1.6675316554412564e-6,9.527216122271343e-6,0.000044455282347055,0.007323832316274718,0.002249736837696924,0.0191033306243499,20.334093374013925,133.5470994601228,2.8740435978418275,0.0018040010459878211,0.000055442136586979725,0.0009039578622131692,0.0012723320790590565,4.7925586785195275e-6,0.000013212201159198999,0.6151417564369814,0.5310742719451963,0.015317662863556696
930,0.012994450265808949,0.00002324777897674877,0.00004524672621695036,0.00019418445191966984,0.003321469458516766,0.01031127787879355,0.01951728123407657,20.36273393137874,133.30093982885958,2.843318953208591,0.0018074021196010288,0.0002536163403200143,0.003954126328050845,0.006031431128898583,0.000066100850584594,6.003230939513284e-6,0.6105949614421213,0.5299784628742772,0.014943645013641614
3364,0.009793854716169417,5.280533694517165e-7,0.00003069211123876256,0.00014522258807616372,0.000054653474922743195,0.007240178346341806,0.016923991675997244,20.287548305726695,134.44744680792553,3.0360669789304975,0.002520633449813146,0.00016575111569237756,0.002946210270677821,0.004126475993196463,1.6032053981053428e-6,1.3776137703879043e-7,0.6362438911404266,0.5596522307502441,0.01482792958286432
5959,0.0011048527687010884,0.00001814875980563262,7.644708060081764e-7,0.00001628943861977797,0.00011106660741964285,0.000493647044435608,0.007932422244672659,21.113443117165364,136.30802742463754,2.014036344615199,0.0018095501660935654,8.764158679532688e-6,0.0003439261357092388,0.00010420350759069728,0.00003655226185823557,2.0098059790366354e-7,0.6579377151151684,0.5780929439228123,0.014743537855209904
