Time,T 600,Series1,Series2,Series3,Series4,Series5,Series6,Time_seconds,mean,ID
23:11:02,37.00,1.06,1.13,1.00,0.99,0.97,0.98,83462.00,0.9238333333333335,RM
23:16:02,37.00,1.06,1.13,1.00,1.00,0.97,0.98,83762.00,0.9236666666666665,RM
23:21:02,37.00,1.06,1.14,1.00,1.00,0.98,0.98,84062.00,0.92,RM
23:26:02,37.00,1.06,1.14,1.00,1.00,0.98,0.98,84362.00,0.9241666666666666,RM
23:31:02,37.00,1.06,1.14,1.01,1.00,0.98,0.98,84662.00,0.9268333333333333,RM
23:36:02,37.10,1.06,1.13,1.01,1.00,0.98,0.98,84962.00,0.93,RM
23:41:02,37.00,1.06,1.13,1.01,1.00,0.98,0.98,85262.00,0.9266666666666667,RM
23:46:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,85562.00,0.9264999999999999,RM
23:51:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,85862.00,0.9269999999999998,RM
23:56:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,86162.00,0.93,RM
00:01:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,86462.00,0.9281666666666666,RM
00:06:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,86762.00,0.9293333333333331,RM
00:11:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,87062.00,0.9316666666666665,RM
00:16:02,37.00,1.06,1.13,1.01,1.01,0.98,0.99,87362.00,0.9311666666666666,RM
00:21:02,37.00,1.06,1.14,1.01,1.00,0.98,0.99,87662.00,0.9314999999999998,RM
00:26:02,37.00,1.06,1.13,1.01,1.01,0.99,0.99,87962.00,0.9328333333333333,RM
00:31:02,37.00,1.06,1.14,1.01,1.01,0.99,0.99,88262.00,0.9344999999999999,RM
00:36:02,37.00,1.06,1.14,1.01,1.01,0.99,1.00,88562.00,0.9349999999999999,RM
00:41:02,37.00,1.06,1.14,1.02,1.01,0.99,1.00,88862.00,0.9349999999999999,RM
00:46:02,37.00,1.06,1.13,1.02,1.01,0.99,1.00,89162.00,0.9361666666666667,RM
00:51:02,37.10,1.06,1.14,1.02,1.01,0.99,1.00,89462.00,0.9386666666666665,RM
00:56:02,37.10,1.06,1.13,1.02,1.01,0.99,1.00,89762.00,0.9391666666666668,RM
01:01:02,37.00,1.06,1.14,1.02,1.01,0.99,1.00,90062.00,0.9401666666666667,RM
01:06:02,37.00,1.06,1.13,1.02,1.01,0.99,1.00,90362.00,0.9396666666666665,RM
01:11:02,37.00,1.06,1.14,1.02,1.01,0.99,1.00,90662.00,0.9391666666666667,RM
01:16:02,37.00,1.06,1.14,1.02,1.01,0.99,1.00,90962.00,0.9416666666666665,RM
01:21:02,37.00,1.06,1.14,1.02,1.01,0.99,1.00,91262.00,0.9423333333333334,RM
01:26:02,37.00,1.06,1.13,1.02,1.01,1.00,1.00,91562.00,0.9428333333333332,RM
01:31:02,37.00,1.06,1.13,1.02,1.02,1.00,1.00,91862.00,0.9436666666666667,RM
01:36:02,37.00,1.06,1.13,1.02,1.01,1.00,1.00,92162.00,0.9436666666666667,RM
01:41:02,37.10,1.06,1.14,1.02,1.02,1.00,1.00,92462.00,0.9446666666666667,RM
01:46:02,37.00,1.06,1.13,1.02,1.02,1.00,1.00,92762.00,0.9451666666666667,RM
01:51:02,37.00,1.06,1.13,1.02,1.02,1.00,1.01,93062.00,0.95,RM
01:56:02,37.10,1.06,1.13,1.03,1.02,1.00,1.00,93362.00,0.9465000000000001,RM
02:01:02,37.00,1.07,1.13,1.03,1.02,1.00,1.01,93662.00,0.9466666666666664,RM
02:06:02,37.00,1.07,1.13,1.03,1.02,1.00,1.01,93962.00,0.95,RM
02:11:02,37.00,1.07,1.13,1.03,1.02,1.00,1.01,94262.00,0.9461666666666668,RM
02:16:02,37.00,1.07,1.13,1.03,1.02,1.00,1.01,94562.00,0.9458333333333332,RM
02:21:02,37.00,1.07,1.13,1.03,1.02,1.00,1.01,94862.00,0.9456666666666664,RM
02:26:02,37.10,1.07,1.13,1.03,1.03,1.00,1.01,95162.00,0.95,RM
02:31:02,37.00,1.07,1.14,1.03,1.02,1.01,1.01,95462.00,0.9486666666666668,RM
02:36:02,37.00,1.07,1.13,1.03,1.03,1.01,1.01,95762.00,0.9490000000000001,RM
02:41:02,37.00,1.07,1.14,1.03,1.03,1.01,1.01,96062.00,0.9498333333333331,RM
02:46:02,37.00,1.07,1.13,1.03,1.03,1.01,1.01,96362.00,0.9506666666666665,RM
02:51:02,37.00,1.07,1.13,1.03,1.03,1.01,1.02,96662.00,0.9526666666666664,RM
02:56:02,37.00,1.07,1.13,1.03,1.02,1.01,1.02,96962.00,0.9516666666666665,RM
03:01:02,37.10,1.07,1.13,1.03,1.03,1.01,1.02,97262.00,0.9528333333333333,RM
03:06:02,37.10,1.07,1.13,1.03,1.03,1.01,1.02,97562.00,0.9528333333333333,RM
03:11:02,37.10,1.07,1.13,1.04,1.03,1.01,1.02,97862.00,0.9519999999999998,RM
03:16:02,37.00,1.07,1.13,1.04,1.03,1.01,1.02,98162.00,0.9533333333333334,RM
03:21:02,37.00,1.08,1.13,1.04,1.03,1.01,1.02,98462.00,0.9538333333333332,RM
03:26:02,37.00,1.08,1.14,1.04,1.03,1.01,1.02,98762.00,0.9556666666666668,RM
03:31:02,37.00,1.08,1.13,1.04,1.03,1.01,1.02,99062.00,0.9568333333333333,RM
03:36:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,99362.00,0.9573333333333334,RM
03:41:02,37.10,1.08,1.14,1.04,1.03,1.02,1.02,99662.00,0.9573333333333333,RM
03:46:02,37.00,1.08,1.14,1.04,1.03,1.02,1.02,99962.00,0.9591666666666666,RM
03:51:02,37.10,1.08,1.14,1.04,1.04,1.02,1.02,100262.00,0.96,RM
03:56:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,100562.00,0.9611666666666667,RM
04:01:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,100862.00,0.9600000000000001,RM
04:06:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,101162.00,0.9594999999999998,RM
04:11:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,101462.00,0.9613333333333334,RM
04:16:02,37.00,1.08,1.14,1.04,1.04,1.02,1.02,101762.00,0.9623333333333332,RM
04:21:02,37.00,1.08,1.14,1.04,1.04,1.02,1.03,102062.00,0.9638333333333331,RM
04:26:02,37.00,1.08,1.14,1.04,1.04,1.02,1.03,102362.00,0.96,RM
04:31:02,37.00,1.08,1.14,1.05,1.04,1.02,1.03,102662.00,0.9649999999999999,RM
04:36:02,37.00,1.09,1.14,1.05,1.04,1.03,1.03,102962.00,0.97,RM
04:41:02,37.00,1.09,1.14,1.05,1.04,1.03,1.03,103262.00,0.9659999999999999,RM
04:46:02,37.00,1.09,1.14,1.05,1.04,1.03,1.03,103562.00,0.9670000000000001,RM
04:51:02,37.10,1.09,1.14,1.05,1.04,1.03,1.03,103862.00,0.9666666666666666,RM
04:56:02,37.10,1.09,1.14,1.05,1.04,1.03,1.03,104162.00,0.9668333333333333,RM
05:01:02,37.00,1.09,1.14,1.05,1.05,1.03,1.03,104462.00,0.9691666666666667,RM
05:06:02,37.00,1.09,1.14,1.05,1.05,1.03,1.03,104762.00,0.9691666666666667,RM
05:11:02,37.00,1.09,1.14,1.05,1.05,1.03,1.03,105062.00,0.9704999999999997,RM
05:16:02,37.00,1.09,1.14,1.05,1.05,1.03,1.03,105362.00,0.9704999999999999,RM
05:21:02,37.00,1.09,1.14,1.05,1.05,1.03,1.03,105662.00,0.9706666666666665,RM
05:26:02,37.00,1.09,1.14,1.05,1.05,1.03,1.04,105962.00,0.9713333333333333,RM
05:31:02,37.00,1.09,1.14,1.05,1.05,1.04,1.03,106262.00,0.9718333333333334,RM
05:36:02,37.00,1.09,1.14,1.05,1.05,1.04,1.03,106562.00,0.9725000000000001,RM
05:41:02,37.00,1.10,1.14,1.05,1.05,1.03,1.04,106862.00,0.9728333333333333,RM
05:46:02,37.00,1.10,1.14,1.05,1.05,1.04,1.04,107162.00,0.9738333333333333,RM
05:51:02,37.00,1.10,1.14,1.05,1.05,1.04,1.04,107462.00,0.9749999999999999,RM
05:56:02,37.00,1.10,1.14,1.06,1.05,1.04,1.04,107762.00,0.9751666666666665,RM
06:01:02,37.00,1.10,1.14,1.06,1.05,1.04,1.04,108062.00,0.9761666666666668,RM
06:06:02,37.00,1.10,1.15,1.06,1.05,1.04,1.04,108362.00,0.9764999999999999,RM
06:11:02,37.00,1.10,1.15,1.06,1.05,1.04,1.04,108662.00,0.9766666666666667,RM
06:16:02,37.00,1.10,1.15,1.06,1.06,1.04,1.04,108962.00,0.9776666666666667,RM
06:21:02,37.00,1.10,1.15,1.06,1.05,1.04,1.04,109262.00,0.9771666666666666,RM
06:26:02,37.00,1.10,1.15,1.06,1.06,1.04,1.04,109562.00,0.9781666666666665,RM
06:31:02,37.10,1.10,1.15,1.06,1.05,1.04,1.04,109862.00,0.9786666666666668,RM
06:36:02,37.00,1.10,1.15,1.06,1.06,1.04,1.04,110162.00,0.9798333333333333,RM
06:41:02,37.00,1.10,1.15,1.06,1.06,1.04,1.04,110462.00,0.9794999999999999,RM
06:46:02,37.00,1.10,1.15,1.06,1.06,1.04,1.05,110762.00,0.9804999999999999,RM
06:51:02,37.00,1.10,1.15,1.06,1.06,1.04,1.04,111062.00,0.9808333333333333,RM
06:56:02,37.00,1.10,1.15,1.06,1.06,1.05,1.04,111362.00,0.9818333333333333,RM
07:01:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,111662.00,0.9814999999999999,RM
07:06:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,111962.00,0.98,RM
07:11:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,112262.00,0.9826666666666665,RM
07:16:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,112562.00,0.9830000000000001,RM
07:21:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,112862.00,0.9836666666666667,RM
07:26:02,37.00,1.10,1.15,1.06,1.06,1.05,1.05,113162.00,0.9841666666666666,RM
07:31:02,37.00,1.10,1.15,1.06,1.07,1.05,1.05,113462.00,0.99,RM
07:36:02,37.00,1.10,1.15,1.07,1.06,1.05,1.05,113762.00,0.9855000000000002,RM
07:41:02,36.90,1.10,1.15,1.07,1.06,1.05,1.05,114062.00,0.9856666666666666,RM
07:46:02,37.00,1.10,1.15,1.07,1.07,1.05,1.05,114362.00,0.9863333333333332,RM
07:51:02,37.10,1.10,1.15,1.07,1.07,1.05,1.05,114662.00,0.9876666666666668,RM
07:56:02,37.10,1.10,1.16,1.07,1.07,1.05,1.06,114962.00,0.99,RM
08:01:02,37.00,1.10,1.15,1.07,1.07,1.05,1.05,115262.00,0.9881666666666669,RM
08:06:02,37.00,1.10,1.16,1.07,1.07,1.06,1.06,115562.00,0.9893333333333334,RM
08:11:02,37.00,1.11,1.16,1.07,1.07,1.06,1.05,115862.00,0.9896666666666666,RM
08:16:02,37.00,1.10,1.16,1.07,1.07,1.06,1.06,116162.00,0.9903333333333333,RM
08:21:02,37.00,1.11,1.16,1.07,1.07,1.06,1.06,116462.00,0.9911666666666666,RM
08:26:02,37.00,1.11,1.16,1.07,1.07,1.06,1.06,116762.00,0.99,RM
08:31:02,37.00,1.11,1.16,1.07,1.07,1.06,1.06,117062.00,0.9914999999999999,RM
08:36:02,37.00,1.11,1.16,1.07,1.07,1.06,1.06,117362.00,0.9923333333333333,RM
08:41:02,37.10,1.11,1.16,1.07,1.07,1.06,1.06,117662.00,0.9920000000000001,RM
08:46:02,37.10,1.11,1.16,1.07,1.08,1.06,1.06,117962.00,0.9933333333333333,RM
08:51:02,37.00,1.11,1.16,1.07,1.08,1.06,1.06,118262.00,0.9941666666666668,RM
08:56:02,37.00,1.11,1.16,1.07,1.08,1.06,1.06,118562.00,0.9946666666666668,RM
09:01:02,37.00,1.11,1.16,1.08,1.08,1.06,1.06,118862.00,0.9953333333333333,RM
09:06:02,37.00,1.11,1.16,1.07,1.08,1.06,1.06,119162.00,0.9956666666666667,RM
09:11:02,37.00,1.11,1.16,1.08,1.08,1.06,1.06,119462.00,0.9973333333333333,RM
09:16:02,37.00,1.11,1.16,1.08,1.08,1.07,1.06,119762.00,0.9976666666666665,RM
09:21:02,37.00,1.11,1.16,1.08,1.08,1.07,1.07,120062.00,0.9986666666666666,RM
09:26:02,37.10,1.11,1.16,1.08,1.08,1.07,1.06,120362.00,0.9973333333333332,RM
09:31:02,37.00,1.11,1.16,1.08,1.08,1.07,1.07,120662.00,0.9994999999999999,RM
09:36:02,37.00,1.11,1.17,1.08,1.08,1.07,1.07,120962.00,1.00,RM
09:41:02,37.00,1.11,1.17,1.08,1.08,1.07,1.07,121262.00,1.0005000000000002,RM
09:46:02,37.00,1.11,1.17,1.08,1.08,1.07,1.07,121562.00,1.00,RM
09:51:02,37.00,1.12,1.17,1.08,1.09,1.07,1.07,121862.00,1.00,RM
09:56:02,37.10,1.12,1.17,1.08,1.09,1.07,1.07,122162.00,1.0026666666666666,RM
10:01:02,37.10,1.12,1.17,1.08,1.09,1.07,1.07,122462.00,1.0025000000000002,RM
10:06:02,37.00,1.12,1.17,1.08,1.09,1.07,1.07,122762.00,1.0038333333333334,RM
10:11:02,37.00,1.12,1.17,1.08,1.09,1.07,1.07,123062.00,1.0030000000000001,RM
10:16:02,37.10,1.12,1.17,1.08,1.09,1.07,1.07,123362.00,1.0048333333333332,RM
10:21:02,37.00,1.12,1.17,1.08,1.09,1.07,1.07,123662.00,1.0050000000000001,RM
10:26:02,37.00,1.12,1.17,1.08,1.09,1.07,1.08,123962.00,1.0061666666666667,RM
10:31:02,37.00,1.12,1.17,1.08,1.09,1.08,1.08,124262.00,1.0085000000000002,RM
10:36:02,37.00,1.12,1.17,1.08,1.09,1.08,1.08,124562.00,1.006333333333333,RM
10:41:02,37.00,1.13,1.17,1.09,1.09,1.08,1.08,124862.00,1.0081666666666667,RM
10:46:02,37.10,1.13,1.17,1.09,1.09,1.08,1.08,125162.00,1.0100000000000002,RM
10:51:02,37.10,1.13,1.18,1.09,1.09,1.08,1.08,125462.00,1.0096666666666667,RM
10:56:02,37.00,1.13,1.18,1.09,1.10,1.08,1.08,125762.00,1.0123333333333335,RM
11:01:02,37.00,1.13,1.18,1.09,1.10,1.08,1.08,126062.00,1.0130000000000001,RM
11:06:02,37.00,1.13,1.18,1.09,1.10,1.08,1.08,126362.00,1.01,RM
11:11:02,37.00,1.13,1.18,1.09,1.10,1.08,1.08,126662.00,1.01,RM
11:16:02,37.10,1.13,1.18,1.09,1.10,1.08,1.08,126962.00,1.0144999999999997,RM
11:21:02,37.10,1.13,1.18,1.09,1.10,1.08,1.08,127262.00,1.0161666666666667,RM
11:26:02,37.00,1.14,1.18,1.09,1.10,1.08,1.08,127562.00,1.0133333333333332,RM
11:31:02,37.00,1.14,1.18,1.09,1.10,1.08,1.09,127862.00,1.0158333333333334,RM
11:36:02,37.10,1.14,1.18,1.09,1.10,1.08,1.08,128162.00,1.0173333333333334,RM
11:41:02,37.10,1.14,1.18,1.09,1.10,1.09,1.08,128462.00,1.0166666666666666,RM
11:46:02,37.10,1.14,1.18,1.09,1.10,1.09,1.09,128762.00,1.0181666666666669,RM
11:51:02,37.10,1.14,1.18,1.09,1.10,1.09,1.09,129062.00,1.0166666666666668,RM
11:56:02,37.00,1.14,1.18,1.09,1.10,1.09,1.09,129362.00,1.02,RM
12:01:02,37.00,1.14,1.18,1.09,1.10,1.09,1.09,129662.00,1.0188333333333333,RM
12:06:02,37.00,1.14,1.18,1.10,1.10,1.09,1.09,129962.00,1.0210000000000001,RM
12:11:02,37.00,1.14,1.18,1.10,1.10,1.09,1.09,130262.00,1.0208333333333333,RM
12:16:02,37.00,1.14,1.18,1.10,1.10,1.09,1.09,130562.00,1.0211666666666668,RM
12:21:02,37.00,1.14,1.18,1.10,1.10,1.09,1.09,130862.00,1.0208333333333333,RM
12:26:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,131162.00,1.0216666666666667,RM
12:31:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,131462.00,1.02,RM
12:36:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,131762.00,1.022166666666667,RM
12:41:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,132062.00,1.0246666666666666,RM
12:46:02,37.10,1.15,1.18,1.10,1.11,1.09,1.09,132362.00,1.0233333333333332,RM
12:51:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,132662.00,1.0188333333333333,RM
12:56:02,37.00,1.15,1.18,1.10,1.11,1.09,1.09,132962.00,1.0250000000000001,RM
13:01:02,37.00,1.15,1.18,1.10,1.11,1.10,1.10,133262.00,1.0239999999999998,RM
13:06:02,37.00,1.15,1.18,1.10,1.11,1.10,1.10,133562.00,1.0248333333333333,RM
13:11:02,37.00,1.15,1.18,1.10,1.11,1.10,1.10,133862.00,1.0261666666666664,RM
13:16:02,37.00,1.15,1.18,1.10,1.11,1.10,1.10,134162.00,1.0254999999999999,RM
13:21:02,37.10,1.15,1.18,1.10,1.11,1.10,1.10,134462.00,1.025666666666667,RM
13:26:02,37.00,1.15,1.19,1.10,1.11,1.10,1.10,134762.00,1.0246666666666664,RM
13:31:02,37.00,1.15,1.18,1.10,1.11,1.10,1.10,135062.00,1.026333333333333,RM
13:36:02,37.10,1.15,1.19,1.10,1.11,1.10,1.10,135362.00,1.0273333333333332,RM
13:41:02,37.10,1.16,1.19,1.11,1.11,1.10,1.10,135662.00,1.0286666666666666,RM
13:46:02,37.10,1.16,1.19,1.10,1.11,1.10,1.10,135962.00,1.0276666666666665,RM
13:51:02,37.00,1.16,1.19,1.11,1.11,1.10,1.10,136262.00,1.0285000000000002,RM
13:56:02,37.00,1.16,1.19,1.11,1.11,1.10,1.10,136562.00,1.0296666666666667,RM
14:01:02,37.00,1.16,1.19,1.11,1.12,1.10,1.10,136862.00,1.03,RM
14:06:02,37.00,1.16,1.18,1.11,1.12,1.10,1.11,137162.00,1.0271666666666668,RM
14:11:02,37.00,1.16,1.19,1.11,1.11,1.10,1.11,137462.00,1.0286666666666664,RM
14:16:02,37.00,1.16,1.19,1.11,1.12,1.10,1.11,137762.00,1.0294999999999999,RM
14:21:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,138062.00,1.0288333333333335,RM
14:26:02,37.00,1.16,1.18,1.11,1.12,1.11,1.11,138362.00,1.0273333333333332,RM
14:31:02,37.00,1.16,1.18,1.11,1.12,1.11,1.11,138662.00,1.0298333333333334,RM
14:36:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,138962.00,1.0293333333333334,RM
14:41:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,139262.00,1.0319999999999998,RM
14:46:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,139562.00,1.03,RM
14:51:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,139862.00,1.03,RM
14:56:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,140162.00,1.0323333333333333,RM
15:01:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,140462.00,1.0336666666666667,RM
15:06:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,140762.00,1.0346666666666666,RM
15:11:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,141062.00,1.0348333333333333,RM
15:16:02,37.10,1.16,1.19,1.11,1.12,1.11,1.11,141362.00,1.0371666666666666,RM
15:21:02,37.00,1.16,1.19,1.11,1.12,1.11,1.11,141662.00,1.0346666666666666,RM
15:26:02,37.00,1.16,1.19,1.12,1.12,1.11,1.11,141962.00,1.0356666666666665,RM
15:31:02,37.10,1.17,1.19,1.12,1.12,1.11,1.12,142262.00,1.0353333333333332,RM
15:36:02,37.00,1.17,1.18,1.12,1.13,1.11,1.11,142562.00,1.0366666666666668,RM
15:41:02,37.00,1.17,1.19,1.12,1.13,1.11,1.12,142862.00,1.0388333333333333,RM
15:46:02,37.00,1.17,1.19,1.12,1.13,1.11,1.12,143162.00,1.0366666666666666,RM
15:51:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,143462.00,1.04,RM
15:56:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,143762.00,1.0356666666666667,RM
16:01:02,37.00,1.17,1.19,1.12,1.13,1.11,1.12,144062.00,1.0414999999999999,RM
16:06:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,144362.00,1.0378333333333334,RM
16:11:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,144662.00,1.040833333333333,RM
16:16:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,144962.00,1.0426666666666666,RM
16:21:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,145262.00,1.04,RM
16:26:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,145562.00,1.0446666666666666,RM
16:31:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,145862.00,1.0410000000000001,RM
16:36:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,146162.00,1.05,RM
16:41:02,37.10,1.17,1.19,1.12,1.13,1.12,1.12,146462.00,1.0413333333333334,RM
16:46:02,37.00,1.17,1.19,1.12,1.13,1.13,1.12,146762.00,1.0448333333333333,RM
16:51:02,37.00,1.17,1.18,1.12,1.13,1.12,1.12,147062.00,1.0391666666666668,RM
16:56:02,37.00,1.17,1.19,1.12,1.13,1.12,1.12,147362.00,1.0438333333333334,RM
17:01:02,37.00,1.17,1.19,1.12,1.14,1.12,1.12,147662.00,1.0431666666666668,RM
17:06:02,37.00,1.17,1.19,1.12,1.14,1.12,1.13,147962.00,1.0483333333333333,RM
17:11:02,37.00,1.18,1.19,1.13,1.14,1.12,1.13,148262.00,1.0434999999999999,RM
17:16:02,37.00,1.17,1.19,1.13,1.14,1.13,1.13,148562.00,1.0471666666666668,RM
17:21:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,148862.00,1.05,RM
17:26:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,149162.00,1.0483333333333331,RM
17:31:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,149462.00,1.0443333333333333,RM
17:36:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,149762.00,1.0496666666666665,RM
17:41:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,150062.00,1.0458333333333332,RM
17:46:02,37.10,1.18,1.19,1.13,1.14,1.13,1.13,150362.00,1.0506666666666666,RM
17:51:02,37.10,1.18,1.19,1.13,1.14,1.13,1.13,150662.00,1.048166666666667,RM
17:56:02,37.10,1.18,1.19,1.13,1.14,1.13,1.13,150962.00,1.0513333333333332,RM
18:01:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,151262.00,1.0471666666666666,RM
18:06:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,151562.00,1.0490000000000002,RM
18:11:02,37.10,1.18,1.19,1.13,1.14,1.13,1.13,151862.00,1.0481666666666667,RM
18:16:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,152162.00,1.06,RM
18:21:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,152462.00,1.0498333333333332,RM
18:26:02,37.00,1.18,1.19,1.13,1.14,1.13,1.13,152762.00,1.0528333333333333,RM
18:31:02,37.00,1.18,1.19,1.13,1.15,1.14,1.13,153062.00,1.05,RM
18:36:02,37.00,1.18,1.19,1.13,1.15,1.13,1.13,153362.00,1.06,RM
18:41:02,37.00,1.18,1.19,1.13,1.15,1.14,1.13,153662.00,1.0536666666666668,RM
18:46:02,37.00,1.18,1.19,1.13,1.15,1.14,1.13,153962.00,1.0568333333333333,RM
18:51:02,37.00,1.18,1.19,1.13,1.15,1.14,1.14,154262.00,1.0536666666666668,RM
18:56:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,154562.00,1.0576666666666665,RM
19:01:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,154862.00,1.0531666666666668,RM
19:06:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,155162.00,1.0571666666666666,RM
19:11:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,155462.00,1.05,RM
19:16:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,155762.00,1.0556666666666668,RM
19:21:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,156062.00,1.0539999999999998,RM
19:26:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,156362.00,1.0576666666666668,RM
19:31:02,37.10,1.18,1.19,1.14,1.15,1.14,1.14,156662.00,1.06,RM
19:36:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,156962.00,1.0574999999999999,RM
19:41:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,157262.00,1.0578333333333334,RM
19:46:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,157562.00,1.0596666666666665,RM
19:51:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,157862.00,1.06,RM
19:56:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,158162.00,1.0623333333333334,RM
20:01:02,37.00,1.18,1.19,1.14,1.15,1.14,1.14,158462.00,1.0586666666666666,RM
20:06:02,37.10,1.18,1.19,1.14,1.16,1.14,1.14,158762.00,1.06,RM
20:11:02,37.00,1.18,1.19,1.14,1.15,1.15,1.15,159062.00,1.0583333333333333,RM
20:16:02,37.10,1.18,1.19,1.14,1.16,1.15,1.15,159362.00,1.0626666666666666,RM
20:21:02,37.00,1.18,1.19,1.14,1.16,1.15,1.15,159662.00,1.06,RM
20:26:02,37.00,1.18,1.19,1.14,1.16,1.15,1.15,159962.00,1.0631666666666666,RM
20:31:02,37.00,1.18,1.19,1.14,1.16,1.15,1.15,160262.00,1.06,RM
20:36:02,37.00,1.18,1.20,1.14,1.16,1.15,1.15,160562.00,1.0646666666666664,RM
20:41:02,37.10,1.18,1.19,1.15,1.16,1.15,1.15,160862.00,1.0616666666666668,RM
20:46:02,37.10,1.18,1.19,1.14,1.16,1.15,1.15,161162.00,1.06,RM
20:51:02,37.10,1.18,1.19,1.14,1.16,1.15,1.15,161462.00,1.0635000000000001,RM
20:56:02,37.00,1.19,1.19,1.15,1.16,1.15,1.15,161762.00,1.07,RM
21:01:02,37.00,1.19,1.20,1.15,1.16,1.15,1.15,162062.00,1.0646666666666667,RM
21:06:02,37.10,1.19,1.20,1.15,1.16,1.16,1.15,162362.00,1.0671666666666666,RM
21:11:02,37.00,1.19,1.20,1.15,1.16,1.15,1.15,162662.00,1.0685000000000002,RM
21:16:02,37.00,1.19,1.20,1.15,1.16,1.16,1.15,162962.00,1.0655000000000001,RM
21:21:02,37.00,1.19,1.20,1.15,1.16,1.16,1.15,163262.00,1.0698333333333334,RM
21:26:02,37.00,1.19,1.20,1.15,1.16,1.15,1.15,163562.00,1.07,RM
21:31:02,37.00,1.19,1.20,1.15,1.16,1.15,1.15,163862.00,1.0666666666666667,RM
21:36:02,37.00,1.19,1.20,1.15,1.16,1.15,1.15,164162.00,1.0701666666666667,RM
21:41:02,37.00,1.20,1.20,1.15,1.17,1.15,1.16,164462.00,1.0668333333333335,RM
21:46:02,37.00,1.20,1.20,1.15,1.17,1.16,1.15,164762.00,1.0691666666666666,RM
21:51:02,37.00,1.20,1.20,1.15,1.17,1.16,1.16,165062.00,1.07,RM
21:56:02,37.00,1.20,1.20,1.15,1.17,1.16,1.16,165362.00,1.0751666666666666,RM
22:01:02,37.00,1.21,1.20,1.15,1.16,1.16,1.16,165662.00,1.07,RM
22:06:02,37.10,1.21,1.20,1.15,1.17,1.16,1.16,165962.00,1.0755000000000001,RM
22:11:02,37.10,1.21,1.20,1.15,1.17,1.16,1.16,166262.00,1.07,RM
