Time,T 600,Series1,Series2,Series3,Series4,Series5,Series6,Time_seconds,mean,ID
02:06:02,37.00,0.11,0.12,0.12,0.12,0.12,0.11,7562.00,0.02,RM
02:11:02,37.00,0.11,0.12,0.12,0.12,0.12,0.11,7862.00,0.021166666666666653,RM
02:16:02,37.00,0.12,0.12,0.12,0.12,0.12,0.11,8162.00,0.02,RM
02:21:02,37.00,0.12,0.12,0.12,0.12,0.12,0.12,8462.00,0.024999999999999994,RM
02:26:02,37.00,0.12,0.12,0.13,0.13,0.13,0.12,8762.00,0.027499999999999997,RM
02:31:02,37.00,0.12,0.13,0.13,0.13,0.13,0.12,9062.00,0.03,RM
02:36:02,37.10,0.13,0.13,0.13,0.13,0.13,0.12,9362.00,0.03,RM
02:41:02,37.00,0.13,0.14,0.14,0.14,0.14,0.13,9662.00,0.04,RM
02:46:02,37.00,0.13,0.14,0.14,0.15,0.15,0.13,9962.00,0.044833333333333336,RM
02:51:02,37.00,0.14,0.15,0.14,0.16,0.15,0.14,10262.00,0.05,RM
02:56:02,37.00,0.15,0.15,0.15,0.16,0.16,0.15,10562.00,0.06,RM
03:01:02,37.10,0.15,0.16,0.16,0.16,0.16,0.16,10862.00,0.06,RM
03:06:02,37.10,0.16,0.17,0.16,0.17,0.17,0.16,11162.00,0.07,RM
03:11:02,37.00,0.16,0.17,0.17,0.17,0.18,0.17,11462.00,0.08,RM
03:16:02,37.00,0.17,0.18,0.18,0.18,0.19,0.18,11762.00,0.08,RM
03:21:02,37.00,0.18,0.19,0.19,0.19,0.20,0.19,12062.00,0.09,RM
03:26:02,37.00,0.19,0.20,0.20,0.20,0.21,0.20,12362.00,0.10416666666666666,RM
03:31:02,37.10,0.20,0.21,0.21,0.21,0.22,0.21,12662.00,0.11533333333333332,RM
03:36:02,37.00,0.21,0.22,0.22,0.23,0.24,0.23,12962.00,0.13,RM
03:41:02,37.10,0.22,0.24,0.24,0.24,0.25,0.25,13262.00,0.14466666666666664,RM
03:46:02,37.10,0.24,0.26,0.26,0.27,0.27,0.27,13562.00,0.1633333333333333,RM
03:51:02,37.00,0.25,0.28,0.29,0.28,0.31,0.30,13862.00,0.18883333333333333,RM
03:56:02,37.00,0.28,0.29,0.30,0.30,0.31,0.33,14162.00,0.20533333333333334,RM
04:01:02,37.00,0.31,0.30,0.34,0.34,0.33,0.36,14462.00,0.23,RM
04:06:02,37.00,0.35,0.35,0.35,0.34,0.37,0.38,14762.00,0.25983333333333336,RM
04:11:02,37.00,0.39,0.37,0.38,0.37,0.37,0.38,15062.00,0.2816666666666666,RM
04:16:02,37.10,0.39,0.40,0.40,0.42,0.43,0.42,15362.00,0.31,RM
04:21:02,37.00,0.42,0.43,0.44,0.45,0.45,0.44,15662.00,0.3418333333333333,RM
04:26:02,37.00,0.45,0.44,0.46,0.48,0.45,0.46,15962.00,0.36216666666666664,RM
04:31:02,37.00,0.49,0.46,0.48,0.50,0.50,0.52,16262.00,0.3946666666666666,RM
04:36:02,36.90,0.50,0.50,0.53,0.53,0.56,0.53,16562.00,0.42633333333333334,RM
04:41:02,37.00,0.55,0.55,0.55,0.56,0.57,0.58,16862.00,0.4618333333333333,RM
04:46:02,37.00,0.56,0.56,0.57,0.60,0.59,0.58,17162.00,0.48216666666666663,RM
04:51:02,37.00,0.60,0.60,0.59,0.60,0.58,0.62,17462.00,0.50,RM
04:56:02,37.00,0.63,0.61,0.59,0.62,0.62,0.62,17762.00,0.52,RM
05:01:02,37.00,0.64,0.66,0.60,0.64,0.66,0.65,18062.00,0.55,RM
05:06:02,37.00,0.64,0.65,0.66,0.70,0.66,0.68,18362.00,0.57,RM
05:11:02,37.00,0.66,0.68,0.65,0.70,0.69,0.69,18662.00,0.5810000000000001,RM
05:16:02,37.00,0.69,0.68,0.67,0.69,0.72,0.70,18962.00,0.5969999999999999,RM
05:21:02,37.00,0.70,0.73,0.67,0.71,0.71,0.73,19262.00,0.6114999999999999,RM
05:26:02,37.00,0.75,0.73,0.74,0.78,0.72,0.77,19562.00,0.6536666666666666,RM
05:31:02,37.00,0.78,0.73,0.80,0.76,0.64,0.89,19862.00,0.6699999999999999,RM
05:36:02,37.00,0.89,0.80,0.61,0.79,0.65,0.90,20162.00,0.6783333333333335,RM
05:41:02,37.00,0.96,0.87,0.59,0.59,0.63,0.77,20462.00,0.6396666666666666,RM
05:46:02,37.00,0.77,0.74,0.55,0.66,0.65,0.45,20762.00,0.5418333333333333,RM
05:51:02,37.00,0.70,0.89,0.62,0.58,0.46,0.45,21062.00,0.5208333333333333,RM
05:56:02,37.00,0.49,0.94,0.68,0.40,0.39,0.41,21362.00,0.45399999999999996,RM
06:01:02,37.00,0.56,0.86,0.67,0.37,0.44,0.37,21662.00,0.44999999999999996,RM
06:06:02,37.00,0.61,0.85,0.65,0.37,0.52,0.44,21962.00,0.47883333333333333,RM
06:11:02,37.10,0.62,0.85,0.63,0.37,0.54,0.46,22262.00,0.48283333333333334,RM
06:16:02,37.10,0.62,0.85,0.62,0.39,0.53,0.46,22562.00,0.4823333333333333,RM
06:21:02,37.00,0.63,0.85,0.62,0.41,0.53,0.46,22862.00,0.4873333333333334,RM
06:26:02,37.10,0.63,0.85,0.61,0.41,0.53,0.46,23162.00,0.48583333333333334,RM
06:31:02,37.00,0.63,0.85,0.62,0.42,0.53,0.46,23462.00,0.48849999999999993,RM
06:36:02,37.00,0.63,0.85,0.62,0.43,0.53,0.46,23762.00,0.4896666666666666,RM
06:41:02,37.00,0.64,0.85,0.62,0.44,0.52,0.46,24062.00,0.4906666666666667,RM
06:46:02,37.00,0.64,0.85,0.62,0.44,0.52,0.46,24362.00,0.49283333333333323,RM
06:51:02,37.10,0.64,0.85,0.62,0.45,0.52,0.46,24662.00,0.4936666666666667,RM
06:56:02,37.00,0.64,0.85,0.62,0.46,0.52,0.46,24962.00,0.49550000000000005,RM
07:01:02,37.00,0.65,0.85,0.62,0.46,0.52,0.47,25262.00,0.50,RM
07:06:02,37.00,0.65,0.85,0.62,0.46,0.52,0.47,25562.00,0.4993333333333333,RM
07:11:02,37.00,0.65,0.85,0.62,0.47,0.53,0.47,25862.00,0.5018333333333334,RM
07:16:02,37.00,0.65,0.85,0.62,0.47,0.53,0.48,26162.00,0.5036666666666666,RM
07:21:02,37.00,0.66,0.85,0.62,0.47,0.53,0.48,26462.00,0.5055000000000001,RM
07:26:02,37.00,0.66,0.85,0.62,0.48,0.54,0.48,26762.00,0.5081666666666667,RM
07:31:02,37.00,0.66,0.85,0.62,0.48,0.54,0.49,27062.00,0.5101666666666667,RM
07:36:02,37.00,0.67,0.85,0.62,0.48,0.54,0.49,27362.00,0.51,RM
07:41:02,37.10,0.67,0.85,0.62,0.49,0.54,0.49,27662.00,0.5148333333333334,RM
07:46:02,37.00,0.67,0.85,0.62,0.49,0.54,0.50,27962.00,0.52,RM
07:51:02,37.00,0.67,0.85,0.62,0.49,0.55,0.50,28262.00,0.5193333333333332,RM
07:56:02,37.00,0.67,0.86,0.63,0.50,0.55,0.51,28562.00,0.5221666666666667,RM
08:01:02,37.00,0.67,0.86,0.63,0.50,0.55,0.51,28862.00,0.52,RM
08:06:02,37.00,0.68,0.86,0.63,0.51,0.55,0.51,29162.00,0.5258333333333333,RM
08:11:02,37.00,0.68,0.86,0.63,0.51,0.55,0.51,29462.00,0.53,RM
08:16:02,37.00,0.68,0.86,0.63,0.51,0.56,0.51,29762.00,0.5311666666666667,RM
08:21:02,37.00,0.69,0.86,0.64,0.52,0.56,0.51,30062.00,0.5338333333333333,RM
08:26:02,37.00,0.69,0.86,0.64,0.52,0.56,0.52,30362.00,0.5359999999999999,RM
08:31:02,37.00,0.69,0.87,0.64,0.52,0.57,0.52,30662.00,0.54,RM
08:36:02,37.00,0.69,0.86,0.64,0.53,0.56,0.53,30962.00,0.5406666666666666,RM
08:41:02,37.00,0.70,0.87,0.65,0.54,0.57,0.53,31262.00,0.5451666666666666,RM
08:46:02,37.00,0.70,0.87,0.65,0.54,0.58,0.53,31562.00,0.5486666666666666,RM
08:51:02,37.10,0.70,0.87,0.65,0.54,0.58,0.53,31862.00,0.5503333333333333,RM
08:56:02,37.00,0.70,0.87,0.65,0.55,0.58,0.54,32162.00,0.5534999999999999,RM
09:01:02,37.10,0.71,0.87,0.66,0.55,0.58,0.54,32462.00,0.5558333333333334,RM
09:06:02,37.10,0.71,0.88,0.66,0.55,0.59,0.55,32762.00,0.5601666666666667,RM
09:11:02,37.00,0.71,0.88,0.66,0.56,0.59,0.55,33062.00,0.5616666666666666,RM
09:16:02,37.00,0.71,0.88,0.66,0.57,0.59,0.55,33362.00,0.56,RM
09:21:02,37.00,0.72,0.88,0.67,0.57,0.60,0.55,33662.00,0.57,RM
09:26:02,37.00,0.72,0.88,0.67,0.57,0.60,0.56,33962.00,0.5706666666666667,RM
09:31:02,37.00,0.72,0.88,0.67,0.57,0.60,0.56,34262.00,0.5726666666666667,RM
09:36:02,37.10,0.73,0.88,0.68,0.58,0.60,0.56,34562.00,0.58,RM
09:41:02,37.10,0.73,0.89,0.68,0.58,0.60,0.56,34862.00,0.5776666666666668,RM
09:46:02,37.00,0.73,0.89,0.68,0.59,0.60,0.57,35162.00,0.5806666666666666,RM
09:51:02,37.10,0.73,0.89,0.69,0.59,0.61,0.57,35462.00,0.5846666666666666,RM
09:56:02,37.00,0.74,0.89,0.69,0.59,0.62,0.57,35762.00,0.5868333333333332,RM
10:01:02,37.00,0.74,0.89,0.69,0.60,0.62,0.57,36062.00,0.59,RM
10:06:02,37.00,0.74,0.89,0.70,0.60,0.62,0.57,36362.00,0.5921666666666667,RM
10:11:02,37.00,0.75,0.90,0.70,0.61,0.62,0.58,36662.00,0.60,RM
10:16:02,37.00,0.75,0.90,0.70,0.61,0.62,0.58,36962.00,0.5961666666666667,RM
10:21:02,37.00,0.75,0.90,0.70,0.61,0.62,0.58,37262.00,0.5991666666666666,RM
10:26:02,37.00,0.75,0.90,0.70,0.62,0.63,0.58,37562.00,0.60,RM
10:31:02,37.00,0.76,0.90,0.71,0.62,0.64,0.59,37862.00,0.61,RM
10:36:02,37.00,0.76,0.91,0.71,0.63,0.64,0.59,38162.00,0.6081666666666667,RM
10:41:02,37.00,0.76,0.91,0.70,0.63,0.63,0.59,38462.00,0.61,RM
10:46:02,37.10,0.77,0.91,0.71,0.63,0.64,0.60,38762.00,0.6129999999999999,RM
10:51:02,37.00,0.77,0.91,0.71,0.64,0.65,0.60,39062.00,0.6176666666666666,RM
10:56:02,37.00,0.77,0.91,0.71,0.64,0.65,0.60,39362.00,0.6201666666666668,RM
11:01:02,37.00,0.77,0.92,0.72,0.65,0.65,0.61,39662.00,0.6243333333333333,RM
11:06:02,37.00,0.78,0.92,0.72,0.65,0.66,0.61,39962.00,0.6261666666666666,RM
11:11:02,37.00,0.78,0.92,0.73,0.65,0.66,0.61,40262.00,0.63,RM
11:16:02,37.00,0.78,0.92,0.72,0.66,0.66,0.62,40562.00,0.6316666666666666,RM
11:21:02,37.00,0.79,0.92,0.73,0.66,0.66,0.62,40862.00,0.6341666666666667,RM
11:26:02,37.00,0.79,0.93,0.73,0.66,0.67,0.62,41162.00,0.6371666666666667,RM
11:31:02,37.00,0.79,0.93,0.73,0.66,0.67,0.63,41462.00,0.64,RM
11:36:02,37.10,0.79,0.93,0.73,0.67,0.67,0.63,41762.00,0.6423333333333334,RM
11:41:02,37.10,0.80,0.93,0.74,0.67,0.68,0.64,42062.00,0.6459999999999999,RM
11:46:02,37.10,0.80,0.93,0.74,0.68,0.68,0.64,42362.00,0.6498333333333334,RM
11:51:02,37.00,0.80,0.94,0.75,0.68,0.68,0.64,42662.00,0.6528333333333334,RM
11:56:02,37.00,0.80,0.94,0.75,0.68,0.69,0.65,42962.00,0.66,RM
12:01:02,37.00,0.81,0.94,0.75,0.69,0.69,0.65,43262.00,0.6579999999999999,RM
12:06:02,37.00,0.81,0.94,0.75,0.69,0.69,0.65,43562.00,0.6599999999999999,RM
12:11:02,37.00,0.81,0.95,0.75,0.69,0.69,0.66,43862.00,0.6645000000000001,RM
12:16:02,37.00,0.81,0.95,0.76,0.70,0.69,0.66,44162.00,0.6661666666666667,RM
12:21:02,37.00,0.82,0.95,0.76,0.70,0.70,0.66,44462.00,0.6703333333333332,RM
12:26:02,37.00,0.82,0.95,0.76,0.70,0.70,0.67,44762.00,0.6723333333333332,RM
12:31:02,37.00,0.82,0.95,0.76,0.71,0.70,0.67,45062.00,0.67,RM
12:36:02,37.00,0.83,0.96,0.77,0.71,0.70,0.67,45362.00,0.6773333333333333,RM
12:41:02,37.00,0.83,0.96,0.77,0.71,0.71,0.68,45662.00,0.6815000000000001,RM
12:46:02,37.00,0.83,0.96,0.77,0.72,0.71,0.68,45962.00,0.6836666666666666,RM
12:51:02,37.00,0.83,0.96,0.77,0.72,0.72,0.69,46262.00,0.6871666666666666,RM
12:56:02,37.00,0.84,0.97,0.78,0.73,0.72,0.69,46562.00,0.6901666666666667,RM
13:01:02,37.00,0.85,0.97,0.78,0.73,0.73,0.69,46862.00,0.6948333333333332,RM
13:06:02,37.00,0.84,0.97,0.78,0.73,0.73,0.69,47162.00,0.6961666666666666,RM
13:11:02,37.00,0.85,0.97,0.78,0.73,0.73,0.70,47462.00,0.6983333333333333,RM
13:16:02,37.00,0.85,0.98,0.79,0.74,0.73,0.70,47762.00,0.7010000000000002,RM
13:21:02,37.00,0.85,0.98,0.79,0.74,0.74,0.71,48062.00,0.7061666666666667,RM
13:26:02,37.00,0.86,0.98,0.80,0.75,0.74,0.71,48362.00,0.7091666666666667,RM
13:31:02,37.00,0.86,0.98,0.80,0.75,0.74,0.72,48662.00,0.7111666666666666,RM
13:36:02,37.00,0.86,0.98,0.79,0.75,0.74,0.72,48962.00,0.7116666666666667,RM
13:41:02,37.00,0.87,0.99,0.80,0.75,0.75,0.72,49262.00,0.7178333333333333,RM
13:46:02,37.00,0.87,0.99,0.80,0.76,0.75,0.72,49562.00,0.7191666666666667,RM
13:51:02,37.10,0.87,0.99,0.81,0.76,0.76,0.73,49862.00,0.7246666666666667,RM
13:56:02,37.00,0.88,1.00,0.81,0.77,0.76,0.74,50162.00,0.7291666666666665,RM
14:01:02,37.00,0.88,1.00,0.81,0.77,0.77,0.74,50462.00,0.7311666666666666,RM
14:06:02,37.00,0.88,1.00,0.81,0.77,0.76,0.74,50762.00,0.7328333333333332,RM
14:11:02,37.00,0.89,1.00,0.82,0.78,0.77,0.75,51062.00,0.7376666666666666,RM
14:16:02,37.00,0.88,1.00,0.82,0.78,0.77,0.75,51362.00,0.7381666666666667,RM
14:21:02,37.00,0.89,1.01,0.82,0.78,0.77,0.75,51662.00,0.7429999999999999,RM
14:26:02,37.00,0.89,1.01,0.83,0.79,0.77,0.75,51962.00,0.7438333333333333,RM
14:31:02,37.10,0.90,1.01,0.83,0.79,0.78,0.76,52262.00,0.7489999999999999,RM
14:36:02,37.00,0.90,1.02,0.83,0.79,0.78,0.76,52562.00,0.75,RM
14:41:02,37.00,0.90,1.01,0.84,0.80,0.79,0.76,52862.00,0.7543333333333334,RM
14:46:02,37.00,0.91,1.02,0.84,0.80,0.79,0.77,53162.00,0.7589999999999999,RM
14:51:02,37.00,0.91,1.03,0.84,0.81,0.79,0.78,53462.00,0.7628333333333334,RM
14:56:02,37.00,0.91,1.03,0.84,0.81,0.79,0.78,53762.00,0.7656666666666666,RM
15:01:02,37.00,0.91,1.03,0.85,0.81,0.80,0.78,54062.00,0.7668333333333334,RM
15:06:02,37.00,0.92,1.03,0.85,0.81,0.80,0.79,54362.00,0.7698333333333334,RM
15:11:02,37.00,0.91,1.03,0.85,0.82,0.80,0.79,54662.00,0.7706666666666666,RM
15:16:02,37.00,0.93,1.04,0.86,0.82,0.81,0.80,54962.00,0.7789999999999999,RM
15:21:02,37.00,0.93,1.04,0.86,0.83,0.82,0.80,55262.00,0.7828333333333333,RM
15:26:02,37.00,0.93,1.04,0.86,0.83,0.81,0.81,55562.00,0.78,RM
15:31:02,37.00,0.93,1.03,0.86,0.83,0.82,0.80,55862.00,0.7829999999999999,RM
15:36:02,37.10,0.94,1.05,0.87,0.83,0.82,0.81,56162.00,0.7911666666666667,RM
15:41:02,37.10,0.94,1.05,0.87,0.84,0.82,0.81,56462.00,0.7921666666666667,RM
15:46:02,37.10,0.95,1.05,0.87,0.84,0.83,0.81,56762.00,0.7948333333333333,RM
15:51:02,37.00,0.94,1.05,0.87,0.84,0.82,0.82,57062.00,0.7948333333333334,RM
15:56:02,37.00,0.94,1.05,0.87,0.85,0.83,0.82,57362.00,0.7956666666666665,RM
16:01:02,37.00,0.95,1.06,0.87,0.84,0.83,0.82,57662.00,0.8014999999999999,RM
16:06:02,37.00,0.96,1.06,0.88,0.85,0.83,0.83,57962.00,0.8058333333333332,RM
16:11:02,37.00,0.95,1.05,0.88,0.85,0.84,0.83,58262.00,0.8043333333333332,RM
16:16:02,37.00,0.96,1.06,0.88,0.86,0.84,0.84,58562.00,0.81,RM
16:21:02,37.00,0.96,1.07,0.89,0.86,0.84,0.84,58862.00,0.8128333333333332,RM
16:26:02,37.00,0.97,1.07,0.89,0.86,0.85,0.84,59162.00,0.8151666666666667,RM
16:31:02,37.10,0.96,1.06,0.88,0.86,0.85,0.85,59462.00,0.81,RM
16:36:02,37.10,0.96,1.06,0.89,0.87,0.85,0.85,59762.00,0.8154999999999999,RM
16:41:02,37.10,0.98,1.08,0.89,0.87,0.85,0.85,60062.00,0.8226666666666668,RM
16:46:02,37.10,0.97,1.06,0.90,0.87,0.85,0.85,60362.00,0.8213333333333332,RM
16:51:02,37.00,0.97,1.07,0.90,0.88,0.86,0.85,60662.00,0.8233333333333334,RM
16:56:02,37.00,0.98,1.07,0.90,0.87,0.86,0.86,60962.00,0.8271666666666666,RM
17:01:02,37.00,0.98,1.08,0.90,0.88,0.86,0.86,61262.00,0.8291666666666667,RM
17:06:02,37.00,0.98,1.08,0.90,0.88,0.86,0.87,61562.00,0.8308333333333333,RM
17:11:02,37.10,0.98,1.07,0.91,0.88,0.87,0.87,61862.00,0.8333333333333333,RM
17:16:02,37.10,0.99,1.09,0.91,0.88,0.86,0.87,62162.00,0.8368333333333333,RM
17:21:02,37.00,0.99,1.08,0.91,0.89,0.87,0.87,62462.00,0.8386666666666667,RM
17:26:02,37.10,0.99,1.08,0.91,0.90,0.87,0.87,62762.00,0.84,RM
17:31:02,37.10,0.99,1.09,0.91,0.89,0.87,0.88,63062.00,0.84,RM
17:36:02,37.10,0.99,1.09,0.91,0.90,0.88,0.88,63362.00,0.8441666666666667,RM
17:41:02,37.00,0.99,1.08,0.92,0.90,0.88,0.88,63662.00,0.8441666666666666,RM
17:46:02,37.00,1.00,1.09,0.92,0.90,0.88,0.88,63962.00,0.8483333333333333,RM
17:51:02,37.00,1.00,1.10,0.93,0.90,0.88,0.89,64262.00,0.85,RM
17:56:02,37.00,1.00,1.09,0.93,0.90,0.88,0.89,64562.00,0.8543333333333332,RM
18:01:02,37.00,1.00,1.10,0.93,0.91,0.89,0.89,64862.00,0.8560000000000001,RM
18:06:02,37.00,1.01,1.10,0.93,0.91,0.89,0.89,65162.00,0.86,RM
18:11:02,37.00,1.01,1.09,0.93,0.92,0.89,0.89,65462.00,0.8588333333333333,RM
18:16:02,37.00,1.00,1.09,0.93,0.91,0.90,0.89,65762.00,0.8583333333333333,RM
18:21:02,37.00,1.01,1.10,0.93,0.91,0.89,0.90,66062.00,0.86,RM
18:26:02,37.00,1.01,1.10,0.94,0.92,0.90,0.90,66362.00,0.8638333333333335,RM
18:31:02,37.10,1.02,1.11,0.94,0.92,0.90,0.90,66662.00,0.8676666666666668,RM
18:36:02,37.00,1.01,1.10,0.94,0.92,0.90,0.90,66962.00,0.87,RM
18:41:02,37.00,1.01,1.10,0.94,0.92,0.91,0.90,67262.00,0.87,RM
18:46:02,37.00,1.02,1.10,0.95,0.93,0.91,0.91,67562.00,0.87,RM
18:51:02,37.00,1.01,1.11,0.95,0.93,0.91,0.91,67862.00,0.8713333333333334,RM
18:56:02,37.00,1.02,1.11,0.95,0.93,0.91,0.91,68162.00,0.8740000000000001,RM
19:01:02,37.00,1.02,1.11,0.95,0.94,0.91,0.91,68462.00,0.8776666666666667,RM
19:06:02,37.00,1.02,1.11,0.95,0.94,0.92,0.91,68762.00,0.8783333333333333,RM
19:11:02,37.00,1.02,1.11,0.95,0.94,0.92,0.92,69062.00,0.8790000000000001,RM
19:16:02,37.10,1.02,1.11,0.95,0.94,0.92,0.92,69362.00,0.8801666666666667,RM
19:21:02,37.00,1.02,1.11,0.96,0.94,0.92,0.92,69662.00,0.8816666666666666,RM
19:26:02,37.00,1.02,1.11,0.96,0.94,0.92,0.92,69962.00,0.8831666666666667,RM
19:31:02,37.00,1.03,1.11,0.96,0.94,0.92,0.92,70262.00,0.8843333333333333,RM
19:36:02,37.00,1.03,1.11,0.96,0.95,0.93,0.93,70562.00,0.89,RM
19:41:02,37.00,1.03,1.12,0.96,0.95,0.93,0.92,70862.00,0.8878333333333335,RM
19:46:02,37.00,1.03,1.12,0.97,0.95,0.93,0.93,71162.00,0.8886666666666667,RM
19:51:02,37.00,1.03,1.11,0.96,0.95,0.93,0.93,71462.00,0.89,RM
19:56:02,37.00,1.03,1.12,0.96,0.95,0.93,0.93,71762.00,0.8906666666666666,RM
20:01:02,37.00,1.03,1.12,0.97,0.95,0.93,0.93,72062.00,0.8925000000000001,RM
20:06:02,37.00,1.03,1.12,0.97,0.96,0.93,0.93,72362.00,0.8928333333333335,RM
20:11:02,37.00,1.03,1.12,0.97,0.96,0.93,0.94,72662.00,0.8939999999999999,RM
20:16:02,37.10,1.03,1.12,0.97,0.96,0.94,0.94,72962.00,0.8961666666666666,RM
20:21:02,37.00,1.03,1.12,0.97,0.96,0.94,0.94,73262.00,0.8971666666666666,RM
20:26:02,37.00,1.03,1.12,0.97,0.96,0.94,0.94,73562.00,0.8976666666666666,RM
20:31:02,37.10,1.04,1.12,0.97,0.96,0.94,0.94,73862.00,0.8990000000000001,RM
20:36:02,37.10,1.04,1.12,0.98,0.97,0.94,0.94,74162.00,0.9005000000000001,RM
20:41:02,37.00,1.04,1.12,0.98,0.97,0.94,0.95,74462.00,0.9021666666666666,RM
20:46:02,37.00,1.04,1.12,0.98,0.97,0.94,0.95,74762.00,0.9034999999999997,RM
20:51:02,37.00,1.04,1.12,0.98,0.97,0.95,0.95,75062.00,0.9039999999999999,RM
20:56:02,37.00,1.04,1.12,0.98,0.97,0.95,0.95,75362.00,0.9051666666666668,RM
21:01:02,37.00,1.04,1.12,0.98,0.97,0.95,0.95,75662.00,0.9061666666666667,RM
21:06:02,36.90,1.04,1.12,0.98,0.97,0.95,0.95,75962.00,0.9066666666666666,RM
21:11:02,37.00,1.04,1.12,0.98,0.97,0.95,0.95,76262.00,0.9080000000000003,RM
21:16:02,37.10,1.04,1.13,0.98,0.97,0.95,0.96,76562.00,0.91,RM
21:21:02,37.10,1.04,1.13,0.99,0.97,0.95,0.96,76862.00,0.9103333333333331,RM
21:26:02,37.00,1.04,1.13,0.99,0.98,0.95,0.96,77162.00,0.9116666666666665,RM
21:31:02,37.00,1.05,1.13,0.99,0.98,0.95,0.96,77462.00,0.9121666666666667,RM
21:36:02,37.00,1.05,1.13,0.99,0.98,0.95,0.96,77762.00,0.91,RM
21:41:02,37.00,1.05,1.13,0.99,0.98,0.96,0.96,78062.00,0.9135000000000001,RM
21:46:02,36.90,1.05,1.13,0.99,0.98,0.96,0.96,78362.00,0.9146666666666666,RM
21:51:02,37.00,1.05,1.13,0.99,0.98,0.96,0.96,78662.00,0.9150000000000001,RM
21:56:02,37.10,1.05,1.13,0.99,0.98,0.96,0.97,78962.00,0.9166666666666666,RM
22:01:02,37.00,1.05,1.13,0.99,0.98,0.96,0.97,79262.00,0.9166666666666666,RM
22:06:02,37.00,1.05,1.13,0.99,0.98,0.96,0.97,79562.00,0.9170000000000001,RM
22:11:02,37.00,1.05,1.13,0.99,0.98,0.96,0.97,79862.00,0.9178333333333332,RM
22:16:02,37.10,1.05,1.13,0.99,0.99,0.96,0.97,80162.00,0.9179999999999999,RM
22:21:02,37.00,1.05,1.13,1.00,0.99,0.96,0.97,80462.00,0.92,RM
22:26:02,37.00,1.05,1.13,1.00,0.99,0.96,0.97,80762.00,0.9193333333333333,RM
22:31:02,37.00,1.05,1.13,1.00,0.99,0.97,0.97,81062.00,0.9211666666666665,RM
22:36:02,37.00,1.05,1.13,1.00,0.99,0.97,0.97,81362.00,0.92,RM
22:41:02,37.00,1.05,1.13,1.00,0.99,0.97,0.97,81662.00,0.9229999999999999,RM
22:46:02,37.00,1.05,1.13,1.00,0.99,0.97,0.98,81962.00,0.9223333333333332,RM
22:51:02,37.00,1.05,1.13,1.00,0.99,0.97,0.98,82262.00,0.92,RM
22:56:02,37.00,1.05,1.13,1.00,0.99,0.97,0.98,82562.00,0.9228333333333333,RM
23:01:02,37.10,1.05,1.13,1.00,0.99,0.97,0.98,82862.00,0.9243333333333333,RM
23:06:02,37.10,1.05,1.13,1.00,0.99,0.97,0.98,83162.00,0.93,RM
